"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"2377","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202200003","2022-11-21","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 서원면 유현리 8-3","강원특별자치도 횡성군 서원면 경강로 912","25200","동서제재소 제2공장","2024-01-16 10:38:00","U","2024-01-18 02:40:00","일반 제재업","279125.103212084","447579.498052848","대기배출업소관리","일반 제재업","5종","","8","300","8","300","2241570450",
"2378","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200300005","2003-09-30","","01","영업/정상","11","영업","","","","","","","225-812","강원특별자치도 횡성군 우천면 오원리 527-2","","","아이비코리아(주)","2004-12-21 09:22:23","I","2023-06-13 00:00:00","기타 섬유제품 제조업","","","대기배출업소관리","기타 섬유제품 제조업","","","0","0","0","0","2248124631",
"2379","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200300006","2003-09-30","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 우천면 오원리 527-2","강원특별자치도 횡성군 우천면 전재로 274","","(주)조이캐스트","2009-05-15 16:57:42","I","2023-06-13 00:00:00","","297129.94118687","437679.48873447","대기배출업소관리","","5종","","0","0","0","0","2248124631",
"2380","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200400001","2004-06-14","","01","영업/정상","11","영업","","","","","033-340-4300","","","강원특별자치도 횡성군 둔내면 현천리 81-3","강원특별자치도 횡성군 둔내면 강변로 975","","(주)국순당","2025-04-09 09:36:11","U","2025-04-11 02:40:00","탁주 및 약주 제조업","305799.662136806","443543.32699094","대기배출업소관리","탁주 및 약주 제조업","4종","","16","310","16","310","1248114925",
"2381","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200400002","2004-08-26","","01","영업/정상","11","영업","","","","","0333432887","","","강원특별자치도 횡성군 횡성읍 읍상리 195-34","강원특별자치도 횡성군 횡성읍 횡성로 352","","농업회사법인횡성농산(주)","2023-11-21 16:06:16","U","2023-11-23 02:40:00","곡물 도정업","286940.023130866","442929.805982542","대기배출업소관리","곡물 도정업","4종","","8","250","8","250","2248115340",
"2382","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200400003","2004-08-26","","01","영업/정상","11","영업","","","","","","","225-832","강원특별자치도 횡성군 둔내면 두원리 956-1","","","뉴성우주유소","2004-08-26 17:23:10","I","2023-06-13 00:00:00","자동차 세차업","","","대기배출업소관리","자동차 세차업","","","0","0","0","0","",
"2383","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200500002","2005-08-19","","01","영업/정상","11","영업","","","","","0333425667","","","강원특별자치도 횡성군 우천면 양적리 37-27","강원특별자치도 횡성군 우천면 수남로266번길 35","","(주)한국피에스","2025-08-20 10:43:49","U","2025-08-22 02:40:00","플라스틱제품 제조업","293637.35190552","439962.510087422","대기배출업소관리","플라스틱제품 제조업","4종","","8","300","8","300","2248111999",
"2384","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200500004","2005-12-28","","01","영업/정상","11","영업","","","","","0333452737","","","강원특별자치도 횡성군 횡성읍 옥동리 660","강원특별자치도 횡성군 횡성읍 성동로 359","","(주)횡성톱밥","2023-09-15 10:43:37","U","2023-09-17 02:40:00","제재 및 목재 가공업","290513.560595992","446639.626512396","대기배출업소관리","제재 및 목재 가공업","5종","","8","300","8","300","2248134560",
"2385","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200600001","2006-04-24","","01","영업/정상","11","영업","","","","","003307428301","","225-802","강원특별자치도 횡성군 횡성읍 학곡리 883-3","","","럭키산업","2009-08-27 16:41:46","I","2023-06-13 00:00:00","자동차 종합 수리업","","","대기배출업소관리","자동차 종합 수리업","5종","","0","0","0","0","2241036267",
"2386","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200600002","2006-04-24","","01","영업/정상","11","영업","","","","","","","225-800","강원특별자치도 횡성군 횡성읍 청용리 883-4","","","럭키범퍼","2006-04-24 15:00:20","I","2023-06-13 00:00:00","도장 및 기타 피막처리업","","","대기배출업소관리","도장 및 기타 피막처리업","","","0","0","0","0","",
"2387","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200600004","2006-05-29","","01","영업/정상","11","영업","","","","","0333435400","","225-814","강원특별자치도 횡성군 우천면 양적리 37-18","","","수화실업","2009-08-27 16:10:17","I","2023-06-13 00:00:00","비금속광물제품 제조업","","","대기배출업소관리","비금속광물제품 제조업","5종","순금타일","8","300","8","300","",
"2388","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200700001","2007-01-25","","01","영업/정상","11","영업","","","","","0333455792","","225-806","강원특별자치도 횡성군 횡성읍 조곡리 128-2","","","(주)지오웨이","2009-08-27 16:17:30","I","2023-06-13 00:00:00","고무 및 플라스틱제품 제조업","","","대기배출업소관리","고무 및 플라스틱제품 제조업","5종","고무블럭","8","300","8","300","3018179068",
"2389","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200700002","2007-04-10","","01","영업/정상","11","영업","","","","","033 3431969","","","강원특별자치도 횡성군 횡성읍 마산리 635","강원특별자치도 횡성군 횡성읍 한우로 461","","창성 알마스타","2024-02-07 19:00:26","U","2024-02-09 02:40:00","제 1차 비철금속산업","288644.850834653","443272.243292502","대기배출업소관리","제 1차 비철금속산업","5종","","8","300","8","300","2240836551",
"2390","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021198300006","1983-09-12","","01","영업/정상","11","영업","","","","","033342 2031","","225-800","강원특별자치도 횡성군 횡성읍 읍하리 134-9","","","대풍장여관","2001-01-10 11:08:54","I","2023-06-13 00:00:00","숙박업","","","대기배출업소관리","숙박업","5종","","0","0","0","0","",
"2391","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021198400022","1984-11-28","","01","영업/정상","11","영업","","","","","0333425140","","","강원특별자치도 횡성군 횡성읍 마산리 308","강원특별자치도 횡성군 횡성읍 한우로 495","","대화제약(주)","2023-02-24 14:17:52","I","2023-06-13 00:00:00","의약품 제조업","288879.95156353","443499.275937033","대기배출업소관리","의약품 제조업","4종","의약품, 파프제","8","276","0","0","1338122322",
"2392","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021198500008","1985-03-30","","01","영업/정상","11","영업","","","","","033-340-5200","","","강원특별자치도 횡성군 횡성읍 묵계리 70-1","강원특별자치도 횡성군 횡성읍 청용길 16","","(주)농협사료강원지사","2025-07-24 16:34:20","U","2025-07-26 02:40:00","사료 제조업","286612.473683299","441365.83455936","대기배출업소관리","사료 제조업","2종","배합사료","24","320","24","320","2248512676",
"2393","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021198600009","1986-11-05","","01","영업/정상","11","영업","","","","","033 3432887","","225-800","강원특별자치도 횡성군 횡성읍 읍상리 195","","","합동정미소","2001-01-10 10:09:59","I","2023-06-13 00:00:00","곡물 도정업","286958.168559973","442982.585932806","대기배출업소관리","곡물 도정업","5종","","10","180","0","0","",
"2394","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201000001","2010-01-12","","01","영업/정상","11","영업","","","","","3436131","","","강원특별자치도 횡성군 횡성읍 묵계리 57 -6","강원특별자치도 횡성군 횡성읍 청용3길 15","225-802","(주)두콩양행","2023-02-06 10:52:35","I","2023-06-13 00:00:00","기타 식료품 제조업","286855.054226021","441517.139777308","대기배출업소관리","기타 식료품 제조업","5종","","8","220","8","220","2158149434",
"2395","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201600001","2016-08-12","","01","영업/정상","11","영업","","","","","0333442112","","","","강원특별자치도 횡성군 둔내면 둔방남길 13","25266","동횡성 현대서비스","2018-01-09 16:35:42","I","2023-06-13 00:00:00","자동차 수리업","306525.235583804","445223.526320392","대기배출업소관리","자동차 수리업","5종","수리된 자동차","8","300","8","300","2241255502",
"2396","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201800001","2018-04-17","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 우천면 법주리 708","강원특별자치도 횡성군 우천면 우천제2농공단지로 88-28","25249","(주)시백휀스개발","2024-10-29 13:14:40","U","2024-10-31 02:40:00","","293714.922313211","439440.377675804","대기배출업소관리","","4종","","8","300","8","300","2248158752",
"2397","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201800003","2018-11-22","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 우천면 오원리 837-1","강원특별자치도 횡성군 우천면 전재로 160","25250","(주)신농","2024-01-12 17:59:45","U","2024-01-14 02:40:00","","296247.431584825","438319.954727466","대기배출업소관리","","5종","","4","365","4","365","7428800913",
"2398","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201800004","2018-12-14","","01","영업/정상","11","영업","","","","","033-345-4604","","","강원특별자치도 횡성군 공근면 초원리 656-3","강원특별자치도 횡성군 공근면 아이티밸리길 106","25209","테라코코리아(주)","2024-02-16 17:16:49","U","2024-02-18 02:40:00","비내화 모르타르 제조업","280103.877499163","447709.89814175","대기배출업소관리","비내화 모르타르 제조업","5종","","8","240","8","240","1208102484",
"2399","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201800002","2018-09-12","","01","영업/정상","11","영업","","","","","033-342-3101","","","강원특별자치도 횡성군 공근면 초원리 656-1","강원특별자치도 횡성군 공근면 아이티밸리길 94","25209","(주)삼일이노팩 강원공장","2021-02-08 13:14:26","I","2023-06-13 00:00:00","","280104.066681252","447838.25736175","대기배출업소관리","","5종","","24","300","24","280","2828500671",
"2400","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201900001","2019-07-15","","01","영업/정상","11","영업","","","","","033-344-2260","","","강원특별자치도 횡성군 횡성읍 묵계리 43-7","강원특별자치도 횡성군 횡성읍 청용1길 22","25241","한솔에코패키징(주) 제2공장","2025-01-08 17:13:35","U","2025-01-10 02:40:00","식품 위생용 종이 상자 및 용기 제조업","286768.212286311","441565.777014998","대기배출업소관리","식품 위생용 종이 상자 및 용기 제조업","5종","포장지","12","300","12","300","6068173732",
"2401","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201200001","2012-02-16","","01","영업/정상","11","영업","","","","","344-2270","","","강원특별자치도 횡성군 공근면 초원리 386","강원특별자치도 횡성군 공근면 경강로 1058","25209","동서제재소","2024-03-13 13:41:10","U","2024-03-16 02:40:00","제재 및 목재 가공업","280549.279776353","447554.711023247","대기배출업소관리","제재 및 목재 가공업","5종","","8","300","8","300","2241570450",
"2402","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202000005","2020-07-23","","01","영업/정상","11","영업","","","","","033-344-7115","","","강원특별자치도 횡성군 횡성읍 조곡리 128-2","강원특별자치도 횡성군 횡성읍 한우로 650","25213","농업회사법인 케이엔푸드 주식회사","2022-04-22 16:40:59","I","2023-06-13 00:00:00","곡물 가공품 제조업","290466.353610362","443878.834372343","대기배출업소관리","곡물 가공품 제조업","5종","","8","300","8","300","4888800718",
"2403","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202000004","2020-07-03","","01","영업/정상","11","영업","","","","","033-342-1788","","","강원특별자치도 횡성군 공근면 초원리 658-16","강원특별자치도 횡성군 공근면 아이티밸리길 55-14","25209","(주)파인젠","2021-11-16 17:54:46","I","2023-06-13 00:00:00","기타 화학제품 제조업","280423.356790784","447833.664396143","대기배출업소관리","기타 화학제품 제조업","5종","","8","50","","0","7918601088",
"2404","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202000003","2020-07-03","","01","영업/정상","11","영업","","","","","033-342-1788","","","강원특별자치도 횡성군 공근면 초원리 658-14","강원특별자치도 횡성군 공근면 아이티밸리길 55-24","25209","(주)지오에코텍","2021-11-16 17:54:54","I","2023-06-13 00:00:00","기타 화학제품 제조업","280417.208739607","447766.154223444","대기배출업소관리","기타 화학제품 제조업","5종","","8","120","","0","2648139199",
"2405","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202000006","2020-07-29","","01","영업/정상","11","영업","","","","","0333448175","","","강원특별자치도 횡성군 우천면 법주리 728 (주)웰파인","강원특별자치도 횡성군 우천면 우천제2농공단지로 77 (주)웰파인","25249","(주)웰파인","2022-08-01 13:13:12","I","2023-06-13 00:00:00","기타 비알콜음료 제조업","294003.44","439239.04","대기배출업소관리","기타 비알콜음료 제조업","5종","","8","132","8","132","1428123456",
"2406","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202000002","2020-04-26","","01","영업/정상","11","영업","","","","","15664379","","","강원특별자치도 횡성군 공근면 초원리 109-16","강원특별자치도 횡성군 공근면 경강로초원6길 58","25209","펫메모리얼 주식회사","2022-07-11 13:36:08","I","2023-06-13 00:00:00","애완동물 장묘 및 보호 서비스업","281990.211140203","446825.205893553","대기배출업소관리","애완동물 장묘 및 보호 서비스업","5종","반려동물 유골","8","300","8","300","3428701748",
"2407","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202000008","2021-01-07","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 횡성읍 학곡리 44-11","강원특별자치도 횡성군 횡성읍 한우로 192","25210","제일공업사","2021-05-18 17:45:13","I","2023-06-13 00:00:00","자동차 종합 수리업","286560.828915134","444170.812108923","대기배출업소관리","자동차 종합 수리업","5종","","5","300","5","300","2240287612",
"2408","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202000007","2020-12-02","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 횡성읍 마산리 275-3","강원특별자치도 횡성군 횡성읍 한우로 443","225-804","주식회사 두산이엔티","2024-12-27 17:27:30","U","2024-12-29 02:40:00","합성수지 및 기타 플라스틱물질 제조업","288461.350754159","443309.571562253","대기배출업소관리","합성수지 및 기타 플라스틱물질 제조업","4종","플라스틱(압축품)","10","300","","0","5758603368",
"2409","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202100004","2021-08-18","","01","영업/정상","11","영업","","","","","0333441451","","","강원특별자치도 횡성군 공근면 초원리 651-1","강원특별자치도 횡성군 공근면 아이티밸리길 62","25209","새턴바이오텍(주)","2022-06-10 17:09:01","I","2023-06-13 00:00:00","복합비료 제조업","280415.327521371","448001.798790098","대기배출업소관리","복합비료 제조업","5종","","8","240","8","240","2148691647",
"2410","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202100001","2021-01-28","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 횡성읍 조곡리 156-1","강원특별자치도 횡성군 횡성읍 한우로 696","25213","주식회사에스티","2023-03-15 14:43:19","I","2023-06-13 00:00:00","건설 폐기물 처리업","290648.129138844","443779.014658652","대기배출업소관리","건설 폐기물 처리업","5종","","8","300","8","300","2248125611",
"2411","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202100002","2021-03-15","","01","영업/정상","11","영업","","","","","033-342-3117","","","강원특별자치도 횡성군 우천면 양적리 37-37","강원특별자치도 횡성군 우천면 수남로266번길 57","25249","(주)젠텍","2021-10-21 10:11:59","I","2023-06-13 00:00:00","표면가공목재 및 특정 목적용 제재목 제조업","293801.82726691","439838.255323955","대기배출업소관리","표면가공목재 및 특정 목적용 제재목 제조업","5종","합성목재","24","288","24","228","3198800713",
"2412","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021202100003","2021-08-06","","01","영업/정상","11","영업","","","","","033-343-8770","","","강원특별자치도 횡성군 공근면 창봉리 819 일진산업","강원특별자치도 횡성군 공근면 영서로 680, 일진산업","25203","일진산업(주)","2022-01-20 19:28:23","I","2023-06-13 00:00:00","건설 폐기물 처리업","283701.188730499","452495.660814971","대기배출업소관리","건설 폐기물 처리업","4종","","8","300","","0","2278104862",
"2413","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200100001","2001-01-19","","01","영업/정상","11","영업","","","","","033345 5040","","225-810","강원특별자치도 횡성군 우천면 용둔리 산 54-4","","","(주)삼광","2001-01-19 11:12:16","I","2023-06-13 00:00:00","가정용 전기기기 제조업","","","대기배출업소관리","가정용 전기기기 제조업","5종","","8","300","8","300","",
"2414","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200100004","2001-11-26","","01","영업/정상","11","영업","","","","","033345 5901","","225-814","강원특별자치도 횡성군 우천면 양적리 37-35,36","","","유미산업(주)","2001-11-28 09:16:10","I","2023-06-13 00:00:00","폐기물 처리업","","","대기배출업소관리","폐기물 처리업","5종","","8","300","8","300","",
"2415","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200200002","2002-01-28","","01","영업/정상","11","영업","","","","","033-342-6224","","","강원특별자치도 횡성군 횡성읍 추동리 428-1","강원특별자치도 횡성군 횡성읍 한우로 755","25213","웰텍주식회사","2024-09-09 10:33:17","U","2024-09-11 02:40:00","강관 제조업","291207.714479003","443985.748337545","대기배출업소관리","강관 제조업","3종","상수도 이형관, 도복장강관","8","300","8","300","3128125728",
"2416","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200200003","2002-02-16","","01","영업/정상","11","영업","","","","","033 343 6487","","225-834","강원특별자치도 횡성군 둔내면 삽교리 1138","강원특별자치도 횡성군 둔내면 청태산로466번길 55","","로얄관광개발(주)","2002-02-16 10:23:18","I","2023-06-13 00:00:00","","312669.869447339","447105.92945756","대기배출업소관리","","5종","","5","300","5","300","2248507998",
"2417","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200200005","2002-07-23","","01","영업/정상","11","영업","","","","","","","225-801","강원특별자치도 횡성군 횡성읍 청용리 332-14","","","럭키범퍼","2009-08-27 16:59:51","I","2023-06-13 00:00:00","도장 및 기타 피막처리업","","","대기배출업소관리","도장 및 기타 피막처리업","5종","","8","300","8","300","",
"2418","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201200002","2012-02-17","","01","영업/정상","11","영업","","","","","343-5555","","","강원특별자치도 횡성군 우천면 오원리 724-5","강원특별자치도 횡성군 우천면 전재로 119","225-810","(주)횡성레미콘아스콘","2025-03-26 16:47:27","U","2025-03-28 02:40:00","","295981.749285074","438588.638487742","대기배출업소관리","","4종","","8","200","8","200","2248152762",
"2419","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201200004","2012-02-21","","01","영업/정상","11","영업","","","","","0333424508","","","강원특별자치도 횡성군 갑천면 포동리 631-1","강원특별자치도 횡성군 갑천면 정포로 327","225-840","강원참숯영농조합법인","2023-02-13 17:13:18","I","2023-06-13 00:00:00","기타 화학제품 제조업","297291.751456373","448021.372070381","대기배출업소관리","기타 화학제품 제조업","4종","참숯, 목초액","24","365","24","365","2248129223",
"2420","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201200005","2012-02-21","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 우천면 하궁리 123","","225-810","연희목재화학공업사","2012-02-21 20:23:36","I","2023-06-13 00:00:00","","301480.34163989","444367.678108676","대기배출업소관리","","5종","","24","200","24","200","1360662928",
"2421","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201300004","2013-09-06","","01","영업/정상","11","영업","","","","","0333439907","","","강원특별자치도 횡성군 횡성읍 조곡리 429","강원특별자치도 횡성군 횡성읍 우시장길 43","","횡성축산업협동조합","2022-10-17 13:13:26","I","2023-06-13 00:00:00","사료 제조업","289501.761318455","444072.96153705","대기배출업소관리","사료 제조업","4종","섬유질배합사료","8","240","8","240","2248213956",
"2422","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201200010","2012-12-27","","01","영업/정상","11","영업","","","","","033-340-6534","","","강원특별자치도 횡성군 안흥면 소사리 1334","강원특별자치도 횡성군 안흥면 봉화로 790","","롯데웰푸드(주)","2025-07-16 15:26:29","U","2025-07-18 02:40:00","낙농제품 및 아이스크림 제조업","300709.700909535","440517.716466947","대기배출업소관리","낙농제품 및 아이스크림 제조업","2종","우유","16","300","30","300","1868100924",
"2423","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201300001","2013-04-19","","01","영업/정상","11","영업","","","","","0333401217","","","강원특별자치도 횡성군 우천면 산전리 137-2 (주)시안","강원특별자치도 횡성군 우천면 경강로 3111 (주)시안","25244","(주)시안","2024-01-22 09:45:30","U","2024-01-24 02:40:00","플라스틱 창호 제조업","296454.193708374","444217.771705917","대기배출업소관리","플라스틱 창호 제조업","4종","하이샷시","8","300","8","300","1248192047",
"2424","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201300003","2013-07-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 횡성읍 마산리 632-2","강원특별자치도 횡성군 횡성읍 한우로 459","225-804","횡성공업사","2022-06-29 14:49:19","I","2023-06-13 00:00:00","자동차 종합 수리업","288621.698176857","443301.562573735","대기배출업소관리","자동차 종합 수리업","5종","","3","300","3","300","2241646113",
"2425","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201300002","2013-07-05","","01","영업/정상","11","영업","","","","","033-342-6537","","","강원특별자치도 횡성군 공근면 초원리 658-4","강원특별자치도 횡성군 공근면 아이티밸리길 7-48","","(주)파낙스코리아","2014-12-24 15:58:46","I","2023-06-13 00:00:00","","280219.226188151","447694.286703714","대기배출업소관리","","5종","비알콜성음료","8","25","","0","1278132960",
"2426","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201400002","2014-10-16","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 횡성군 우천면 전재로 160-2","25250","태기산업(주)","2017-11-22 16:29:18","I","2023-06-13 00:00:00","표면가공목재 및 특정 목적용 제재목 제조업","296215.502426681","438274.023870044","대기배출업소관리","표면가공목재 및 특정 목적용 제재목 제조업","5종","톱밥","8","300","8","300","2248164249",
"2427","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201400003","2014-11-06","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 우천면 용둔리 810-1 외 5필지","","","대흥제재소","2024-05-03 09:30:54","U","2024-05-05 02:40:00","일반 제재업","292440.46549213","443861.77976813","대기배출업소관리","일반 제재업","5종","목재","8","300","8","300","2240433177",
"2428","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201400001","2014-03-26","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 횡성군 우천면 오원소사1길 73","225-812","동광농산","2017-11-22 16:27:39","I","2023-06-13 00:00:00","사료 제조업","297401.138976459","438749.225710496","대기배출업소관리","사료 제조업","5종","","8","300","8","300","2241688694",
"2429","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201500005","2015-12-03","","01","영업/정상","11","영업","","","","","033-340-7723","","","강원특별자치도 횡성군 서원면 유현리 산 61","강원특별자치도 횡성군 서원면 경강로유현6길 28","225-863","에스엘세레스 옥스필드","2021-12-13 11:32:25","I","2023-06-13 00:00:00","골프장 및 스키장 운영업","274419.06631373","446296.777878184","대기배출업소관리","골프장 및 스키장 운영업","5종","","12","330","12","330","3738501850",
"2430","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021201500001","2015-11-20","","01","영업/정상","11","영업","","","","","3459552","","","강원특별자치도 횡성군 공근면 초원리 660-1","강원특별자치도 횡성군 공근면 아이티밸리길 36 (외 아이티밸리길 35)","225-874","(주)서울에프엔비","2025-05-27 17:06:37","U","2025-05-29 02:40:00","낙농제품 및 아이스크림 제조업","280569.546946073","447948.729249156","대기배출업소관리","낙농제품 및 아이스크림 제조업","2종","커피류","24","300","24","300","3128187893",
"2431","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200200007","2002-10-25","","01","영업/정상","11","영업","","","","","0333425630","","","강원특별자치도 횡성군 우천면 양적리 37-10","강원특별자치도 횡성군 우천면 수남로266번길 52","25249","(주)젠트로그룹 1공장","2025-04-22 15:04:59","U","2025-04-24 02:40:00","플라스틱 필름, 시트 및 판 제조업","293626.556501769","439758.892293901","대기배출업소관리","플라스틱 필름, 시트 및 판 제조업","5종","","8","250","8","250","3518801415",
"2432","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200200008","2002-11-22","","01","영업/정상","11","영업","","","","","033-342-6224","","","강원특별자치도 횡성군 우천면 상하가리 194-1","강원특별자치도 횡성군 우천면 상하가로 235","25244","현대특수강(주) 횡성지점","2024-11-27 14:12:26","U","2024-11-29 02:40:00","강관 제조업","294445.954897809","442867.09808869","대기배출업소관리","강관 제조업","4종","상수도 이형관, 도복장강관","8","300","8","300","3128125728",
"2433","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200200009","2002-12-18","","01","영업/정상","11","영업","","","","","003303445535","","225-802","강원특별자치도 횡성군 횡성읍 묵계리 43-8","","","(주)진우","2003-01-27 17:01:00","I","2023-06-13 00:00:00","자동차부품 제조업","","","대기배출업소관리","자동차부품 제조업","5종","","8","360","24","360","",
"2434","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200200010","2004-06-29","","01","영업/정상","11","영업","","","","","","","225-812","강원특별자치도 횡성군 우천면 오원리 산 539-1","","","(주)코레스코 치악산지점","2004-06-29 10:22:43","I","2023-06-13 00:00:00","","","","대기배출업소관리","","","","0","0","0","0","",
"2435","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200300002","2003-04-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 횡성읍 묵계리 9-8","","","(주)수한 (제3공장)","2022-10-14 15:26:06","I","2023-06-13 00:00:00","사무 및 회화용품 제조업","","","대기배출업소관리","사무 및 회화용품 제조업","5종","","12","240","0","0","2248102597",
"2436","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021199800081","1999-07-05","","01","영업/정상","11","영업","","","","","033342 6771","","225-810","강원특별자치도 횡성군 우천면 산전리 142","","","이화성업","2001-01-10 10:52:56","I","2023-06-13 00:00:00","유리 및 유리제품 제조업","296323.606727052","443987.148802288","대기배출업소관리","유리 및 유리제품 제조업","4종","","8","150","0","0","",
"2437","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200000082","2000-01-11","","01","영업/정상","11","영업","","","","","033 3457766","","225-800","강원특별자치도 횡성군 횡성읍 묵계리 43-6","","","고려양조공업","2003-03-24 17:08:24","I","2023-06-13 00:00:00","탁주 및 약주 제조업","","","대기배출업소관리","탁주 및 약주 제조업","4종","","8","300","0","0","2248115850",
"2438","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200000085","2000-05-10","","01","영업/정상","11","영업","","","","","033343 2799","","225-860","강원특별자치도 횡성군 서원면 유현리 산 186","","","동경산업","2001-01-10 10:59:23","I","2023-06-13 00:00:00","비금속광물 분쇄물 생산업","276573.870243403","449201.57892453","대기배출업소관리","비금속광물 분쇄물 생산업","5종","","8","300","0","0","",
"2439","대기오염물질배출시설설치사업장","09_30_08_P","4261000","426100021200000087","2000-06-30","","01","영업/정상","11","영업","","","","","","","225-870","강원특별자치도 횡성군 공근면 창봉리 652","강원특별자치도 횡성군 공근면 영서로 800","","성암광학(주)","2001-01-10 11:00:45","I","2023-06-13 00:00:00","기타 광학기기 제조업","282623.180513953","453127.771114394","대기배출업소관리","기타 광학기기 제조업","5종","","8","300","0","0","",
