"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"1123","유료직업소개소","11_50_02_P","4221000","2004422001011500005","2004-09-15","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 화전동 37번지 6호 11통 3반","강원특별자치도 태백시 수아밭길 200-17 (화전동)","","태백종합인력","2005-01-31 17:01:26","I","2023-06-13 00:00:00","","374826.152946915","410752.927684007","개인","유료",
"1124","유료직업소개소","11_50_02_P","4221000","2005422001011500001","2005-07-20","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 장성동 135호 9통 1반 협심아파트 6 303","","","거인인력개발","2006-01-23 09:24:39","I","2023-06-13 00:00:00","","378693.159556038","402082.188673124","개인","유료",
"1125","유료직업소개소","11_50_02_P","4221000","2005422001011500002","2005-03-14","","03","폐업","40","폐업","","","","","","","","충청북도 청주시상당구 영운동 38번지 14호 2통 1반   201","충청북도 청주시 상당구 꽃산서로8번길 106, 201호 (영운동)","","세기인력","2007-01-24 11:04:39","I","2023-06-13 00:00:00","","245369.222996208","346810.124455101","개인","유료",
"1126","유료직업소개소","11_50_02_P","4221000","2005422001011500003","2005-03-21","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 674호 26통 1반 태백황지3단지아파트 301 1401","강원특별자치도 태백시 고원로 279, 301동 1401호 (황지동,태백황지3단지아파트)","","황지인력","2005-07-15 17:28:31","I","2023-06-13 00:00:00","","375889.51696812","410059.152334811","개인","유료",
"1127","유료직업소개소","11_50_02_P","4221000","2005422001011500004","2005-04-18","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 665호 20통 5반 현대아파트 104 402","","","극동인력","2005-08-17 13:19:18","I","2023-06-13 00:00:00","","376074.693076744","408445.696032268","개인","유료",
"1128","유료직업소개소","11_50_02_P","4221000","2005422001011500005","2005-06-10","","03","폐업","40","폐업","2010-03-30","","","","033 553 0140","","","경기도 시흥시 포동 1번지 36호 6통 1반 신관아파트 가 608","","","무궁화산업개발","2010-03-30 17:18:48","I","2023-06-13 00:00:00","","181059.673262758","433949.641233753","개인","유료",
"1129","유료직업소개소","11_50_02_P","4221000","2005422001011500006","2005-06-10","","03","폐업","40","폐업","","","","","","","","충청북도 청주시흥덕구 개신동 10번지 7호 10통 3반 삼익아파트 104 1004","충청북도 청주시 흥덕구 예체로29번길 9, 104동 1004호 (개신동,삼익아파트)","","소망종합인력개발","2007-03-29 13:32:27","I","2023-06-13 00:00:00","","","","개인","유료",
"1130","유료직업소개소","11_50_02_P","4221000","2005422001011500007","2005-07-22","","03","폐업","40","폐업","","","","","","","","경기도 오산시 부산동 778번지 1호 20통 6반 주공아파트 113 1003","경기도 오산시 운암로 122, 113동 1003호 (부산동,주공아파트)","","하늘인력","2006-01-25 16:47:14","I","2023-06-13 00:00:00","","207094.170732729","406194.345086188","개인","유료",
"1131","유료직업소개소","11_50_02_P","4221000","2005422001011500008","2005-09-01","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 38번지 171호 7통 2반","강원특별자치도 태백시 시장안2길 7 (황지동)","","태백산인력","2006-03-21 17:07:00","I","2023-06-13 00:00:00","","376887.874541274","409756.706931786","개인","유료",
"1132","유료직업소개소","11_50_02_P","4221000","2005422001011500009","2005-10-31","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 87번지 22호 13통 5반 장미연립 다 103","강원특별자치도 태백시 연립길 11, 다동 103호 (황지동,장미연립)","","두성인력","2006-07-06 13:49:27","I","2023-06-13 00:00:00","","376643.25041849","408548.436269894","개인","유료",
"1133","유료직업소개소","11_50_02_P","4221000","2006422001011500001","2006-03-03","","03","폐업","40","폐업","2008-05-06","","","","","","","강원특별자치도 태백시 장성동 75번지 8호 3통 4반","강원특별자치도 태백시 장성로 223 (장성동)","","거인인력개발","2008-05-06 10:17:49","I","2023-06-13 00:00:00","","379672.155552514","401854.290245592","개인","유료",
"1134","유료직업소개소","11_50_02_P","4221000","2006422001011500003","2006-04-07","","03","폐업","40","폐업","2008-10-14","","","","554 0440","","","강원특별자치도 태백시 황지동 273번지 49호","강원특별자치도 태백시 황지로 241-1 (황지동)","","태백산인력","2008-10-14 17:42:56","I","2023-06-13 00:00:00","","376233.969865475","410310.212860053","개인","유료",
"1135","유료직업소개소","11_50_02_P","4221000","2006422001011500004","2006-04-26","","03","폐업","40","폐업","2007-12-27","","","","","","","강원특별자치도 태백시 소도동 16번지 14호 3통 6반","","","유진매니저먼트","2007-12-27 14:49:59","I","2023-06-13 00:00:00","","375451.84444124","405566.222532623","개인","유료",
"1136","유료직업소개소","11_50_02_P","4221000","2006422001011500005","2006-08-23","","03","폐업","40","폐업","2009-08-31","","","","033 554 0415","","","강원특별자치도 태백시 화전동 467번지 9   호","","","함백산인력개발","2009-08-31 14:36:45","I","2023-06-13 00:00:00","","","","개인","유료",
"1137","유료직업소개소","11_50_02_P","4221000","2006422001011500007","2006-09-15","","03","폐업","40","폐업","2008-02-29","","","","","","","강원특별자치도 태백시 황지동 59번지 75호 16통 6반 대림4차아파트  1006","강원특별자치도 태백시 고원로 145, 1006호 (황지동,대림4차아파트)","","개미인력개발","2008-02-29 16:16:21","I","2023-06-13 00:00:00","","376702.876414983","409128.308470363","개인","유료",
"1138","유료직업소개소","11_50_02_P","4221000","2007422001011500001","2007-01-04","","03","폐업","40","폐업","2008-05-22","","","","033 553 5350","","","강원특별자치도 정선군 고한읍 고한리 호 중앙아파트 5 203","","","신세기 기술인력","2008-09-19 21:57:35","I","2023-06-13 00:00:00","","","","개인","유료",
"1139","유료직업소개소","11_50_02_P","4221000","2007422001011500002","2007-04-17","","03","폐업","40","폐업","2008-09-12","","","","033 552 9793","","","강원특별자치도 태백시 통동 산21번지 1호 23통 6반 한보5단지아파트 506 206","","","소망종합인력","2008-09-19 11:50:13","I","2023-06-13 00:00:00","","","","개인","유료",
"1140","유료직업소개소","11_50_02_P","4221000","2007422001011500003","2007-06-19","","03","폐업","40","폐업","2012-11-08","","","","553 9658","","235-020","강원특별자치도 태백시 화전동 11번지 36호","강원특별자치도 태백시 외솔배기길 88 (화전동)","235-020","우리인력","2012-12-18 14:34:52","I","2023-06-13 00:00:00","","375430.981730447","410441.774220841","개인","유료",
"1141","유료직업소개소","11_50_02_P","4221000","2008422001014500001","2008-04-16","","03","폐업","40","폐업","2008-09-23","","","","553 9222","","","강원특별자치도 태백시 황지동 470번지 1호 5통 1반","강원특별자치도 태백시 오투로 153 (황지동)","","태백인력공사","2008-09-23 17:40:13","I","2023-06-13 00:00:00","","375024.158064536","409588.372378545","개인","유료",
"1142","유료직업소개소","11_50_02_P","4221000","2008422001014500002","2008-05-08","","03","폐업","40","폐업","2008-12-08","","","","552 2703","","235-010","강원특별자치도 태백시 황지동 74번지 67호","강원특별자치도 태백시 황지남1길 15 (황지동)","","한마음 주식회사","2008-12-08 16:07:03","I","2023-06-13 00:00:00","","377007.72274784","409171.334675461","법인","유료",
"1143","유료직업소개소","11_50_02_P","4221000","2008422001014500003","2008-05-14","","03","폐업","40","폐업","2009-07-22","","","","","","","강원특별자치도 태백시 황지동 24번지 19통 1반 대산하이츠빌 308호","강원특별자치도 태백시 풀미당골길 35, 308호 (황지동,대산하이츠빌)","","정암기술인력","2009-07-24 09:17:18","I","2023-06-13 00:00:00","","377120.410498732","409573.217926738","개인","유료",
"1144","유료직업소개소","11_50_02_P","4221000","2008422001014500004","2008-05-16","","03","폐업","40","폐업","2010-03-04","","","","554 1072","","","강원특별자치도 태백시 황지동 87번지 9호 13통 2반 한양연립 나동 302호","","","화인종합용역","2010-03-04 17:11:56","I","2023-06-13 00:00:00","","","","개인","유료",
"1145","유료직업소개소","11_50_02_P","4221000","2008422001014500005","2008-05-23","","03","폐업","40","폐업","2023-03-23","","","","554 1700","","","강원특별자치도 태백시 장성동 159번지 1호 5통 4반 화광아파트 12동 204호","강원특별자치도 태백시 장성1길 186, 12동 204호 (장성동,화광아파트)","","거인인력개발","2023-03-23 13:18:04","I","2023-06-13 00:00:00","","378498.20163908","401834.014517795","개인","유료",
"1146","유료직업소개소","11_50_02_P","4221000","2008422001014500006","2008-08-11","","03","폐업","40","폐업","2010-09-10","","","","0335540416","","235-020","강원특별자치도 태백시 화전동 4번지 66호","강원특별자치도 태백시 외솔배기길 143 (화전동)","","(주)절골발전추진위원회","2010-09-13 10:45:30","I","2023-06-13 00:00:00","","375683.217995793","410518.422171217","법인","유료",
"1147","유료직업소개소","11_50_02_P","4221000","2008422001014500007","2008-09-02","","03","폐업","40","폐업","2011-04-11","","","","0335531666","","235-010","강원특별자치도 태백시 황지동 273번지 180호","강원특별자치도 태백시 황지로 260 (황지동)","","다모아 개발 주식회사","2011-04-11 15:42:27","I","2023-06-13 00:00:00","","376091.708262206","410391.541600403","법인","유료",
"1148","유료직업소개소","11_50_02_P","4221000","2008422001014500009","2008-10-23","","03","폐업","40","폐업","2010-07-01","","","","0335521418","","","강원특별자치도 태백시 황지동 87번지 8호 15통 6반 주공아파트 209동 405호","","","태백인력공사","2010-07-01 14:14:27","I","2023-06-13 00:00:00","","376651.926333629","408424.364704078","개인","유료",
"1149","유료직업소개소","11_50_02_P","4221000","2008422001014500010","2008-11-10","","03","폐업","40","폐업","2011-08-25","","","","0335531918","","","강원특별자치도 태백시 동점동 74번지 12통 1반 동점주공아파트 1동 502호","강원특별자치도 태백시 동태백로 130, 1동 502호 (동점동,동점주공아파트)","","삼주인력","2011-08-26 10:19:44","I","2023-06-13 00:00:00","","382078.161999768","401371.556156376","개인","유료",
"1150","유료직업소개소","11_50_02_P","4221000","2009422001014500001","2009-01-06","","03","폐업","40","폐업","2009-07-15","","","","","","","서울특별시 마포구 대흥동 316번지 34호 2통 4반","","","강원인력공사","2009-07-15 14:51:29","I","2023-06-13 00:00:00","","","","개인","유료",
"1151","유료직업소개소","11_50_02_P","4221000","2009422001014500002","2009-03-05","","03","폐업","40","폐업","2011-07-15","","","","033 552 3114","","","강원특별자치도 태백시 장성동 176번지 19통 1반","","","개미인력개발","2011-07-18 11:33:44","I","2023-06-13 00:00:00","","","","개인","유료",
"1152","유료직업소개소","11_50_02_P","4221000","2009422001014500003","2009-07-27","","03","폐업","40","폐업","2014-07-16","","","","","","","강원특별자치도 태백시 황지동 162번지 3호 9통 2반 상장연립 나동 301호","강원특별자치도 태백시 함태길 78, 나동 301호 (황지동,상장연립)","","강원인력공사","2014-07-22 09:06:14","I","2023-06-13 00:00:00","","376233.485787429","406681.606437045","개인","유료",
"1153","유료직업소개소","11_50_02_P","4221000","2010422001014500001","2010-05-20","","03","폐업","40","폐업","2011-12-29","","","","033 552 8828","","235-800","강원특별자치도 태백시 황지동 204번지 21호 1층","강원특별자치도 태백시 대학길 22 (황지동,1층)","","유림건설","2011-12-29 15:54:45","I","2023-06-13 00:00:00","","376156.74499888","408216.288673008","개인","유료",
"1154","유료직업소개소","11_50_02_P","4221000","2011422007214500001","2011-07-25","","03","폐업","40","폐업","2012-12-11","","","","","","235-010","강원특별자치도 태백시 황지동 273번지 6호","강원특별자치도 태백시 광장로 17 (황지동)","","개미인력공사","2012-12-11 14:53:05","I","2023-06-13 00:00:00","","376274.828152409","410270.385950182","개인","유료",
"1155","유료직업소개소","11_50_02_P","4221000","2011422007214500002","2011-08-19","","03","폐업","40","폐업","2013-04-02","","","","0335530828","","235-800","강원특별자치도 태백시 황지동 158번지 2호 (버들치길 49)","강원특별자치도 태백시 버들치길 49 (황지동)","235-019","태백발전시민주식회사","2013-04-02 16:07:34","I","2023-06-13 00:00:00","","375767.698480321","406321.374776997","법인","유료",
"1156","유료직업소개소","11_50_02_P","4221000","2012422007214500001","2012-02-14","","03","폐업","40","폐업","2014-02-19","","","","0335541104","","235-010","강원특별자치도 태백시 황지동 273번지 1호","강원특별자치도 태백시 황지로 273-1 (황지동)","235-802","아주인력","2014-02-20 09:09:57","I","2023-06-13 00:00:00","","376069.470799479","410350.144387168","개인","유료",
"1157","유료직업소개소","11_50_02_P","4221000","2012422007214500003","2012-04-16","","03","폐업","40","폐업","2013-01-07","","","","0335526330","","","","강원특별자치도 태백시 상장로 41-1 (황지동)","235-019","신진직업소개소","2013-01-08 10:18:12","I","2023-06-13 00:00:00","","376744.128633556","407223.810164985","개인","유료",
"1158","유료직업소개소","11_50_02_P","4221000","2012422007214500004","2012-11-14","","03","폐업","40","폐업","2022-01-14","","","","","","","강원특별자치도 태백시 장성동 22통 3반 태백장성 동아라이크텐 아파트 102동 1401호","강원특별자치도 태백시 태백로 916-1 (황지동)","235-800","태백우리인력개발","2022-01-17 11:33:29","I","2023-06-13 00:00:00","","376864.188319076","410024.052477034","개인","유료",
"1159","유료직업소개소","11_50_02_P","4221000","2014422007214500001","2014-03-06","","03","폐업","40","폐업","2015-04-03","","","","","","","","강원특별자치도 태백시 광장로 17 (황지동)","235-801","황지인력개발","2015-04-03 14:16:00","I","2023-06-13 00:00:00","","376274.828152409","410270.385950182","개인","유료",
"1160","유료직업소개소","11_50_02_P","4221000","2015422007214500001","2015-01-27","","03","폐업","40","폐업","2018-08-14","","","","","","","","강원특별자치도 태백시 서황지로 12-7 (황지동)","235-800","신흥인력","2018-08-14 16:51:05","I","2023-06-13 00:00:00","","376642.337980158","409719.749744333","개인","유료",
"1161","유료직업소개소","11_50_02_P","4221000","2016422007214500001","2016-11-15","","03","폐업","40","폐업","2017-02-28","","","","","","","강원특별자치도 태백시 황지동 264번지","강원특별자치도 태백시 황지로 202 (황지동)","26026","서윤인력","2017-03-03 10:00:33","I","2023-06-13 00:00:00","","376544.754179196","410059.881492747","개인","유료",
"1162","유료직업소개소","11_50_02_P","4221000","2016422007214500002","2016-11-17","","03","폐업","40","폐업","2017-03-28","","","","","","","강원특별자치도 태백시 황지동 264번지","강원특별자치도 태백시 황지로 202 (황지동)","26026","서윤인력","2017-03-03 17:32:11","I","2023-06-13 00:00:00","","376544.754179196","410059.881492747","개인","유료",
"1163","유료직업소개소","11_50_02_P","4221000","2022422012214500001","2022-02-04","","03","폐업","40","폐업","2022-09-15","","","","","","","강원특별자치도 태백시 화전동 19-31","강원특별자치도 태백시 외솔배기길 83(화전동)","26005","태백우리인력개발","2022-09-15 17:55:58","I","2023-06-13 00:00:00","","375404.746796295","410461.020502248","개인","유료",
"1164","유료직업소개소","11_50_02_P","4221000","2022422012214500002","2022-04-26","","03","폐업","40","폐업","2022-12-09","","","","","","","강원특별자치도 태백시 황지동 270-81","강원특별자치도 태백시 먹거리길 11(황지동)","26007","태백산인력","2023-08-21 11:48:39","U","2023-08-23 02:40:00","","376309.152057003","410200.054438744","개인","유료",
"1165","유료직업소개소","11_50_02_P","4221000","2001422001011500002","2001-09-18","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 장성동 147번지 8호 4통 3반","","","거인인력개발","2003-05-15 13:44:33","I","2023-06-13 00:00:00","","378460.027473698","402092.534000266","개인","유료",
"1166","유료직업소개소","11_50_02_P","4221000","2002422001011500001","2002-05-20","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 24호 19통 5반 대산하이츠빌  1712","강원특별자치도 태백시 풀미당골길 35, 1712호 (황지동,대산하이츠빌)","","유진프로페셔널","2003-09-01 18:26:27","I","2023-06-13 00:00:00","","377120.410498732","409573.217926738","개인","유료",
"1167","유료직업소개소","11_50_02_P","4221000","2003422001011500002","2003-05-15","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 418번지 17호 10통 1반","강원특별자치도 태백시 서학로 1088 (황지동)","","거인인력개발","2005-01-10 17:19:04","I","2023-06-13 00:00:00","","376164.248612054","407646.843819795","개인","유료",
"1168","유료직업소개소","11_50_02_P","4221000","2003422001011500003","2003-07-02","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 40번지 11호 1통 3반","","","태백인력공사","2004-02-26 12:05:23","I","2023-06-13 00:00:00","","","","개인","유료",
"1169","유료직업소개소","11_50_02_P","4221000","2003422001011500004","2003-10-13","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 철암동 435번지 169호 12통 4반 장미아파트 102 506","강원특별자치도 태백시 삼방길 35, 102동 506호 (철암동,장미아파트)","","유진매니저먼트","2004-03-11 16:41:03","I","2023-06-13 00:00:00","","381467.636194065","403549.150311871","개인","유료",
"1170","유료직업소개소","11_50_02_P","4221000","2004422001011500001","2004-01-28","","03","폐업","40","폐업","","","","","","","","강원특별자치도 태백시 황지동 662호 27통 4반 청솔아파트 110 704","","","대우인력","2006-12-27 15:45:16","I","2023-06-13 00:00:00","","376026.920538997","408769.773874892","개인","유료",
"1171","유료직업소개소","11_50_02_P","4221000","2004422001011500002","2004-03-05","","03","폐업","40","폐업","2008-06-23","","","","","","","강원특별자치도 태백시 철암동 307번지 1호 3통 2반","","","혜성인력","2008-09-17 14:31:47","I","2023-06-13 00:00:00","","381414.56276105","404461.020626549","개인","유료",
"1172","유료직업소개소","11_50_02_P","4221000","2004422001011500003","2004-03-05","","03","폐업","40","폐업","2008-03-12","","","","","","","강원특별자치도 태백시 황지동 470번지 1호 5통 1반","강원특별자치도 태백시 오투로 153 (황지동)","","태백인력공사","2008-03-12 09:31:56","I","2023-06-13 00:00:00","","375024.158064536","409588.372378545","개인","유료",
"1173","유료직업소개소","11_50_02_P","4221000","2008422001014500008","2008-09-02","","04","취소/말소/만료/정지/중지","70","등록취소","2008-09-02","","","","","","235-010","강원특별자치도 태백시 황지동 380번지 1호","강원특별자치도 태백시 절골1길 63 (황지동)","","절골 개발 주민 주식회사","2008-09-02 19:04:25","I","2023-06-13 00:00:00","","375628.204625645","409943.49331476","법인","유료",
"1174","유료직업소개소","11_50_02_P","4221000","2008422001014500011","2008-11-20","","04","취소/말소/만료/정지/중지","70","등록취소","2009-04-13","","","","0335541084","","","강원특별자치도 태백시 황지동 59번지 113호 13통 6반 우석아파트 106동 308호","","","복지인력공사","2010-05-10 11:54:36","I","2023-06-13 00:00:00","","376327.567402028","409138.241376261","개인","유료",
"1175","유료직업소개소","11_50_02_P","4221000","2001422001011500001","2001-08-03","","04","취소/말소/만료/정지/중지","70","등록취소","","","","","","","","강원특별자치도 태백시 철암동 366번지 44호 8통 2반","","","남프로덕션","2003-05-16 14:29:35","I","2023-06-13 00:00:00","","","","개인","유료",
"1176","유료직업소개소","11_50_02_P","4231000","2005423005111500005","2005-07-18","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 777번지 14호 10통 7반 금도주택 나 101","강원특별자치도 속초시 미시령로 3366, 나동 101호 (교동,금도주택)","","속초용역직업소개소","2024-05-30 17:48:44","U","2024-06-01 02:40:00","","337851.441550672","523683.797735463","개인","유료",
"1177","유료직업소개소","11_50_02_P","4231000","2007423005111500003","2007-04-09","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 661번지 17호 13통 5반","강원특별자치도 속초시 중앙로 50-1 (교동)","","한나루유료직업소개소","2020-06-15 16:29:53","I","2023-06-13 00:00:00","","338509.182924168","523109.364406958","개인","유료",
"1178","유료직업소개소","11_50_02_P","4231000","1996423005111500001","1996-10-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 조양동 1377번지 50호 2통 2반","강원특별자치도 속초시 조양로22번길 1-8 (조양동)","","영진인력","2021-05-26 09:47:24","I","2023-06-13 00:00:00","","339983.710640636","521656.231243164","개인","유료",
"1179","유료직업소개소","11_50_02_P","4231000","1998423005111500001","1998-07-15","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 923호 22통 7반 삼환아파트 107 803","강원특별자치도 속초시 밤골3길 39, 107동 803호 (교동, 삼환아파트)","217-754","하나유료직업소개소","2020-06-15 16:27:16","I","2023-06-13 00:00:00","","337108.241515458","523441.520751693","개인","유료",
"1180","유료직업소개소","11_50_02_P","4231000","2002423005111500003","2002-03-07","","01","영업/정상","20","영업중","","","","","0336365738","","","강원특별자치도 속초시 교동 767번지 224호 럭키설악타운 1차아파트 3동 1103호","강원특별자치도 속초시 만천4길 1, 3동 1103호 (교동, 럭키설악타운 1차아파트)","217-805","세림유료직업소개소","2024-11-27 15:43:25","U","2024-11-29 02:40:00","","337770.080531838","523103.472527516","개인","유료",
"1181","유료직업소개소","11_50_02_P","4231000","2003423005111500011","2003-03-20","","01","영업/정상","20","영업중","","","","","6370626","","","강원특별자치도 속초시 교동 780번지 121호 10통 4반","강원특별자치도 속초시 미시령로 3376-9 (교동)","217-060","공병여단유료직업소개소","2020-06-15 16:05:51","I","2023-06-13 00:00:00","","338003.173022138","523691.936813076","개인","유료",
"1182","유료직업소개소","11_50_02_P","4231000","2004423005111500003","2004-02-17","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 767번지 224호 15통 6반 럭키설악타운1차아파트 2 403","강원특별자치도 속초시 만천4길 1-1, 2동 403호 (교동, 럭키설악타운1차아파트)","217-060","가나유료직업소개소","2023-11-30 18:19:11","U","2023-12-02 02:40:00","","337770.080531838","523103.472527516","개인","유료",
"1183","유료직업소개소","11_50_02_P","4231000","2015423007814500009","2015-11-06","","01","영업/정상","20","영업중","","","","","033632 3906","","","강원특별자치도 속초시 교동 482번지 304호","강원특별자치도 속초시 청초호반로 238-3 (교동)","24838","서라벌유료직업소개소","2020-06-15 16:19:54","I","2023-06-13 00:00:00","","338662.950530587","523051.312503199","개인","유료",
"1184","유료직업소개소","11_50_02_P","4231000","2016423007814500002","2016-05-03","","01","영업/정상","20","영업중","","","","","","","","","강원특별자치도 속초시 청대로 250-7 (조양동)","24878","대신인력개발(주)","2020-06-15 16:09:19","I","2023-06-13 00:00:00","","337863.594012789","521904.617834266","법인","유료",
"1185","유료직업소개소","11_50_02_P","4231000","2016423007814500004","2016-10-14","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 조양동 1502번지 부영아파트 6블럭 상가2층 201호","강원특별자치도 속초시 조양로 163 (조양동, 부영아파트 6블럭 상가2층 201호)","24881","글로벌 인력공사","2025-09-19 17:26:53","U","2025-09-21 02:40:00","","338523.564901159","521679.786341936","개인","유료",
"1186","유료직업소개소","11_50_02_P","4231000","2017423007814500001","2017-02-07","","01","영업/정상","20","영업중","","","","","0336372505","","","강원특별자치도 속초시 청학동 642번지 21호","강원특별자치도 속초시 청학로 59 (청학동)","24829","명성직업소개소","2020-06-29 14:34:59","I","2023-06-13 00:00:00","","338569.120740613","523397.716521442","개인","유료",
"1187","유료직업소개소","11_50_02_P","4231000","2018423007814500006","2018-04-12","","01","영업/정상","20","영업중","","","","","0336331600","","","강원특별자치도 속초시 조양동 1506번지 1호 메가박스","강원특별자치도 속초시 조양로142번길 20, 메가박스 (조양동)","24873","개미인력","2023-07-13 09:23:16","U","2023-07-15 02:40:00","","338872.933695291","521870.262219495","개인","유료",
"1188","유료직업소개소","11_50_02_P","4231000","2018423007814500007","2018-04-13","","01","영업/정상","20","영업중","","","","","6319914","","","강원특별자치도 속초시 교동 627번지 291호","강원특별자치도 속초시 번영로43번길 22, 2층 (교동)","24842","드림하우징","2019-04-17 11:37:08","I","2023-06-13 00:00:00","","338450.033458243","523727.233605853","개인","유료",
"1189","유료직업소개소","11_50_02_P","4231000","2018423007814500010","2018-10-31","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 동명동 513번지 3호","강원특별자치도 속초시 번영로129번길 15 (동명동)","24828","콜미인력개발","2020-04-07 10:01:27","I","2023-06-13 00:00:00","","338910.085942551","524297.313617755","개인","유료",
"1190","유료직업소개소","11_50_02_P","4231000","2018423007814500013","2018-12-17","","01","영업/정상","20","영업중","","","","","0336322006","","","강원특별자치도 속초시 노학동 344번지 2호","강원특별자치도 속초시 노리4길 24 (노학동)","24864","혜인 건설 인력 건축사 사무소","2022-03-24 13:32:10","I","2023-06-13 00:00:00","","336362.94884644","521969.064498575","개인","유료",
"1191","유료직업소개소","11_50_02_P","4231000","2011423006414500001","2011-03-22","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 청학동 638-5","강원특별자치도 속초시 청학로 73(청학동)","24829","대한유료직업소개소","2022-02-18 14:46:04","I","2023-06-13 00:00:00","","338530.748743729","523464.331901374","개인","유료",
"1192","유료직업소개소","11_50_02_P","4231000","2013423006414500005","2013-11-06","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 동명동 577번지 18호","강원특별자치도 속초시 번영로105번길 71 (동명동)","24821","K&J 직업소개소","2022-09-16 13:16:02","I","2023-06-13 00:00:00","","339002.009122379","524702.230835202","개인","유료",
"1193","유료직업소개소","11_50_02_P","4231000","2020423010914500003","2020-05-01","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 657번지 110호","강원특별자치도 속초시 수복로 88 (교동)","24853","파워인력·철거","2020-05-01 13:32:24","I","2023-06-13 00:00:00","","338245.256455747","523038.530077503","개인","유료",
"1194","유료직업소개소","11_50_02_P","4231000","2020423010914500004","2020-06-10","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 48통 5반 하우스토리아파트 106동 905호","강원특별자치도 속초시 중앙로 184-7 (동명동)","24824","파트너용역","2021-09-07 11:50:55","I","2023-06-13 00:00:00","","339478.56010439","523869.017381597","개인","유료",
"1195","유료직업소개소","11_50_02_P","4231000","2020423010914500005","2020-12-21","","01","영업/정상","20","영업중","","","","","0336323119","","","강원특별자치도 속초시 교동 635-4","강원특별자치도 속초시 번영로 29, 2층 (교동)","24839","현대용역","2024-05-28 11:03:50","U","2024-05-30 02:40:00","","338474.170354955","523464.421794598","개인","유료",
"1196","유료직업소개소","11_50_02_P","4231000","2025423109514500004","2025-07-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 627-317","강원특별자치도 속초시 번영로43번길 18-2, 1층 104호 (교동)","24842","믿음직업소개소","2025-07-30 10:28:07","U","2025-08-01 02:40:00","","338466.151502392","523681.377923936","개인","유료",
"1197","유료직업소개소","11_50_02_P","4231000","2025423109514500005","2025-08-19","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 금호동 479-50","강원특별자치도 속초시 중앙로 129-1, 4층 (금호동)","24835","개화인력소","2025-08-19 17:31:08","I","2025-08-21 00:20:13","","339223.771024645","523395.542768905","개인","유료",
"1198","유료직업소개소","11_50_02_P","4231000","2025423109514500003","2025-04-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 조양동 1505 부영아파트9단지","강원특별자치도 속초시 조양로142번길 15, 부영아파트9단지 상가동 2층 205호 (조양동)","24874","열린인력","2025-04-23 11:47:29","I","2025-04-25 00:10:02","","338730.598434277","521824.827015884","법인","유료",
"1199","유료직업소개소","11_50_02_P","4231000","2025423109514500002","2025-04-17","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 627-292","강원특별자치도 속초시 교동로7길 20, 101호 (교동)","24843","희망인력","2025-04-17 10:07:23","I","2025-04-19 00:10:02","","338278.121160735","523673.900145418","개인","유료",
"1200","유료직업소개소","11_50_02_P","4231000","2025423109514500001","2025-02-20","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 655-87","강원특별자치도 속초시 교동로 50, 2층 (교동)","24839","일등간병","2025-02-20 16:47:20","I","2025-02-22 00:10:41","","338179.929225269","523463.399064971","개인","유료",
