"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"151","의료기기수리업","01_02_02_P","6530000","201264200006000007","2012-04-02","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 원주시 관설동  1745번지 2호","강원특별자치도 원주시 단관길 158 (관설동)","","위니아서비스원주","2012-04-02 11:21:41","I","2023-06-13 00:00:00","","285191.786325835","424553.654764097","의료용물질생성기","N","","",
"152","의료기기수리업","01_02_02_P","6530000","201264200006000009","2012-04-06","","01","영업/정상","1","정상","","","","","0336418452","","","강원특별자치도 강릉시 포남동  1165번지 2호","강원특별자치도 강릉시 강릉대로 378 (포남동)","","파나소닉 강릉서비스","2012-04-06 17:19:04","I","2023-06-13 00:00:00","","368017.47529188","475683.014656046","생체현상 측정기기,정형용기기,일반기기","N","","",
"153","의료기기수리업","01_02_02_P","6530000","201264200006000012","2012-04-18","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 원주시 단계동  943번지 1호","강원특별자치도 원주시 이화3길 23 (단계동)","","서비스월드(강원지점)","2012-04-18 17:34:07","I","2023-06-13 00:00:00","","282621.7","426598.98","가정용의료기기(온열치료기)","N","","",
"154","의료기기수리업","01_02_02_P","6530000","201264200006000014","2012-06-30","","01","영업/정상","1","정상","","","","","0337348061","","","강원특별자치도 원주시 우산동  660번지 창업보육센터 403호","강원특별자치도 원주시 상지대길 83, 403호 (우산동,창업보육센터)","","케이엘엠본점","2012-06-30 14:28:26","I","2023-06-13 00:00:00","","282151.822954944","430257.366976729","의료용레이져조사기","Y","","",
"155","의료기기수리업","01_02_02_P","6530000","201264200006000016","2012-08-26","","01","영업/정상","1","정상","","","","","0332617636","","","강원특별자치도 춘천시 석사동  291번지 1호 4통 5반","강원특별자치도 춘천시 외솔길 6 (석사동)","","석사보장구센터","2015-06-01 17:47:06","I","2023-06-13 00:00:00","","265896.563615707","483976.959087815","환자운반차","N","","",
"156","의료기기수리업","01_02_02_P","6530000","201264200006000017","2012-11-14","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 동해시 천곡동  991번지 7호","강원특별자치도 동해시 감추7길 55 (천곡동)","","강원의료기","2015-02-24 16:00:16","I","2023-06-13 00:00:00","","387696.493983052","448070.662450259","휠체어,전동휠체어,전동스쿠터","N","","",
"157","의료기기수리업","01_02_02_P","6530000","201164200006000021","2005-06-23","","01","영업/정상","1","정상","","","","","0337653134","","","강원특별자치도 원주시 개운동  520번지","강원특별자치도 원주시 치악로 1732-48 (개운동)","","원주프라임덴탈","2013-12-31 15:31:13","I","2023-06-13 00:00:00","","285037.372911297","426650.239901549","진료대, 치과용기기, 치과재료","N","","",
"158","의료기기수리업","01_02_02_P","6530000","201164200006000022","2011-01-25","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 원주시 개운동  402번지 18호","강원특별자치도 원주시 개운4길 14-1 (개운동)","","한강메디칼코리아","2013-12-31 15:09:19","I","2023-06-13 00:00:00","","284961.057474238","426905.765519527","환자운반차","Y","","",
"159","의료기기수리업","01_02_02_P","6530000","201164200006000023","2011-01-31","","01","영업/정상","1","정상","","","","","0336518899","","","강원특별자치도 강릉시 포남동  1077번지 8호","강원특별자치도 강릉시 강릉대로419번길 22 (포남동)","","연서메디칼","2013-12-31 15:07:16","I","2023-06-13 00:00:00","","368091.815472142","476212.45648293","환자운반차(전동휠체어, 전동스쿠터)","Y","","",
"160","의료기기수리업","01_02_02_P","6530000","201164200006000024","2011-02-01","","01","영업/정상","1","정상","","","","","0332579106","","","강원특별자치도 춘천시 중앙로3가  23번지 23호","강원특별자치도 춘천시 망대길 10 (중앙로3가)","","원강메디텍","2013-07-24 10:36:41","I","2023-06-13 00:00:00","","263634.21027344","486231.111273179","환자운반차","Y","","",
"161","의료기기수리업","01_02_02_P","6530000","201164200006000025","2011-02-01","","01","영업/정상","1","정상","","","","","0332615400","","","강원특별자치도 춘천시 석사동  703번지 4호","강원특별자치도 춘천시 벌말길47번길 30 (석사동)","","에이피인터내셔널(AP International)","2013-12-31 15:44:29","I","2023-06-13 00:00:00","","265039.856569532","484543.781406723","환자운반차, 혈압기, 초음파, 후두경","N","","",
"162","의료기기수리업","01_02_02_P","6530000","201164200006000026","2011-02-25","","01","영업/정상","1","정상","","","","","0336448858","","","강원특별자치도 강릉시 옥천동  330번지","강원특별자치도 강릉시 옥가로50번길 1 (옥천동)","","가나의료기","2013-12-31 15:01:25","I","2023-06-13 00:00:00","","367388.120014165","474853.707457734","환자운반차(전동휠체어, 전동스쿠터,휠체어), 각종의료기기","Y","","",
"163","의료기기수리업","01_02_02_P","6530000","201164200006000027","2011-03-10","","01","영업/정상","1","정상","","","","","0337435001","","","강원특별자치도 원주시 평원동  216번지 1호","강원특별자치도 원주시 중평길 69-3 (평원동)","","중앙의료기","2013-12-31 14:58:42","I","2023-06-13 00:00:00","","284309.401170197","428128.276246893","환자운반차, 진료대, 일반기기","Y","","",
"164","의료기기수리업","01_02_02_P","6530000","201164200006000028","2011-03-15","","01","영업/정상","1","정상","","","","","0336366901","","","강원특별자치도 속초시 교동  670번지 23호","강원특별자치도 속초시 중앙로 12-5 (교동)","","사)한국신체장애인복지회속초시지부","2016-04-12 11:40:12","I","2023-06-13 00:00:00","","338301.113716193","522796.895121196","환자운반차","Y","","",
"165","의료기기수리업","01_02_02_P","6530000","201164200006000030","2011-04-11","","01","영업/정상","1","정상","","","","","07088370949","","","강원특별자치도 춘천시 칠전동  626번지 8호","강원특별자치도 춘천시 칠전서길 5-6 (칠전동)","","주식회사 연구복지센터","2013-12-31 14:55:31","I","2023-06-13 00:00:00","","262750.13255766","482152.581059563","환자운반차","Y","","",
"166","의료기기수리업","01_02_02_P","6530000","201164200006000033","2011-04-28","","01","영업/정상","1","정상","","","","","0336382998","","","강원특별자치도 속초시 교동  669번지 3호","강원특별자치도 속초시 중앙로 11 (교동)","","대명의료기기상사","2013-12-31 14:53:36","I","2023-06-13 00:00:00","","338235.713961259","522891.629846784","환자운반차, 방사선검사장치, 자동현상기, 물리치료장비","Y","","",
"167","의료기기수리업","01_02_02_P","6530000","201164200006000034","2011-05-04","","01","영업/정상","1","정상","","","","","0337668282","","","강원특별자치도 원주시 단구동  100번지 20호","강원특별자치도 원주시 치악로 1566 (단구동)","","원주밧데리할인매장","2013-12-31 14:51:43","I","2023-06-13 00:00:00","","285234.58517871","425005.715676896","환자운반차","Y","","",
"168","의료기기수리업","01_02_02_P","6530000","201164200006000036","2011-06-16","","01","영업/정상","1","정상","","","","","0337645011","","","강원특별자치도 원주시 명륜동  802번지","강원특별자치도 원주시 무실로 153 (명륜동)","","원주활법원","2011-10-30 13:59:18","I","2023-06-13 00:00:00","","283383.087355804","427002.92589923","진료대","N","","",
"169","의료기기수리업","01_02_02_P","6530000","201364200006000001","2013-01-10","","01","영업/정상","1","정상","","","","","0336551311","","","강원특별자치도 강릉시 남문동  116번지 1호","강원특별자치도 강릉시 남문길 15-0 (남문동)","","대양의료기","2018-10-19 16:17:25","I","2023-06-13 00:00:00","","366763.492471169","473677.682189902","간섭파치료기,저주파자극기,초음파자극기,견인치료기,고압증기멸균기,건열멸균기,핫팩유니트,전기물끊이기,자외선소독기,자동혈압계,자동신장체중계,검진대,무영등,전동수쿠터,전동휠체어","N","","",
"170","의료기기수리업","01_02_02_P","6530000","201364200006000002","2013-03-15","","01","영업/정상","1","정상","","","","","0332570475","","","강원특별자치도 춘천시 동내면 학곡리 253번지 6호","강원특별자치도 춘천시 동내면 학곡서3길 33","","명성기공","2015-07-06 11:32:19","I","2023-06-13 00:00:00","","266657.4110677","481534.730026382","의료용정온기,혈액냉장고,혈액냉동고,약품냉장고,의료용냉동장치","N","","",
"171","의료기기수리업","01_02_02_P","6530000","201364200006000003","2013-03-20","","01","영업/정상","1","정상","","","","","0337667996","","","강원특별자치도 원주시 인동  264번지 26호","강원특별자치도 원주시 원일로 14 (인동)","","100세동안 원주점","2013-03-25 10:53:29","I","2023-06-13 00:00:00","","284479.988627371","427431.712164475","환자운반차(수동휠체어,전동휠체어,의료용스쿠터)","Y","","",
"172","의료기기수리업","01_02_02_P","6530000","201364200006000004","2010-10-29","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 원주시 단구동  1531번지 14호","강원특별자치도 원주시 천매봉길 94-14 (단구동)","","원메디텍","2014-12-24 14:08:24","I","2023-06-13 00:00:00","","283495.199829411","425223.170269296","진료대,일반기기,이학진료용기기,환자운반차,청진기,체온측정용기구,체외진단용기기,전기수술장치,레이져치료기,정용용기기,치과용기기,보청기,의료용자기발생기,외용품","N","","",
"173","의료기기수리업","01_02_02_P","6530000","201364200006000005","2013-05-27","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 양구군 양구읍 안대리 33번지 1호","강원특별자치도 양구군 양구읍 학안로 328","","양구의료기수리","2013-05-27 12:54:18","I","2023-06-13 00:00:00","","286537.96637311","509963.485105451","환자운반차(전동수쿠터,휠체어,수동휠체어)의족, 의수,보청기","Y","","",
"174","의료기기수리업","01_02_02_P","6530000","201364200006000007","2013-06-27","","01","영업/정상","1","정상","","","","","0333757097","","","강원특별자치도 영월군 영월읍 영흥리 629번지","강원특별자치도 영월군 영월읍 봉래산로 189","","영월군장애인보장구수리쎈터","2014-02-17 17:16:50","I","2023-06-13 00:00:00","","330777.149446063","411848.055121415","전동수쿠터,전동휠체어.수동휠체어,장애인보장구","N","","",
"175","의료기기수리업","01_02_02_P","6530000","201364200006000008","2013-07-11","","01","영업/정상","1","정상","","","","","0337636300","","","강원특별자치도 원주시 흥업면 흥업리 586번지 7호","강원특별자치도 원주시 흥업면 남원로 72","","연세의료기","2019-03-25 17:57:18","I","2023-06-13 00:00:00","","281514.031842148","422665.247669895","전동스쿠터,전동휠체어, 보청기","N","","",
"176","의료기기수리업","01_02_02_P","6530000","201364200006000009","2013-08-06","","01","영업/정상","1","정상","","","","","0336312234","","","강원특별자치도 속초시 교동  658번지 46호","강원특별자치도 속초시 중앙로 35 (교동)","","동방의료기","2016-08-02 10:36:28","I","2023-06-13 00:00:00","","338379.735505978","523045.811051285","전동스쿠터, 전동휠체어","N","","",
"177","의료기기수리업","01_02_02_P","6530000","201364200006000010","2013-09-03","","01","영업/정상","1","정상","","","","","0334337749","","","강원특별자치도 홍천군 홍천읍 신장대리 16번지 21호","강원특별자치도 홍천군 홍천읍 번영로 62","","국제상사","2013-09-03 15:23:04","I","2023-06-13 00:00:00","","278187.039941424","465679.547432666","환자 운반차","Y","","",
"178","의료기기수리업","01_02_02_P","6530000","201164200006000020","2010-12-31","","01","영업/정상","1","정상","","","","","0337614707","","","강원특별자치도 원주시 원동  241번지 16호","강원특별자치도 원주시 무실로43번길 26-2 (원동)","","원주복지용구센타","2013-12-31 15:10:36","I","2023-06-13 00:00:00","","283968.385373205","427405.75101913","환자운반차","N","","",
"179","의료기기수리업","01_02_02_P","6530000","201164200006000015","2008-11-25","","01","영업/정상","1","정상","","","","","0337324818","","","강원특별자치도 원주시 학성동  978번지 2호","강원특별자치도 원주시 북원로 2378 (학성동)","","(주)원주서비스","2013-12-31 15:22:22","I","2023-06-13 00:00:00","","282956.316313079","428771.730819017","정형용기기, 의료용물질생성기","N","","",
"180","의료기기수리업","01_02_02_P","6530000","201464200006000001","2014-01-03","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 양구군 양구읍 상리 394번지 14호","강원특별자치도 양구군 양구읍 비봉로73번길 52","","장애인보장구수리쎈터","2014-01-03 15:33:27","I","2023-06-13 00:00:00","","286252.145920008","512237.930386482","전동휠체어,스쿠터,수동휠체어,목발","N","","",
"181","의료기기수리업","01_02_02_P","6530000","201464200006000002","2014-04-01","","01","영업/정상","1","정상","","","","","0339012887","","","","강원특별자치도 원주시 원일로 142 (학성동)","","딜라이트보청기원주점","2014-04-01 15:04:24","I","2023-06-13 00:00:00","","283879.930433847","428154.964919009","보청기","N","","",
"182","의료기기수리업","01_02_02_P","6530000","201464200006000003","2014-05-08","","01","영업/정상","1","정상","","","","","0337483788","","","","강원특별자치도 원주시 무실로 213 (무실동)","","베이비시티(주)","2014-05-08 19:41:24","I","2023-06-13 00:00:00","","283018.103711137","426748.683257323","유축기","Y","","",
"183","의료기기수리업","01_02_02_P","6530000","201464200006000004","2014-06-18","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 춘천시 후만로98번길 14 (후평동)","","신세계의료기","2014-06-18 11:18:54","I","2023-06-13 00:00:00","","266423.575548299","486134.055459009","전동스쿠터, 전동휠체어, 배터리","Y","","",
"184","의료기기수리업","01_02_02_P","6530000","201964200006000011","2019-12-23","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 동해시 북평동  15번지 3호","강원특별자치도 동해시 대동로 123-0 (북평동)","","삼천리자전거대리점","2019-12-23 17:35:12","I","2023-06-13 00:00:00","","388003.413859284","444415.091743353","전동스쿠터","Y","","",
"185","의료기기수리업","01_02_02_P","6530000","202064200006000001","2020-04-16","","01","영업/정상","1","정상","","","","","0337619948","","","강원특별자치도 원주시 단구동  1550번지 1호 202호","강원특별자치도 원주시 천매봉길 36-22, 202호 (단구동)","","주식회사 리드메디칼","2020-04-16 15:39:11","I","2023-06-13 00:00:00","","283550.019671907","425070.26290751","일반의료기기, 마취기, 심전도기, 환자감시장치, 인공호흡기, 생명유지장치, 인큐베이터(거치형보육기)","Y","","",
"186","의료기기수리업","01_02_02_P","6530000","202064200006000002","2020-06-08","","01","영업/정상","1","정상","","","","","0337337330","","","강원특별자치도 원주시 문막읍 동화리 1647번지 2호","강원특별자치도 원주시 문막읍 동화공단로 110-1","","(주)메가메디칼","2020-06-08 11:35:07","I","2023-06-13 00:00:00","","274260.917554617","426241.388420929","경성내시경류, 이비인후과용진료장치, 영상장비","Y","","",
"187","의료기기수리업","01_02_02_P","6530000","201664200006000007","2016-06-14","","01","영업/정상","1","정상","","","","","0335326688","","","","강원특별자치도 동해시 감추4길 5, 102호 (천곡동)","","강원도신체장애인복지회 동해시지부","2020-12-08 17:46:45","I","2023-06-13 00:00:00","","387342.396684306","447967.235016044","보장구수리","N","","",
"188","의료기기수리업","01_02_02_P","6530000","202064200006000003","2020-12-16","","01","영업/정상","1","정상","","","","","0337329081","","","강원특별자치도 원주시 무실동  1857번지 1호 휴먼타워 304호","강원특별자치도 원주시 능라동길 65-0, 304호 (무실동,휴먼타워)","","원주서비스","2020-12-16 10:57:48","I","2023-06-13 00:00:00","","282412.949162386","426126.146047135","전동식 모유착유기(유축기), 개인용 적외선조사기(인프라케어), 펄스광선 조사기(IPL레이져 제모기), 개인용저주파자극기(펄스릴리프), 체외형의료용전극(펄스릴리프 전극), 호흡보조기(양압지속기)","Y","","",
"189","의료기기수리업","01_02_02_P","6530000","202064200006000004","2020-12-22","","01","영업/정상","1","정상","","","","","0336469991","","","강원특별자치도 강릉시 포남동  1105번지 4호","강원특별자치도 강릉시 가작로 290-0 (포남동)","","필립스 강릉서비스","2020-12-22 16:31:14","I","2023-06-13 00:00:00","","367948.881024565","475912.180979735","전동식 모유착유기(유축기), 개인용 적외선조사기(인프라케어), 펄스광선 조사기(IPL레이져 제모기), 개인용저주파자극기(펄스릴리프), 체외형의료용전극(펄스릴리프 전극), 호흡보조기(양압지속기)","Y","","",
"190","의료기기수리업","01_02_02_P","6530000","201464200006000006","2014-08-08","","01","영업/정상","1","정상","","","","","0334332280","","","","강원특별자치도 홍천군 홍천읍 홍천로 358","","건강의료기","2014-08-08 10:10:31","I","2023-06-13 00:00:00","","278005.058766154","465537.745579123","전동휠체어, 전동스쿠터, 수동휠체어, 배터리","Y","","",
"191","의료기기수리업","01_02_02_P","6530000","201464200006000007","2014-09-05","","01","영업/정상","1","정상","","","","","0336451311","","","","강원특별자치도 강릉시 옥가로 13 (옥천동)","","나눔의료기","2017-10-23 15:53:28","I","2023-06-13 00:00:00","","367274.383777915","474497.533868566","전동스쿠터,전동휠체어,배터리,자동혈압계,자동신장체중계,체중계,실버카,간섭파치료기,저주파치료기,초음파자극기,견인치료기,검진대,핫팩유니트,소독기","Y","","",
"192","의료기기수리업","01_02_02_P","6530000","201264200006000001","2012-01-15","","01","영업/정상","1","정상","","","","","0332575710","","","강원특별자치도 춘천시 교동  11번지 123호 스톤빌딩 101호","강원특별자치도 춘천시 삭주로70번길 16-1, 101호 (교동,스톤빌딩)","","진울트라 사운드코리아","2012-01-15 18:06:36","I","2023-06-13 00:00:00","","264923.393901844","486855.765840889","초음파 영상진단장치","N","","",
"193","의료기기수리업","01_02_02_P","6530000","201564200006000001","2015-02-09","","01","영업/정상","1","정상","","","","","0332523308","","","","강원특별자치도 춘천시 성심로 5 (교동)","","대명전자만물사","2015-02-09 15:31:50","I","2023-06-13 00:00:00","","264980.250677746","486981.631686361","가정용의료기기, 전동수쿠터, 전동휠체어","Y","","",
"194","의료기기수리업","01_02_02_P","6530000","201564200006000002","2015-07-24","","01","영업/정상","1","정상","","","","","0335525004","","","강원특별자치도 태백시 황지동  95번지 9호","강원특별자치도 태백시 황지로 34-1 (황지동)","","태백희망복지용구","2015-07-24 15:25:38","I","2023-06-13 00:00:00","","376786.401135022","408519.915309989","수동휠체어, 전동휠체어, 스쿠터, 전동침대","Y","","",
"195","의료기기수리업","01_02_02_P","6530000","201764200006000004","2017-05-10","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 철원군 갈말읍 두루미로 103","","무한상사","2017-05-10 13:46:27","I","2023-06-13 00:00:00","","227989.769410003","520292.771558717","전동휠체어, 전동스쿠터","Y","","",
"196","의료기기수리업","01_02_02_P","6530000","201764200006000005","2017-07-31","","01","영업/정상","1","정상","","","","","0336454112","","","","강원특별자치도 강릉시 경강로 2221 (포남동)","","강릉대림오토바이대리점","2017-07-31 13:17:21","I","2023-06-13 00:00:00","","367900.994426754","475076.187687664","전동스쿠터, 전동휠체어","Y","","",
"197","의료기기수리업","01_02_02_P","6530000","201764200006000006","2017-08-21","","01","영업/정상","1","정상","","","","","0332542208","","","","강원특별자치도 춘천시 동면 춘천순환로 810","","무한상사","2017-08-21 12:33:16","I","2023-06-13 00:00:00","","266122.028954202","490058.777920874","전동스쿠터, 전동휠체어","Y","","",
"198","의료기기수리업","01_02_02_P","6530000","201764200006000007","2017-08-21","","01","영업/정상","1","정상","","","","","0334521516","","","","강원특별자치도 철원군 갈말읍 명성로 183-1","","동아의료기","2017-08-21 12:33:54","I","2023-06-13 00:00:00","","226888.881853163","516179.994994928","전동스쿠터, 전동휠체어","Y","","",
"199","의료기기수리업","01_02_02_P","6530000","201864200006000001","2018-02-21","","01","영업/정상","1","정상","","","","","0337659497","","","강원특별자치도 원주시 단구동  1610번지 6호","강원특별자치도 원주시 나비허리길 5-0 (단구동)","","보우텍","2019-04-09 17:49:28","I","2023-06-13 00:00:00","","284632.076727161","425258.124702112","심전계, 모니터","Y","","",
"200","의료기기수리업","01_02_02_P","6530000","201864200006000002","2018-03-09","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 강릉시 명주동  65번지 17호","강원특별자치도 강릉시 경강로 2019-0 (명주동)","","고려보조기","2018-03-09 14:17:45","I","2023-06-13 00:00:00","","366547.20729221","473598.788384008","전종휠체어, 스쿠터","Y","","",
"201","의료기기수리업","01_02_02_P","6530000","201864200006000003","2018-04-27","","01","영업/정상","1","정상","","","","","0334819134","","","강원특별자치도 양구군 양구읍 상리 342번지 0호","강원특별자치도 양구군 양구읍 비봉로 64-53","","무한상사","2019-10-31 17:45:22","I","2023-06-13 00:00:00","","286575.166440544","512103.209474429","전동스쿠터, 전동휠체어, 보행보조차","Y","","",
"202","의료기기수리업","01_02_02_P","6530000","201864200006000004","2007-09-21","","01","영업/정상","1","정상","","","","","0312810540","","","경기도 용인시 기흥구 공세동  476번지 112호 크라이오제닉인더스트리즈코리아","경기도 용인시 기흥구 한일로23번길 27-0 (공세동,크라이오제닉인더스트리즈코리아)","","(주)메디타임","2018-06-12 17:50:29","I","2023-06-13 00:00:00","","208986.387873541","416099.017558614","진료대, 일반기기, 판금물, 내장기능대용기, 방사선진료장치, 이학진료용기기, 심혈관용기계기구, 비뇨기과용기계기구, 환자운반차ㅡ 청진기, 체온측정용기구, 체외진단용기기,","Y","","",
"203","의료기기수리업","01_02_02_P","6530000","201864200006000005","2018-07-16","","01","영업/정상","1","정상","","","","","0336358201","","","강원특별자치도 속초시 영랑동  165번지 4호","강원특별자치도 속초시 번영로 206-2 (영랑동)","","강원보조기의료기","2018-07-16 12:43:32","I","2023-06-13 00:00:00","","339215.629175314","524973.993717833","전동휠체어, 전통스쿠터","Y","","",
"204","의료기기수리업","01_02_02_P","6530000","201864200006000006","2018-11-13","","01","영업/정상","1","정상","","","","","0337340017","","","강원특별자치도 원주시 학성동  315번지 4호","강원특별자치도 원주시 원일로 164-17 (학성동)","","주식회사 예원","2018-11-13 16:24:50","I","2023-06-13 00:00:00","","283782.093400037","428438.911934944","환자 운반차(전동 휠체어, 스쿠터, 일반 휠체어, 급속충전기)","Y","","",
"205","의료기기수리업","01_02_02_P","6530000","201864200006000007","2018-11-26","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 속초시 중앙동  496번지 22호 영보국민주택 나동 102호","강원특별자치도 속초시 중앙시장로 34-1, 나동 102호 (중앙동,영보국민주택)","","시원의료기중앙점","2018-11-26 20:00:50","I","2023-06-13 00:00:00","","338986.280307946","523838.688413959","보장구 수리업, 전동휠체어, 전동스쿠터, 수동휠체어, 활동휠체어, 틸트형휠체어","Y","","",
"206","의료기기수리업","01_02_02_P","6530000","201964200006000001","2019-01-22","","01","영업/정상","1","정상","","","","","0337641016","","","강원특별자치도 원주시 판부면 서곡리 1986번지 1호 101호","강원특별자치도 원주시 판부면 매봉길 1-0, 101호","","신성메디칼","2019-01-22 13:41:42","I","2023-06-13 00:00:00","","283393.923397805","424840.366139881","엑스레이 방사선 장비, 제세동기, 영상의학장비 등","Y","","",
"207","의료기기수리업","01_02_02_P","6530000","201964200006000002","2019-01-22","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 삼척시 남양동  158번지 1호 반석교회","강원특별자치도 삼척시 중앙로4길 14-34 (남양동,반석교회)","","전동스쿠터, 전동휠체어, 의료기 판매·대여·수리","2019-04-09 17:50:05","I","2023-06-13 00:00:00","","391731.654662784","439324.251225364","전동휠체어, 전동스쿠터, 의료기기","Y","","",
"208","의료기기수리업","01_02_02_P","6530000","201964200006000003","2019-08-20","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 원주시 명륜동  395번지 0호","강원특별자치도 원주시 남원로527번길 82-4, 1층 (명륜동)","","원주 장애인 보장구 판매 수리 센터","2019-08-20 11:04:20","I","2023-06-13 00:00:00","","283434.807240698","426288.85425881","전동 스쿠터, 전동 휠체어","Y","","",
"209","의료기기수리업","01_02_02_P","6530000","201964200006000004","2019-09-02","","01","영업/정상","1","정상","","","","","0336380010","","","강원특별자치도 속초시 영랑동  166번지 0호","강원특별자치도 속초시 번영로 204-0 (영랑동)","","설악의료기","2019-09-02 17:59:14","I","2023-06-13 00:00:00","","339220.690536051","524948.745526297","전동스쿠터, 전동휠체어, 수동휠체어, 전동침대","Y","","",
"210","의료기기수리업","01_02_02_P","6530000","201964200006000008","2019-09-24","","01","영업/정상","1","정상","","","","","0335317733","","","강원특별자치도 동해시 천곡동  921번지 0호","강원특별자치도 동해시 동굴로 125-0 (천곡동)","","엘지전자(주) 동해서비스센터","2019-09-24 17:19:10","I","2023-06-13 00:00:00","","387155.86863886","448370.279967644","물질생성기","Y","","",
"211","의료기기수리업","01_02_02_P","6530000","201964200006000009","2019-09-24","","01","영업/정상","1","정상","","","","","0336366700","","","강원특별자치도 속초시 조양동  1504번지 1호","강원특별자치도 속초시 동해대로 4109-0 (조양동)","","엘지전자(주) 속초서비스센터","2019-09-24 17:19:34","I","2023-06-13 00:00:00","","338760.846320217","521887.227991687","물질생성기","Y","","",
"212","의료기기수리업","01_02_02_P","6530000","201964200006000005","2019-09-24","","01","영업/정상","1","정상","","","","","0332526080","","","강원특별자치도 춘천시 퇴계동  1187번지 4호","강원특별자치도 춘천시 춘천로 18-0 (퇴계동)","","엘지전자(주) 춘천서비스센터","2019-09-24 17:19:43","I","2023-06-13 00:00:00","","263468.773897824","485111.058721645","물질생성기","Y","","",
"213","의료기기수리업","01_02_02_P","6530000","201964200006000006","2019-09-24","","01","영업/정상","1","정상","","","","","0335537772","","","강원특별자치도 태백시 황지동  29번지 38호","강원특별자치도 태백시 번영로 369-0 (황지동)","","엘지전자(주) 태백서비스센터","2019-09-24 17:19:53","I","2023-06-13 00:00:00","","377008.126876027","409622.088467417","물질생성기","Y","","",
"214","의료기기수리업","01_02_02_P","6530000","201964200006000007","2019-09-24","","01","영업/정상","1","정상","","","","","0336532223","","","강원특별자치도 강릉시 송정동  612번지 0호","강원특별자치도 강릉시 경강로 2368-0 (송정동)","","엘지전자(주) 강릉서비스센터","2019-09-24 17:20:02","I","2023-06-13 00:00:00","","369113.667165387","475932.371622597","물질생성기","Y","","",
"215","의료기기수리업","01_02_02_P","6530000","201964200006000010","2019-10-07","","01","영업/정상","1","정상","","","","","0337666955","","","강원특별자치도 원주시 관설동  1673번지 1호","강원특별자치도 원주시 라옹정길 71-0 (관설동)","","(주)엠베이스","2019-10-07 17:52:31","I","2023-06-13 00:00:00","","285024.449874955","424743.01122821","DR, X-Ray, CR, 초음파 등","Y","","",
"216","의료기기수리업","01_02_02_P","6530000","201164200006000010","2005-07-29","","01","영업/정상","1","정상","","","","","0337488820","","","강원특별자치도 원주시 단계동  894번지 13호","강원특별자치도 원주시 이화5길 47 (단계동)","","(주)동강메딕스","2019-10-23 11:00:10","I","2023-06-13 00:00:00","","282443.562864922","426914.879450316","일반기기, 진료대, 판금물, 방사선진료장치, 이학진료용기기, 환자운반자, 심혈관용기계기구, 의료용 경, 전기수술장치, 정형용기기","N","","",
"217","의료기기수리업","01_02_02_P","6530000","201164200006000001","2007-04-03","","03","폐업","3","폐업","2011-01-13","","","","0331234567","","","강원특별자치도 춘천시 칠전동  594번지 8호","강원특별자치도 춘천시 칠전서1길 6 (칠전동)","","엠-메디텍","2013-12-31 15:27:59","I","2023-06-13 00:00:00","","262768.371109136","482247.395097168","환자운반차","N","","",
"218","의료기기수리업","01_02_02_P","6530000","201164200006000009","2005-06-07","","03","폐업","3","폐업","2013-08-27","","","","0332413878","","","강원특별자치도 춘천시 온의동  538번지 8호","강원특별자치도 춘천시 춘주로92번길 14-1 (온의동)","","위니아서비스춘천점(주)","2013-08-24 14:41:46","I","2023-06-13 00:00:00","","263196.590838208","484502.451768568","의료용물질생성기","N","","",
"219","의료기기수리업","01_02_02_P","6530000","201164200006000013","2008-11-21","","03","폐업","3","폐업","2019-06-30","","","","0336532223","","","강원특별자치도 강릉시 송정동  612번지","강원특별자치도 강릉시 경강로 2368 (송정동)","","(주)엘지강릉서비스","2019-05-29 17:55:58","I","2023-06-13 00:00:00","","369113.667165387","475932.371622597","정형용기기, 의료용물질생성기","N","","",
"220","의료기기수리업","01_02_02_P","6530000","201164200006000016","2008-11-25","","03","폐업","3","폐업","2012-02-24","","","","0336366700","","","강원특별자치도 속초시 조양동  1504번지 1호","강원특별자치도 속초시 동해대로 4109 (조양동)","","속초서비스센터","2012-02-24 15:37:06","I","2023-06-13 00:00:00","","338760.846320217","521887.227991687","의료용물질생성기, 정형용기기","N","","",
