"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"1105","세탁업","06_20_01_P","4191000","4191000-205-2003-00026","2003-11-04","","03","폐업","02","폐업","2016-10-05","","","","033 7612933","38.91","","강원특별자치도 원주시 단구동 1522-6","강원특별자치도 원주시 남원로 492-16 (단구동)","26483","부부세탁소","2005-02-14 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283769.266436184","425462.599845313","일반세탁업","4","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1106","세탁업","06_20_01_P","4191000","4191000-205-1987-00045","1987-12-29","","03","폐업","02","폐업","2004-11-02","","","","033 7445671","1.00","","강원특별자치도 원주시 학성동 436-51","","","백설사","2004-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283523.583723565","428621.869720174","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1107","세탁업","06_20_01_P","4191000","4191000-205-1987-00017","1987-05-12","","03","폐업","02","폐업","2003-02-25","","","","033 7482270","1.00","","강원특별자치도 원주시 우산동 243-13","","","명신컴퓨터세탁","2003-04-29 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282891.212678718","429819.682675905","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1108","세탁업","06_20_01_P","4191000","4191000-205-2004-00013","2004-10-20","","03","폐업","02","폐업","2007-06-12","","","","033 7443304","28.90","","강원특별자치도 원주시 단계동 898","","","빨래마트","2004-10-21 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282725.739931173","427134.14454604","일반세탁업","4","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1109","세탁업","06_20_01_P","4191000","4191000-205-2004-00014","2004-11-05","","03","폐업","02","폐업","2008-05-15","","","","033 7457015","37.33","","강원특별자치도 원주시 학성동 203-17 (1층)","","","중앙세탁소","2004-11-10 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283930.257462052","428317.435135609","일반세탁업","3","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1110","세탁업","06_20_01_P","4191000","4191000-205-2004-00015","2004-11-05","","03","폐업","02","폐업","2013-12-04","","","","033 7616691","68.23","","강원특별자치도 원주시 명륜동 817-6","강원특별자치도 원주시 소방서길 10-1 (명륜동)","26481","로뎀빨래방","2004-11-10 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283679.711952359","425791.126432941","일반세탁업","4","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1111","세탁업","06_20_01_P","4191000","4191000-205-2004-00017","2004-11-11","","03","폐업","02","폐업","2007-05-28","","","","033 7648576","24.00","","강원특별자치도 원주시 명륜동 115-48","","","춘원세탁소","2004-11-16 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284346.458802937","426901.027275693","일반세탁업","2","0","1","1","0","0","","","","자가","0","0","0","0","N",
"1112","세탁업","06_20_01_P","4191000","4191000-205-1996-00005","1996-06-04","","03","폐업","02","폐업","2021-02-23","","","","033 7328131","32.73","","강원특별자치도 원주시 명륜동 767-4 (1층)","강원특별자치도 원주시 한지공원길 94-33 (명륜동,(1층))","26479","웰빙크리닝","2021-02-23 10:34:17","I","2023-06-13 00:00:00","일반세탁업","283219.204414798","426369.468312005","일반세탁업","2","1","1","1","0","0","","","","임대","0","0","0","0","N",
"1113","세탁업","06_20_01_P","4191000","4191000-205-2002-00006","2002-11-19","","03","폐업","02","폐업","2023-11-07","","","","033 7441109","44.16","","강원특별자치도 원주시 일산동 264-9","강원특별자치도 원주시 천사로 150, 1층 (일산동)","26425","대경세탁소","2023-11-07 13:26:57","U","2023-11-09 02:40:00","일반세탁업","283330.059841076","427847.380254807","일반세탁업","3","1","1","1","0","0","","","","임대","0","0","0","0","N",
"1114","세탁업","06_20_01_P","4191000","4191000-205-2014-00001","2014-01-09","","03","폐업","02","폐업","2024-10-17","","","","033 7666305","53.84","","강원특별자치도 원주시 명륜동 477","강원특별자치도 원주시 남원로527번길 36, 1층 (명륜동)","26480","이원세탁소(명륜점)","2024-10-17 14:12:51","U","2024-10-19 02:40:00","일반세탁업","283635.288861225","426084.877423508","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1115","세탁업","06_20_01_P","4191000","4191000-205-1995-00013","1995-09-30","","03","폐업","02","폐업","2004-02-24","","","","","1.00","","강원특별자치도 원주시 단계동 0 은행A 상가 201호","","","은행컴퓨터세탁소","2004-02-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1116","세탁업","06_20_01_P","4191000","4191000-205-2001-00001","2001-02-10","","03","폐업","02","폐업","2002-05-13","","","","","1.00","","강원특별자치도 원주시 개운동 203-7","","","세탁테러","2002-05-13 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285084.826112745","426788.558954697","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1117","세탁업","06_20_01_P","4191000","4191000-205-2002-00001","2002-03-26","","03","폐업","02","폐업","2004-07-26","","","","","33.00","","강원특별자치도 원주시 중앙동 0 중앙시장2층 나동 22호","","","미성세탁소","2004-08-06 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","2","0","2","2","0","0","","","","","0","0","0","0","N",
"1118","세탁업","06_20_01_P","4191000","4191000-205-2014-00005","2014-05-22","","03","폐업","02","폐업","2022-05-02","","","","033 7440018","27.10","","강원특별자치도 원주시 우산동 232-1","강원특별자치도 원주시 우산초교길 31, 1층 (우산동)","26343","클린클로버(우산점)","2022-05-02 15:36:35","I","2023-06-13 00:00:00","일반세탁업","283000.154227215","429890.996861429","일반세탁업","3","0","1","1","0","0","","","","임대","3","0","0","1","N",
"1119","세탁업","06_20_01_P","4191000","4191000-205-2002-00003","2002-05-13","","03","폐업","02","폐업","2003-09-01","","","","033 7334440","60.00","","강원특별자치도 원주시 우산동 295-6","","","세탁테러","2003-09-01 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282961.176311102","429535.563560102","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1120","세탁업","06_20_01_P","4191000","4191000-205-2003-00010","2003-06-10","","03","폐업","02","폐업","2008-05-19","","","","033 7618757","51.48","","강원특별자치도 원주시 관설동 1701-3","","","조은크리닝","2005-02-16 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285427.491353667","424566.781493912","일반세탁업","3","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1121","세탁업","06_20_01_P","4191000","4191000-205-2003-00011","2003-06-11","","03","폐업","02","폐업","2004-02-12","","","","033 7439181","25.11","","강원특별자치도 원주시 학성동 1200","","","원터치세탁소","2004-02-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283261.000331479","429066.596140437","일반세탁업","2","0","0","1","0","0","","","","임대","0","0","0","0","N",
"1122","세탁업","06_20_01_P","4191000","4191000-205-2003-00001","2003-03-07","","03","폐업","02","폐업","2007-01-18","","","","033 7354421","33.75","","강원특별자치도 원주시 단구동 1517-0003 청솔7차아파트 상가동 201호","","","청솔화이트세탁소","2006-08-08 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283878.447792018","425510.036981403","일반세탁업","2","0","2","2","0","0","","","","","0","0","0","0","N",
"1123","세탁업","06_20_01_P","4191000","4191000-205-2002-00005","2002-10-11","","03","폐업","02","폐업","2004-03-28","","","","033 7474565","29.70","","강원특별자치도 원주시 단계동 147-9","","","깔끔이세탁","2004-04-01 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282748.661274759","428668.302725735","일반세탁업","3","1","1","1","0","0","","","","","0","0","0","0","N",
"1124","세탁업","06_20_01_P","4191000","4191000-205-2001-00010","2001-06-01","","03","폐업","02","폐업","2006-04-26","","","","033 7470204","68.18","","강원특별자치도 원주시 단계동 830-12","","","세탁박사","2004-03-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282498.913315474","427762.174290799","일반세탁업","3","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1125","세탁업","06_20_01_P","4191000","4191000-205-1998-00018","1998-04-13","","03","폐업","02","폐업","2008-06-23","","","","033 7444446","83.85","","강원특별자치도 원주시 단계동 915-5","","","신바람세탁공장","2005-04-28 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282709.043259009","426859.634844553","일반세탁업","1","0","0","0","0","0","","","","","0","0","0","0","N",
"1126","세탁업","06_20_01_P","4191000","4191000-205-1987-00049","1987-05-09","","03","폐업","02","폐업","2000-10-09","","","","033 7317400","24.63","","강원특별자치도 원주시 문막읍 문막리 266-7","","","문막세탁소","2002-01-15 00:00:00","I","2023-06-13 00:00:00","일반세탁업","272276.828388555","422905.558218256","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1127","세탁업","06_20_01_P","4191000","4191000-205-1997-00021","1997-11-22","","03","폐업","02","폐업","2003-02-25","","","","003 7430810","112.93","","강원특별자치도 원주시 태장동 966-16","","","강원세탁공장","2003-04-29 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284399.433846794","430606.500082921","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1128","세탁업","06_20_01_P","4191000","4191000-205-2000-00008","2000-04-06","","03","폐업","02","폐업","2002-07-22","","","","033 7333114","28.80","","강원특별자치도 원주시 개운동 380-29","","","크린뱅크크리닝","2002-07-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284610.428879159","427310.16423648","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1129","세탁업","06_20_01_P","4191000","4191000-205-2000-00009","2000-05-15","","03","폐업","02","폐업","2003-05-09","","","","033 7664449","33.00","","강원특별자치도 원주시 개운동 203-7","","","신바람세탁소","2003-05-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285084.826112745","426788.558954697","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1130","세탁업","06_20_01_P","4191000","4191000-205-1997-00011","1997-07-09","","03","폐업","02","폐업","2010-05-04","","","","033 7484310","31.35","","강원특별자치도 원주시 단계동 507 현대(아) 상가동 104호","","","현대컴퓨터세탁소","2005-09-14 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282273.180151903","428735.545832296","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"1131","세탁업","06_20_01_P","4191000","4191000-205-1997-00014","1997-07-19","","03","폐업","02","폐업","2005-11-29","","","","033 7444866","19.77","","강원특별자치도 원주시 우산동 121-7 14통5반","","","25시빨래방","2005-02-23 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282951.554928342","430169.778122921","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1132","세탁업","06_20_01_P","4191000","4191000-205-1997-00017","1997-09-11","","03","폐업","02","폐업","2003-08-27","","","","033 7633747","1.00","","강원특별자치도 원주시 단구동 0 국곡택지 현대a 상가 105호","","","구곡현대크리닝","2004-02-26 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1133","세탁업","06_20_01_P","4191000","4191000-205-1997-00018","1997-09-19","","03","폐업","02","폐업","2003-02-25","","","","033 7652201","1.00","","강원특별자치도 원주시 명륜동 242-7","","","크린써비스","2003-04-29 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283877.517271705","426566.257594954","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1134","세탁업","06_20_01_P","4191000","4191000-205-1998-00001","1998-03-19","","03","폐업","02","폐업","2003-08-27","","","","033 7639306","1.00","","강원특별자치도 원주시 원동 300-61 ,79","","","월드크리닝","2003-08-28 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283834.212866792","427094.762789922","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1135","세탁업","06_20_01_P","4191000","4191000-205-1998-00004","1998-04-28","","03","폐업","02","폐업","2022-12-16","","","","033 744 0119","40.00","","강원특별자치도 원주시 일산동 334-5","강원특별자치도 원주시 단구로37번길 27 (일산동)","26434","팡팡크리닝","2022-12-16 10:53:50","I","2023-06-13 00:00:00","일반세탁업","283177.709560245","427545.338236848","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1136","세탁업","06_20_01_P","4191000","4191000-205-1998-00005","1998-05-27","","03","폐업","02","폐업","2003-02-25","","","","033 7483637","1.00","","강원특별자치도 원주시 단계동 915-15","","","둘리세탁소","2003-04-29 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282690.425251207","426851.124197295","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1137","세탁업","06_20_01_P","4191000","4191000-205-1989-00009","1989-09-08","","03","폐업","02","폐업","2009-09-01","","","","033 7480445","1.00","","강원특별자치도 원주시 일산동 326-1","","","신미광컴퓨터세탁소","2003-02-14 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283509.205059007","427405.265598544","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1138","세탁업","06_20_01_P","4191000","4191000-205-1989-00010","1989-09-22","","03","폐업","02","폐업","2010-09-02","","","","033 7644559","1.00","","강원특별자치도 원주시 명륜동 90-9","","","세경컴퓨터세탁","2001-10-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284450.721284251","427068.856594792","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1139","세탁업","06_20_01_P","4191000","4191000-205-1989-00012","1989-12-06","","03","폐업","02","폐업","2004-03-22","","","","033 7444358","1.00","","강원특별자치도 원주시 학성동 211-1","","","동원컴퓨터세탁","2004-03-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283775.620839331","428355.759741637","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1140","세탁업","06_20_01_P","4191000","4191000-205-1990-00001","1990-11-27","","03","폐업","02","폐업","2003-11-13","","","","033 7618829","1.00","","강원특별자치도 원주시 개운동 103 개운A 상가103호","","","진컴퓨터세탁소","2003-11-13 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1141","세탁업","06_20_01_P","4191000","4191000-205-1991-00001","1991-06-11","","03","폐업","02","폐업","2008-06-17","","","","033 7614615","1.00","","강원특별자치도 원주시 단구동 586-6","","","태광세탁소","2004-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284657.808932077","425691.949147948","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1142","세탁업","06_20_01_P","4191000","4191000-205-1987-00011","1987-05-12","","03","폐업","02","폐업","2006-03-05","","","","033 7642688","1.00","","강원특별자치도 원주시 명륜동 265-2","","","교동컴퓨터세탁","2001-10-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1143","세탁업","06_20_01_P","4191000","4191000-205-1987-00012","1987-05-12","","03","폐업","02","폐업","2004-03-03","","","","033 7621438","1.00","","강원특별자치도 원주시 개운동 270-6","","","한일기계세탁소","2004-03-03 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"1144","세탁업","06_20_01_P","4191000","4191000-205-1987-00014","1987-05-12","","03","폐업","02","폐업","2004-02-27","","","","033 7425204","1.00","","강원특별자치도 원주시 일산동 81-15","","","경일세탁소","2004-02-27 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283973.379728381","427815.543498278","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1145","세탁업","06_20_01_P","4191000","4191000-205-1987-00016","1987-05-12","","03","폐업","02","폐업","2015-03-02","","","","033 7428069","1.00","","강원특별자치도 원주시 일산동 226-2","강원특별자치도 원주시 원일로 159 (일산동)","26417","부부컴퓨터세탁","2014-01-09 15:10:49","I","2023-06-13 00:00:00","일반세탁업","283774.721655185","428254.665758082","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1146","세탁업","06_20_01_P","4191000","4191000-205-1987-00018","1987-05-12","","03","폐업","02","폐업","2003-08-27","","","","033 7431447","1.00","","강원특별자치도 원주시 중앙동 226","","","경문세탁소","2003-08-28 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284359.131718255","427663.052478171","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1147","세탁업","06_20_01_P","4191000","4191000-205-1987-00019","1987-05-12","","03","폐업","02","폐업","2017-02-23","","","","033 7433565","1.00","","강원특별자치도 원주시 일산동 189-14","강원특별자치도 원주시 천사로 169 (일산동)","26417","수도사","2009-07-27 09:21:26","I","2023-06-13 00:00:00","일반세탁업","283489.816454939","427958.439384989","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1148","세탁업","06_20_01_P","4191000","4191000-205-1987-00020","1987-05-12","","03","폐업","02","폐업","2025-06-11","","","","033 7444689","1.00","","강원특별자치도 원주시 태장동 765-9","강원특별자치도 원주시 현충로 1 (태장동)","26326","바오로세탁공장","2025-06-11 10:49:21","U","2025-06-13 02:40:00","일반세탁업","284608.292367264","428650.942823745","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1149","세탁업","06_20_01_P","4191000","4191000-205-1987-00021","1987-05-12","","03","폐업","02","폐업","2007-01-31","","","","033 7439522","1.00","","강원특별자치도 원주시 학성동 430","","","시온세탁소","2001-10-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1150","세탁업","06_20_01_P","4191000","4191000-205-1999-00014","1999-07-26","","03","폐업","02","폐업","2007-11-30","","","","033 7456123","19.14","","강원특별자치도 원주시 봉산동 902-5","","","흥일세탁소","2005-02-17 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285006.88049017","427597.128607383","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1151","세탁업","06_20_01_P","4191000","4191000-205-1999-00015","1999-12-31","","03","폐업","02","폐업","2005-06-17","","","","033 7321045","45.26","","강원특별자치도 원주시 우산동 90-1","","","재영세탁소","2005-06-01 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283118.892265841","429865.016840668","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1152","세탁업","06_20_01_P","4191000","4191000-205-1999-00016","1999-12-31","","03","폐업","02","폐업","2002-05-30","","","","033 7638540","1.00","","강원특별자치도 원주시 단구동 1454-18","","","화신컴퓨터세탁","2002-05-30 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284628.731476497","425729.222175766","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1153","세탁업","06_20_01_P","4191000","4191000-205-2000-00001","2000-02-07","","03","폐업","02","폐업","2017-01-19","","","","033 7626331","128.75","","강원특별자치도 원주시 개운동 486","강원특별자치도 원주시 개운5길 49-2 (개운동)","26444","하얀마음","2010-04-09 15:10:52","I","2023-06-13 00:00:00","일반세탁업","285183.893916964","426622.877791866","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"1154","세탁업","06_20_01_P","4191000","4191000-205-2000-00002","2000-04-06","","03","폐업","02","폐업","2004-02-25","","","","033 7613594","1.00","","강원특별자치도 원주시 단구동 142-36","","","크린마트","2004-02-25 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285138.836216669","425230.956637796","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"1155","세탁업","06_20_01_P","4191000","4191000-205-2000-00004","2000-06-23","","03","폐업","02","폐업","2022-04-25","","","","","21.12","","강원특별자치도 원주시 개운동 407-9","강원특별자치도 원주시 개운로 64 (개운동)","26444","기분좋은컴퓨터세탁","2022-04-25 10:25:07","I","2023-06-13 00:00:00","일반세탁업","284771.222592016","426757.420167188","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1156","세탁업","06_20_01_P","4191000","4191000-205-2000-00006","2000-11-07","","03","폐업","02","폐업","2008-08-29","","","","033 7353732","28.50","","강원특별자치도 원주시 흥업면 매지리 1936 청솔a 상가 104","","","화이트21","2008-10-22 17:05:44","I","2023-06-13 00:00:00","일반세탁업","280580.563664783","419932.482831129","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1157","세탁업","06_20_01_P","4191000","4191000-205-2001-00003","2001-03-12","","03","폐업","02","폐업","2004-03-02","","","","033 7347771","1.00","","강원특별자치도 원주시 반곡동 1486","","","크라비크리닝","2004-03-02 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285550.752628221","426494.845301754","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1158","세탁업","06_20_01_P","4191000","4191000-205-2003-00005","2003-04-22","","03","폐업","02","폐업","2019-10-31","","","","033 7344569","30.40","","강원특별자치도 원주시 태장동 69-2 상록프라자아파트 상가동 105호","","","대원세탁소","2019-10-31 14:56:50","I","2023-06-13 00:00:00","일반세탁업","285311.698440649","428308.423110168","일반세탁업","3","1","1","1","0","0","","","","임대","0","0","0","0","N",
"1159","세탁업","06_20_01_P","4191000","4191000-205-2014-00003","2014-03-28","","03","폐업","02","폐업","2015-08-28","","","","033 7655620","19.27","","강원특별자치도 원주시 단구동 1520","강원특별자치도 원주시 남원로 496-1, 102호 (단구동, 두산아파트 상가동)","26485","날개달린운동화","2014-04-02 17:39:40","I","2023-06-13 00:00:00","일반세탁업","283940.12195007","425299.379019454","일반세탁업","3","1","1","1","0","0","","","","임대","1","1","0","1","N",
"1160","세탁업","06_20_01_P","4191000","4191000-205-1998-00007","1998-07-10","","03","폐업","02","폐업","2020-12-07","","","","033 7640053","42.78","","강원특별자치도 원주시 단구동 1589-4","강원특별자치도 원주시 단구로 418 (단구동)","26489","성일세탁소","2020-12-07 10:44:43","I","2023-06-13 00:00:00","일반세탁업","284364.526439607","424684.11669714","일반세탁업","0","0","2","2","0","0","","","","","0","0","0","0","N",
"1161","세탁업","06_20_01_P","4191000","4191000-205-1998-00008","1998-07-10","","03","폐업","02","폐업","2003-09-09","","","","033 7667721","1.00","","강원특별자치도 원주시 원동 274-4 현진a 상가 104","","","현진컴퓨터크리닝","2003-09-09 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283852.397586719","427320.162447744","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1162","세탁업","06_20_01_P","4191000","4191000-205-1998-00010","1998-08-13","","03","폐업","02","폐업","2014-10-10","","","","033 7341083","28.03","","강원특별자치도 원주시 행구동 1658-4 현대a 상가 105호","강원특별자치도 원주시 행구로 216-29 (행구동,현대a 상가 105호)","26456","현대크리닝","2005-02-17 00:00:00","I","2023-06-13 00:00:00","일반세탁업","286735.460755303","426943.776110996","일반세탁업","2","1","1","1","0","0","","","","임대","0","0","0","0","N",
"1163","세탁업","06_20_01_P","4191000","4191000-205-1998-00011","1998-08-13","","03","폐업","02","폐업","2021-08-17","","","","033 7449771","28.13","","강원특별자치도 원주시 단계동 798 단계아파트 상가 107호","강원특별자치도 원주시 서원대로 205 (단계동,단계아파트 상가 107호)","26435","한창크리닝","2021-08-17 11:09:27","I","2023-06-13 00:00:00","일반세탁업","282909.296063792","427130.922689953","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1164","세탁업","06_20_01_P","4191000","4191000-205-1998-00012","1998-09-03","","03","폐업","02","폐업","2023-12-28","","","","033 7433454","15.05","","강원특별자치도 원주시 봉산동 1130-7","강원특별자치도 원주시 치악로 1868-2 (봉산동)","26330","청와세탁소","2023-12-28 10:12:02","U","2023-12-30 02:40:00","일반세탁업","","","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1165","세탁업","06_20_01_P","4191000","4191000-205-1998-00015","1998-09-30","","03","폐업","02","폐업","2009-08-31","","","","033 7439286","23.10","","강원특별자치도 원주시 우산동 74-9","","","원빨래방북원점","2005-02-17 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283315.547990987","430359.825842281","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1166","세탁업","06_20_01_P","4191000","4191000-205-1998-00016","1998-10-09","","03","폐업","02","폐업","2005-06-07","","","","033 7648820","1.00","","강원특별자치도 원주시 개운동 313-3 개운a 상가302호","","","개운현대크리싱","2002-06-11 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1167","세탁업","06_20_01_P","4191000","4191000-205-1998-00017","1998-10-30","","03","폐업","02","폐업","2010-09-08","","","","033 7450892","63.70","","강원특별자치도 원주시 학성동 1038-14","","","로얄세탁공장","2010-09-09 10:29:46","I","2023-06-13 00:00:00","일반세탁업","283403.229773379","428361.175660024","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1168","세탁업","06_20_01_P","4191000","4191000-205-1999-00002","1999-02-23","","03","폐업","02","폐업","2004-07-26","","","","033 7445266","1.00","","강원특별자치도 원주시 일산동 355-1 원흥2차a 상가 102호","","","신원흥세탁소","2004-08-06 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283423.104218741","427278.159285782","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1169","세탁업","06_20_01_P","4191000","4191000-205-1999-00004","1999-03-23","","03","폐업","02","폐업","2003-05-09","","","","033 7641627","1.00","","강원특별자치도 원주시 개운동 401 12통5반","","","골드전자세탁","2003-05-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284847.597541452","426926.852653444","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1170","세탁업","06_20_01_P","4191000","4191000-205-1999-00005","1999-05-03","","03","폐업","02","폐업","2011-12-29","","","","033 7482555","35.94","","강원특별자치도 원주시 단계동 812-2","","","은하수크리닝","2005-02-17 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282548.045307438","428004.662224567","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1171","세탁업","06_20_01_P","4191000","4191000-205-1999-00006","1999-05-03","","03","폐업","02","폐업","2016-10-21","","","","033 7615932","16.09","","강원특별자치도 원주시 명륜동 471","강원특별자치도 원주시 남원로527번길 8-19 (명륜동)","26480","단골세탁소","2005-02-17 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283694.874939024","426056.423559057","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1172","세탁업","06_20_01_P","4191000","4191000-205-1999-00008","1999-05-24","","03","폐업","02","폐업","2013-06-20","","","","033 742 0691","16.56","","강원특별자치도 원주시 우산동 201-23 (13/1)","강원특별자치도 원주시 상지대길 57-2 (우산동,(13/1))","26340","상지빨래터","2010-04-01 14:43:03","I","2023-06-13 00:00:00","일반세탁업","282832.171324233","430150.409642277","일반세탁업","0","0","1","1","0","0","","","","","0","0","0","0","N",
"1173","세탁업","06_20_01_P","4191000","4191000-205-1995-00008","1995-06-26","","03","폐업","02","폐업","2015-08-28","","","","033 7479113","25.15","","강원특별자치도 원주시 태장동 10 진우A 상가 10호","","","가나안세탁소","2006-01-17 00:00:00","I","2023-06-13 00:00:00","일반세탁업","285704.218310401","430383.632644211","일반세탁업","3","1","1","1","0","0","","","","","0","0","0","0","N",
