"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","욕실수","발한실여부","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"339","목욕장업","11_44_01_P","4181000","4181000-202-2003-00004","2003-10-04","","03","폐업","02","폐업","2020-08-05","","","","033 2522196","477.50","","강원특별자치도 춘천시 우두동 742-1","강원특별자치도 춘천시 영서로 2793 (우두동)","24236","두미르목욕탕","2020-08-05 14:46:32","I","2023-06-13 00:00:00","공동탕업","263855.784005587","489030.794908325","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"340","목욕장업","11_44_01_P","4181000","4181000-202-2004-00002","2004-01-07","","03","폐업","02","폐업","2017-06-09","","","","033 2533112","1288.90","","강원특별자치도 춘천시 동면 만천리 869-2","강원특별자치도 춘천시 동면 만천로 106-14","24215","만천사우나","2017-06-09 13:17:17","I","2023-06-13 00:00:00","공동탕업","266977.183045151","486920.408540031","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"341","목욕장업","11_44_01_P","4181000","4181000-202-2004-00003","2004-05-27","","03","폐업","02","폐업","2011-11-18","","","","033 2438755","1265.45","","강원특별자치도 춘천시 효자동 17-9","","","대원산소사우나","2010-07-09 11:45:01","I","2023-06-13 00:00:00","공동탕업","265525.49708092","486015.90339803","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"342","목욕장업","11_44_01_P","4181000","4181000-202-2011-00001","2011-06-13","","03","폐업","02","폐업","2022-09-22","","","","033 262 6062","267.80","","강원특별자치도 춘천시 석사동 37 지하1층","강원특별자치도 춘천시 세실로 100-12 (석사동)","24315","영 사우나","2022-09-22 13:36:46","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","266752.417280968","485104.103457286","공동탕업+찜질시설서비스영업","4","1","0","0","1","1","1","Y","","","","임대","0","0","N",
"343","목욕장업","11_44_01_P","4191000","4191000-202-2009-00004","2009-11-23","","03","폐업","02","폐업","2020-12-30","","","","033 730 2915","566.90","","강원특별자치도 원주시 지정면 판대리 577-4","강원특별자치도 원주시 지정면 오크밸리2길 40","26357","오크힐스사우나","2020-12-30 16:17:20","I","2023-06-13 00:00:00","공동탕업","271451.223493249","434371.373123856","공동탕업","12","0","2","0","0","0","0","N","","","","자가","0","0","Y",
"344","목욕장업","11_44_01_P","4191000","4191000-202-1998-00007","1998-06-30","","03","폐업","02","폐업","2022-05-12","","","","033 7303641","751.09","","강원특별자치도 원주시 지정면 월송리 1061-16","강원특별자치도 원주시 지정면 오크밸리1길 70","26357","골프빌리지사우나","2022-05-12 17:06:26","I","2023-06-13 00:00:00","공동탕업","272459.646983562","437204.631213169","공동탕업","3","1","0","0","0","0","2","Y","","","","","0","0","Y",
"345","목욕장업","11_44_01_P","4191000","4191000-202-1982-00005","1982-12-18","","03","폐업","02","폐업","2003-06-25","","","","033 7461306","0.00","","강원특별자치도 원주시 일산동 230-29","","","일산목욕탕","2003-06-25 00:00:00","I","2023-06-13 00:00:00","공동탕업","283547.540588392","427908.939702045","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"346","목욕장업","11_44_01_P","4191000","4191000-202-2003-00004","2003-08-21","","03","폐업","02","폐업","2007-09-05","","","","033 7437888","2705.66","","강원특별자치도 원주시 우산동 234-2","","","상지보석불가마사우나","2006-06-22 00:00:00","I","2023-06-13 00:00:00","찜질시설서비스영업","282900.934305789","429865.231325672","찜질시설서비스영업","2","1","1","2","1","1","10","Y","","","","자가","0","0","N",
"347","목욕장업","11_44_01_P","4191000","4191000-202-2005-00001","2005-04-22","","03","폐업","02","폐업","2006-02-08","","","","033 7659008","325.92","","강원특별자치도 원주시 원동 303","","","동성사우나","2005-11-16 00:00:00","I","2023-06-13 00:00:00","공동탕업","283904.190006873","427131.812347202","공동탕업","3","0","2","2","0","0","4","Y","","","","임대","0","0","N",
"348","목욕장업","11_44_01_P","4191000","4191000-202-1982-00008","1982-11-10","","03","폐업","02","폐업","2003-03-17","","","","","0.00","","강원특별자치도 원주시 문막읍 문막리 303-1 , 2","","","온수장목욕탕","2003-03-20 00:00:00","I","2023-06-13 00:00:00","공동탕업","272351.286442113","423159.123216394","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"349","목욕장업","11_44_01_P","4191000","4191000-202-2001-00001","2001-02-19","","03","폐업","02","폐업","2015-09-18","","","","0337476253","1.00","","강원특별자치도 원주시 행구동 558-3","","","치악산한증원","2018-10-18 17:39:31","I","2023-06-13 00:00:00","관광호텔","288651.853687833","427874.688733078","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"350","목욕장업","11_44_01_P","4191000","4191000-202-1996-00002","1996-11-09","","03","폐업","02","폐업","2014-07-28","","","","0337426707","1.00","","강원특별자치도 원주시 일산동 184-10","","","원주치악산불한증막","2018-10-18 17:27:55","I","2023-06-13 00:00:00","한증막업","283768.568068509","428233.229768506","한증막업","0","0","0","0","0","0","0","","","","","","0","0","N",
"351","목욕장업","11_44_01_P","4191000","4191000-202-2008-00001","2008-01-16","","03","폐업","02","폐업","2016-10-04","","","","033 761 2780","598.40","","강원특별자치도 원주시 단구동 112","강원특별자치도 원주시 치악로1568번길 13 (단구동)","26452","대원목욕탕","2014-01-17 14:16:23","I","2023-06-13 00:00:00","공동탕업","285324.908957855","425055.82239569","공동탕업","3","1","1","1","0","0","2","Y","","","","자가","0","0","Y",
"352","목욕장업","11_44_01_P","4191000","4191000-202-2008-00002","2008-02-28","","03","폐업","02","폐업","2020-12-01","","","","033 735 2340","726.71","","강원특별자치도 원주시 문막읍 문막리 304 (3층)","강원특별자치도 원주시 문막읍 문막시장1길 16 ((3층))","26373","금강옥 사우나","2020-12-01 14:02:31","I","2023-06-13 00:00:00","목욕장업 기타","272365.940089907","423177.951148618","목욕장업 기타","7","1","3","3","0","0","2","N","","","","","0","0","Y",
"353","목욕장업","11_44_01_P","4191000","4191000-202-2002-00004","2002-09-30","","03","폐업","02","폐업","2006-03-31","","","","033 7445676","671.70","","강원특별자치도 원주시 학성동 1030-8","","","황금찜질사우나","2006-03-29 00:00:00","I","2023-06-13 00:00:00","공동탕업","283004.883918968","428526.255490751","공동탕업","3","1","3","0","0","0","2","Y","","","","","0","0","N",
"354","목욕장업","11_44_01_P","4191000","4191000-202-2003-00002","2003-03-04","","03","폐업","02","폐업","2003-06-05","","","","","0.00","","강원특별자치도 원주시 우산동 234-2 (구 우산시장 건물)","","","상지보석불가마사우나","2003-06-20 00:00:00","I","2023-06-13 00:00:00","공동탕업","282900.934305789","429865.231325672","공동탕업","2","1","0","1","0","0","0","N","","","","임대","0","0","N",
"355","목욕장업","11_44_01_P","4191000","4191000-202-1993-00002","1993-03-05","","03","폐업","02","폐업","2007-07-05","","","","033 7628100","149.98","","강원특별자치도 원주시 명륜동 408","","","도영목욕탕","2006-10-20 00:00:00","I","2023-06-13 00:00:00","공동탕업","283499.859175004","426218.270035789","공동탕업","8","2","1","6","0","0","2","Y","","","","","0","0","N",
"356","목욕장업","11_44_01_P","4191000","4191000-202-1980-00006","1980-01-10","","03","폐업","02","폐업","2023-12-28","","","","033 7469435","429.00","","강원특별자치도 원주시 일산동 51-12","강원특별자치도 원주시 무실로12번길 46 (일산동)","26427","쌍학목욕탕","2023-12-28 14:06:06","U","2023-12-30 02:40:00","공동탕업","283900.623477336","428030.822553088","공동탕업","5","1","0","1","0","1","2","Y","","","","","0","0","Y",
"357","목욕장업","11_44_01_P","4191000","4191000-202-1991-00004","1991-11-28","","03","폐업","02","폐업","2019-05-20","","","","033 7323001","462.50","","강원특별자치도 원주시 태장동 1364-9 .10","강원특별자치도 원주시 북원로2718번길 9 (태장동,.10)","26316","북원목욕탕","2019-05-20 14:30:46","I","2023-06-13 00:00:00","공동탕업","283959.351795965","431981.374813098","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","Y",
"358","목욕장업","11_44_01_P","4191000","4191000-202-1999-00003","1999-09-29","","03","폐업","02","폐업","2001-08-30","","","","033 7425821","0.00","","강원특별자치도 원주시 인동 411-10","","","원주근로자종합복지관목욕탕","2002-01-21 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"359","목욕장업","11_44_01_P","4191000","4191000-202-1975-00007","1975-09-09","","03","폐업","02","폐업","2010-07-02","","","","033 7422745","299.46","","강원특별자치도 원주시 우산동 231-3","","","오봉목욕탕","2010-07-12 09:57:47","I","2023-06-13 00:00:00","공동탕업","283045.022235119","429853.569760736","공동탕업","3","1","1","1","0","0","0","N","","","","자가","0","0","N",
"360","목욕장업","11_44_01_P","4191000","4191000-202-1980-00005","1980-01-10","","03","폐업","02","폐업","2001-01-03","","","","033 7449937","296.09","","강원특별자치도 원주시 중앙동 63","","","원주관광호텔사우나","2002-01-03 00:00:00","I","2023-06-13 00:00:00","한증막업","284113.555870593","428054.723545349","한증막업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"361","목욕장업","11_44_01_P","4191000","4191000-202-1971-00001","1971-12-01","","03","폐업","02","폐업","2006-10-24","","","","033 7422960","331.76","","강원특별자치도 원주시 학성동 1000-23","","","은하목욕탕","2006-10-24 00:00:00","I","2023-06-13 00:00:00","공동탕업","283452.766574969","428597.283503883","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"362","목욕장업","11_44_01_P","4191000","4191000-202-1996-00003","1996-12-28","","03","폐업","02","폐업","2003-04-09","","","","033 7480248","985.00","","강원특별자치도 원주시 단계동 457-3","","","평원목욕탕","2003-04-09 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"363","목욕장업","11_44_01_P","4191000","4191000-202-1997-00004","1997-09-06","","03","폐업","02","폐업","2010-08-23","","","","033 7340916","313.99","","강원특별자치도 원주시 문막읍 건등리 1710-1","","","천지목욕탕","2009-08-13 16:43:30","I","2023-06-13 00:00:00","공동탕업","272483.054467102","423621.428325361","공동탕업","4","1","2","3","0","0","2","Y","","","","","0","0","N",
"364","목욕장업","11_44_01_P","4191000","4191000-202-1998-00005","1998-01-06","","03","폐업","02","폐업","2010-10-01","","","","033 7626042","511.52","","강원특별자치도 원주시 단구동 1026-36","","","나래목욕탕","2008-12-03 14:57:47","I","2023-06-13 00:00:00","공동탕업","284225.358469937","425676.184702254","공동탕업","5","1","1","1","1","1","0","N","","","","","0","0","N",
"365","목욕장업","11_44_01_P","4191000","4191000-202-1998-00006","1998-09-17","","03","폐업","02","폐업","2006-02-01","","","","033 7663130","1452.00","","강원특별자치도 원주시 단구동 112","","","대원목욕탕","2006-10-20 00:00:00","I","2023-06-13 00:00:00","공동탕업","285324.908957855","425055.82239569","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"366","목욕장업","11_44_01_P","4191000","4191000-202-1975-00004","1975-01-14","","03","폐업","02","폐업","2003-02-25","","","","033 7643926","0.00","","강원특별자치도 원주시 인동 25-25","","","원주목욕탕","2003-02-12 00:00:00","I","2023-06-13 00:00:00","공동탕업","284435.823987085","427623.11110062","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"367","목욕장업","11_44_01_P","4191000","4191000-202-2003-00007","2003-12-04","","03","폐업","02","폐업","2005-05-20","","","","033 7640163","2105.22","","강원특별자치도 원주시 단구동 1511-4 (4.5.6층)","","","대주사우나","2003-12-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","284060.844117657","425805.976224163","공동탕업","6","1","4","6","0","0","0","N","","","","임대","0","0","N",
"368","목욕장업","11_44_01_P","4191000","4191000-202-1982-00004","1982-11-23","","03","폐업","02","폐업","2003-02-25","","","","033 7446741","0.00","","강원특별자치도 원주시 우산동 101-5","","","우산목욕탕","2001-12-12 00:00:00","I","2023-06-13 00:00:00","공동탕업","283157.035963541","430356.099656282","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"369","목욕장업","11_44_01_P","4191000","4191000-202-1980-00003","1980-09-24","","03","폐업","02","폐업","2007-05-14","","","","033 7468095","102.58","","강원특별자치도 원주시 일산동 184-2","","","동산목욕탕","2006-11-30 00:00:00","I","2023-06-13 00:00:00","공동탕업","283719.393626489","428257.360517256","공동탕업","4","1","1","1","0","0","0","N","","","","","0","0","N",
"370","목욕장업","11_44_01_P","4191000","4191000-202-2009-00001","2009-01-20","","03","폐업","02","폐업","2013-12-13","","","","033 734 8877","868.20","","강원특별자치도 원주시 행구동 1534-1","강원특별자치도 원주시 행구로 281 (행구동)","26454","동원스파월드","2009-01-20 13:49:00","I","2023-06-13 00:00:00","공동탕업","287425.917819362","427244.881681213","공동탕업","3","1","2","0","1","0","2","N","","","","자가","0","0","N",
"371","목욕장업","11_44_01_P","4191000","4191000-202-2009-00003","2009-09-25","","03","폐업","02","폐업","2022-12-06","","","","033 746 7761","1851.43","","강원특별자치도 원주시 우산동 234-2 태백빌딩.","강원특별자치도 원주시 우산로 32 (우산동,태백빌딩.)","26343","상지헬스사우나","2022-12-06 16:16:30","I","2023-06-13 00:00:00","공동탕업","282900.934305789","429865.231325672","공동탕업","0","0","1","0","1","0","2","N","","","","자가","0","0","Y",
"372","목욕장업","11_44_01_P","4191000","4191000-202-2000-00006","2000-05-02","","03","폐업","02","폐업","2016-10-24","","","","031 7747771","360.00","","강원특별자치도 원주시 지정면 판대리 643-1","강원특별자치도 원주시 지정면 지정로 1393","26357","예뻐지는찜질방","2014-06-17 17:30:42","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","269366.723810148","432197.116529113","공동탕업+찜질시설서비스영업","2","1","0","0","1","0","2","N","","","","자가","1","1","Y",
"373","목욕장업","11_44_01_P","4191000","4191000-202-2007-00002","2007-07-10","","03","폐업","02","폐업","2012-03-07","","","","033 7358811","1861.39","","강원특별자치도 원주시 호저면 만종리 420-4 외3필지","강원특별자치도 원주시 호저면 중부동3길 63 (외3필지)","26377","만종건강랜드","2010-11-30 15:56:54","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","","","공동탕업+찜질시설서비스영업","2","0","1","2","0","0","2","Y","","","","자가","0","0","N",
"374","목욕장업","11_44_01_P","4191000","4191000-202-2007-00003","2007-10-01","","03","폐업","02","폐업","2008-09-03","","","","033 743 1241","139.30","","강원특별자치도 원주시 중앙동 63","","","원주관광호텔사우나","2007-10-02 14:18:45","I","2023-06-13 00:00:00","공동탕업","284113.555870593","428054.723545349","공동탕업","10","1","4","4","0","0","1","Y","","","","임대","0","0","N",
"375","목욕장업","11_44_01_P","4191000","4191000-202-2007-00004","2007-10-23","","03","폐업","02","폐업","2013-07-30","","","","033 742 5537","186.30","","강원특별자치도 원주시 일산동 184-2","강원특별자치도 원주시 옛시청길 7 (일산동)","26417","동산목욕탕","2008-07-14 11:08:04","I","2023-06-13 00:00:00","공동탕업","283719.393626489","428257.360517256","공동탕업","4","1","1","1","0","0","1","Y","","","","자가","0","0","N",
"376","목욕장업","11_44_01_P","4191000","4191000-202-2004-00005","2004-09-22","","03","폐업","02","폐업","2025-03-06","","","","033 7444559","1356.00","","강원특별자치도 원주시 무실동 1642-2 (4,5,6층)","강원특별자치도 원주시 시청로 96 (무실동,(4,5,6층))","26391","영신24시불가마사우나","2025-03-06 17:59:45","U","2025-03-08 02:40:00","찜질시설서비스영업","282212.867026178","426408.618514418","찜질시설서비스영업","7","1","4","6","0","0","2","Y","","","","임대","0","0","Y",
"377","목욕장업","11_44_01_P","4191000","4191000-202-2009-00002","2009-02-05","","03","폐업","02","폐업","2016-11-16","","","","033 734 8200","1200.86","","강원특별자치도 원주시 문막읍 동화리 342-1","강원특별자치도 원주시 문막읍 원문로 1379","26372","홀인원","2015-12-23 16:48:27","I","2023-06-13 00:00:00","공동탕업","275120.848291021","425497.448689835","공동탕업","3","1","1","0","1","0","8","Y","","","","자가","0","0","Y",
"378","목욕장업","11_44_01_P","4191000","4191000-202-2012-00002","2012-10-30","","03","폐업","02","폐업","2017-03-07","","","","033 763 8863","338.50","","강원특별자치도 원주시 신림면 송계리 141-4 지상1층, B,C,D,E,F,G,H,J동","강원특별자치도 원주시 신림면 솔치로 88, B,C,D,E,F,G,H,J동 동 지상1층","26507","송계관광농원목욕장","2014-01-17 14:18:42","I","2023-06-13 00:00:00","한증막업","306597.014161637","418664.252213914","한증막업","1","0","1","1","0","0","2","N","","","","자가","0","0","Y",
"379","목욕장업","11_44_01_P","4191000","4191000-202-2006-00001","2006-09-13","","03","폐업","02","폐업","2006-11-13","","","","033742 4878","345.37","","강원특별자치도 원주시 학성동 1030-8","","","황금사우나","2006-09-22 00:00:00","I","2023-06-13 00:00:00","공동탕업","283004.883918968","428526.255490751","공동탕업","3","1","1","3","0","0","0","N","","","","임대","0","0","N",
"380","목욕장업","11_44_01_P","4191000","4191000-202-2006-00002","2006-11-29","","03","폐업","02","폐업","2010-11-18","","","","033 730 3641","989.27","","강원특별자치도 원주시 지정면 판대리 산 1-1","","","스키빌리지사우나","2008-12-25 11:20:29","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","2","1","2","2","0","0","2","Y","","","","자가","0","0","N",
"381","목욕장업","11_44_01_P","4191000","4191000-202-2003-00001","2003-02-07","","03","폐업","02","폐업","2014-05-23","","","","","2459.37","","강원특별자치도 원주시 단구동 146-3","강원특별자치도 원주시 치악로1604번길 22 (단구동)","26451","스파월드24시불가마사우나","2014-01-17 14:14:30","I","2023-06-13 00:00:00","찜질시설서비스영업","285269.145823877","425351.223118513","찜질시설서비스영업","3","0","1","3","0","0","2","Y","","","","자가","0","0","Y",
"382","목욕장업","11_44_01_P","4191000","4191000-202-2002-00005","2002-11-13","","03","폐업","02","폐업","2006-07-21","","","","03307455269","649.65","","강원특별자치도 원주시 중앙동 63","","","원주관광호텔사우나","2005-09-20 00:00:00","I","2023-06-13 00:00:00","공동탕업","284113.555870593","428054.723545349","공동탕업","10","0","0","4","0","0","1","Y","","","","임대","0","0","N",
"383","목욕장업","11_44_01_P","4191000","4191000-202-1999-00004","1999-01-05","","03","폐업","02","폐업","2008-06-29","","","","033 7348877","893.60","","강원특별자치도 원주시 행구동 1534-1","","","동원스파월드","2006-02-13 00:00:00","I","2023-06-13 00:00:00","공동탕업","287425.917819362","427244.881681213","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"384","목욕장업","11_44_01_P","4191000","4191000-202-2005-00002","2005-10-05","","03","폐업","02","폐업","2007-02-20","","","","","596.76","","강원특별자치도 원주시 단계동 111-44 외1필지","","","웰빙옥사우나","2005-12-30 00:00:00","I","2023-06-13 00:00:00","공동탕업","282595.04389625","428608.159554672","공동탕업","5","0","3","5","0","0","2","Y","","","","자가","0","0","N",
"385","목욕장업","11_44_01_P","4191000","4191000-202-2000-00005","2000-01-10","","03","폐업","02","폐업","2005-05-27","","","","033 7431212","460.24","","강원특별자치도 원주시 단계동 111-44 ,64","","","그린헬스옥사우나","2004-10-01 00:00:00","I","2023-06-13 00:00:00","공동탕업","282595.04389625","428608.159554672","공동탕업","5","1","3","4","0","0","0","N","","","","","0","0","N",
"386","목욕장업","11_44_01_P","4191000","4191000-202-2003-00006","2003-11-19","","03","폐업","02","폐업","2005-11-23","","","","033 7631575","310.55","","강원특별자치도 원주시 원동 303 (1층)","","","동성목욕탕","2003-11-19 00:00:00","I","2023-06-13 00:00:00","공동탕업","283904.190006873","427131.812347202","공동탕업","3","0","1","1","0","0","2","N","","","","자가","0","0","N",
"387","목욕장업","11_44_01_P","4191000","4191000-202-1983-00002","1983-12-22","","03","폐업","02","폐업","2024-05-21","","","","033 7633081","283.89","","강원특별자치도 원주시 단구동 613-2","강원특별자치도 원주시 치악로 1660 (단구동)","26451","대복목욕탕","2024-05-21 11:03:06","U","2024-05-23 02:40:00","공동탕업","284927.335780265","425856.024342445","공동탕업","3","1","1","2","0","0","0","N","","","","임대","0","0","Y",
"388","목욕장업","11_44_01_P","4191000","4191000-202-1984-00002","1984-05-23","","03","폐업","02","폐업","2004-03-23","","","","033 7640629","0.00","","강원특별자치도 원주시 명륜동 90-13","","","남부목욕탕","2004-03-23 00:00:00","I","2023-06-13 00:00:00","공동탕업","284414.79030798","427018.077463743","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"389","목욕장업","11_44_01_P","4191000","4191000-202-1989-00003","1989-09-11","","03","폐업","02","폐업","2007-03-14","","","","033 7485695","319.80","","강원특별자치도 원주시 태장동 1381-3 .16 (1층)","","","보라목욕탕","2004-08-27 00:00:00","I","2023-06-13 00:00:00","공동탕업","283899.213758456","431744.5943501","공동탕업","4","1","1","1","0","0","2","N","","","","","0","0","N",
"390","목욕장업","11_44_01_P","4191000","4191000-202-1989-00004","1989-12-18","","03","폐업","02","폐업","2017-05-30","","","","033 7479770","708.18","","강원특별자치도 원주시 우산동 228-15 .16","","","귀옥목욕탕","2017-05-30 16:58:06","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","Y",
"391","목욕장업","11_44_01_P","4191000","4191000-202-2001-00005","2001-12-13","","03","폐업","02","폐업","2003-10-24","","","","033 7358445","1918.18","","강원특별자치도 원주시 단계동 873","","","테크노프라자 스파렉스","2003-10-24 00:00:00","I","2023-06-13 00:00:00","공동탕업","282315.673637127","427402.924552547","공동탕업","8","1","6","6","0","0","2","N","","","","","0","0","N",
"392","목욕장업","11_44_01_P","4191000","4191000-202-2000-00007","2000-06-14","","03","폐업","02","폐업","2008-09-08","","","","033 7431400","126.83","","강원특별자치도 원주시 태장동 778-3","","","청운목욕탕","2004-08-30 00:00:00","I","2023-06-13 00:00:00","공동탕업","284504.881150082","428452.938547768","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"393","목욕장업","11_44_01_P","4191000","4191000-202-1995-00001","1995-03-29","","03","폐업","02","폐업","2007-06-04","","","","033 7323700","700.00","","강원특별자치도 원주시 지정면 월송리 산 2-2","","","동서울레스피아목욕탕","2004-09-15 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"394","목욕장업","11_44_01_P","4191000","4191000-202-2002-00001","2002-01-30","","03","폐업","02","폐업","2019-04-30","","","","033 7350084","1003.49","","강원특별자치도 원주시 단구동 1679","강원특별자치도 원주시 단구로 398 (단구동)","26488","원주불가마보석사우나","2019-04-30 14:34:10","I","2023-06-13 00:00:00","찜질시설서비스영업","284548.975569643","424799.836046913","찜질시설서비스영업","1","1","1","1","1","1","8","Y","","","","임대","0","0","Y",
"395","목욕장업","11_44_01_P","4191000","4191000-202-2001-00004","2001-04-16","","03","폐업","02","폐업","2003-12-17","","","","033 7347414","660.00","","강원특별자치도 원주시 문막읍 문막리 304","","","금강사우나","2003-12-17 00:00:00","I","2023-06-13 00:00:00","공동탕업","272365.940089907","423177.951148618","공동탕업","7","1","3","3","0","0","2","Y","","","","","0","0","N",
"396","목욕장업","11_44_01_P","4191000","4191000-202-2002-00002","2002-02-05","","03","폐업","02","폐업","2006-10-23","","","","033766 7224","473.62","","강원특별자치도 원주시 흥업면 흥업리 596-1","","","흥업한방사우나","2006-10-20 00:00:00","I","2023-06-13 00:00:00","공동탕업","281404.296157252","422658.893194706","공동탕업","3","1","2","2","0","0","6","Y","","","","자가","0","0","N",
"397","목욕장업","11_44_01_P","4191000","4191000-202-1972-00001","1972-08-26","","03","폐업","02","폐업","2018-10-18","","","","033 7627292","1.00","","강원특별자치도 원주시 단계동 809","","","금풍목욕탕","2018-10-18 17:31:31","I","2023-06-13 00:00:00","관광호텔","282575.668951368","428109.420429959","관광호텔","0","0","0","0","0","0","0","N","","","","","0","0","N",
"398","목욕장업","11_44_01_P","4191000","4191000-202-1993-00001","1993-03-05","","03","폐업","02","폐업","2007-07-05","","","","033 7628100","1.00","","강원특별자치도 원주시 명륜동 408","","","도영목욕탕","2018-10-18 15:39:45","I","2023-06-13 00:00:00","관광호텔","283499.859175004","426218.270035789","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"399","목욕장업","11_44_01_P","4191000","4191000-202-1994-00001","1994-09-29","","03","폐업","02","폐업","2012-05-23","","","","033 7429986","1.00","","강원특별자치도 원주시 명륜동 102 현대a102동207","","","금강목욕탕","2018-10-18 17:33:40","I","2023-06-13 00:00:00","관광호텔","","","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"400","목욕장업","11_44_01_P","4191000","4191000-202-1982-00003","1982-11-10","","03","폐업","02","폐업","2003-03-17","","","","033 7318895","1.00","","강원특별자치도 원주시 문막읍 건등리 303-1","","","온수장목욕탕","2018-10-18 15:58:36","I","2023-06-13 00:00:00","관광호텔","","","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"401","목욕장업","11_44_01_P","4191000","4191000-202-2017-00001","2017-07-05","","03","폐업","02","폐업","2019-11-05","","","","033 7482262","1861.39","","강원특별자치도 원주시 호저면 만종리 420-3 지상 1~2층","강원특별자치도 원주시 호저면 중부동3길 63, 1~2층","26377","썬랜드","2019-11-05 13:52:39","I","2023-06-13 00:00:00","공동탕업","280041.064765321","427213.344667924","공동탕업","2","0","1","2","0","0","2","Y","","","","자가","0","0","N",
"402","목욕장업","11_44_01_P","4191000","4191000-202-2017-00002","2017-07-20","","03","폐업","02","폐업","2022-06-28","","","","033 7431900","1150.59","","강원특별자치도 원주시 중앙동 63 원주관광호텔","강원특별자치도 원주시 중앙시장길 32, 원주관광호텔 (중앙동)","26428","한솔사우나","2022-06-28 09:58:47","I","2023-06-13 00:00:00","공동탕업","284113.555870593","428054.723545349","공동탕업","10","1","4","5","0","0","2","Y","","","","","0","0","Y",
"403","목욕장업","11_44_01_P","4191000","4191000-202-2018-00001","2018-12-27","","03","폐업","02","폐업","2022-01-12","","","","","224.90","","강원특별자치도 원주시 단계동 853-1 이룸레지던스","강원특별자치도 원주시 북원로 2235-12, 이룸레지던스 지하1층 B101호 (단계동)","26436","24시남성전용사우나","2022-01-12 13:54:44","I","2023-06-13 00:00:00","목욕장업 기타","282400.45","427505.14","목욕장업 기타","12","4","0","0","1","1","0","N","","","","","0","0","N",
"404","목욕장업","11_44_01_P","4191000","4191000-202-1996-00001","1996-12-28","","03","폐업","02","폐업","2003-04-09","","","","033 7480248","1.00","","강원특별자치도 원주시 단계동 457-3","","","평원목욕탕","2018-10-18 16:00:50","I","2023-06-13 00:00:00","관광호텔","","","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"405","목욕장업","11_44_01_P","4191000","4191000-202-1997-00001","1997-09-06","","03","폐업","02","폐업","2010-08-23","","","","0337340916","1.00","","강원특별자치도 원주시 문막읍 건등리 1710-1","","","천지목욕탕","2018-10-18 16:02:12","I","2023-06-13 00:00:00","관광호텔","272483.054467102","423621.428325361","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"406","목욕장업","11_44_01_P","4191000","4191000-202-1997-00002","1997-09-11","","03","폐업","02","폐업","2003-02-25","","","","033 7340097","1.00","","강원특별자치도 원주시 문막읍 건등리 203-9","","","신로얄목욕탕","2003-05-23 00:00:00","I","2023-06-13 00:00:00","공동탕업","273574.243877431","424647.184253032","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
