"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"1277","옥외광고업","04_15_01_P","4201000","2004420002408200015","2004-09-08","","03","폐업","40","폐업","2005-12-12","","","","033 6420470","","","강원특별자치도 강릉시 교동 ***-**","강원특별자치도 강릉시 임영로 ***  (교동)","","F&D(필름디자인)","2004-09-08 00:00:00","I","2023-06-13 00:00:00","","366698.166746531","474942.825869318","광고물제조",
"1278","옥외광고업","04_15_01_P","4201000","2004420002408200016","2004-09-16","","03","폐업","40","폐업","2005-06-21","","","","033 6432246","","","강원특별자치도 강릉시 교동 ***-*","강원특별자치도 강릉시 용지로 ***  (교동)","","동해간판광고","2004-09-16 00:00:00","I","2023-06-13 00:00:00","","367361.389099458","475154.537231396","옥외광고물제작",
"1279","옥외광고업","04_15_01_P","4201000","2004420002408200017","2004-10-11","","03","폐업","40","폐업","2007-01-03","","","","033 6480504","","","강원특별자치도 강릉시 내곡동 ***-*","강원특별자치도 강릉시 범일로 ***  (내곡동)","","(주)아름다운디자인()","2004-10-11 00:00:00","I","2023-06-13 00:00:00","","365950.321737027","473033.988446643","광고업(제작)",
"1280","옥외광고업","04_15_01_P","4201000","2006420002408200007","2020-01-28","","03","폐업","40","폐업","2021-01-26","","","","033 652 5522","","","강원특별자치도 강릉시 노암동 ***-*","강원특별자치도 강릉시 노암등길 ** (노암동)","25594","서강애드","2021-01-27 13:31:21","I","2023-06-13 00:00:00","","367422.810716686","472958.876072498","광고물 제작",
"1281","옥외광고업","04_15_01_P","4201000","2006420002408200009","2006-04-20","","03","폐업","40","폐업","2007-01-03","","","","033 6424474","","","강원특별자치도 강릉시 교동 ***-**","","","문의전성시대","2006-04-20 00:00:00","I","2023-06-13 00:00:00","","","","광고물제작",
"1282","옥외광고업","04_15_01_P","4201000","2006420002408200010","2006-05-08","","03","폐업","40","폐업","2025-02-04","","","","033 6412306","","","강원특별자치도 강릉시 죽헌동 ***-*","강원특별자치도 강릉시 죽헌길 *** (죽헌동)","210-330","자작나무","2025-04-09 13:29:50","U","2025-04-11 02:40:00","","365627.101313444","476784.462499441","공예품,광고대행 등",
"1283","옥외광고업","04_15_01_P","4201000","2006420002408200011","2006-06-21","","03","폐업","40","폐업","","","","","","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 성덕포남로***번길 * (포남동)","210-111","애드코리아","2014-01-06 16:00:48","I","2023-06-13 00:00:00","","368278.909890771","475624.432571916","광고물 제작",
"1284","옥외광고업","04_15_01_P","4201000","2006420002408200012","2006-06-27","","03","폐업","40","폐업","2010-10-11","","","","033 6432890","","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 남구길**번길 **  (포남동)","","영동인쇄공사","2010-10-14 15:47:54","I","2023-06-13 00:00:00","","367686.661439263","475077.091622833","인쇄,광고물제작",
"1285","옥외광고업","04_15_01_P","4201000","2006420002408200013","2006-08-11","","03","폐업","40","폐업","2007-09-12","","","","","","","강원특별자치도 강릉시 교동 ***-* *층","강원특별자치도 강릉시 임영로 ***  (교동,*층)","","채트7커뮤니티","2007-10-02 09:22:03","I","2023-06-13 00:00:00","","366647.954164619","474829.15837237","광고물제작,홈페이지제작,이벤트업",
"1286","옥외광고업","04_15_01_P","4201000","2006420002408200014","2006-11-09","","03","폐업","40","폐업","2009-06-10","","","","033 6432890","","","강원특별자치도 강릉시 주문진읍 교항리 *-* 강원도립대학 창업보육센타 ***호","강원특별자치도 강릉시 주문진읍 연주로 ***,  ***호 (강원도립대학 창업보육센타)","","디자인아트","2009-06-29 13:04:42","I","2023-06-13 00:00:00","","360884.78782295","487628.414228203","산업디자인,광고물제작",
"1287","옥외광고업","04_15_01_P","4201000","2007420013108200002","2007-06-21","","03","폐업","40","폐업","2010-10-11","","","","033 6418833","","","강원특별자치도 강릉시 입암동 ***-**","강원특별자치도 강릉시 강중길 **  (입암동)","","(주)강원문화사","2010-10-14 15:48:11","I","2023-06-13 00:00:00","","368145.309454662","474286.580082466","옥외광고물제작(현수막, 간판), 인쇄출판",
"1288","옥외광고업","04_15_01_P","4201000","2007420015608500001","2007-08-23","","03","폐업","40","폐업","2008-09-17","","","","033 644 2990","","","강원특별자치도 강릉시 교동 ****-* *층 *호","강원특별자치도 강릉시 임영로***번길 *  (교동,*층 *호)","","필 디자인","2009-01-14 16:26:15","I","2023-06-13 00:00:00","","366580.186827639","474419.242901175","실사출력, 현수막제작및 설치.썬팅.시트도안",
"1289","옥외광고업","04_15_01_P","4201000","2007420015608500002","2007-10-19","","03","폐업","40","폐업","2025-02-04","","","","033 653 8891","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 강릉대로 *** (포남동)","","해람광고기획","2025-02-04 14:01:41","U","2025-02-06 02:40:00","","368132.167348412","475900.573109689","옥외광고물 제작업",
"1290","옥외광고업","04_15_01_P","4201000","2007420015608500004","2007-11-06","","03","폐업","40","폐업","2009-03-17","","","","033 652 9835","","","강원특별자치도 강릉시 포남동 ****-*** 강릉정보산업진흥원***호","강원특별자치도 강릉시 경강로****번길 *  (포남동,강릉정보산업진흥원***호)","","(주)유파트너","2009-07-01 18:47:07","I","2023-06-13 00:00:00","","368723.301617566","475642.708853503","옥외광고물 제조업",
"1291","옥외광고업","04_15_01_P","4201000","2007420015608500005","2007-11-23","","03","폐업","40","폐업","2012-06-22","","","","033 646 9030","","","강원특별자치도 강릉시 옥천동 ***","강원특별자치도 강릉시 용지로 *** (옥천동)","210-933","(주)태백티앤씨","2012-06-25 13:47:50","I","2023-06-13 00:00:00","","367596.340278321","474865.02810159","옥외광고물 제작업",
"1292","옥외광고업","04_15_01_P","4201000","2002420002408200008","2002-05-29","","03","폐업","40","폐업","2010-08-31","","","","033 6421481","","","강원특별자치도 강릉시 회산동 **","강원특별자치도 강릉시 관솔길 **  (회산동)","","극동광고","2010-09-03 13:39:03","I","2023-06-13 00:00:00","","364874.809412404","472276.261431264","옥외광고물제작",
"1293","옥외광고업","04_15_01_P","4201000","2002420002408200009","2002-06-19","","03","폐업","40","폐업","2008-07-07","","","","033 6457113","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 경강로 ****  (포남동)","","현수막랜드.홍익안전","2008-07-29 13:49:08","I","2023-06-13 00:00:00","","368108.078045621","475260.603700115","광고물제작 및 설치",
"1294","옥외광고업","04_15_01_P","4201000","2002420002408200010","2002-07-16","","03","폐업","40","폐업","2005-12-12","","","","033 6524848","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 성덕포남로 ***  (포남동)","","강릉현수막","2002-07-16 00:00:00","I","2023-06-13 00:00:00","","368213.593040605","475600.409083937","현수막제조",
"1295","옥외광고업","04_15_01_P","4201000","2002420002408200011","2002-08-09","","03","폐업","40","폐업","2005-12-12","","","","033 6537477","","","강원특별자치도 강릉시 포남동 ****-*","","","굿모닝광고디자인","2002-08-09 00:00:00","I","2023-06-13 00:00:00","","368190.381643132","475733.384318672","광고물제작",
"1296","옥외광고업","04_15_01_P","4201000","2002420002408200012","2002-08-19","","03","폐업","40","폐업","2006-10-19","","","","033 6413203","","","강원특별자치도 강릉시 남문동 *** *통*반","","","CDH연구소","2002-08-19 00:00:00","I","2023-06-13 00:00:00","","","","간판제조",
"1297","옥외광고업","04_15_01_P","4201000","2002420002408200013","2002-08-19","","03","폐업","40","폐업","2025-02-04","","","","033 6456593","","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 옥가로 ** (옥천동)","","한화광고","2025-02-04 14:02:30","U","2025-02-06 02:40:00","","367319.939212356","474516.505880773","간판제조",
"1298","옥외광고업","04_15_01_P","4201000","2002420002408200014","2002-10-30","","03","폐업","40","폐업","2004-03-15","","","","033 6516511","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 강릉대로 ***  (포남동)","","예인광고기획","2002-10-30 00:00:00","I","2023-06-13 00:00:00","","368153.937703388","475862.199858","간판제조",
"1299","옥외광고업","04_15_01_P","4201000","2002420002408200015","2002-11-13","","03","폐업","40","폐업","2004-01-15","","","","033 6531808","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 성덕포남로***번길 *  (포남동)","","한솔디자인광고","2002-11-13 00:00:00","I","2023-06-13 00:00:00","","368278.909890771","475624.432571916","간판제조업",
"1300","옥외광고업","04_15_01_P","4201000","2002420002408200018","2003-01-03","","03","폐업","40","폐업","2005-12-12","","","","033 6431211","","","강원특별자치도 강릉시 교동 ***-*","","","강릉실사현수막","2003-01-03 00:00:00","I","2023-06-13 00:00:00","","367429.109503728","475239.964957871","광고물제조",
"1301","옥외광고업","04_15_01_P","4201000","2003420002408200001","2003-01-03","","03","폐업","40","폐업","2003-10-11","","","","033 6415117","","","강원특별자치도 강릉시 홍제동 ***-*","강원특별자치도 강릉시 홍제로**번길 **  (홍제동)","","미래안전광고","2007-09-16 13:31:55","I","2023-06-13 00:00:00","","365843.190537883","474027.532000519","광고물제작",
"1302","옥외광고업","04_15_01_P","4201000","2003420002408200002","2003-03-13","","03","폐업","40","폐업","2007-01-03","","","","033 6538902","","","강원특별자치도 강릉시 포남동 ****-*","","","부강광고기획","2003-03-13 00:00:00","I","2023-06-13 00:00:00","","368248.682783959","475637.404710163","간판제작",
"1303","옥외광고업","04_15_01_P","4201000","2003420002408200003","2003-03-24","","03","폐업","40","폐업","2012-12-31","","","","033  6519862","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 보래미하길 ** (포남동)","210-958","관동광고기획","2012-12-31 16:49:30","I","2023-06-13 00:00:00","","368643.11980403","476655.105260616","옥외 광고물 제작",
"1304","옥외광고업","04_15_01_P","4201000","2003420002408200005","2003-07-01","","03","폐업","40","폐업","2013-06-21","","","","033 653 2128","","","강원특별자치도 강릉시 송정동 ***-*","강원특별자치도 강릉시 경강로****번길 *-** (송정동)","210-140","이엘애드","2013-06-25 16:31:07","I","2023-06-13 00:00:00","","369909.455875207","476629.155088779","광고기획",
"1305","옥외광고업","04_15_01_P","4201000","2008420015608500004","2008-02-26","","03","폐업","40","폐업","2010-08-27","2009-07-24","2010-07-23","","033 653 1545","","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 성덕포남로***번길 **  (포남동)","","(주)명승기업","2010-08-27 17:10:09","I","2023-06-13 00:00:00","","368473.123024235","475783.653379347","옥외광고물 제조 설치",
"1306","옥외광고업","04_15_01_P","4201000","2008420015608500006","2011-03-03","","03","폐업","40","폐업","2012-11-22","","","","033 645 3512","","","강원특별자치도 강릉시 입암동 ***-*","강원특별자치도 강릉시 율곡로****번길 ** (입암동)","210-935","강릉안전광고기획","2012-12-31 14:16:45","I","2023-06-13 00:00:00","","368431.092961959","473832.007122013","옥외광고 제조",
"1307","옥외광고업","04_15_01_P","4201000","2010420015608500008","2010-11-22","","03","폐업","40","폐업","2016-09-06","","","","033 921 4311","","","강원특별자치도 강릉시 내곡동 ***","강원특별자치도 강릉시 남부로**번길 ** (내곡동)","210-926","플러스 안전 산업","2016-09-13 10:09:56","I","2023-06-13 00:00:00","","365976.614240948","472164.990691972","옥외광고물제작업, 옥외광고대행업",
"1308","옥외광고업","04_15_01_P","4201000","2011420015608500005","2011-10-07","","03","폐업","40","폐업","2017-02-01","","","","","","","강원특별자치도 강릉시 명주동 **-**","강원특별자치도 강릉시 경강로 **** (명주동)","210-030","세방산업","2017-02-02 09:32:53","I","2023-06-13 00:00:00","","366612.417573436","473643.745658536","옥외광고 제조업",
"1309","옥외광고업","04_15_01_P","4201000","2011420015608500006","2011-11-21","","03","폐업","40","폐업","2021-06-01","","","","0336442204","","","강원특별자치도 강릉시 교동 ***-**","강원특별자치도 강릉시 강릉대로 *** (교동)","210-924","(주)서정","2021-06-01 16:55:45","I","2023-06-13 00:00:00","","366042.780114009","474295.901429439","옥외광고제조업",
"1310","옥외광고업","04_15_01_P","4201000","2011420015608500007","2011-12-13","","03","폐업","40","폐업","2020-11-04","","","","0336519558","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 강릉대로***번길 ** (포남동)","210-110","대경광고기획","2020-11-05 17:26:16","I","2023-06-13 00:00:00","","368365.119042275","476573.237002513","옥외광고 제조업",
"1311","옥외광고업","04_15_01_P","4201000","2023420041208500002","2023-05-11","","04","취소/말소/만료/정지/중지","50","영업정지","","","","","033 534 8249","","","강원특별자치도 강릉시 옥계면 현내리 ***-*","강원특별자치도 강릉시 옥계면 현내시장길 **-**","25634","소윤","2025-04-29 13:40:53","U","2025-05-01 02:40:00","","379556.463443997","458342.97374751","현수막 제작",
"1312","옥외광고업","04_15_01_P","4201000","1999420000008200005","1999-03-31","","04","취소/말소/만료/정지/중지","70","취소","2008-07-21","","","","033 6480232","","","강원특별자치도 강릉시 교동 ***-***","강원특별자치도 강릉시 강릉대로 ***  (교동)","","LG 기획","2008-07-29 13:53:55","I","2023-06-13 00:00:00","","366926.62357151","474620.620807486","간판 제작업",
"1313","옥외광고업","04_15_01_P","4211000","2023421102908500001","2023-08-29","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 구호동 ***-* 초당두부해수식품","강원특별자치도 동해시 공단*로 **, 초당두부해수식품 (구호동)","25799","준테크","2023-08-29 11:27:22","I","2023-08-31 00:18:26","","389589.016316509","443313.916626291","옥외광고물 제작 및 종합디자인",
"1314","옥외광고업","04_15_01_P","4211000","2016421017208500003","2021-05-12","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 동해시 감추*길 ** (천곡동)","25777","서준기업","2021-05-12 18:21:37","I","2023-06-13 00:00:00","","387447.93850503","448121.471537474","광고물 제작",
"1315","옥외광고업","04_15_01_P","4211000","2000421000008200091","2000-02-25","","01","영업/정상","20","정상","","","","","033 535 4321","","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 동굴*길 *-* (천곡동)","240-807","삼성기획","2015-06-02 15:09:07","I","2023-06-13 00:00:00","","387327.169210213","447800.536568441","광고물제작",
"1316","옥외광고업","04_15_01_P","4211000","2001421006608200003","2023-11-23","","01","영업/정상","20","정상","","","","","033 521 7918","","","강원특별자치도 동해시 구호동 ***-* 주식회사 대류","강원특별자치도 동해시 공단*로 **, 주식회사 대류 가동 *호 (구호동)","25799","대류공사","2024-11-14 10:38:55","U","2024-11-16 02:40:00","","389163.3771521","443911.292483069","광고물제작",
"1317","옥외광고업","04_15_01_P","4211000","2001421006608200006","2001-09-03","","01","영업/정상","20","정상","","","","","033 5338285","","","강원특별자치도 동해시 발한동 ***-** *통*반","강원특별자치도 동해시 발한로 *** (발한동)","240-041","신아마크사","2015-06-02 15:15:00","I","2023-06-13 00:00:00","","385874.241741822","451391.085728207","광고물제작",
"1318","옥외광고업","04_15_01_P","4211000","2005421008708200008","2019-05-02","","01","영업/정상","20","정상","","","","","033 5330203","","","강원특별자치도 동해시 용정동 ***-*","강원특별자치도 동해시 봉오샘터길 **-** (용정동)","25783","신영건설(주)","2021-01-29 11:10:41","I","2023-06-13 00:00:00","","387655.752662906","447364.118197821","도장공사,철물공사(옥외광고물설치),시설물유지관리업
간판 및 광고물제작,LED전광판제작,조형물 제조",
"1319","옥외광고업","04_15_01_P","4211000","2005421008708200010","2020-01-29","","01","영업/정상","20","정상","","","","","033 5218252","","","강원특별자치도 동해시 쇄운동 ***-*","강원특별자치도 동해시 청운로 ** (쇄운동)","25805","애드컴","2020-01-29 18:25:42","I","2023-06-13 00:00:00","","385861.504938026","444940.329434864","간판(제조)",
"1320","옥외광고업","04_15_01_P","4211000","2006421008708200004","2021-04-21","","01","영업/정상","20","정상","","","","","033 533 1599","","","강원특별자치도 동해시 천곡동 ****","강원특별자치도 동해시 동굴*길 ** (천곡동)","240-807","주식회사 민앤민(Min&Min)","2025-04-01 09:12:52","U","2025-04-03 02:40:00","","386894.864502365","448442.758849222","간판 및 광고물 인쇄, 기념품제작, 도로이정표, 안전표지판, 디자인설계",
"1321","옥외광고업","04_15_01_P","4211000","2006421008708200005","2006-06-19","","01","영업/정상","20","정상","","","","","033 535 6664","","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 감추*길 *-* (천곡동)","240-812","일진건설산업주식회사","2015-06-02 15:17:07","I","2023-06-13 00:00:00","","387514.677365565","448100.129167039","옥외광고업",
"1322","옥외광고업","04_15_01_P","4211000","2006421008708200006","2023-07-18","","01","영업/정상","20","정상","","2022-03-03","2022-06-03","2022-03-22","033 535 5840","","","강원특별자치도 동해시 구호동 ***-* 강진전설","강원특별자치도 동해시 공단*로 ** (구호동)","25799","현디자인","2023-07-24 10:47:37","U","2023-07-26 02:40:00","","389081.234788926","443553.482016836","광고물 및 철물공사",
"1323","옥외광고업","04_15_01_P","4211000","2008421011308500001","2020-01-03","","01","영업/정상","20","정상","","","","","033 533 7417","","","강원특별자치도 동해시 천곡동 ***-*","강원특별자치도 동해시 감추로 **-* (천곡동)","25781","사인스카이 광고기획","2020-01-07 13:53:45","I","2023-06-13 00:00:00","","387599.276824906","448045.520183709","간판및광고물제작",
"1324","옥외광고업","04_15_01_P","4211000","2009421011308500001","2009-03-11","","01","영업/정상","20","정상","","","","","033 522 6554","","","강원특별자치도 동해시 송정동 ***-*** *통*반","강원특별자치도 동해시 동해역길 *** (송정동)","240-806","대박광고기획","2019-11-11 15:12:20","I","2023-06-13 00:00:00","","387997.191936947","446511.156487813","광고물제작 및 대행",
"1325","옥외광고업","04_15_01_P","4211000","2019421021008500001","2019-02-11","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 중앙로 *** (천곡동)","25777","디자인이노","2021-01-29 11:02:24","I","2023-06-13 00:00:00","","387188.318407346","448111.559910967","옥외광고사업 일반",
"1326","옥외광고업","04_15_01_P","4211000","2020421021008500001","2020-03-05","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 천곡동 ****-**","강원특별자치도 동해시 샘실*길 ** (천곡동)","25761","디자인수영","2020-08-26 15:20:50","I","2023-06-13 00:00:00","","386526.72966563","448670.217640796","옥외광고",
"1327","옥외광고업","04_15_01_P","4211000","2020421021008500004","2020-11-17","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 발한동 ***-*","강원특별자치도 동해시 발한로 **-** (발한동)","25732","수애드","2021-03-11 17:00:27","I","2023-06-13 00:00:00","","385626.545074003","450911.831429587","광고물 디자인 및 제작",
"1328","옥외광고업","04_15_01_P","4211000","2020421021008500005","2021-09-27","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 북평동 *** 진미슈퍼","강원특별자치도 동해시 전천로 ***, 진미슈퍼 (북평동)","25814","윤디자인","2021-10-01 10:14:25","I","2023-06-13 00:00:00","","387370.927105687","444158.437515022","광고 디자인",
"1329","옥외광고업","04_15_01_P","4211000","2022421021008500001","2022-01-14","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 효가동 **-* 정명공구상사","강원특별자치도 동해시 효자로 ***, 정명공구상사 (효가동)","25785","디자인두타","2022-01-17 10:38:33","I","2023-06-13 00:00:00","","386902.336232124","445493.340765429","광고물, 인쇄",
"1330","옥외광고업","04_15_01_P","4211000","2022421021008500002","2022-01-20","","01","영업/정상","20","정상","","","","","033 535 7630","","","강원특별자치도 동해시 천곡동 ****-* 조은원룸","강원특별자치도 동해시 항골길 **, 조은원룸 *층 (천곡동)","25764","동방그래픽(실사출력)","2022-08-16 10:21:37","I","2023-06-13 00:00:00","","386069.177488611","448972.248244725","광고물 제작",
"1331","옥외광고업","04_15_01_P","4211000","2022421021008500003","2022-02-21","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 천곡동 ***-* 상도","강원특별자치도 동해시 동굴로 ***, 상도 (천곡동)","25777","상도산업안전","2022-02-21 14:52:12","I","2023-06-13 00:00:00","","387110.571645082","448304.130150777","광고물 제작",
"1332","옥외광고업","04_15_01_P","4211000","2022421021008500004","2022-07-19","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 동해시 공단*로 ** (구호동)","25799","신화아쿠아테크","2022-07-21 18:01:56","I","2023-06-13 00:00:00","","389181.457683354","443884.58141998","옥외광고물 제작",
"1333","옥외광고업","04_15_01_P","4211000","2022421021008500005","2022-11-28","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 동해시 천곡*길 **, 더좋은낙지 *층 (천곡동)","25759","주식회사 하이픈","2024-10-18 18:18:20","U","2024-10-20 02:40:00","","386734.527640546","449134.55599475","옥외광고물 제작 및 설치업",
"1334","옥외광고업","04_15_01_P","4211000","2023421021008500001","2023-04-10","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 동해시 동굴로 ***, LA갈비백화점 *층 (천곡동)","25777","동해 현수막 디자인","2023-04-11 09:24:14","I","2023-06-13 00:00:00","","387318.11427501","448391.021824286","광고 재료상",
"1335","옥외광고업","04_15_01_P","4211000","2010421011308500002","2010-06-15","","01","영업/정상","20","정상","","","","","033 533 7712","","","강원특별자치도 동해시 천곡동 ***-*","강원특별자치도 동해시 감추로 ** (천곡동)","240-812","파스텔디자인","2024-08-28 12:32:56","U","2024-08-30 02:40:00","","387578.342819592","448033.767570032","광고물제작업",
"1336","옥외광고업","04_15_01_P","4211000","2002421008708200006","2002-08-06","","01","영업/정상","20","정상","","","","","033 5315268","","","강원특별자치도 동해시 발한동 ***-* **통*반","강원특별자치도 동해시 해안로 *** (발한동)","240-041","자유광고기획","2015-06-02 15:12:04","I","2023-06-13 00:00:00","","386178.019140544","451341.970408753","간판제조",
"1337","옥외광고업","04_15_01_P","4211000","2003421008708200002","2003-06-02","","01","영업/정상","20","정상","","","","","033 533 3844","","","강원특별자치도 동해시 천곡동 ***-*","강원특별자치도 동해시 감추*길 * (천곡동)","240-812","선기획","2015-06-02 15:07:47","I","2023-06-13 00:00:00","","387294.572321257","448029.464756196","광고물제작,설치 및 시공",
"1338","옥외광고업","04_15_01_P","4211000","2003421008708200004","2003-08-28","","01","영업/정상","20","정상","","","","","033 5325277","","","강원특별자치도 동해시 평릉동 ***-*","강원특별자치도 동해시 평원*길 ** (평릉동)","25752","매일기획인쇄","2021-01-29 11:16:37","I","2023-06-13 00:00:00","","387036.745331155","449847.070425813","광고물제작",
"1339","옥외광고업","04_15_01_P","4211000","2003421008708200006","2008-09-22","","01","영업/정상","20","정상","","","","","033 5331866","","","강원특별자치도 동해시 천곡동 ***-*","강원특별자치도 동해시 동굴로 *** (천곡동)","240-812","상도광고","2015-06-02 15:09:37","I","2023-06-13 00:00:00","","387110.571645082","448304.130150777","광고물제작",
"1340","옥외광고업","04_15_01_P","4211000","2012421011308500003","2012-04-30","","01","영업/정상","20","정상","","","","","5324919","","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 감추*길 ** (천곡동)","240-010","명성기업","2015-06-02 15:06:09","I","2023-06-13 00:00:00","","387500.138055746","448150.541251367","옥외광고물 제작,표시 및 설치",
"1341","옥외광고업","04_15_01_P","4211000","2012421011308500004","2020-03-12","","01","영업/정상","20","정상","","","","","5210493","","","강원특별자치도 동해시 구미동 ***-*","강원특별자치도 동해시 구미*길 *-* (구미동)","25792","갤러리광고","2020-03-12 14:42:21","I","2023-06-13 00:00:00","","388255.630887738","444301.047325094","광고물 제작 및 대행",
"1342","옥외광고업","04_15_01_P","4211000","2013421011308500002","2019-01-11","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 발한동 ***-** JC회관","강원특별자치도 동해시 해안로 ***, JC회관 (발한동)","25720","디자인온","2025-01-13 16:27:23","U","2025-01-15 02:40:00","","386116.643337841","451775.14305001","광고물 제작, 표시 및 설치, 대행",
"1343","옥외광고업","04_15_01_P","4211000","2004421008708200002","2004-06-11","","01","영업/정상","20","정상","","","","","033 5218180","","","강원특별자치도 동해시 지흥동 ***","강원특별자치도 동해시 지양길 ** (지흥동)","240-150","디자인클릭","2015-06-02 15:09:23","I","2023-06-13 00:00:00","","385783.7132662","445865.153268604","제조",
"1344","옥외광고업","04_15_01_P","4211000","2004421008708200003","2019-07-03","","01","영업/정상","20","정상","","","","","033 5323001","","","강원특별자치도 동해시 부곡동 ***-* 큐마트","강원특별자치도 동해시 부곡*길 **-* (부곡동)","25735","PR광고","2019-07-03 14:07:22","I","2023-06-13 00:00:00","","386220.716321228","450441.775050634","옥외광고물 제작 및 설치",
"1345","옥외광고업","04_15_01_P","4211000","2004421008708200005","2013-08-23","","01","영업/정상","20","정상","","","","","033 531 6900","","","강원특별자치도 동해시 천곡동 ***-*","강원특별자치도 동해시 중앙로 *** (천곡동)","240-812","OH Design","2015-06-02 15:11:06","I","2023-06-13 00:00:00","","387174.838956753","448131.426343361","광고, 간판",
"1346","옥외광고업","04_15_01_P","4211000","2014421017208500001","2023-06-09","","01","영업/정상","20","정상","","","","","033 521 1965","","","강원특별자치도 동해시 효가동 ***-* 동물병원","강원특별자치도 동해시 동해대로 ****, 동물병원 *층 (효가동)","25802","화인물산주식회사","2023-06-09 14:30:21","I","2023-06-13 00:00:00","","386545.821892606","445499.160058987","광고물 제작",
"1347","옥외광고업","04_15_01_P","4211000","2014421017208500002","2016-04-27","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 천곡동 *** (주)동양렌트카","강원특별자치도 동해시 한섬로 *** (주)동양렌트카 *층 ***호 (천곡동)","25770","탑디자인광고","2025-05-16 15:10:09","U","2025-05-18 02:40:00","","387270.478256213","448749.764873976","광고물 제작",
"1348","옥외광고업","04_15_01_P","4211000","2014421017208500004","2014-12-12","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 송정동 ***","강원특별자치도 동해시 송정중앙로 ** (송정동)","240-130","덕흥광고","2017-11-29 08:59:05","I","2023-06-13 00:00:00","","388000.81019165","446093.790913404","광고물제작",
"1349","옥외광고업","04_15_01_P","4211000","2015421017208500003","2015-07-17","","01","영업/정상","20","정상","","","","","033 532 4002","","","강원특별자치도 동해시 천곡동 *** 태영","강원특별자치도 동해시 중앙로 ***, *층 (천곡동)","25777","성공산업","2021-06-06 18:11:40","I","2023-06-13 00:00:00","","387279.57446613","447985.540223044","광고물 제작 및 대행",
"1350","옥외광고업","04_15_01_P","4211000","2017421019208500001","2019-07-16","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 묵호진동 *-***","강원특별자치도 동해시 해맞이길 *** (묵호진동)","25717","정디자인","2019-07-19 10:28:33","I","2023-06-13 00:00:00","","387111.823900015","452287.291385713","광고물제작",
"1351","옥외광고업","04_15_01_P","4211000","2017421019208500002","2017-11-21","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 평릉동 ***-*","강원특별자치도 동해시 평원*길 *-* (평릉동)","25752","동미기획","2017-11-21 16:07:46","I","2023-06-13 00:00:00","","387199.456376657","449549.274604167","옥외광고물제작, 실내pop제작",
"1352","옥외광고업","04_15_01_P","4211000","2018421021008500001","2018-08-29","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 발한동 ***-** 동호타워","강원특별자치도 동해시 발한로 **, 동호타워 ***호 (발한동)","25732","알림기획","2022-01-07 10:43:08","I","2023-06-13 00:00:00","","385662.95457836","450777.68219207","옥외광고사업 일반",
