"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"896","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200700008","2007-12-01","","01","영업/정상","11","영업","","","","","0336487271","","","강원특별자치도 강릉시 성내동 15-1","강원특별자치도 강릉시 금성로 60  (성내동)","","도담도담소아과의원","2010-07-22 15:05:06","I","2023-06-13 00:00:00","","366921.474950329","473841.292720674","기타수질오염원관리","","","","","0","","0","2269063122",
"897","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025199300002","1993-02-15","","01","영업/정상","11","영업","","","","","033 6446858","","","강원특별자치도 강릉시 강동면 안인리 292","강원특별자치도 강릉시 강동면 염전길 66","","(주)해왕수산","2014-09-29 16:08:42","I","2023-06-13 00:00:00","","374649.532002199","471974.880528978","기타수질오염원관리","","","","","0","","0","2268503853",
"898","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025199600001","1996-09-10","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 118","강원특별자치도 강릉시 용지로 176  (교동)","","동해객화차사무소강릉분소","2000-07-14 16:33:57","I","2023-06-13 00:00:00","","367233.983192272","475091.548723874","기타수질오염원관리","","","","","0","","0","",
"899","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200600006","2006-09-05","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 저동 522","강원특별자치도 강릉시 저동등길 53  (저동)","","(주)승산","2013-11-18 11:20:54","I","2023-06-13 00:00:00","","366014.844909146","479464.723046727","기타수질오염원관리","","","","","0","","0","2268130600",
"900","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201400001","2014-01-28","","01","영업/정상","11","영업","","","","","033 644 6858","","","강원특별자치도 강릉시 강동면 안인리 1 ,7","","","해동수산","2014-01-28 08:44:18","I","2023-06-13 00:00:00","","374810.384511272","472838.966159523","기타수질오염원관리","","","","","0","","0","2269010722",
"901","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025199800092","1998-07-21","","01","영업/정상","11","영업","","","","","0336510077","","","강원특별자치도 강릉시 포남동 1293-1","강원특별자치도 강릉시 하평3길 37 (포남동)","210-736","동인스튜디오","2014-04-22 15:33:51","I","2023-06-13 00:00:00","","368638.024909925","476079.651464047","기타수질오염원관리","","","","","0","","0","2260423852",
"902","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201400002","2014-04-09","","01","영업/정상","11","영업","","","","","033-645-6821","","","강원특별자치도 강릉시 강동면 상시동리 342-2","강원특별자치도 강릉시 강동면 풍호길 36","210-821","21세기공업사","2014-04-09 08:34:07","I","2023-06-13 00:00:00","","371512.660266571","472295.343323957","기타수질오염원관리","","","","","0","","0","",
"903","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025199800108","1998-12-11","","01","영업/정상","11","영업","","","","","6429155","","","강원특별자치도 강릉시 옥천동 189 씨네몰5층505호","강원특별자치도 강릉시 경강로 2120 (옥천동)","210-776","김남원내과의원","2024-09-26 08:34:19","U","2024-09-28 02:40:00","","367257.089561415","474274.357968797","기타수질오염원관리","","","","","0","","0","2269602845",
"904","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201400004","2014-12-12","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 유천동 193","강원특별자치도 강릉시 사임당로175번길 3 (유천동)","210-310","케이모터스","2014-12-12 14:09:24","I","2023-06-13 00:00:00","","364277.985355201","474719.950253039","기타수질오염원관리","","","","","0","","0","",
"905","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201500002","2015-12-30","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 강동면 안인진리 300-19","강원특별자치도 강릉시 강동면 갯목길 60","25626","태평양수산","2015-12-30 09:21:42","I","2023-06-13 00:00:00","","374976.401707872","472643.921275721","기타수질오염원관리","","","","","0","","0","2269059351",
"906","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201600001","2016-01-07","","01","영업/정상","11","영업","","","","","-647-7761","","","강원특별자치도 강릉시 두산동 14-5","강원특별자치도 강릉시 강변로670번길 13 (두산동)","25573","로얄자동차공업사","2016-01-07 14:41:58","I","2023-06-13 00:00:00","","370290.997641879","475771.177003431","기타수질오염원관리","","","","","0","","0","2260442293",
"907","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201600002","2016-03-28","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 유산동 414-1","","","강원모터스","2016-03-28 09:41:00","I","2023-06-13 00:00:00","","368645.433509667","472234.270435536","기타수질오염원관리","","","","","0","","0","",
"908","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201700002","2017-03-08","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 신왕리 40","","","청호수산","2022-02-25 15:23:37","I","2023-06-13 00:00:00","","357729.573663462","484107.766422688","기타수질오염원관리","","","","","0","","0","",
"909","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201600005","2016-12-22","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 강릉시 경강로2255번길 31 (포남동)","25545","스페셜모터스","2024-02-03 08:56:56","U","2024-02-05 02:40:00","","367885.455548408","475528.643671194","기타수질오염원관리","","","","","0","","0","6894401034",
"910","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201700001","2017-02-17","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 신왕리 741-8","","","소금강내수면양식","2019-07-05 15:10:54","I","2023-06-13 00:00:00","","357820.194558284","484047.690620151","기타수질오염원관리","","","","","0","","0","2279019857",
"911","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201600004","2016-10-26","","01","영업/정상","11","영업","","","","","070-7013-7303","","","","강원특별자치도 강릉시 사천면 청솔공원길 86-14","25434","(주)와이케이건기","2016-10-26 13:16:04","I","2023-06-13 00:00:00","","361924.74324424","483120.061779843","기타수질오염원관리","","","","","0","","0","1198130845",
"912","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201800001","2018-05-31","","01","영업/정상","11","영업","","","","","0336477702","","","강원특별자치도 강릉시 난곡동 415-6","강원특별자치도 강릉시 난곡행정길 3-8 (난곡동)","25463","(주)동해기계항공","2018-05-31 18:36:58","I","2023-06-13 00:00:00","","364639.575872433","477991.071699639","기타수질오염원관리","","","","","0","","0","3078110747",
"913","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201800002","2018-08-29","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 신왕리 440-3","","","제이디(J.D)수산","2020-06-29 09:21:44","I","2023-06-13 00:00:00","","355762.267284562","482504.098173974","기타수질오염원관리","","","","","0","","0","2849600635",
"914","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201900006","2019-12-27","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 두산동 35-2","강원특별자치도 강릉시 강변로670번길 38 (두산동)","25575","동명중기","2019-12-27 15:47:41","I","2023-06-13 00:00:00","","370276.290334998","475502.690961978","기타수질오염원관리","","","","","0","","0","2261159360",
"915","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025199800109","1998-07-21","","01","영업/정상","11","영업","","","","","033-651-8880","","","강원특별자치도 강릉시 포남동 1168-10","강원특별자치도 강릉시 성덕포남로 176 (포남동)","25572","월화디지털photo studio","2020-04-21 10:50:25","I","2023-06-13 00:00:00","","368190.632081152","475629.052441956","기타수질오염원관리","","","","","0","","0","2260935195",
"916","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025201900005","2019-12-24","","01","영업/정상","11","영업","","","","","033-651-3390","","","강원특별자치도 강릉시 두산동 28-7","강원특별자치도 강릉시 강변로670번길 4 (두산동)","25573","강릉공단폐차장","2019-12-24 15:35:05","I","2023-06-13 00:00:00","","370194.651409133","475805.867494324","기타수질오염원관리","","","","","0","","0","6921100727",
"917","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100005","2021-06-02","","01","영업/정상","11","영업","","","","","033-642-0986","","","강원특별자치도 강릉시 교동 1888-3","강원특별자치도 강릉시 솔올로 9 (교동)","25515","글라스타안경원","2021-06-02 13:33:53","I","2023-06-13 00:00:00","","365354.054746923","475083.663036931","기타수질오염원관리","","","","","0","","0","6492500128",
"918","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100006","2021-06-02","","01","영업/정상","11","영업","","","","","033-662-2811","","","강원특별자치도 강릉시 주문진읍 교항리 217-2","강원특별자치도 강릉시 주문진읍 주문로 73","25414","서독안경원","2021-06-02 13:33:55","I","2023-06-13 00:00:00","","360536.809037705","489106.602393591","기타수질오염원관리","","","","","0","","0","2262093754",
"919","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100007","2021-06-02","","01","영업/정상","11","영업","","","","","070-8825-4638","","","강원특별자치도 강릉시 교동 1880-5","강원특별자치도 강릉시 교동광장로 103 (교동)","25512","아이홀릭안경콘택트","2021-06-02 13:33:56","I","2023-06-13 00:00:00","","365258.518902454","475279.195970031","기타수질오염원관리","","","","","0","","0","2261079622",
"920","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100008","2021-06-02","","01","영업/정상","11","영업","","","","","033-651-5505","","","강원특별자치도 강릉시 입암동 97-3","강원특별자치도 강릉시 성덕포남로 52 (입암동)","25577","보호안경원","2021-06-02 13:33:57","I","2023-06-13 00:00:00","","369089.326357045","474764.529091082","기타수질오염원관리","","","","","0","","0","3614000070",
"921","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100024","2021-06-30","","01","영업/정상","11","영업","","","","","033-645-1006","","","강원특별자치도 강릉시 임당동 141-1","강원특별자치도 강릉시 경강로 2075, 1층 (임당동)","25533","다비치안경 강릉대학로점","2021-06-30 15:15:19","I","2023-06-13 00:00:00","","366874.358216962","474058.528605779","기타수질오염원관리","","","","","0","","0","7523000414",
"922","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100025","2021-06-30","","01","영업/정상","11","영업","","","","","033-648-2323","","","강원특별자치도 강릉시 옥천동 72-4","강원특별자치도 강릉시 은행나무길 1 (옥천동)","25541","다비치안경 옥천오거리점","2021-06-30 15:15:22","I","2023-06-13 00:00:00","","367319.09637002","474268.306571148","기타수질오염원관리","","","","","0","","0","1795800234",
"923","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100026","2021-06-30","","01","영업/정상","11","영업","","","","","033-651-1301","","","강원특별자치도 강릉시 송정동 1008-7","강원특별자치도 강릉시 경강로 2398-10 (송정동)","25563","안경진정성 이마트강릉점","2021-06-30 15:15:24","I","2023-06-13 00:00:00","","369334.629080122","475954.381315576","기타수질오염원관리","","","","","0","","0","2260674431",
"924","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100027","2021-06-30","","01","영업/정상","11","영업","","","","","033-652-4771","","","강원특별자치도 강릉시 포남동 1187","강원특별자치도 강릉시 하평길 46 (포남동)","25568","모닝안경원","2021-06-30 15:15:25","I","2023-06-13 00:00:00","","368540.804923038","475895.703392754","기타수질오염원관리","","","","","0","","0","2260939982",
"925","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100028","2021-06-30","","01","영업/정상","11","영업","","","","","033-647-1017","","","강원특별자치도 강릉시 옥천동 185-3","강원특별자치도 강릉시 경강로 2121 (옥천동)","25531","글라스바바안경 강릉점","2021-06-30 15:15:27","I","2023-06-13 00:00:00","","367225.626292689","474343.054946473","기타수질오염원관리","","","","","0","","0","2261151261",
"926","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100029","2021-06-30","","01","영업/정상","11","영업","","","","","033-645-0133","","","강원특별자치도 강릉시 임당동 73-4","강원특별자치도 강릉시 문화의길 17-1, 1층 (임당동)","25533","OOTD안경원","2021-06-30 15:15:28","I","2023-06-13 00:00:00","","366838.174113471","474228.159772974","기타수질오염원관리","","","","","0","","0","6480401639",
"927","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100030","2021-06-30","","01","영업/정상","11","영업","","","","","033-647-0074","","","강원특별자치도 강릉시 임당동 81-8","강원특별자치도 강릉시 문화의길 1 (임당동)","25533","서울안경","2021-06-30 15:15:30","I","2023-06-13 00:00:00","","366917.865714681","474122.48708999","기타수질오염원관리","","","","","0","","0","2260262204",
"928","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100031","2021-06-30","","01","영업/정상","11","영업","","","","","033-647-1331","","","강원특별자치도 강릉시 임당동 114-2","강원특별자치도 강릉시 경강로 2110, 1층 (임당동)","25540","1001안경콘택트","2021-06-30 15:15:31","I","2023-06-13 00:00:00","","367168.990388628","474231.992217697","기타수질오염원관리","","","","","0","","0","2270172431",
"929","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100009","2021-06-11","","01","영업/정상","11","영업","","","","","033-662-7881","","","강원특별자치도 강릉시 주문진읍 교항리 198-1","강원특별자치도 강릉시 주문진읍 장성로 48","25419","주문진밝은세상안경","2021-06-11 17:18:30","I","2023-06-13 00:00:00","","360502.42774918","488831.04465383","기타수질오염원관리","","","","","0","","0","2261058705",
"930","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100010","2021-06-11","","01","영업/정상","11","영업","","","","","033-651-5802","","","강원특별자치도 강릉시 포남동 1114-2","강원특별자치도 강릉시 강릉대로 363 (포남동)","25492","라쌍떼","2021-06-11 17:18:31","I","2023-06-13 00:00:00","","367893.061259521","475624.181510471","기타수질오염원관리","","","","","0","","0","2260114044",
"931","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100011","2021-06-11","","01","영업/정상","11","영업","","","","","033-646-0878","","","강원특별자치도 강릉시 옥천동 206-5","강원특별자치도 강릉시 경강로 2174 (옥천동)","25553","안경나라","2021-06-11 17:18:32","I","2023-06-13 00:00:00","","367607.321674296","474671.003254052","기타수질오염원관리","","","","","0","","0","2263213262",
"932","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100012","2021-06-11","","01","영업/정상","11","영업","","","","","033-648-2412","","","강원특별자치도 강릉시 지변동 123 강릉원주대학교","강원특별자치도 강릉시 죽헌길 7, 강릉원주대학교 (지변동)","25457","강릉대안경원","2021-06-11 17:18:34","I","2023-06-13 00:00:00","","364627.278082023","475810.449226925","기타수질오염원관리","","","","","0","","0","2260373988",
"933","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100013","2021-06-11","","01","영업/정상","11","영업","","","","","033-661-9690","","","강원특별자치도 강릉시 주문진읍 교항리 179-12","강원특별자치도 강릉시 주문진읍 주문로 58","25418","1001안경원","2021-06-11 17:18:35","I","2023-06-13 00:00:00","","360550.643912116","488944.20590408","기타수질오염원관리","","","","","0","","0","2230525157",
"934","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100015","2021-06-11","","01","영업/정상","11","영업","","","","","033-646-3528","","","강원특별자치도 강릉시 임당동 71-8","강원특별자치도 강릉시 토성로 156 (임당동)","25533","이태리안경","2021-06-11 17:18:38","I","2023-06-13 00:00:00","","366802.639988392","474218.64317103","기타수질오염원관리","","","","","0","","0","2263209472",
"935","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100014","2021-06-11","","01","영업/정상","11","영업","","","","","033-642-0102","","","강원특별자치도 강릉시 교동 801-5","강원특별자치도 강릉시 율곡로 2940 (교동)","25490","참사랑안경","2022-10-20 14:31:16","I","2023-06-13 00:00:00","","366631.688431667","475301.679038539","기타수질오염원관리","","","","","0","","0","2260457063",
"936","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100032","2021-09-13","","01","영업/정상","11","영업","","","","","033-647-4800","","","강원특별자치도 강릉시 강동면 산성우리 244-10","강원특별자치도 강릉시 강동면 동해대로 1261","25630","제일정비유압","2022-10-20 14:39:48","I","2023-06-13 00:00:00","","377267.003260788","466194.53735144","기타수질오염원관리","","","","","0","","0","2260384641",
"937","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100004","2021-05-10","","01","영업/정상","11","영업","","","","","033-647-3008","","","강원특별자치도 강릉시 포남동 1144-5","강원특별자치도 강릉시 경강로 2234 (포남동)","25547","보다안경원","2022-10-20 14:30:11","I","2023-06-13 00:00:00","","368023.788511529","475147.258655366","기타수질오염원관리","","","","","0","","0","2261212061",
"938","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100016","2021-06-29","","01","영업/정상","11","영업","","","","","033-643-0813","","","강원특별자치도 강릉시 임당동 103-18","강원특별자치도 강릉시 경강로 2115, 1층 (임당동)","25531","안경하세요","2021-06-29 08:54:23","I","2023-06-13 00:00:00","","367180.163028715","474301.678286764","기타수질오염원관리","","","","","0","","0","2261077890",
"939","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100017","2021-06-29","","01","영업/정상","11","영업","","","","","033-643-5802","","","강원특별자치도 강릉시 임당동 112-1","강원특별자치도 강릉시 경강로 2109, 문선빌딩 1층 (임당동)","25532","강릉라쌍떼안경","2021-06-29 08:54:25","I","2023-06-13 00:00:00","","367111.831343426","474287.818576962","기타수질오염원관리","","","","","0","","0","2260988237",
"940","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100018","2021-06-29","","01","영업/정상","11","영업","","","","","033-645-0491","","","강원특별자치도 강릉시 교동 1861-2","강원특별자치도 강릉시 교동광장로 137 (교동)","25513","오렌즈강릉교동점센스안경","2021-06-29 08:54:26","I","2023-06-13 00:00:00","","365588.016560449","475217.590461774","기타수질오염원관리","","","","","0","","0","2261138079",
"941","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100019","2021-06-29","","01","영업/정상","11","영업","","","","","033-648-4459","","","강원특별자치도 강릉시 성내동 13-10","강원특별자치도 강릉시 임영로 114 (성내동)","25539","씨채널","2021-06-29 08:54:27","I","2023-06-13 00:00:00","","366856.646333491","473844.274354986","기타수질오염원관리","","","","","0","","0","2261020271",
"942","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100020","2021-06-29","","01","영업/정상","11","영업","","","","","033-644-9812","","","강원특별자치도 강릉시 교동 1862-2","강원특별자치도 강릉시 교동광장로 127 (교동)","25513","아이미안경","2021-06-29 08:54:28","I","2023-06-13 00:00:00","","365494.374924664","475233.863275471","기타수질오염원관리","","","","","0","","0","2261099045",
"943","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100021","2021-06-29","","01","영업/정상","11","영업","","","","","033-661-7733","","","강원특별자치도 강릉시 주문진읍 교항리 127-12","강원특별자치도 강릉시 주문진읍 오동나무길 1","25419","눈애미소안경원","2021-06-29 08:54:29","I","2023-06-13 00:00:00","","360506.421631104","488711.742909885","기타수질오염원관리","","","","","0","","0","2261178993",
"944","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100022","2021-06-29","","01","영업/정상","11","영업","","","","","033-652-5302","","","강원특별자치도 강릉시 입암동 104-1","강원특별자치도 강릉시 월대산로 71 (입암동)","25578","아이플러스안경원","2021-06-29 08:54:31","I","2023-06-13 00:00:00","","368968.951023453","474801.996885545","기타수질오염원관리","","","","","0","","0","5062890834",
"945","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100023","2021-06-29","","01","영업/정상","11","영업","","","","","033-652-9661","","","강원특별자치도 강릉시 입암동 104-11","강원특별자치도 강릉시 월대산로 65, 1층 (입암동)","25578","안경마트","2021-06-29 08:54:32","I","2023-06-13 00:00:00","","368931.911690004","474796.057315926","기타수질오염원관리","","","","","0","","0","2261215262",
"946","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100001","2021-04-26","","01","영업/정상","11","영업","","","","","033-648-5404","","","강원특별자치도 강릉시 금학동 98-2","강원특별자치도 강릉시 금성로42번길 9 (금학동)","25539","불란서안경원","2022-10-20 14:27:42","I","2023-06-13 00:00:00","안경 제조업","367000.070250507","474026.422035843","기타수질오염원관리","안경 제조업","","","","0","","0","2263209851",
"947","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100002","2021-04-26","","01","영업/정상","11","영업","","","","","033-655-2828","","","강원특별자치도 강릉시 임당동 87-3","강원특별자치도 강릉시 경강로 2105, 2층 (임당동)","25532","으뜸50안경강릉옥천오거리점","2022-10-20 14:47:27","I","2023-06-13 00:00:00","","367099.534215415","474241.872296842","기타수질오염원관리","","","","","0","","0","4532500769",
"948","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202100003","2021-04-26","","01","영업/정상","11","영업","","","","","033-644-0090","","","강원특별자치도 강릉시 성남동 105-3","강원특별자치도 강릉시 금성로45번길 5 (성남동)","25544","룩스토어강릉상미점","2022-10-20 14:28:59","I","2023-06-13 00:00:00","","367066.749497258","473894.84469603","기타수질오염원관리","","","","","0","","0","2261124992",
"949","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202200001","2022-06-10","","01","영업/정상","11","영업","","","","","033-823-3570","","","강원특별자치도 강릉시 홍제동 1020-2","강원특별자치도 강릉시 선수촌로 79-7, 테라스파크 104호 (홍제동)","25522","안경, 오늘","2022-06-10 15:28:40","I","2023-06-13 00:00:00","","364690.137686606","474458.923178357","기타수질오염원관리","","","","","0","","0","7420802165",
"950","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202200002","2022-06-10","","01","영업/정상","11","영업","","","","","033-6428690","","","강원특별자치도 강릉시 임당동 119-3 신영빌딩 2","강원특별자치도 강릉시 경강로 2100, 신영빌딩 2 103호 (임당동)","25540","안경진정성 강릉중앙로점","2022-06-10 15:28:42","I","2023-06-13 00:00:00","","367081.629567027","474168.095625465","기타수질오염원관리","","","","","0","","0","4310402520",
"951","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202200003","2022-06-10","","01","영업/정상","11","영업","","","","","033-640-4567","","","강원특별자치도 강릉시 구정면 어단리 478-27","강원특별자치도 강릉시 구정면 칠성로 74","25624","강릉시 축산차량 거점세척소독시설","2022-06-10 15:43:53","I","2023-06-13 00:00:00","","367446.642721888","467859.183004358","기타수질오염원관리","","","","","0","","0","2268300245",
"952","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202300001","2023-03-27","","01","영업/정상","11","영업","","","","","0336448750","","","강원특별자치도 강릉시 두산동 279-3","","","국제모터스","2023-03-27 13:40:19","I","2023-06-13 00:00:00","자동차 종합 수리업","369448.077887159","475290.77129096","기타수질오염원관리","자동차 종합 수리업","","","","0","","0","2212215742",
"953","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025202300002","2023-03-28","","01","영업/정상","11","영업","","","","","0336448750","","","강원특별자치도 강릉시 두산동 279-3","","","국제모터스","2023-03-28 17:07:46","I","2023-06-13 00:00:00","","369448.077887159","475290.77129096","기타수질오염원관리","","","","","0","","0","2212215742",
"954","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000001","2000-06-10","","01","영업/정상","11","영업","","","","","033 653 5286","","","강원특별자치도 강릉시 송정동 552","강원특별자치도 강릉시 경강로 2442  (송정동)","","성지공업사","2000-07-06 19:15:40","I","2023-06-13 00:00:00","자동차 타이어 및 튜브 판매업","369692.781381336","476325.030302069","기타수질오염원관리","자동차 타이어 및 튜브 판매업","","","","0","","0","",
"955","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000002","2000-06-21","","01","영업/정상","11","영업","","","","","033 645 8818","","","강원특별자치도 강릉시 강동면 하시동리 298 ,299","","","하시동리단무지작목반","2000-07-06 17:43:27","I","2023-06-13 00:00:00","","372856.116070373","472580.293960476","기타수질오염원관리","","","","","0","","0","",
"956","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000003","2000-07-10","","01","영업/정상","11","영업","","","","","033 640 3253","","210-820","강원특별자치도 강릉시 강동면 안인리 200","강원특별자치도 강릉시 강동면 염전길 99","","한국남동발전(주)영동화력발전처","2001-04-20 15:25:02","I","2023-06-13 00:00:00","","374465.213559881","472563.120995745","기타수질오염원관리","","","","","0","","0","2268202019",
"957","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000004","2000-08-08","","01","영업/정상","11","영업","","","","","033-651-0233","","","강원특별자치도 강릉시 청량동 574-1","강원특별자치도 강릉시 율곡로 2648 (청량동)","25617","신평모터스","2019-05-28 13:08:47","I","2023-06-13 00:00:00","","368574.115183417","473184.731241081","기타수질오염원관리","","","","","0","","0","",
"958","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000005","2000-08-08","","01","영업/정상","11","영업","","","","","033643 6093","","210-010","강원특별자치도 강릉시 홍제동 992-1","","","시외버스터미널","2000-09-27 18:58:55","I","2023-06-13 00:00:00","","365503.379656422","474089.056243697","기타수질오염원관리","","","","","0","","0","",
"959","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000006","2000-09-02","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 강동면 임곡리 45-3","","","두산에스엘공업주식회사","2008-01-10 17:44:07","I","2023-06-13 00:00:00","","375072.448334614","467720.203105918","기타수질오염원관리","","","","","0","","0","2268523577",
"960","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000007","2000-10-09","","01","영업/정상","11","영업","","","","","033 647 9472","","210-810","강원특별자치도 강릉시 구정면 금광리 1018-5","","","옥천중기공업사","2000-10-09 11:26:28","I","2023-06-13 00:00:00","","367992.638818066","469406.281759515","기타수질오염원관리","","","","","0","","0","",
"961","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000008","2000-10-26","","01","영업/정상","11","영업","","","","","033 645 6821","","210-820","강원특별자치도 강릉시 강동면 상시동리 146-4","","","21세기공업사","2000-10-26 15:25:13","I","2023-06-13 00:00:00","","","","기타수질오염원관리","","","","","0","","0","",
"962","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200000009","2000-11-20","","01","영업/정상","11","영업","","","","","","","210-230","강원특별자치도 강릉시 월호평동 909-49","","","덕영식품","2001-06-15 17:38:14","I","2023-06-13 00:00:00","기타 채소 가공 및 저장 처리업","371596.170763565","473583.636891679","기타수질오염원관리","기타 채소 가공 및 저장 처리업","","","","0","","0","",
"963","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200100001","2001-05-22","","01","영업/정상","11","영업","","","","","","","210-100","강원특별자치도 강릉시 교동 597-3","","","일흥중기공업","2001-05-21 16:26:08","I","2023-06-13 00:00:00","건설장비 운영업","366328.688408974","476548.134794482","기타수질오염원관리","건설장비 운영업","","","","0","","0","",
"964","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200100002","2001-10-04","","01","영업/정상","11","영업","","","","","","","210-110","강원특별자치도 강릉시 포남동 1110-10","","","번개카경정비","2001-10-04 17:59:50","I","2023-06-13 00:00:00","자동차 수리업","367737.976949439","475536.558107526","기타수질오염원관리","자동차 수리업","","","","0","","0","2260457457",
"965","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200100003","2001-12-17","","01","영업/정상","11","영업","","","","","","","210-270","강원특별자치도 강릉시 두산동","","","대원운수 합자회사","2001-12-17 13:24:20","I","2023-06-13 00:00:00","","","","기타수질오염원관리","","","","","0","","0","2268102176",
"966","수질오염원설치시설(기타)","09_30_12_P","4201000","420100025200200001","2002-04-19","","01","영업/정상","11","영업","","","","","","","210-270","강원특별자치도 강릉시 두산동 229-7","","","대신건설정비사업소","2002-04-19 15:00:57","I","2023-06-13 00:00:00","","370088.811175513","475752.447976571","기타수질오염원관리","","","","","0","","0","",
