"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"227","축산가공업","07_22_05_P","6530000","642000000420210009","2021-05-27","","03","폐업","0002","폐업","2022-12-31","","","","","37.4","","강원특별자치도 원주시 단구동  587번지 50호","강원특별자치도 원주시 단구로 288-10 (단구동)","","경원식품","2022-12-30 11:17:03","I","2023-06-13 00:00:00","식육가공업","284696.855400299","425713.554939816","축산물가공업","식육가공업","0","000","1",
"228","축산가공업","07_22_05_P","6530000","642000000420210010","2021-05-27","","03","폐업","0002","폐업","2024-12-18","","","","0333454702","74.52","","강원특별자치도 횡성군 공근면 창봉리 668번지 0호","강원특별자치도 횡성군 공근면 영서로 863","","포크스테이션","2024-12-18 17:31:38","U","2024-12-20 02:40:00","식육가공업","282082.401910878","452881.033330497","축산물가공업","식육가공업","0","000","3",
"229","축산가공업","07_22_05_P","6530000","642000000420210011","2021-06-14","","03","폐업","0002","폐업","2022-04-12","","","","0338307676","369.61","","강원특별자치도 홍천군 홍천읍 장전평리 628번지 7호","강원특별자치도 홍천군 홍천읍 미루나무길 146","","온세푸드","2022-04-12 14:16:05","I","2023-06-13 00:00:00","식육가공업","276608.61632573","461827.815075559","축산물가공업","식육가공업","0","000","5",
"230","축산가공업","07_22_05_P","6530000","642000000420210013","2021-07-05","","03","폐업","0002","폐업","2024-12-31","","","","0334328850","105.75","","강원특별자치도 홍천군 남면 유치리 136번지 5호","강원특별자치도 홍천군 남면 난터길 44-17","","(주)생그린식품 홍천지점","2024-12-30 17:30:50","U","2025-01-01 02:40:00","식육가공업","277494.193684586","453251.960114633","축산물가공업","식육가공업","0","L00","1",
"231","축산가공업","07_22_05_P","6530000","642000000420210014","2021-07-12","","03","폐업","0002","폐업","2023-12-31","","","","","45.6","","강원특별자치도 춘천시 칠전동  631번지 3호","강원특별자치도 춘천시 칠전서길 5-17(칠전동)","","한성팜","2024-01-02 17:37:42","U","2024-01-04 02:40:00","식육가공업","262695.793528292","482111.222851491","축산물가공업","식육가공업","0","000","1",
"232","축산가공업","07_22_05_P","6530000","642000000420090010","2009-05-14","","03","폐업","0002","폐업","2021-03-02","","","","0333453601","120","225-871","강원특별자치도 횡성군 공근면 삼배리 77번지","강원특별자치도 횡성군 공근면 금계동로190번길 57-36","225-871","우리흑염소농장","2021-03-02 16:57:15","I","2023-06-13 00:00:00","식육가공업","289223.203075744","451556.801194474","축산물가공업","식육가공업","0","000","2",
"233","축산가공업","07_22_05_P","6530000","642000000420090011","2009-06-04","","03","폐업","0002","폐업","2016-12-20","","","","","0","220-952","강원특별자치도 원주시 우산동  450번지 13호","강원특별자치도 원주시 우산공단길 161 (우산동)","220-952","주식회사 모닝에프에스","2016-12-23 13:28:03","I","2023-06-13 00:00:00","식육가공업","283059.653160845","431477.205694302","축산물가공업","식육가공업","0","L00","10",
"234","축산가공업","07_22_05_P","6530000","642000000420090012","2009-06-08","","03","폐업","0002","폐업","2013-02-12","","","","0333459551","0","225-874","강원특별자치도 횡성군 공근면 초원리 662번지 1호","강원특별자치도 횡성군 공근면 아이티밸리길 36","225-874","(주)다우식품","2013-02-12 13:02:55","I","2023-06-13 00:00:00","유가공업","280754.462699214","447950.374522517","축산물가공업","유가공업","0","L00","10",
"235","축산가공업","07_22_05_P","6530000","642000000420090013","2009-07-31","","03","폐업","0002","폐업","2019-10-21","","","","0335637739","10539","233-851","강원특별자치도 정선군 북평면 북평리 63번지 3호","강원특별자치도 정선군 북평면 서동로 2175","233-851","주식회사 세원","2019-10-23 09:55:40","I","2023-06-13 00:00:00","식육가공업","347930.459119223","440523.11610315","축산물가공업","식육가공업","0","L00","12",
"236","축산가공업","07_22_05_P","6530000","642000000420110016","2011-08-16","","03","폐업","0002","폐업","2018-05-16","","","","","81","220-939","강원특별자치도 원주시 단계동  1097번지 5호","강원특별자치도 원주시 백간공원길 27 (단계동)","220-100","크림동화","2018-05-17 08:31:16","I","2023-06-13 00:00:00","유가공업","281939.476085993","427994.425360299","축산물가공업","유가공업","0","L00","4",
"237","축산가공업","07_22_05_P","6530000","642000000420110018","2011-09-06","","03","폐업","0002","폐업","2013-02-20","","","","0332555397","26","200-965","강원특별자치도 춘천시 퇴계동  1018번지 퇴계시장형상가 D열3,17호","강원특별자치도 춘천시 지석로 74-11 (퇴계동,퇴계시장형상가 D열3,17호)","200-965","닭갈비홈마트","2013-02-20 16:09:06","I","2023-06-13 00:00:00","식육가공업","265346.955057411","483293.365700144","축산물가공업","식육가공업","0","000","2",
"238","축산가공업","07_22_05_P","6530000","642000000420110019","2011-09-07","","03","폐업","0002","폐업","2020-08-28","","","","0334552797","1075.8","269-833","강원특별자치도 철원군 김화읍 청양리 2886번지","강원특별자치도 철원군 김화읍 외골길 33-29","269-833","청정철원주식회사","2020-09-02 16:05:15","I","2023-06-13 00:00:00","식육가공업","235719.858712399","527160.781400918","축산물가공업","식육가공업","0","L00","23",
"239","축산가공업","07_22_05_P","6530000","642000000420110020","2011-10-04","","03","폐업","0002","폐업","2015-03-01","","","","0336447568","1198","210-853","강원특별자치도 강릉시 사천면 판교리 563번지 1호","강원특별자치도 강릉시 사천면 뒷말길 118-25","210-853","한국산토미야주식회사","2015-02-26 15:38:03","I","2023-06-13 00:00:00","식육가공업","362685.777810253","483650.20261015","축산물가공업","식육가공업","0","L00","35",
"240","축산가공업","07_22_05_P","6530000","642000000420110021","2011-10-10","","03","폐업","0002","폐업","2019-08-23","","","","0332548979","37.8","200-120","강원특별자치도 춘천시 약사동  157번지 36호","강원특별자치도 춘천시 춘천로67번길 34-3 (약사동)","200-120","여명축산","2019-08-26 11:30:16","I","2023-06-13 00:00:00","식육가공업","263430.305677016","485783.881451428","축산물가공업","식육가공업","0","000","9",
"241","축산가공업","07_22_05_P","6530000","642000000420110022","2011-10-10","","03","폐업","0002","폐업","2012-06-11","","","","","46","220-962","강원특별자치도 원주시 태장동  1366번지 17호","강원특별자치도 원주시 북원로2704번길 15-11 (태장동)","220-962","한토랑","2012-06-12 09:22:46","I","2023-06-13 00:00:00","식육가공업","283987.279339904","431928.161370876","축산물가공업","식육가공업","0","000","2",
"242","축산가공업","07_22_05_P","6530000","642000000420110023","2011-10-18","","03","폐업","0002","폐업","2014-01-13","","","","","102.85","217-120","강원특별자치도 강릉시 구정면 여찬리 174번지","강원특별자치도 강릉시 구정면 범일로 363","210-811","솔향햄촌(수제소세지체험장)","2014-01-13 16:14:40","I","2023-06-13 00:00:00","식육가공업","365831.171637851","470383.510837099","축산물가공업","식육가공업","0","000","2",
"243","축산가공업","07_22_05_P","6530000","642000000420110024","2011-10-20","","03","폐업","0002","폐업","2012-05-07","","","","0332625911","128","200-883","강원특별자치도 춘천시 동내면 거두리 976번지 1호","강원특별자치도 춘천시 동내면 거두택지길4번길 19-2","200-883","행운식품","2012-05-07 18:31:28","I","2023-06-13 00:00:00","식육가공업","266221.636983501","483444.763371507","축산물가공업","식육가공업","0","000","3",
"244","축산가공업","07_22_05_P","6530000","642000000420110025","2011-11-02","","03","폐업","0002","폐업","2012-08-07","","","","0337339292","146","220-964","강원특별자치도 원주시 학성동  280번지 3호","강원특별자치도 원주시 원일로 193 (학성동)","220-964","거목식품","2012-08-07 16:03:13","I","2023-06-13 00:00:00","식육가공업","283655.578916093","428471.373836037","축산물가공업","식육가공업","0","000","5",
"245","축산가공업","07_22_05_P","6530000","642000000420110026","2011-11-11","","03","폐업","0002","폐업","2022-11-15","","","","0332516333","89","200-954","강원특별자치도 춘천시 효자동  691번지 1호","강원특별자치도 춘천시 춘천로68번길 36 (효자동)","200-954","(주)하나씨앤비 춘천지점","2022-11-15 15:26:41","I","2023-06-13 00:00:00","식육가공업","263992.924132118","485382.480886205","축산물가공업","식육가공업","0","L00","5",
"246","축산가공업","07_22_05_P","6530000","642000000420110027","2011-11-21","","03","폐업","0002","폐업","2013-12-31","","","","07041780002","329","210-140","강원특별자치도 강릉시 송정동  1020번지","강원특별자치도 강릉시 경강로2506번길 28 (송정동)","240-806","육백산농업회사법인 주식회사","2013-12-31 14:47:09","I","2023-06-13 00:00:00","식육가공업","","","축산물가공업","식육가공업","0","L00","8",
"247","축산가공업","07_22_05_P","6530000","642000000420110028","2011-12-12","","03","폐업","0002","폐업","2019-12-31","","","","0332415999","98","200-824","강원특별자치도 춘천시 신북읍 천전리 38번지 26호 1층","강원특별자치도 춘천시 신북읍 신샘밭로 763, 1층","200-822","통나무집 닭갈비","2019-12-31 11:05:00","I","2023-06-13 00:00:00","식육가공업","269671.978131941","492558.379854347","축산물가공업","식육가공업","0","L00","4",
"248","축산가공업","07_22_05_P","6530000","642000000420110029","2011-12-19","","03","폐업","0002","폐업","2022-12-08","","","","0334521452","988","269-802","강원특별자치도 철원군 갈말읍 군탄리 505번지 4호","강원특별자치도 철원군 갈말읍 갈말로 32-44","269-802","(주)원석","2022-12-08 18:10:42","I","2023-06-13 00:00:00","식육가공업","","","축산물가공업","식육가공업","0","L00","6",
"249","축산가공업","07_22_05_P","6530000","642000000420120001","2012-01-12","","03","폐업","0002","폐업","2014-11-11","","","","0332511352","71","200-060","강원특별자치도 춘천시 교동  139번지 1층","강원특별자치도 춘천시 향교앞길 7-4, 1층 (교동)","200-060","반석유통","2014-11-11 17:03:11","I","2023-06-13 00:00:00","식육가공업","264540.911544472","486673.480048586","축산물가공업","식육가공업","0","000","2",
"250","축산가공업","07_22_05_P","6530000","642000000420120002","2012-02-02","","03","폐업","0002","폐업","2014-05-27","","","","0336374140","49","217-808","강원특별자치도 속초시 금호동  625번지 속초대명2차 아파트 상가동 2층 202호","강원특별자치도 속초시 번영로43번길 18-11, 2층 202호 (금호동,속초대명2차아파트상가동)","217-808","조은푸드","2014-05-27 10:50:15","I","2023-06-13 00:00:00","식육가공업","338506.092426003","523820.140617159","축산물가공업","식육가공업","0","000","2",
"251","축산가공업","07_22_05_P","6530000","642000000420120006","2012-03-08","","03","폐업","0002","폐업","2016-03-14","","","","","23","","강원특별자치도 춘천시 후평동  848번지 2호","강원특별자치도 춘천시 후석로393번길 33 (후평동)","200-959","춘천푸드","2016-03-14 17:50:51","I","2023-06-13 00:00:00","식육가공업","265324.534286116","487054.249309866","축산물가공업","식육가공업","0","000","2",
"252","축산가공업","07_22_05_P","6530000","642000000420120007","2012-03-16","","03","폐업","0002","폐업","2025-07-17","","","","0332418883","186","","강원특별자치도 춘천시 우두동  765번지 9호","강원특별자치도 춘천시 사우4길 12 (우두동)","200-940","(주)소양강푸드시스템","2025-07-17 14:14:09","U","2025-07-19 02:40:00","식육가공업","263893.971762401","489344.439974966","축산물가공업","식육가공업","0","L00","3",
"253","축산가공업","07_22_05_P","6530000","642000000420120008","2012-03-26","","03","폐업","0002","폐업","2013-07-31","","","","0332430402","55","","강원특별자치도 춘천시 후평동  74번지 17호","강원특별자치도 춘천시 보안길 54-2 (후평동)","200-956","뉴 황금닭갈비","2013-07-31 12:46:02","I","2023-06-13 00:00:00","식육가공업","266035.349442789","486568.125013857","축산물가공업","식육가공업","0","000","2",
"254","축산가공업","07_22_05_P","6530000","642000000420120009","2012-03-26","","03","폐업","0002","폐업","2016-05-27","","","","","62","","강원특별자치도 춘천시 소양로1가  103번지 23호","강원특별자치도 춘천시 소양정길 17 (소양로1가)","200-111","진웅유통","2016-05-27 17:12:57","I","2023-06-13 00:00:00","식육가공업","263970.393501396","488043.916474336","축산물가공업","식육가공업","0","000","1",
"255","축산가공업","07_22_05_P","6530000","642000000420120010","2012-04-30","","03","폐업","0002","폐업","2015-12-11","","","","0336314982","56","","강원특별자치도 속초시 노학동  856번지 2호","강원특별자치도 속초시 척산딴봉길 10 (노학동)","217-070","소풍푸드","2015-12-21 17:56:17","I","2023-06-13 00:00:00","식육가공업","335031.164504069","521261.824195008","축산물가공업","식육가공업","0","L00","1",
"256","축산가공업","07_22_05_P","6530000","642000000420120012","2012-05-01","","03","폐업","0002","폐업","2025-02-10","","","","0337669245","59","","강원특별자치도 원주시 관설동  1740번지 2호","강원특별자치도 원주시 관설안길 3-16 (관설동)","220-934","정품푸드","2025-02-10 16:13:11","U","2025-02-12 02:40:00","식육가공업","285225.029415467","424456.952903952","축산물가공업","식육가공업","0","000","3",
"257","축산가공업","07_22_05_P","6530000","642000000420120013","2012-05-04","","03","폐업","0002","폐업","2018-05-16","","","","","44","","강원특별자치도 원주시 단구동  587번지 50호","강원특별자치도 원주시 단구로 288-10 (단구동)","220-942","경원식품","2018-05-17 08:33:08","I","2023-06-13 00:00:00","식육가공업","284696.855400299","425713.554939816","축산물가공업","식육가공업","0","000","2",
"258","축산가공업","07_22_05_P","6530000","642000000420120014","2012-05-07","","03","폐업","0002","폐업","2014-05-22","","","","0332625911","128","","강원특별자치도 춘천시 후평동  623번지 42호 5동 1,2호","강원특별자치도 춘천시 후석로462번길 21, 5동 1,2호 (후평동)","200-957","행운식품","2014-05-22 10:20:59","I","2023-06-13 00:00:00","식육가공업","265337.030473427","487891.43582197","축산물가공업","식육가공업","0","000","2",
"259","축산가공업","07_22_05_P","6530000","642000000420120016","2012-05-22","","03","폐업","0002","폐업","2014-03-31","","","","","121","","강원특별자치도 춘천시 칠전동  556번지 7호","강원특별자치도 춘천시 칠전서길 42-18 (칠전동)","200-220","(주)푸름푸드","2014-03-31 10:13:52","I","2023-06-13 00:00:00","식육가공업","262742.356000445","482457.700751568","축산물가공업","식육가공업","0","L00","2",
"260","축산가공업","07_22_05_P","6530000","642000000420120017","2012-06-01","","03","폐업","0002","폐업","2013-12-16","","","","0334327966","157","","강원특별자치도 홍천군 화촌면 성산리 1330번지","강원특별자치도 홍천군 화촌면 백이동길 431","250-815","백이동골","2013-12-16 16:03:25","I","2023-06-13 00:00:00","식육가공업","282167.70555434","476693.938171781","축산물가공업","식육가공업","0","000","1",
"261","축산가공업","07_22_05_P","6530000","642000000420120019","2012-06-14","","03","폐업","0002","폐업","2020-12-08","","","","0334420047","27.33","","강원특별자치도 화천군 화천읍 하리 66번지 69호","강원특별자치도 화천군 화천읍 중앙로3길 20","209-804","밤골농장추출식품","2020-12-09 18:46:59","I","2023-06-13 00:00:00","식육가공업","261870.096660559","511624.170734914","축산물가공업","식육가공업","0","000","1",
"262","축산가공업","07_22_05_P","6530000","642000000420120021","2012-07-04","","03","폐업","0002","폐업","2014-02-11","","","","0336411664","1708","","강원특별자치도 강릉시 강동면 모전리 247번지","강원특별자치도 강릉시 강동면 아래장작골길 148","210-821","(주)건욱홀딩스","2014-02-11 12:47:27","I","2023-06-13 00:00:00","식육가공업","373029.734841981","469440.440998298","축산물가공업","식육가공업","0","L00","39",
"263","축산가공업","07_22_05_P","6530000","642000000420120024","2012-07-27","","03","폐업","0002","폐업","2019-03-11","","","","0332636710","458.55","","강원특별자치도 춘천시 퇴계동  860번지 1호 B동 1호","강원특별자치도 춘천시 퇴계농공로 108, B동 1호 (퇴계동)","200-944","(주)푸드핸즈","2019-03-11 10:29:19","I","2023-06-13 00:00:00","식육가공업","265096.390040921","482681.87094987","축산물가공업","식육가공업","0","L00","2",
"264","축산가공업","07_22_05_P","6530000","642000000420120003","2012-02-16","","03","폐업","0002","폐업","2019-12-24","","","","0332534590","58","","강원특별자치도 춘천시 퇴계동  913번지 3호","강원특별자치도 춘천시 춘주로147번길 10-10 (퇴계동)","200-945","명성계육","2019-12-24 14:22:37","I","2023-06-13 00:00:00","식육가공업","263786.746271272","484287.181155012","축산물가공업","식육가공업","0","000","3",
"265","축산가공업","07_22_05_P","6530000","642000000420120004","2012-02-22","","03","폐업","0002","폐업","2024-03-31","","","","0337330371","381","","강원특별자치도 원주시 지정면 월송리 338번지 19호","강원특별자치도 원주시 지정면 송정로 130","220-821","돼지문화원","2024-03-29 15:14:39","U","2024-03-31 02:40:00","식육가공업","276860.470429329","432500.3013296","축산물가공업","식육가공업","0","L00","16",
"266","축산가공업","07_22_05_P","6530000","642000000420120025","2012-08-02","","03","폐업","0002","폐업","2014-04-18","","","","0332541439","102","","강원특별자치도 춘천시 석사동  697번지 5호","강원특별자치도 춘천시 효석로89번길 29-1 (석사동)","200-936","금보식품","2014-04-18 16:13:05","I","2023-06-13 00:00:00","식육가공업","265171.584812673","484519.665901265","축산물가공업","식육가공업","0","000","4",
"267","축산가공업","07_22_05_P","6530000","642000000420100016","2010-10-25","","03","폐업","0002","폐업","2011-03-15","","","","0332525799","168.37","200-881","강원특별자치도 춘천시 동내면 고은리 351번지 36호","강원특별자치도 춘천시 동내면 고은길 60","200-881","산골식품","2011-03-16 08:38:12","I","2023-06-13 00:00:00","식육가공업","268131.366901733","482545.103083648","축산물가공업","식육가공업","0","000","5",
"268","축산가공업","07_22_05_P","6530000","642000000420100018","2010-11-04","","03","폐업","0002","폐업","2011-07-11","","","","0337453114","152.2","220-963","강원특별자치도 원주시 학성동  65번지 1호","강원특별자치도 원주시 강변로 617 (학성동)","220-963","동서교역","2013-12-20 08:28:38","I","2023-06-13 00:00:00","식육가공업","284106.80083626","428928.124348452","축산물가공업","식육가공업","0","L00","3",
"269","축산가공업","07_22_05_P","6530000","642000000420100019","2010-11-22","","03","폐업","0002","폐업","2011-04-26","","","","0332539226","50.7","200-882","강원특별자치도 춘천시 동내면 학곡리 616번지","강원특별자치도 춘천시 동내면 영서로 1782","200-882","소양강 녹차보쌈","2013-12-20 08:29:47","I","2023-06-13 00:00:00","식육가공업","266868.405232744","481760.651858629","축산물가공업","식육가공업","0","L00","5",
"270","축산가공업","07_22_05_P","6530000","642000000420100020","2010-12-29","","03","폐업","0002","폐업","2021-05-18","","","","","139.75","200-944","강원특별자치도 춘천시 퇴계동  866번지 2호","강원특별자치도 춘천시 퇴계공단길 86 (퇴계동)","200-944","(주)진푸드","2021-05-18 09:54:17","I","2023-06-13 00:00:00","식육가공업","265091.867995329","482505.457489483","축산물가공업","식육가공업","0","L00","4",
"271","축산가공업","07_22_05_P","6530000","642000000420110001","2011-03-09","","03","폐업","0002","폐업","2011-05-13","","","","0333441542","1778.32","225-874","강원특별자치도 횡성군 공근면 초원리 47번지","강원특별자치도 횡성군 공근면 경강로 1319-12","","(주)나우","2011-05-13 18:36:42","I","2023-06-13 00:00:00","식육가공업","282973.594288475","447628.974610126","축산물가공업","식육가공업","0","L00","7",
"272","축산가공업","07_22_05_P","6530000","642000000420110003","2011-04-13","","03","폐업","0002","폐업","2021-06-24","","","","0332601833","2546","200-832","강원특별자치도 춘천시 서면 당림리 601번지","강원특별자치도 춘천시 서면 당숲안길 157","200-832","(주)피피이씨 춘천(얼음지점)","2021-06-29 09:59:03","I","2023-06-13 00:00:00","유가공업","253214.520164446","482649.796214332","축산물가공업","유가공업","0","L00","67",
"273","축산가공업","07_22_05_P","6530000","642000000420110004","2011-04-25","","03","폐업","0002","폐업","2011-10-05","","","","0337339292","145.95","220-964","강원특별자치도 원주시 학성동  280번지 3호","강원특별자치도 원주시 원일로 193 (학성동)","220-964","거목푸드","2011-10-05 16:45:32","I","2023-06-13 00:00:00","식육가공업","283655.578916093","428471.373836037","축산물가공업","식육가공업","0","000","6",
"274","축산가공업","07_22_05_P","6530000","642000000420110005","2011-04-29","","03","폐업","0002","폐업","2013-07-08","","","","","141.78","200-936","강원특별자치도 춘천시 석사동  769번지 13호","강원특별자치도 춘천시 애막골길20번길 39-1 (석사동)","200-936","굿 닭갈비","2013-07-08 18:22:35","I","2023-06-13 00:00:00","식육가공업","265714.113623288","484682.042332716","축산물가공업","식육가공업","0","000","1",
"275","축산가공업","07_22_05_P","6530000","642000000420110007","2011-05-12","","03","폐업","0002","폐업","2022-11-17","","","","0332539144","196.8","200-140","강원특별자치도 춘천시 사농동  612번지 3호","강원특별자치도 춘천시 사우로 57 (사농동)","200-140","(주)다해식품","2022-11-17 17:04:50","I","2023-06-13 00:00:00","식육가공업","264192.95269907","489660.388110411","축산물가공업","식육가공업","0","L00","4",
"276","축산가공업","07_22_05_P","6530000","642000000420110008","2011-05-17","","03","폐업","0002","폐업","2023-03-07","","","","","107","200-936","강원특별자치도 춘천시 석사동  755번지 10호","강원특별자치도 춘천시 애막골길16번길 11-1 (석사동)","200-936","종가집 식품","2023-03-08 14:38:25","I","2023-06-13 00:00:00","식육가공업","265956.67513193","484834.3748466","축산물가공업","식육가공업","0","000","2",
"277","축산가공업","07_22_05_P","6530000","642000000420110009","2011-06-13","","03","폐업","0002","폐업","2024-10-30","","","","0332428276","51.96","200-936","강원특별자치도 춘천시 퇴계동  910번지 3호","강원특별자치도 춘천시 춘주로147번길 22-10 (퇴계동)","200-944","춘천 온누리 닭갈비","2024-10-30 16:11:51","U","2024-11-01 02:40:00","식육가공업","263854.018005422","484388.126517954","축산물가공업","식육가공업","0","000","2",
"278","축산가공업","07_22_05_P","6530000","642000000420110013","2011-07-18","","03","폐업","0002","폐업","2012-01-31","","","","0333441542","495","225-874","강원특별자치도 횡성군 공근면 초원리 47번지","강원특별자치도 횡성군 공근면 경강로 1319-12","","(주)나우에프앤비","2012-02-01 18:44:39","I","2023-06-13 00:00:00","식육가공업","282973.594288475","447628.974610126","축산물가공업","식육가공업","0","L00","5",
"279","축산가공업","07_22_05_P","6530000","642000000420110014","2011-07-19","","03","폐업","0002","폐업","2023-01-13","","","","0332435335","39.84","200-852","강원특별자치도 춘천시 동면 만천리 777번지","강원특별자치도 춘천시 동면 만천양지길 17-36","200-852","주식회사 정가네오골계","2023-01-13 18:36:24","I","2023-06-13 00:00:00","식육가공업","266551.366271136","487282.762180692","축산물가공업","식육가공업","0","L00","3",
"280","축산가공업","07_22_05_P","6530000","642000000420140015","2014-06-02","","03","폐업","0002","폐업","2020-12-30","2016-01-01","2020-12-31","","","69.3","","강원특별자치도 양양군 양양읍 남문리 52번지 4호","강원특별자치도 양양군 양양읍 남문5길 11-15","215-804","송이닭강정","2021-01-11 16:16:47","I","2023-06-13 00:00:00","식육가공업","342385.016299922","509248.610377143","축산물가공업","식육가공업","0","000","0",
"281","축산가공업","07_22_05_P","6530000","642000000420140016","2014-06-25","","03","폐업","0002","폐업","2018-05-16","","","","0332648001","154","","강원특별자치도 춘천시 남산면 방곡리 461번지","강원특별자치도 춘천시 남산면 노일길 94-1","200-911","선일식품","2018-05-17 08:30:41","I","2023-06-13 00:00:00","식육가공업","255758.18366575","476565.012829334","축산물가공업","식육가공업","0","000","2",
"282","축산가공업","07_22_05_P","6530000","642000000420140017","2014-06-30","","03","폐업","0002","폐업","2014-10-22","","","","0336433628","459","","강원특별자치도 강릉시 담산동  335번지 1호","강원특별자치도 강릉시 모산로169번길 20 (담산동)","210-190","(주)성원푸드","2020-07-22 09:14:52","I","2023-06-13 00:00:00","식육가공업","367467.159781208","471005.803310674","축산물가공업","식육가공업","0","000","13",
"283","축산가공업","07_22_05_P","6530000","642000000420140019","2014-07-08","","03","폐업","0002","폐업","2025-05-19","","","","","31.09","","강원특별자치도 춘천시 운교동  183번지 0호 동부시장현대아파트 상가동 2호","강원특별자치도 춘천시 동부시장길 8, 상가동 1층 2호 (운교동, 동부시장현대아파트)","200-938","춘천명가푸드","2025-05-19 11:10:57","U","2025-05-21 02:40:00","식육가공업","264518.245047485","486328.376714699","축산물가공업","식육가공업","0","000","2",
"284","축산가공업","07_22_05_P","6530000","642000000420140023","2014-09-29","","03","폐업","0002","폐업","2018-04-30","2017-09-14","2018-09-14","","0332439998","50","","강원특별자치도 춘천시 동면 지내리 2번지 22호","강원특별자치도 춘천시 동면 소양강로 734","200-824","샘토","2018-05-02 16:01:30","I","2023-06-13 00:00:00","식육가공업","269322.938542017","491852.576594007","축산물가공업","식육가공업","0","000","1",
"285","축산가공업","07_22_05_P","6530000","642000000420140024","2014-10-20","","03","폐업","0002","폐업","2023-12-28","","","","0332527174","134","","강원특별자치도 춘천시 동내면 신촌리 170번지 3호","강원특별자치도 춘천시 동내면 금촌로 90","200-060","춘천성민닭갈비","2024-01-05 11:11:42","U","2024-01-07 02:40:00","식육가공업","269007.926441909","483853.674308462","축산물가공업","식육가공업","0","000","2",
"286","축산가공업","07_22_05_P","6530000","642000000420140025","2014-10-20","","03","폐업","0002","폐업","2022-09-14","","","","0332640437","63.89","","강원특별자치도 춘천시 석사동  850번지 5호","강원특별자치도 춘천시 새롬공원길4번길 5 (석사동)","200-933","춘천2번지닭갈비","2022-09-14 16:37:54","I","2023-06-13 00:00:00","식육가공업","265711.250521463","483615.954237304","축산물가공업","식육가공업","0","000","1",
"287","축산가공업","07_22_05_P","6530000","642000000420140026","2014-10-21","","03","폐업","0002","폐업","2016-01-29","","","","07088100151","72.49","","강원특별자치도 영월군 영월읍 하송리 184번지 35호","강원특별자치도 영월군 하송안길 18, 1층","230-880","일미닭강정","2016-01-29 17:50:47","I","2023-06-13 00:00:00","식육가공업","329948.729407454","409800.486731117","축산물가공업","식육가공업","0","000","1",
"288","축산가공업","07_22_05_P","6530000","642000000420130003","2013-03-22","","03","폐업","0002","폐업","2016-11-28","","","","0336719797","1024","","강원특별자치도 양양군 손양면 송현리 627번지 6호","강원특별자치도 양양군 손양면 연어길 1-40","215-821","영어조합법인 양양셀몬푸드","2016-11-28 15:20:05","I","2023-06-13 00:00:00","식육가공업","343711.908629517","510032.121103597","축산물가공업","식육가공업","0","L00","6",
"289","축산가공업","07_22_05_P","6530000","642000000420130004","2013-03-22","","03","폐업","0002","폐업","2018-07-30","","","","0336383511","208.28","","강원특별자치도 속초시 중앙동  496번지 4호","강원특별자치도 속초시 중앙시장로 54 (중앙동)","217-030","중앙닭강정 2호점","2018-07-30 12:49:11","I","2023-06-13 00:00:00","식육가공업","339051.424714877","523766.971471914","축산물가공업","식육가공업","0","000","4",
"290","축산가공업","07_22_05_P","6530000","642000000420130005","2013-03-28","","03","폐업","0002","폐업","2017-09-25","","","","0339109259","166","","강원특별자치도 춘천시 효자동  661번지 11호","강원특별자치도 춘천시 효자문길 26 (효자동)","200-949","춘천닭갈비영농조합법인","2017-09-26 09:16:43","I","2023-06-13 00:00:00","식육가공업","264462.606802644","485857.410622419","축산물가공업","식육가공업","0","L00","5",
"291","축산가공업","07_22_05_P","6530000","642000000419690001","1969-05-09","","03","폐업","0002","폐업","2008-06-25","","","","0333438211","2464","225-863","강원특별자치도 횡성군 서원면 유현리산189번지","","","(주)크라운아이앤제이","2008-06-20 10:54:26","I","2023-06-13 00:00:00","유가공업","275758.540967526","447723.689936953","축산물가공업","유가공업","0","L00","29",
"292","축산가공업","07_22_05_P","6530000","642000000419780001","1978-10-23","","03","폐업","0002","폐업","2024-09-10","","","","0337353311","15514.42","220-801","강원특별자치도 원주시 문막읍 건등리 383번지 1호","강원특별자치도 원주시 문막읍 왕건로 49","220-801","삼양식품(주)유가공공장","2024-09-05 15:29:47","U","2024-09-07 02:40:00","유가공업","273173.287994567","424928.147438119","축산물가공업","유가공업","0","L00","135",
"293","축산가공업","07_22_05_P","6530000","642000000419890001","1989-10-17","","03","폐업","0002","폐업","2014-05-27","","","","0332574800","0","200-957","강원특별자치도 춘천시 후평동  311번지 6호","강원특별자치도 춘천시 공단로 13 (후평동)","200-957","(주)봉황","2014-05-27 10:47:15","I","2023-06-13 00:00:00","식육가공업","265825.369554762","487451.648639114","축산물가공업","식육가공업","0","L00","18",
