"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"308","사료제조업","02_04_05_P","6530000","642000050220180042","2018-12-01","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 옥계면 천남리 45번지 0호","강원특별자치도 강릉시 옥계면 생골길 65-8","25636","티에이에프 영농조합법인(T.A.F)","2018-12-01 07:15:39","I","2023-06-13 00:00:00","사료제조업(단미)","380094.164776171","458224.946195652","사료제조업","","0","000","0",
"309","사료제조업","02_04_05_P","6530000","642000050220180043","2018-12-04","","01","영업/정상","0000","정상","","","","","0334626034","0","","강원특별자치도 인제군 북면 용대리 73번지 2호","강원특별자치도 인제군 북면 진부령로 101","","(주)나도주개","2020-08-12 16:11:15","I","2023-06-13 00:00:00","사료제조업(단미)","319724.601326774","525403.419211032","사료제조업","","0","L00","0",
"310","사료제조업","02_04_05_P","6530000","642000050220180044","2018-12-04","","01","영업/정상","0000","정상","","","","","0336726982","","","강원특별자치도 양양군 서면 상평리 579번지 1호","강원특별자치도 양양군 서면 들돌길 85-6","","(주)연어","2021-04-14 17:41:58","I","2023-06-13 00:00:00","사료제조업(배합)","338665.019929173","509235.235858769","사료제조업","","0","000","0",
"311","사료제조업","02_04_05_P","6530000","642000050220190002","2019-01-10","","01","영업/정상","0000","정상","","","","","0333363355","0","","강원특별자치도 평창군 대관령면 횡계리 376번지 10호","강원특별자치도 평창군 대관령면 올림픽로 8","","영농조합법인 대관령눈마을황태","2023-06-26 09:44:53","U","2023-06-28 02:40:00","사료제조업(단미)","349879.513008495","465318.994022872","사료제조업","","0","000","0",
"312","사료제조업","02_04_05_P","6530000","642000050220190004","2019-01-15","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 운교동  184번지 5호","강원특별자치도 춘천시 춘천로185번길 15, 1층 (운교동)","24349","쿠키멍스터","2020-11-17 16:36:07","I","2023-06-13 00:00:00","사료제조업(단미)","264508.842542791","486380.232173383","사료제조업","","0","000","0",
"313","사료제조업","02_04_05_P","6530000","642000050220190038","2019-10-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 고성군 죽왕면 공현진리 8번지 0호","강원특별자치도 고성군 죽왕면 공현진길 64, 1층","","주식회사 동해형씨","2022-01-11 10:53:44","I","2023-06-13 00:00:00","사료제조업(단미)","331797.006856981","540349.891697112","사료제조업","","0","000","0",
"314","사료제조업","02_04_05_P","6530000","642000050220190039","2019-10-13","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 단구동  1522번지 7호","강원특별자치도 원주시 천매봉길 150-9 (단구동)","26483","쪼꼬미앙","2019-10-13 15:21:59","I","2023-06-13 00:00:00","사료제조업(단미)","283758.127534931","425451.824069454","사료제조업","","0","000","0",
"315","사료제조업","02_04_05_P","6530000","642000050220190041","2019-10-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 봉산동  902번지 242호 1층","강원특별자치도 원주시 우물시장길 68-4, 1층 (봉산동)","26330","맛보시개","2025-06-18 18:31:08","U","2025-06-20 02:40:00","사료제조업(단미)","285172.501051178","427334.180748451","사료제조업","","0","000","0",
"316","사료제조업","02_04_05_P","6530000","642000050220190044","2019-12-06","","01","영업/정상","0000","정상","","","","","0336462738","","","강원특별자치도 강릉시 대전동  915번지 6호","강원특별자치도 강릉시 과학단지로 24-19 (대전동)","25451","주식회사 웰빙엘에스","2019-12-06 15:07:09","I","2023-06-13 00:00:00","사료제조업(배합)","363116.877226929","478731.184256158","사료제조업","","0","000","0",
"317","사료제조업","02_04_05_P","6530000","642000050220190045","2019-12-06","","01","영업/정상","0000","정상","","","","","0334613980","","","강원특별자치도 인제군 북면 원통리 1708번지 1호","강원특별자치도 인제군 북면 원통로74번길 10-41","24621","제이나인바이오 영농조합법인","2019-12-06 15:07:39","I","2023-06-13 00:00:00","사료제조업(보조)","305368.232596298","513363.732335475","사료제조업","","0","000","0",
"318","사료제조업","02_04_05_P","6530000","642000050220190046","2019-12-06","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 효자동  757번지 10호","강원특별자치도 춘천시 효평길 57 (효자동)","","멍블랑제리","2020-01-10 14:38:23","I","2023-06-13 00:00:00","사료제조업(단미)","265216.858264476","486518.22561641","사료제조업","","0","000","0",
"319","사료제조업","02_04_05_P","6530000","642000050220200001","2020-01-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 우산동  390번지 0호 삼양식품공장(대현상사)","강원특별자치도 원주시 우산로 177, 삼양식품공장(대현상사) (우산동)","","대현상사","2025-04-15 10:42:22","U","2025-04-17 02:40:00","사료제조업(단미)","282952.964980929","431133.811000084","사료제조업","","0","000","0",
"320","사료제조업","02_04_05_P","6530000","642000050220200002","2020-01-13","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 연곡면 방내리 2번지 3호","강원특별자치도 강릉시 연곡면 연주로 147-20","25429","부광퍼피","2020-01-13 18:06:00","I","2023-06-13 00:00:00","사료제조업(단미)","361508.991141749","486864.358377359","사료제조업","","0","000","0",
"321","사료제조업","02_04_05_P","6530000","642000050220180012","2018-03-27","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 홍천군 서석면 풍암리 258번지 3호","강원특별자치도 홍천군 서석면 청정로 2608","25166","멍이랑 양이랑","2018-03-27 18:16:07","I","2023-06-13 00:00:00","사료제조업(단미)","304736.588406336","468245.748925645","사료제조업","","0","000","0",
"322","사료제조업","02_04_05_P","6530000","642000050220180015","2018-04-11","","01","영업/정상","0000","정상","","","","","0336816613","","","강원특별자치도 고성군 거진읍 송죽리 261번지 3호","강원특별자치도 고성군 거진읍 동해대로 7140","24725","해뜸이야기","2018-04-11 19:50:48","I","2023-06-13 00:00:00","사료제조업(단미)","328115.028860153","546410.030420438","사료제조업","","0","000","0",
"323","사료제조업","02_04_05_P","6530000","642000050220030003","2003-03-29","","01","영업/정상","0000","정상","","","","","0332518707","0","200-853","강원특별자치도 춘천시 동면 장학리 708번지 1호","강원특별자치도 춘천시 하일길 151-1","24210","(주)동광산업","2015-06-18 15:42:29","I","2023-06-13 00:00:00","사료제조업(단미)","266381.325455622","489852.535361099","사료제조업","","0","000","0",
"324","사료제조업","02_04_05_P","6530000","642000050220030007","2003-12-01","","01","영업/정상","0000","정상","","","","","024014366","0","230-822","강원특별자치도 영월군 김삿갓면 옥동리산96번지","강원특별자치도 영월군 김삿갓면 버드나무길 146","26245","(주)충원실업","2015-06-18 15:47:51","I","2023-06-13 00:00:00","사료제조업(단미)","339641.686593875","402191.096753948","사료제조업","","0","L00","0",
"325","사료제조업","02_04_05_P","6530000","642000050220180016","2018-04-18","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 평창군 대관령면 차항리 1번지 5호","강원특별자치도 평창군 대관령면 차항길 544-79","25340","농업회사법인 (주) 대관령","2018-04-18 17:33:12","I","2023-06-13 00:00:00","사료제조업(수입)","348607.511739468","472377.187623141","사료제조업","","0","000","0",
"326","사료제조업","02_04_05_P","6530000","642000050220180017","2018-04-19","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 홍천군 북방면 역전평리 188번지 1호","강원특별자치도 홍천군 북방면 팔봉산로 2154-18","25111","창대사료","2018-04-19 15:19:14","I","2023-06-13 00:00:00","사료제조업(단미)","269261.085708008","469948.125366039","사료제조업","","0","000","0",
"327","사료제조업","02_04_05_P","6530000","642000050220180018","2018-05-16","","01","영업/정상","0000","정상","","","","","07086545518","0","","강원특별자치도 횡성군 둔내면 석문리 587번지 0호","강원특별자치도 횡성군 둔내면 경강로 4817","","로프바이오","2024-12-16 18:03:00","U","2024-12-18 02:40:00","사료제조업(보조)","307529.546306743","447760.624094565","사료제조업","","0","000","0",
"328","사료제조업","02_04_05_P","6530000","642000050220180019","2018-06-04","","01","영업/정상","0000","정상","","","","","0332417515","","","강원특별자치도 춘천시 동면 만천리 275번지 0호","강원특별자치도 춘천시 동면 한솔만천로 18","24218","주식회사 에스디씨통상","2018-06-04 17:03:33","I","2023-06-13 00:00:00","사료제조업(수입)","268024.030351808","486195.943442245","사료제조업","","0","000","0",
"329","사료제조업","02_04_05_P","6530000","642000050220180020","2018-06-04","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 동면 만천리 275번지 0호","강원특별자치도 춘천시 동면 한솔만천로 18","24218","주식회사 에스디씨통상","2018-06-04 17:06:52","I","2023-06-13 00:00:00","사료제조업(수입)","268024.030351808","486195.943442245","사료제조업","","0","000","0",
"330","사료제조업","02_04_05_P","6530000","642000050220180021","2018-06-07","","01","영업/정상","0000","정상","","","","","0332614907","","","강원특별자치도 춘천시 동내면 거두리 1144번지 0호","강원특별자치도 춘천시 동내면 거두단지1길 39","24398","(주)애드바이오텍","2018-06-07 15:57:00","I","2023-06-13 00:00:00","사료제조업(수입)","268610.125364766","485398.610453281","사료제조업","","0","000","0",
"331","사료제조업","02_04_05_P","6530000","642000050220180022","2018-06-11","","01","영업/정상","0000","정상","","","","","0338182018","0","","강원특별자치도 춘천시 칠전동  261번지 3호","강원특별자치도 춘천시 옛경춘로 489 (칠전동)","","(주)미리본","2019-11-05 18:47:09","I","2023-06-13 00:00:00","사료제조업(배합)","262470.371722265","482663.015764136","사료제조업","","0","000","0",
"332","사료제조업","02_04_05_P","6530000","642000050220180023","2018-06-14","","01","영업/정상","0000","정상","","","","","0336739205","","","강원특별자치도 속초시 영랑동  148번지 35호","강원특별자치도 속초시 영랑해안9길 10 (영랑동)","24808","주식회사 펫푸드","2018-06-14 10:40:23","I","2023-06-13 00:00:00","사료제조업(단미)","339479.356079918","525083.233805899","사료제조업","","0","000","0",
"333","사료제조업","02_04_05_P","6530000","642000050220180024","2018-06-14","","01","영업/정상","0000","정상","","","","","0336726982","0","","강원특별자치도 양양군 서면 상평리 579번지 1호","강원특별자치도 양양군 서면 들돌길 85-6","","(주)연어","2021-04-14 17:38:02","I","2023-06-13 00:00:00","사료제조업(단미)","338665.019929173","509235.235858769","사료제조업","","0","000","0",
"334","사료제조업","02_04_05_P","6530000","642000050220180026","2018-07-18","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 동면 장학리 425번지 3호","강원특별자치도 춘천시 동면 소양강로 398, 1층","24210","펫츠월드","2018-07-18 14:51:29","I","2023-06-13 00:00:00","사료제조업(단미)","266298.99677321","490961.76056182","사료제조업","","0","000","0",
"335","사료제조업","02_04_05_P","6530000","642000050220180027","2018-08-02","","01","영업/정상","0000","정상","","","","","0334354962","0","","강원특별자치도 홍천군 홍천읍 상오안리 688번지 1호","강원특별자치도 홍천군 홍천읍 농공단지길 23-16","","(주)비피도","2024-11-26 17:09:46","U","2024-11-28 02:40:00","사료제조업(보조)","272951.644379974","461691.147958264","사료제조업","","0","000","0",
"336","사료제조업","02_04_05_P","6530000","642000050220180028","2018-09-07","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 횡성군 횡성읍 묵계리 9번지 9호","강원특별자치도 횡성군 횡성읍 청용1길 33","25241","(주)신성 오앤에프","2018-09-07 11:18:23","I","2023-06-13 00:00:00","사료제조업(단미)","287042.123162991","441645.458720642","사료제조업","","0","000","0",
"337","사료제조업","02_04_05_P","6530000","642000050220180030","2018-09-13","","01","영업/정상","0000","정상","","","","","0336816613","","","강원특별자치도 고성군 거진읍 송죽리 261번지 3호","강원특별자치도 고성군 거진읍 동해대로 7140","24725","해뜸이야기","2018-09-13 13:05:45","I","2023-06-13 00:00:00","사료제조업(단미)","328115.028860153","546410.030420438","사료제조업","","0","000","0",
"338","사료제조업","02_04_05_P","6530000","642000050220180031","2018-09-20","","01","영업/정상","0000","정상","","","","","07086232045","","","강원특별자치도 원주시 단구동  1610번지 6호","강원특별자치도 원주시 나비허리길 5, 정우월드피아오피스텔 101동 10층 10호 (단구동)","","RSP Nature(알에스피 네이쳐)","2018-09-20 14:31:51","I","2023-06-13 00:00:00","사료제조업(수입)","284632.076727161","425258.124702112","사료제조업","","0","000","0",
"339","사료제조업","02_04_05_P","6530000","642000050219840001","1984-08-28","","01","영업/정상","0000","정상","","","","","0333405220","0","","강원특별자치도 횡성군 횡성읍 묵계리 70번지 1호","강원특별자치도 횡성군 횡성읍 청용길 16","","(주)농협사료 강원지사","2025-02-12 09:41:55","U","2025-02-14 02:40:00","사료제조업(배합)","286612.473683299","441365.83455936","사료제조업","","0","000","0",
"340","사료제조업","02_04_05_P","6530000","642000050219870001","1987-04-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 산솔면 석항리 203번지 0호","강원특별자치도 영월군 산솔면 영월로 3878","","금산축협단미사료공장","2025-07-22 11:35:36","U","2025-07-24 02:40:00","사료제조업(단미)","","","사료제조업","","0","000","0",
"341","사료제조업","02_04_05_P","6530000","642000050220030008","2003-04-04","","01","영업/정상","0000","정상","","","","","0335736427","","245-831","강원특별자치도 삼척시 근덕면 광태리 232번지","강원특별자치도 삼척시 근덕면 삼척로 3451","25936","새덕산업","2013-12-20 09:49:44","I","2023-06-13 00:00:00","사료제조업(수입)","397418.486081696","431407.50914417","사료제조업","","0","000","0",
"342","사료제조업","02_04_05_P","6530000","642000050220040001","2004-07-21","","01","영업/정상","0000","정상","","","","","0337308910","0","","강원특별자치도 원주시 우산동  400번지 3호","강원특별자치도 원주시 우산로 208 (우산동)","","(주)농협사료 원주배합사료공장","2025-02-12 13:00:06","U","2025-02-14 02:40:00","사료제조업(배합)","283146.306863365","431065.856749094","사료제조업","","0","000","0",
"343","사료제조업","02_04_05_P","6530000","642000050220040005","2004-07-26","","01","영업/정상","0000","정상","","","","","0335760590","","245-834","강원특별자치도 삼척시 근덕면 동막리 950번지 1호","강원특별자치도 삼척시 근덕면 본동길 21-132","25936","동남바이오","2015-06-18 15:09:11","I","2023-06-13 00:00:00","사료제조업(단미)","397670.330597914","428572.841619648","사료제조업","","0","000","0",
"344","사료제조업","02_04_05_P","6530000","642000050220040008","2004-02-06","","01","영업/정상","0000","정상","","","","","0337320061","0","","강원특별자치도 원주시 지정면 안창리 213번지 4호","강원특별자치도 원주시 지정면 지정로 460","","아람루멘시스템(주)","2018-09-12 11:16:51","I","2023-06-13 00:00:00","사료제조업(보조)","273423.802380112","428234.216122981","사료제조업","","0","000","0",
"345","사료제조업","02_04_05_P","6530000","642000050220040010","2004-07-08","","01","영업/정상","0000","정상","","","","","0337632196","0","","강원특별자치도 원주시 가현동  451번지 0호","강원특별자치도 원주시 봉장길 23-32(가현동)","26333","(주)알켐바이오","2022-10-20 15:11:34","I","2023-06-13 00:00:00","사료제조업(보조)","282469.41473405","432761.221657159","사료제조업","","0","000","0",
"346","사료제조업","02_04_05_P","6530000","642000050220050005","2005-03-19","","01","영업/정상","0000","정상","","","","","0333782350","0","","강원특별자치도 정선군 신동읍 조동리 468번지 2호","강원특별자치도 정선군 신동읍 조동1길 81","","증산고령토","2022-12-15 13:34:51","I","2023-06-13 00:00:00","사료제조업(보조)","347931.135938588","412499.917372028","사료제조업","","0","000","0",
"347","사료제조업","02_04_05_P","6530000","642000050220200004","2020-02-05","","01","영업/정상","0000","정상","","","","","0337624644","","","강원특별자치도 원주시 단구동  1459번지 19호","강원특별자치도 원주시 늘품로 109, 102호 (단구동)","26449","루아펫","2020-02-05 16:43:08","I","2023-06-13 00:00:00","사료제조업(단미)","284560.050757208","425639.257648497","사료제조업","","0","000","0",
"348","사료제조업","02_04_05_P","6530000","642000050220190009","2019-02-20","","01","영업/정상","0000","정상","","","","","0333457778","","","강원특별자치도 횡성군 횡성읍 읍하리 58번지 1호","강원특별자치도 횡성군 우천면 수남로266번길 7","","쏘일바이오텍 주식회사","2019-02-20 15:11:57","I","2023-06-13 00:00:00","사료제조업(보조)","293452.514227267","440104.399207998","사료제조업","","0","000","0",
"349","사료제조업","02_04_05_P","6530000","642000050220190010","2019-02-20","","01","영업/정상","0000","정상","","","","","0339309004","0","","강원특별자치도 동해시 지흥동  119번지 0호 창업보육센터","강원특별자치도 동해시 지양길 200 (지흥동)","","하선사료 주식회사","2021-01-22 08:07:30","I","2023-06-13 00:00:00","사료제조업(보조)","385486.457560626","445941.59156105","사료제조업","","0","000","0",
"350","사료제조업","02_04_05_P","6530000","642000050220190011","2019-02-21","","01","영업/정상","0000","정상","","","","","0332428463","","","강원특별자치도 춘천시 퇴계동  856번지 12호 2층우측","강원특별자치도 춘천시 퇴계공단1길 61-11 (퇴계동)","24427","(주)퓨레코이즘","2019-02-21 17:38:04","I","2023-06-13 00:00:00","사료제조업(단미)","265112.978831424","482859.400384334","사료제조업","","0","000","0",
"351","사료제조업","02_04_05_P","6530000","642000050220190012","2019-03-08","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 인제군 북면 원통리 470번지 10호","강원특별자치도 인제군 북면 원통로 254","","도란도란애견푸드","2025-04-16 14:16:47","U","2025-04-18 02:40:00","사료제조업(단미)","306142.896953877","514287.581884715","사료제조업","","0","000","0",
"352","사료제조업","02_04_05_P","6530000","642000050220190014","2019-03-15","","01","영업/정상","0000","정상","","","","","0336719100","","","강원특별자치도 양양군 강현면 상복리 449번지 0호 복골펫푸드 1동","강원특별자치도 양양군 강현면 복골길201번길 58, 복골펫푸드 1층","","복골 펫 푸드","2020-02-10 15:36:28","I","2023-06-13 00:00:00","사료제조업(단미)","337045.482450616","516612.423522639","사료제조업","","0","000","0",
"353","사료제조업","02_04_05_P","6530000","642000050220190017","2019-03-26","","01","영업/정상","0000","정상","","","","","025222311","","","강원특별자치도 원주시 문막읍 반계리 5번지 1호 1동","강원특별자치도 원주시 문막읍 문막공단길 249, 중앙식품㈜","","(주)동양씨엠아이","2020-06-25 17:00:32","I","2023-06-13 00:00:00","사료제조업(수입)","271354.201219299","422209.413832417","사료제조업","","0","000","0",
"354","사료제조업","02_04_05_P","6530000","642000050220190022","2019-05-01","","01","영업/정상","0000","정상","","","","","0338182018","0","","강원특별자치도 춘천시 칠전동  261번지 3호","강원특별자치도 춘천시 옛경춘로 489 (칠전동)","","(주)미리본","2019-11-05 18:48:02","I","2023-06-13 00:00:00","사료제조업(단미)","262470.371722265","482663.015764136","사료제조업","","0","000","0",
"355","사료제조업","02_04_05_P","6530000","642000050220190025","2019-05-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 성산면 금산리 1039번지 0호","강원특별자치도 강릉시 성산면 공제로 287","","솔향강릉농산","2019-12-06 16:40:01","I","2023-06-13 00:00:00","사료제조업(단미)","363434.277484827","472399.339445672","사료제조업","","0","000","0",
"356","사료제조업","02_04_05_P","6530000","653000050220240031","2024-11-05","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 대전동  921번지 1호","강원특별자치도 강릉시 사임당로 641-28, 306호 (대전동)","","에코텍","2024-11-18 18:09:42","U","2024-11-20 02:40:00","사료제조업(수입)","363215.057592796","478790.288759702","사료제조업","","0","000","0",
"357","사료제조업","02_04_05_P","6530000","653000050220240030","2024-10-21","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 신동면 증리 880번지 13호","강원특별자치도 춘천시 신동면 실레길 38","","바이오아쿠아피드팩토리","2024-10-21 15:04:54","I","2024-10-23 00:12:22","사료제조업(배합)","263372.170278612","479846.406403619","사료제조업","","0","000","0",
"358","사료제조업","02_04_05_P","6530000","653000050220240020","2024-06-27","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 정선군 북평면 북평리 252번지 10호","강원특별자치도 정선군 북평면 북평7길 38-18","26101","디저트의 들 디드루","2024-06-27 13:20:40","I","2024-06-29 00:14:02","사료제조업(단미)","347498.216512783","439848.037135622","사료제조업","","0","000","0",
"359","사료제조업","02_04_05_P","6530000","653000050220240021","2024-06-27","","01","영업/정상","0000","정상","","","","","07077861523","","","강원특별자치도 원주시 반곡동  1860번지 5호 H타워 510호","강원특별자치도 원주시 혁신로 19, H타워 510호 (반곡동)","26460","주식회사 미루","2024-06-27 13:21:39","I","2024-06-29 00:14:02","사료제조업(단미)","286530.401496353","425229.266366716","사료제조업","","0","000","0",
"360","사료제조업","02_04_05_P","6530000","653000050220240022","2024-06-27","","01","영업/정상","0000","정상","","","","","07077861523","","","강원특별자치도 원주시 반곡동  1860번지 5호 H타워 510호","강원특별자치도 원주시 혁신로 19, H타워 510호 (반곡동)","26460","주식회사 미루","2024-06-27 13:23:25","I","2024-06-29 00:14:02","사료제조업(배합)","286530.401496353","425229.266366716","사료제조업","","0","000","0",
"361","사료제조업","02_04_05_P","6530000","653000050220240019","2024-06-24","","01","영업/정상","0000","정상","","","","","0332446206","","","강원특별자치도 춘천시 동산면 군자리 1386번지 0호","강원특별자치도 춘천시 동산면 종자리로 33-30","24409","(주)메디언스","2024-06-24 11:11:13","I","2024-06-26 00:14:03","사료제조업(단미)","","","사료제조업","","0","000","0",
"362","사료제조업","02_04_05_P","6530000","653000050220240024","2024-07-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 임당동  13번지 4호 찬현빌딩","강원특별자치도 강릉시 강릉대로194번길 14, 찬현빌딩 1층 2호 (임당동)","","댕's day","2025-03-21 14:04:04","U","2025-03-23 02:40:00","사료제조업(단미)","366789.965083197","474461.524050425","사료제조업","","0","000","0",
"363","사료제조업","02_04_05_P","6530000","653000050220240025","2024-07-29","","01","영업/정상","0000","정상","","","","","0334626788","","","강원특별자치도 인제군 북면 원통리 1708번지 2호","강원특별자치도 인제군 북면 원통로74번길 44","","㈜아이제이푸드","2024-07-29 16:10:09","I","2024-07-31 00:13:58","사료제조업(단미)","305344.433644226","513381.141972394","사료제조업","","0","000","0",
"364","사료제조업","02_04_05_P","6530000","653000050220240026","2024-07-29","","01","영업/정상","0000","정상","","","","","0334626788","","","강원특별자치도 인제군 북면 원통리 1708번지 2호","강원특별자치도 인제군 북면 원통로74번길 44","","㈜아이제이푸드","2024-07-29 16:10:28","I","2024-07-31 00:13:58","사료제조업(단미)","305344.433644226","513381.141972394","사료제조업","","0","000","0",
"365","사료제조업","02_04_05_P","6530000","653000050220240023","2024-07-01","","01","영업/정상","0000","정상","","","","","0337616995","","","강원특별자치도 원주시 지정면 신평리 170번지 14호","강원특별자치도 원주시 지정면 신무로 54-7","","(주) 매그닛","2024-10-03 16:01:48","U","2024-10-05 02:40:00","사료제조업(수입)","279665.460219171","429174.30690137","사료제조업","","0","000","0",
"366","사료제조업","02_04_05_P","6530000","653000050220240027","2024-08-01","","01","영업/정상","0000","정상","","","","","0336372358","","","강원특별자치도 고성군 죽왕면 오호리 278번지 26호","강원특별자치도 고성군 죽왕면 송지호로 15-15","24747","영어조합법인 동해안푸드","2024-08-01 17:43:42","I","2024-08-03 00:13:31","사료제조업(단미)","333027.685300376","537237.876257657","사료제조업","","0","000","0",
"367","사료제조업","02_04_05_P","6530000","653000050220240028","2024-08-19","","01","영업/정상","0000","정상","","","","","0338239060","","","강원특별자치도 강릉시 포남동  1061번지 26호","강원특별자치도 강릉시 강릉대로469번길 21, 1층 102호 (포남동)","","멍빵댕빵","2024-11-18 18:09:57","U","2024-11-20 02:40:00","사료제조업(단미)","368382.001801412","476561.868129845","사료제조업","","0","000","0",
"368","사료제조업","02_04_05_P","6530000","653000050220240017","2024-06-21","","01","영업/정상","0000","정상","","","","","0335502397","0","","강원특별자치도 태백시 황지동  288번지 7호 농업기술센터","강원특별자치도 태백시 구와우길 34-6, 농업기술센터 (황지동)","","태백시농업기술센터","2024-07-22 18:11:26","U","2024-07-24 02:40:00","사료제조업(보조)","376306.122833131","413305.265425107","사료제조업","","0","000","0",
"369","사료제조업","02_04_05_P","6530000","653000050220240018","2024-06-21","","01","영업/정상","0000","정상","","","","","0337318812","","","강원특별자치도 원주시 소초면 평장리 907번지 1호","강원특별자치도 원주시 소초면 현촌길 108","26305","주식회사 에버스","2024-06-21 10:52:48","I","2024-06-23 00:14:06","사료제조업(단미)","287951.272781622","436333.781724325","사료제조업","","0","000","0",
"370","사료제조업","02_04_05_P","6530000","653000050220240013","2024-04-08","","01","영업/정상","0000","정상","","","","","0336351860","","","강원특별자치도 속초시 대포동  932번지 1호","강원특별자치도 속초시 농공단지길 108 (대포동)","24899","영흥물산","2024-04-08 08:23:15","I","2024-04-10 00:15:45","사료제조업(배합)","339781.541845089","520332.006052781","사료제조업","","0","000","0",
"371","사료제조업","02_04_05_P","6530000","653000050220240015","2024-05-13","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 반곡동  1905번지 1호","강원특별자치도 원주시 미래로 39, 103호 (반곡동)","26462","멍밥상","2024-05-13 10:09:58","I","2024-05-15 00:14:39","사료제조업(단미)","287529.16459542","425460.522257899","사료제조업","","0","000","0",
"372","사료제조업","02_04_05_P","6530000","653000050220240016","2024-05-13","","01","영업/정상","0000","정상","","","","","0337318812","","","강원특별자치도 원주시 소초면 평장리 907번지 1호","강원특별자치도 원주시 소초면 현촌길 108","26305","주식회사 에버스","2024-05-13 10:11:02","I","2024-05-15 00:14:39","사료제조업(단미)","287951.272781622","436333.781724325","사료제조업","","0","000","0",
"373","사료제조업","02_04_05_P","6530000","653000050220240001","2024-02-15","","01","영업/정상","0000","정상","","","","","0332560007","","","강원특별자치도 춘천시 동산면 원창리 727번지 1호","강원특별자치도 춘천시 동산면 영서로 844","24409","페테리안","2024-02-15 17:01:50","I","2024-02-17 00:15:53","사료제조업(보조)","267382.578516203","474801.012548156","사료제조업","","0","000","0",
"374","사료제조업","02_04_05_P","6530000","653000050220240002","2024-02-15","","01","영업/정상","0000","정상","","","","","0334348617","","","강원특별자치도 홍천군 홍천읍 상오안리 690번지 2호","강원특별자치도 홍천군 홍천읍 농공단지길 24-14","25117","늘푸름홍천한우전용사료공장","2024-02-15 17:01:58","I","2024-02-17 00:15:53","사료제조업(단미)","272689.287462325","461618.439398972","사료제조업","","0","000","0",
"375","사료제조업","02_04_05_P","6530000","653000050220240004","2024-03-04","","01","영업/정상","0000","정상","","","","","0333455681","","","강원특별자치도 태백시 장성동  263번지 3호","강원특별자치도 태백시 계산11길 45-9 (장성동)","","참솔 주식회사","2024-03-04 14:18:38","I","2024-03-06 00:15:38","사료제조업(단미)","377391.166950428","402661.843970376","사료제조업","","0","000","0",
"376","사료제조업","02_04_05_P","6530000","653000050220240005","2024-03-04","","01","영업/정상","0000","정상","","","","","0335815681","","","강원특별자치도 태백시 장성동  263번지 3호","강원특별자치도 태백시 계산11길 45-9 (장성동)","26050","참솔 주식회사","2024-03-04 14:08:06","I","2024-03-06 00:15:38","사료제조업(단미)","377391.166950428","402661.843970376","사료제조업","","0","000","0",
"377","사료제조업","02_04_05_P","6530000","653000050220240006","2024-03-04","","01","영업/정상","0000","정상","","","","","0335815681","","","강원특별자치도 태백시 장성동  263번지 3호","강원특별자치도 태백시 계산11길 45-9 (장성동)","","참솔 주식회사","2024-03-04 14:18:01","I","2024-03-06 00:15:38","사료제조업(단미)","377391.166950428","402661.843970376","사료제조업","","0","000","0",
"378","사료제조업","02_04_05_P","6530000","653000050220240007","2024-03-04","","01","영업/정상","0000","정상","","","","","0333455681","","","강원특별자치도 태백시 장성동  263번지 3호","강원특별자치도 태백시 계산11길 45-9 (장성동)","26050","참솔 주식회사","2024-03-04 14:08:37","I","2024-03-06 00:15:38","사료제조업(단미)","377391.166950428","402661.843970376","사료제조업","","0","000","0",
