"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","자본금의규모","사업자등록번호",
"246","후원방문판매업체","08_26_05_P","6530000","20136530000301000090","2013-08-20","","03","폐업","4","폐업","","","","","0333742378","","230-804","강원특별자치도 영월군 영월읍 영흥리 ***번지 *호","강원특별자치도 영월군 영월읍 관풍헌길 **-*","","아모레퍼시픽 영월특약점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","330441.720721501","409949.731765041","후원방문판매업","0","",
"247","후원방문판매업체","08_26_05_P","6530000","20136530000301000093","2013-08-20","","03","폐업","4","폐업","","","","","0334337889","","250-805","강원특별자치도 홍천군 홍천읍 신장대리 *번지 ***호","강원특별자치도 홍천군 홍천읍 홍천로*길 **, *층","","KGC이체 홍천대리점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","278090.614274217","465736.862283475","후원방문판매업","0","",
"248","후원방문판매업체","08_26_05_P","6530000","20136530000301000095","2013-08-20","","03","폐업","4","폐업","","","","","0332566895","","200-160","강원특별자치도 춘천시 후평동  *번지 이화빌딩 *층","강원특별자치도 춘천시 춘천로***번길 *, *층 (후평동,이화빌딩)","","아모레퍼시픽 춘천중앙점","2017-06-05 00:00:00","I","2023-06-16 00:19:48","","","","후원방문판매업","0","",
"249","후원방문판매업체","08_26_05_P","6530000","20136530000301000100","2013-08-20","","03","폐업","4","폐업","2021-12-31","","","","","","210-713","강원특별자치도 강릉시 포남동  ****번지 *호 우호빌딩","강원특별자치도 강릉시 하평길 **, *층 (포남동,우호빌딩)","","아모레퍼시픽 강일특약점","2022-01-11 00:00:00","I","2023-06-16 00:19:48","","368638.300706203","475860.454003571","후원방문판매업","0","2260357222",
"250","후원방문판매업체","08_26_05_P","6530000","20236530000301000015","2023-02-15","","03","폐업","4","폐업","2024-06-01","","","","","","25104","강원특별자치도 홍천군 서면 중방대리 **번지 *호","강원특별자치도 홍천군 서면 한서로 ****","","엑소바이옴코리아 메리제이지점","2024-06-19 00:00:00","U","2024-06-21 02:40:00","","254620.16768052","460362.472196904","후원방문판매업","0","4837900346",
"251","후원방문판매업체","08_26_05_P","6530000","20236530000301000016","2023-02-15","","03","폐업","4","폐업","2024-06-26","","","","","","26465","강원특별자치도 원주시 반곡동  ****번지 *호 중흥S클래스프라디움아파트 ***동 ***호","강원특별자치도 원주시 배울로 **, ***동 ***호(반곡동, 중흥S클래스 프라디움 아파트)","","시투안원주반곡아아","2024-07-01 00:00:00","U","2024-07-03 02:40:00","","286462.356184421","424575.782591608","후원방문판매업","0","4572601490",
"252","후원방문판매업체","08_26_05_P","6530000","20236530000301000017","2023-02-27","","03","폐업","4","폐업","2024-08-08","","","","","","25528","강원특별자치도 강릉시 용강동  **번지 *호 서부시장 **호","강원특별자치도 강릉시 임영로***번길 *, 서부시장 **호(용강동)","","파이진이상희","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","366564.34266928","474192.135182166","후원방문판매업","0","8462201450",
"253","후원방문판매업체","08_26_05_P","6530000","20236530000301000019","2023-03-13","","03","폐업","4","폐업","2025-01-06","","","","","","25305","강원특별자치도 평창군 봉평면 무이리 **번지 *호","강원특별자치도 평창군 봉평면 사리평길 ***","","포브스인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","319092.956609779","458015.745144665","후원방문판매업","0","3691401939",
"254","후원방문판매업체","08_26_05_P","6530000","20236530000301000020","2023-03-13","","03","폐업","4","폐업","2024-10-16","","","","","","25438","강원특별자치도 강릉시 사천면 사기막리 ***번지 *호","강원특별자치도 강릉시 사천면 중앙서로 ***-*","","인셀덤강원","2024-10-28 00:00:00","U","2024-10-30 02:40:00","","359595.880666294","478312.087290441","후원방문판매업","0","4351202304",
"255","후원방문판매업체","08_26_05_P","6530000","20136530000301000006","2013-08-19","","03","폐업","4","폐업","2020-02-03","","","","0332565878","","24282","강원특별자치도 춘천시 후평동  ***번지 *호","강원특별자치도 춘천시 후석로 ***, *층 (후평동)","","마임봄내지사","2020-02-03 00:00:00","I","2023-06-16 00:19:48","","266037.5807931","486354.911608167","후원방문판매업","0","2210385776",
"256","후원방문판매업체","08_26_05_P","6530000","20136530000301000007","2013-08-19","","03","폐업","4","폐업","2020-09-10","","","","0332417136","","24326","강원특별자치도 춘천시 석사동  ***번지 *호","강원특별자치도 춘천시 우석로 **, *층 (석사동)","","마임 광장지사","2020-09-11 00:00:00","I","2023-06-16 00:19:48","","265972.29935078","484785.970648172","후원방문판매업","0","2230228018",
"257","후원방문판매업체","08_26_05_P","6530000","20136530000301000009","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","200-944","강원특별자치도 춘천시 퇴계동  ***번지 *호 *층","강원특별자치도 춘천시 춘주로 ***, *층 (퇴계동)","","이롬 황성주생식 춘천퇴계지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","263559.983751795","484383.902188395","후원방문판매업","0","",
"258","후원방문판매업체","08_26_05_P","6530000","20136530000301000010","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","200-969","강원특별자치도 춘천시 후평동  ***번지 *호","강원특별자치도 춘천시 춘천로***번길 ** (후평동)","","이롬 황성주생식 춘천후평지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","265627.018768388","486643.179179448","후원방문판매업","0","",
"259","후원방문판매업체","08_26_05_P","6530000","20136530000301000011","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","250-806","강원특별자치도 홍천군 홍천읍 연봉리 ***번지 *호","강원특별자치도 홍천군 홍천읍 남산강변로*길 *","","이롬 황성주생식 홍천지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","277729.307322767","465156.316985736","후원방문판매업","0","",
"260","후원방문판매업체","08_26_05_P","6530000","20136530000301000012","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","225-807","강원특별자치도 횡성군 횡성읍 읍상리 ***번지","강원특별자치도 횡성군 횡성읍 태기로 **","","이롬 황성주생식 횡성지점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","287398.975496689","443673.297193054","후원방문판매업","0","",
"261","후원방문판매업체","08_26_05_P","6530000","20136530000301000101","2013-08-20","","03","폐업","4","폐업","2025-05-01","","","","0336550067","","25568","강원특별자치도 강릉시 포남동  ****번지 *호","강원특별자치도 강릉시 하평길 **, 준호빌딩 *층(포남동)","","아모레퍼시픽 솔향점","2025-05-01 00:00:00","U","2025-05-03 02:40:00","","368638.300706203","475860.454003571","후원방문판매업","0","2260113462",
"262","후원방문판매업체","08_26_05_P","6530000","20136530000301000102","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","220-932","강원특별자치도 원주시 개운동  ***번지 *호","강원특별자치도 원주시 남원로 *** (개운동)","","이든네이처 원주제일지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","283979.67888502","426253.913448218","후원방문판매업","0","",
"263","후원방문판매업체","08_26_05_P","6530000","20136530000301000103","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","245-935","강원특별자치도 삼척시 남양동  **번지 *호 ***호","강원특별자치도 삼척시 척주로 *-**, *층 ***호 (남양동)","","이든네이처 삼척지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","391525.128039105","440236.441320173","후원방문판매업","0","",
"264","후원방문판매업체","08_26_05_P","6530000","20136530000301000104","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","220-903","강원특별자치도 원주시 중앙동  **번지 *호","강원특별자치도 원주시 천사로 *** (중앙동)","","녹십초알로에 (원주)","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","283919.58523839","428170.250494431","후원방문판매업","0","",
"265","후원방문판매업체","08_26_05_P","6530000","20136530000301000105","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","200-080","강원특별자치도 춘천시 운교동  ***번지 *호","강원특별자치도 춘천시 금강로 *** (운교동)","","이롬 황성주 춘천중앙지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","264367.9499944","486123.674740555","후원방문판매업","0","",
"266","후원방문판매업체","08_26_05_P","6530000","20136530000301000106","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","220-939","강원특별자치도 원주시 단계동  ****번지 *호 성일아파트상가 ***.*호","강원특별자치도 원주시 모래내길 **, ***.*호 (단계동,성일아파트상가)","","이롬 황성주생식 원주중부","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","282586.121812086","428234.97317457","후원방문판매업","0","",
"267","후원방문판매업체","08_26_05_P","6530000","20136530000301000107","2013-08-20","","03","폐업","4","폐업","","","","","0336629700","","210-956","강원특별자치도 강릉시 포남동  ****번지 *호","강원특별자치도 강릉시 경강로 **** (포남동)","","이롬 황성주생식 강릉중부지점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","368036.745723699","475167.657665929","후원방문판매업","0","",
"268","후원방문판매업체","08_26_05_P","6530000","20136530000301000108","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","240-809","강원특별자치도 동해시 천곡동  ****번지 **호","강원특별자치도 동해시 한섬로 ** (천곡동)","","이롬 황성주생식 (동해)","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","386343.981394808","448515.855609959","후원방문판매업","0","",
"269","후원방문판매업체","08_26_05_P","6530000","20136530000301000109","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","232-948","강원특별자치도 평창군 진부면 하진부리 ***번지 *호","강원특별자치도 평창군 진부면 청송로 **-*, *층","","이롬 황성주생식 평창진부","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","337377.723484796","460470.143286535","후원방문판매업","0","",
"270","후원방문판매업체","08_26_05_P","6530000","20136530000301000110","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","200-963","강원특별자치도 춘천시 후평동  ***번지","강원특별자치도 춘천시 후만로***번길 ** (후평동)","","KGC이체 춘천대리점","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","266689.592307511","486201.657418535","후원방문판매업","0","",
"271","후원방문판매업체","08_26_05_P","6530000","20136530000301000111","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","220-903","강원특별자치도 원주시 중앙동  **번지 *호","강원특별자치도 원주시 천사로 *** (중앙동)","","번성유통","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","283977.174977654","428165.413337507","후원방문판매업","0","",
"272","후원방문판매업체","08_26_05_P","6530000","20136530000301000185","2013-08-12","","03","폐업","4","폐업","2021-09-30","","","","0332641292","","25053","강원특별자치도 양양군 현남면 동산리 **번지 *호","강원특별자치도 양양군 현남면 동산큰길 **-*","","하은(알즈너)","2021-10-15 00:00:00","I","2023-06-16 00:19:48","","354537.453554666","498823.949226218","후원방문판매업","0","2212322105",
"273","후원방문판매업체","08_26_05_P","6530000","20156530000301000011","2015-12-02","","03","폐업","4","폐업","2017-09-01","","","","0336463536","","","강원특별자치도 강릉시 교동  ***번지 **호","강원특별자치도 강릉시 원대로*번길 **-*, *층 (교동,청솔빌딩)","","강릉 제일건강생활","2017-09-01 00:00:00","I","2023-06-16 00:19:48","","365874.612440868","474275.225356318","후원방문판매업","0","4051164336",
"274","후원방문판매업체","08_26_05_P","6530000","20156530000301000012","2013-08-22","","03","폐업","4","폐업","2019-01-30","","","","0336371537","","24851","강원특별자치도 속초시 교동  ***번지 **호 대운빌딩","강원특별자치도 속초시 동해대로 ****, *층 ***호 (교동,대운빌딩)","","이롬 황성주생식(속초중부)","2019-01-31 00:00:00","I","2023-06-16 00:19:48","","337721.897643655","522910.813439025","후원방문판매업","0","2270408982",
"275","후원방문판매업체","08_26_05_P","6530000","20166530000301000001","2016-01-14","","03","폐업","4","폐업","2017-08-02","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***번지 *호","강원특별자치도 홍천군 홍천읍 갈마로*길 **, *층","","오휘화장품 홍천지사","2017-08-02 00:00:00","I","2023-06-16 00:19:48","","279079.934313715","466029.137831196","후원방문판매업","0","4531900166",
"276","후원방문판매업체","08_26_05_P","6530000","20166530000301000002","2016-03-03","","03","폐업","4","폐업","2020-04-20","","","","0005327366","","","","강원특별자치도 동해시 천곡로 **, *층 (천곡동)","","마임 동해동부지사","2020-04-20 00:00:00","I","2023-06-16 00:19:48","","386542.289851602","448925.921607313","후원방문판매업","0","2220294999",
"277","후원방문판매업체","08_26_05_P","6530000","20136530000301000015","2013-08-20","","03","폐업","4","폐업","2018-06-15","","","","0336447729","","210-924","강원특별자치도 강릉시 교동  ****번지 *호","강원특별자치도 강릉시 하슬라로 *** (교동)","","리엔케이화장품 (강릉)","2019-02-25 00:00:00","I","2023-06-16 00:19:48","","365142.412768392","475119.288764068","후원방문판매업","0","2261123066",
"278","후원방문판매업체","08_26_05_P","6530000","20136530000301000019","2013-08-20","","03","폐업","4","폐업","2020-07-31","","","","0335535562","","235-802","강원특별자치도 태백시 황지동  ***번지 **호","강원특별자치도 태백시 대학길 ** (황지동)","","엘지오휘 태백점","2020-07-31 00:00:00","I","2023-06-16 00:19:48","","375712.538718739","408321.065741605","후원방문판매업","0","2250224401",
"279","후원방문판매업체","08_26_05_P","6530000","20136530000301000022","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","245-935","강원특별자치도 삼척시 남양동  **번지 *호 *층","강원특별자치도 삼척시 중앙로 ***, *층 (남양동)","","오휘화장품 삼척지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","391821.860108849","440231.082512631","후원방문판매업","0","",
"280","후원방문판매업체","08_26_05_P","6530000","20136530000301000026","2013-08-20","","03","폐업","4","폐업","2023-10-18","","","","0333735522","","26233","강원특별자치도 영월군 영월읍 영흥리 ***번지 *호","강원특별자치도 영월군 영월읍 단종로**번길 **, *층","","엘지오휘 영월점","2023-10-18 00:00:00","U","2023-10-20 02:40:00","","","","후원방문판매업","0","2250433578",
"281","후원방문판매업체","08_26_05_P","6530000","20136530000301000027","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","200-943","강원특별자치도 춘천시 퇴계동  ***번지 *호","강원특별자치도 춘천시 김유정로 **** (퇴계동)","","타파웨어마운틴홈파티스","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","264801.074897103","483830.326375031","후원방문판매업","0","2212645341",
"282","후원방문판매업체","08_26_05_P","6530000","20136530000301000030","2013-08-20","","03","폐업","4","폐업","","","","","0330000000","","200-940","강원특별자치도 춘천시 우두동  ****번지 *호","강원특별자치도 춘천시 영서로 **** (우두동)","","오휘화장품 춘천강북지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","263998.778032756","488973.552468884","후원방문판매업","0","3072604095",
"283","후원방문판매업체","08_26_05_P","6530000","20136530000301000031","2013-08-20","","03","폐업","4","폐업","2023-07-24","","","","0337464654","","26437","강원특별자치도 원주시 단계동  ****번지 *호 성우프라자 ***호","강원특별자치도 원주시 천사로 **, 성우프라자 ***호 (단계동)","","오휘화장품 원주중앙지사","2023-07-24 00:00:00","U","2023-07-26 02:40:00","","282056.56954552","427706.667298414","후원방문판매업","0","2241374049",
"284","후원방문판매업체","08_26_05_P","6530000","20136530000301000034","2013-08-20","","03","폐업","4","폐업","2020-10-05","","","","0337645259","","220-944","강원특별자치도 원주시 단구동  ****번지 *호 동호빌딩 *층","강원특별자치도 원주시 단구초교길 *-**, *층 (단구동,동호빌딩)","","오휘화장품 남원주점","2020-10-19 00:00:00","I","2023-06-16 00:19:48","","285687.999052308","424556.907352644","후원방문판매업","0","2241043429",
"285","후원방문판매업체","08_26_05_P","6530000","20136530000301000035","2013-08-20","","03","폐업","4","폐업","2022-08-09","","","","0336455205","","210-933","강원특별자치도 강릉시 옥천동  ***번지 *호","강원특별자치도 강릉시 율곡로 **** (옥천동)","","엘지화장품 오휘강릉중앙지사","2022-08-10 00:00:00","I","2023-06-16 00:19:48","","367066.273818605","474622.492533698","후원방문판매업","0","2270484001",
"286","후원방문판매업체","08_26_05_P","6530000","20136530000301000141","2013-08-20","","03","폐업","4","폐업","2020-04-13","","","","0332649001","","24403","강원특별자치도 춘천시 동내면 거두리 ***번지 *호 부영아파트 제상가동 ***호","강원특별자치도 춘천시 동내면 춘천순환로**번길 **, 제상가동 ***호 (부영아파트)","","마임 춘천동부지사","2020-04-13 00:00:00","I","2023-06-16 00:19:48","","","","후원방문판매업","0","2210951924",
"287","후원방문판매업체","08_26_05_P","6530000","20136530000301000142","2013-08-20","","03","폐업","4","폐업","2018-09-18","","","","0000000000","","24620","강원특별자치도 인제군 북면 원통리 ****번지 *호","강원특별자치도 인제군 북면 원통로***번길 ***","","원통마임","2018-09-18 00:00:00","I","2023-06-16 00:19:48","","304275.755507789","514221.006269935","후원방문판매업","0","2230271868",
"288","후원방문판매업체","08_26_05_P","6530000","20136530000301000143","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","210-080","강원특별자치도 강릉시 임당동  ***번지 *호 *층","강원특별자치도 강릉시 임영로 ***, *층 (임당동)","","마임 강릉동부센터","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","366716.840538223","474021.113209548","후원방문판매업","0","",
"289","후원방문판매업체","08_26_05_P","6530000","20136530000301000144","2013-08-20","","03","폐업","4","폐업","2020-05-11","","","","0000000000","","240-809","강원특별자치도 동해시 천곡동  ****번지 **호 *층","강원특별자치도 동해시 한섬로 **-*, *층 (천곡동)","","마임 동해천곡지사","2020-05-11 00:00:00","I","2023-06-16 00:19:48","","386392.970071556","448520.384174112","후원방문판매업","0","2220740940",
"290","후원방문판매업체","08_26_05_P","6530000","20166530000301000003","2016-03-16","","03","폐업","4","폐업","2020-10-26","","","","0333441237","","","","강원특별자치도 횡성군 횡성읍 화성로*번길 *","","마임 횡성지사","2020-10-30 00:00:00","I","2023-06-16 00:19:48","","287252.488915123","443744.62573634","후원방문판매업","0","2052599339",
"291","후원방문판매업체","08_26_05_P","6530000","20166530000301000004","2016-03-16","","03","폐업","4","폐업","","","","","0000000000","","","","강원특별자치도 동해시 발한로 ***, *층 (발한동)","","종근당건강건미락 동해지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","","","후원방문판매업","0","5111600175",
"292","후원방문판매업체","08_26_05_P","6530000","20136530000301000025","2013-08-20","","03","폐업","4","폐업","2025-09-12","","","","0334623848","","252-806","강원특별자치도 인제군 인제읍 상동리 ***번지 *호","강원특별자치도 인제군 인제읍 비봉로**번길 **","","오휘화장품 설악지사","2025-09-12 00:00:00","U","2025-09-14 02:40:00","","302816.789732117","507520.659445224","후원방문판매업","0","2230263709",
"293","후원방문판매업체","08_26_05_P","6530000","20136530000301000023","2013-08-20","","03","폐업","4","폐업","2017-08-30","","","","0330000000","","24872","강원특별자치도 속초시 조양동  ****번지 *호 ***호","강원특별자치도 속초시 동해대로 ****, ***호(조양동)","","은솔오휘화장품 속초지사","2023-02-24 00:00:00","I","2023-06-16 00:19:48","","339623.798653472","522007.571747617","후원방문판매업","0","2270446007",
"294","후원방문판매업체","08_26_05_P","6530000","20166530000301000006","2016-06-01","","03","폐업","4","폐업","2019-01-04","","","","","","","","강원특별자치도 춘천시 터미널길**번길 *, *층 (온의동)","","춘천 제일건강생활","2019-02-25 00:00:00","I","2023-06-16 00:19:48","","263181.198646118","484949.849109748","후원방문판매업","0","5411200300",
"295","후원방문판매업체","08_26_05_P","6530000","20166530000301000007","2016-06-23","","03","폐업","4","폐업","2017-02-16","","","","0000000000","","","","강원특별자치도 원주시 시청로 **, *층 (무실동)","","종근당건강건미락 원주본부","2017-12-07 00:00:00","I","2023-06-16 00:19:48","","282059.850181734","426529.938696776","후원방문판매업","0","3234500170",
"296","후원방문판매업체","08_26_05_P","6530000","20166530000301000008","2016-07-11","","03","폐업","4","폐업","2018-05-10","","","","0336455146","","","","강원특별자치도 강릉시 임영로 ***, ***호 (용강동)","","종근당건강건미락 강원본부","2018-05-23 00:00:00","I","2023-06-16 00:19:48","","366609.533851741","474323.587090371","후원방문판매업","0","3540400282",
"297","후원방문판매업체","08_26_05_P","6530000","20166530000301000011","2016-10-25","","03","폐업","4","폐업","2018-11-28","","","","0332429698","","","강원특별자치도 춘천시 퇴계동  ***번지 퇴계금호타운아파트상가 *호","강원특별자치도 춘천시 안마산로 ***, *층 *호 (퇴계동,퇴계금호a상가)","","종근당건강건미락","2018-12-13 00:00:00","I","2023-06-16 00:19:48","","264821.013871032","483196.394695827","후원방문판매업","0","2210596393",
"298","후원방문판매업체","08_26_05_P","6530000","20136530000301000187","2013-08-20","","03","폐업","4","폐업","2019-11-07","","","","0337442436","","","","강원특별자치도 원주시 현충로 ** (태장동)","","원주 중앙건강생활 (풀무원그린체)","2019-11-12 00:00:00","I","2023-06-16 00:19:48","","284445.757137123","429213.350900329","후원방문판매업","0","2241558039",
"299","후원방문판매업체","08_26_05_P","6530000","20136530000301000190","2013-08-20","","03","폐업","4","폐업","2020-05-25","","","","0000000000","","","","강원특별자치도 화천군 화천읍 상승로 **-*","","제일종합상사(알즈너)","2020-05-25 00:00:00","I","2023-06-16 00:19:48","","261706.531759289","511648.604613422","후원방문판매업","0","2213200821",
"300","후원방문판매업체","08_26_05_P","6530000","20216530000301000035","2021-10-14","","03","폐업","4","폐업","2023-01-04","","","","","","25470","강원특별자치도 강릉시 초당동  ***번지 *호 초당동부아파트 ***동 ***호","강원특별자치도 강릉시 연당길 **, ***동 ***호(초당동, 초당동부아파트)","","인셀덤_슈아","2023-01-04 00:00:00","I","2023-06-16 00:19:48","","368537.015060292","477447.075183116","후원방문판매업","0","4573700861",
"301","후원방문판매업체","08_26_05_P","6530000","20216530000301000036","2021-10-14","","03","폐업","4","폐업","2025-01-06","","","","","","25302","강원특별자치도 평창군 봉평면 원길리 ***번지 *호","강원특별자치도 평창군 봉평면 사리평길 **-*","","인셀덤 평창대리점","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","320653.26229363","458667.422849732","후원방문판매업","0","6025900482",
"302","후원방문판매업체","08_26_05_P","6530000","20216530000301000037","2021-10-14","","03","폐업","4","폐업","2024-05-17","","","","","","24463","강원특별자치도 춘천시 서면 안보리 ***번지 *호","강원특별자치도 춘천시 서면 경춘로 ***, 강촌힐스 *층","","온도(ONDO)","2024-05-23 00:00:00","U","2024-05-25 02:40:00","","250594.927059973","481852.345179588","후원방문판매업","0","5111445824",
"303","후원방문판매업체","08_26_05_P","6530000","20136530000301000145","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","240-810","강원특별자치도 동해시 천곡동  ****번지 *호 영동빌딩 ***호","강원특별자치도 동해시 천곡로 **, ***호 (천곡동,영동빌딩)","","마임 동해중부총괄본부","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","386542.289851602","448925.921607313","후원방문판매업","0","",
"304","후원방문판매업체","08_26_05_P","6530000","20136530000301000146","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","210-955","강원특별자치도 강릉시 포남동  ****번지 **호 *층","강원특별자치도 강릉시 성덕포남로 ***, *층 (포남동)","","마임 강릉경포지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","368145.034053643","475601.606795595","후원방문판매업","0","",
"305","후원방문판매업체","08_26_05_P","6530000","20136530000301000148","2013-08-20","","03","폐업","4","폐업","2020-10-26","","","","","","220-937","강원특별자치도 원주시 단계동  ***번지 **호 *층","강원특별자치도 원주시 원문로 ***, *층 (단계동)","","마임 학성본부","2020-10-30 00:00:00","I","2023-06-16 00:19:48","","282334.728726233","428672.976976576","후원방문판매업","0","2241176117",
"306","후원방문판매업체","08_26_05_P","6530000","20136530000301000149","2013-08-20","","03","폐업","4","폐업","2020-05-14","","","","0333758840","","","강원특별자치도 영월군 영월읍 영흥리 ***번지 *호","강원특별자치도 영월군 영월읍 하송안길 ***","","마임 영월지사","2020-05-15 00:00:00","I","2023-06-16 00:19:48","","330289.263257107","410002.396368783","후원방문판매업","0","2250379640",
"307","후원방문판매업체","08_26_05_P","6530000","20136530000301000150","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","220-947","강원특별자치도 원주시 명륜동  ***번지 *호 *층","강원특별자치도 원주시 향교길 **, *층 (명륜동)","","마임 명륜센터","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","284210.861281569","426751.191779295","후원방문판매업","0","",
"308","후원방문판매업체","08_26_05_P","6530000","20136530000301000151","2013-08-20","","03","폐업","4","폐업","2020-09-14","","","","0337645778","","220-956","강원특별자치도 원주시 일산동  **번지 *호 대림빌딩동","강원특별자치도 원주시 원일로 **, 대림빌딩동 *층 (일산동)","","마임 원주북부","2020-09-15 00:00:00","I","2023-06-16 00:19:48","","284080.756535094","427827.147416696","후원방문판매업","0","2241059770",
"309","후원방문판매업체","08_26_05_P","6530000","20136530000301000154","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","210-924","강원특별자치도 강릉시 교동  ***번지 *호","강원특별자치도 강릉시 화부산로 ** (교동)","","마임 강릉교동지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","366130.811767372","474634.974521534","후원방문판매업","0","",
"310","후원방문판매업체","08_26_05_P","6530000","20136530000301000155","2013-08-20","","03","폐업","4","폐업","2020-04-28","","","","","","210-804","강원특별자치도 강릉시 주문진읍 교항리 ***번지 **호","강원특별자치도 강릉시 주문진읍 작은다리길 **","","마임 주문진본부","2020-04-28 00:00:00","I","2023-06-16 00:19:48","","360600.98187519","489130.65866714","후원방문판매업","0","2220373614",
"311","후원방문판매업체","08_26_05_P","6530000","20136530000301000156","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","210-933","강원특별자치도 강릉시 옥천동  ***번지 **호","강원특별자치도 강릉시 옥천로 ** (옥천동)","","마임 강릉율곡지사","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","367452.475673552","474647.585741009","후원방문판매업","0","",
"312","후원방문판매업체","08_26_05_P","6530000","20136530000301000158","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","","강원특별자치도 강릉시 옥천동  ***번지 *호","강원특별자치도 강릉시 용지로 *** (옥천동)","","마임 옥천대리점","2017-06-05 00:00:00","I","2023-06-16 00:19:48","","367456.728898511","475058.187664494","후원방문판매업","0","",
"313","후원방문판매업체","08_26_05_P","6530000","20136530000301000159","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","210-932","강원특별자치도 강릉시 노암동  ***번지 *호","강원특별자치도 강릉시 임영로 ** (노암동)","","마임 강릉남부지사","2017-06-05 00:00:00","I","2023-06-16 00:19:48","","367135.646204962","473420.314890763","후원방문판매업","0","",
"314","후원방문판매업체","08_26_05_P","6530000","20136530000301000160","2013-08-20","","03","폐업","4","폐업","2018-12-20","","","","","","217-060","강원특별자치도 속초시 교동  ***번지 *층","강원특별자치도 속초시 수복로 **, *층 (교동)","","마임 속초센터","2018-12-20 00:00:00","I","2023-06-16 00:19:48","","337973.261219767","522442.29166075","후원방문판매업","0","2270447175",
"315","후원방문판매업체","08_26_05_P","6530000","20136530000301000161","2013-08-20","","03","폐업","4","폐업","2017-08-31","","","","0000000000","","217-804","강원특별자치도 속초시 교동  ***번지 *호 아남프라자 ****호","강원특별자치도 속초시 동해대로 ****, ****호 (교동,아남프라자)","","마임 속초동부지사","2017-09-01 00:00:00","I","2023-06-16 00:19:48","","338132.520338395","522766.508207672","후원방문판매업","0","2270552597",
