"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"106","종합여행업","03_12_03_P","4191000","CDFI2260042022000005","2022-07-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 소초면 학곡리 901","강원특별자치도 원주시 소초면 무쇠점2길 24","26304","우아한가 주식회사","2022-07-08 11:13:15","I","2023-06-13 00:00:00","","292910.93176858","435146.234646323","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"107","종합여행업","03_12_03_P","4191000","CDFI2260042022000006","2022-08-08","","01","영업/정상","13","영업중","","","","","033-904-9783","","","강원특별자치도 원주시 단구동 1557-8","강원특별자치도 원주시 천매봉길 26-12 (단구동)","26483","DV투어","2023-02-22 18:15:38","I","2023-06-13 00:00:00","","283597.114073272","424977.248707821","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"108","종합여행업","03_12_03_P","4191000","CDFI2260042024000006","2024-06-27","","01","영업/정상","13","영업중","","","","","033-453-7746","","","강원특별자치도 원주시 단구동 1599-4 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 500, 원주프리미엄아울렛 418호 (단구동)","26487","(주)은빛프로젝트","2024-06-27 18:08:55","I","2024-06-29 00:14:02","","284818.874360771","425225.032426821","종합여행업","","","0","","","","","0","0","0","0","Eunbit Project Inc.","General travel business","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"109","종합여행업","03_12_03_P","4191000","CDFI2260042024000003","2024-03-26","","01","영업/정상","13","영업중","","","","","033-742-0903","","","강원특별자치도 원주시 반곡동 1413-14","강원특별자치도 원주시 반곡초교로 84, 201호 (반곡동)","26457","주식회사 와쿠와쿠코리아","2024-03-27 09:05:04","I","2024-03-29 00:15:29","","286162.613825923","426352.993020879","종합여행업","","","0","","","","","0","0","0","0","WAKUWAKUKOREA","General travel business","0","0","","0","0","","0","0","","0","","","","","","","70000000","","","","0","",
"110","종합여행업","03_12_03_P","4191000","CDFI2260042024000005","2024-05-13","","01","영업/정상","13","영업중","","","","","070-4103-8337","","","강원특별자치도 원주시 반곡동 1413-14","강원특별자치도 원주시 반곡초교로 84, 2층 201호 (반곡동)","26457","제이티엠","2024-05-13 14:14:41","I","2024-05-15 00:14:39","","286162.613825923","426352.993020879","종합여행업","","","0","","","","","0","0","0","0","JTM","General travel business","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"111","종합여행업","03_12_03_P","4191000","CDFI2260042024000004","2024-04-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 1413-14 202호","강원특별자치도 원주시 반곡초교로 84, 202호 (반곡동)","26457","루덴스투어랩","2024-04-29 14:29:03","I","2024-05-01 00:15:26","","286162.613825923","426352.993020879","종합여행업","","","0","","","","","0","0","0","0","LudensTourLab","Genaral travel business","0","0","","0","0","","0","0","","0","","","","","","","54591452","","","","0","",
"112","종합여행업","03_12_03_P","4191000","CDFI2260042025000008","2025-10-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단계동 896-1","강원특별자치도 원주시 이화6길 73 (단계동)","26382","주식회사 제이와이컴퍼니","2025-10-22 14:29:27","I","2025-10-24 00:20:42","","282451.952328472","426827.328670029","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"113","종합여행업","03_12_03_P","4191000","CDFI2260042024000002","2024-03-04","","01","영업/정상","13","영업중","","","","","070-4408-1311","","","강원특별자치도 원주시 단구동 1599-4 월드비즈타운 310동 5호","강원특별자치도 원주시 서원대로 500, 월드비즈타운 310동 5호 (단구동)","26487","주식회사 탱자투어","2025-08-07 11:17:04","U","2025-08-09 02:40:00","","284818.874360771","425225.032426821","종합여행업","","준주거지역","0","","","서울보증보험주식회사","","0","0","0","0","Tangja Tour","Genaral travel business","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250304","20260303","","0","",
"114","종합여행업","03_12_03_P","4191000","CDFI2260042024000001","2024-01-25","","01","영업/정상","13","영업중","","","","","033-742-3832","","","강원특별자치도 원주시 행구동 1213 1층","강원특별자치도 원주시 화실유암길 165-23 (행구동)","26454","써드에이지 주식회사","2024-01-25 16:07:27","I","2024-01-27 00:16:14","","287760.43027249","428074.419440803","종합여행업","","관리지역","1","기타","","","사무실","1","0","0","0","Third Age","General travel business","0","0","","0","0","","0","95.7","","0","","","","","","","50000000","","","","96","",
"115","종합여행업","03_12_03_P","4191000","CDFI2260042025000007","2025-08-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 흥업면 대안리 32-7","강원특별자치도 원주시 흥업면 대안로 1016-41, 비동","26492","주식회사 고이","2025-08-14 16:34:12","I","2025-08-17 00:20:12","","279702.371271636","422710.027620271","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"116","종합여행업","03_12_03_P","4191000","CDFI2260042025000006","2025-07-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 1413-14","강원특별자치도 원주시 반곡초교로 84, 2층 (반곡동)","26457","루카의 아침","2025-07-24 08:55:02","I","2025-07-26 00:20:12","","286162.613825923","426352.993020879","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"117","종합여행업","03_12_03_P","4191000","CDFI2260042025000005","2025-06-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 명륜동 856 더샵원주센트럴파크2단지","강원특별자치도 원주시 서원대로 290, 근린생활시설동 106호 (명륜동, 더샵원주센트럴파크2단지)","26479","여행을 담다","2025-06-30 14:00:37","I","2025-07-02 00:20:02","","283137.103926732","426541.007582135","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"118","종합여행업","03_12_03_P","4191000","CDFI2260042025000004","2023-04-17","","01","영업/정상","13","영업중","","","","","070-4138-1122","","","강원특별자치도 원주시 단구동 1599-4 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 500, 월드비즈타운 3층 310-49호 (단구동)","26487","주식회사 심플사파리","2025-04-22 15:53:06","U","2025-04-24 02:40:00","","284818.874360771","425225.032426821","종합여행업","","","0","","","서울보증(2023 0171 1407호)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","51842400","20230501","20240430","","0","",
"119","종합여행업","03_12_03_P","4191000","CDFI2260042025000003","2025-02-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 1599-4 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 500, 원주프리미엄아울렛 4층 402호 (단구동)","26487","원 스카이 투어(ONE SKY TOUR)","2025-02-27 09:33:35","I","2025-03-01 00:10:37","","284818.874360771","425225.032426821","종합여행업","","","0","","","","","0","0","0","0","ONE SKY TOUR","General travel business","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"120","종합여행업","03_12_03_P","4191000","CDFI2260042023000004","2023-09-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1846-1 201호","강원특별자치도 원주시 능라동길 26, 201호 (무실동)","26392","중국비자센터","2023-09-18 16:24:33","I","2023-09-20 00:18:00","","282194.991220526","426057.504419949","종합여행업","","","0","","","","","0","0","0","0","Chinese visa center","General travel business","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"121","종합여행업","03_12_03_P","4191000","CDFI2260042024000007","2024-12-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 지정면 가곡리 1344-4","강원특별자치도 원주시 지정면 무릉로 43, 2층 207호","26353","(주)비엘에프","2025-10-23 15:34:49","U","2025-10-25 02:40:00","","277677.411101519","430682.929748871","종합여행업","","","0","","","","","0","0","0","0","BLF Inc.","General travel business","0","0","","0","0","","0","0","","0","","","","","","","52866900","","","","0","",
"122","종합여행업","03_12_03_P","4191000","CDFI2260042025000001","2025-02-12","","01","영업/정상","13","영업중","","","","","070-4036-9282","","","강원특별자치도 원주시 태장동 891-1 영진2차아파트","강원특별자치도 원주시 현충로 157, 영진2차아파트 상가동 302호 (태장동)","26320","주식회사 아이엘","2025-02-12 14:16:31","I","2025-02-14 00:11:18","","284094.583228923","430001.237603248","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"123","종합여행업","03_12_03_P","4201000","CDFI2260042021000004","2021-12-21","","03","폐업","03","폐업","2024-06-19","","","","033-642-3202","","","강원특별자치도 강릉시 지변동 123 강릉원주대학교","강원특별자치도 강릉시 죽헌길 7, 강릉원주대학교 산학협력관동 8층 1호 (지변동)","25457","(주)와우플레이스","2024-06-19 15:30:33","U","2024-06-21 02:40:00","","364627.278082023","475810.449226925","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"124","종합여행업","03_12_03_P","4201000","CDFI2260042023000002","2023-06-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 홍제동 1009 강릉영동대학 별관 창업보육센터 302호","강원특별자치도 강릉시 공제로 357, 강릉영동대학 (홍제동)","25521","(주)프리즘","2023-06-23 13:33:09","I","2023-06-25 00:19:42","","363548.092915237","473178.824541062","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"125","종합여행업","03_12_03_P","4201000","CDFI2260042016000003","2016-07-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 명주동 13","강원특별자치도 강릉시 경강로2024번길 20 (명주동)","25538","파랑달협동조합","2019-01-30 15:40:10","I","2023-06-13 00:00:00","","366737.454179179","473742.773021824","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"126","종합여행업","03_12_03_P","4201000","CDFI2260042016000004","2016-11-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 임당동 182-3","강원특별자치도 강릉시 임영로 170-3 (임당동)","25529","(주)나이스투어","2024-03-26 15:58:16","U","2024-03-28 02:40:00","","366642.653206479","474336.195418028","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","7728700464",
"127","종합여행업","03_12_03_P","4201000","CDFI2260042016000005","2016-11-03","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 안현동 862 경포상가","강원특별자치도 강릉시 해안로 517, 경포상가 a동 2층 201호 (안현동)","25460","(주)솔컴퍼니","2021-05-26 17:18:06","I","2023-06-13 00:00:00","","367564.521552372","479724.198500797","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"128","종합여행업","03_12_03_P","4201000","CDFI2260042017000001","2017-02-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 안현동 858-4","강원특별자치도 강릉시 경포로475번길 37 (안현동)","25460","후아유하우스","2017-02-24 10:30:23","I","2023-06-13 00:00:00","","367409.680677894","479750.567341248","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"129","종합여행업","03_12_03_P","4201000","CDFI2260042017000003","2017-08-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 982-8","강원특별자치도 강릉시 강릉대로 122, 2층 (교동)","25527","뉴동방관광(주)","2024-08-19 13:45:22","U","2024-08-21 02:40:00","","365999.475265211","474267.922835973","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"130","종합여행업","03_12_03_P","4201000","CDFI2260042017000004","2017-11-14","","01","영업/정상","13","영업중","","","","","033 647 3400","","","강원특별자치도 강릉시 성내동 13-10","강원특별자치도 강릉시 임영로 114, 2층 (성내동)","25539","(주)베스트여행사","2024-05-23 16:31:49","U","2024-05-25 02:40:00","","366856.646333491","473844.274354986","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"131","종합여행업","03_12_03_P","4201000","CDFI2260042018000001","2000-10-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 옥천동 153-2","강원특별자치도 강릉시 옥가로 17 (옥천동)","25551","영동관광 주식회사","2018-09-03 09:22:15","I","2023-06-13 00:00:00","","367272.007795191","474522.913223036","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"132","종합여행업","03_12_03_P","4201000","CDFI2260042018000002","2018-11-27","","01","영업/정상","13","영업중","","","","","033-653-8878","","","강원특별자치도 강릉시 옥천동 154-4","강원특별자치도 강릉시 옥가로7번길 2, 2층 (옥천동)","25551","나비네트웍스 주식회사","2020-03-30 16:47:02","I","2023-06-13 00:00:00","","367266.551228747","474482.966779189","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"133","종합여행업","03_12_03_P","4201000","CDFI2260042019000001","2019-03-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 포남동 1118-4 강릉우체국","강원특별자치도 강릉시 강릉대로 326, 1층 (포남동)","25550","(주)부부여행사","2019-03-29 10:03:23","I","2023-06-13 00:00:00","","367676.292984727","475307.421279189","종합여행업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","136.78","","0","","","","","","","100000000","","","","137","",
"134","종합여행업","03_12_03_P","4201000","CDFI2260042019000002","2016-08-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 명주동 53-2 2층","강원특별자치도 강릉시 경강로 2023, 2층 (명주동)","25535","(주)마케팅그룹티엔씨","2019-09-26 17:34:52","I","2023-06-13 00:00:00","","366559.223990372","473627.061206311","종합여행업","","관리지역","0","","","서울보증보험주식회사","","0","0","0","0","Marketing Group TNC","General travel business","0","0","","0","0","","0","0","","0","","","","","","","200000000","20181001","20190930","","0","",
"135","종합여행업","03_12_03_P","4201000","CDFI2260042019000003","2019-11-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 965-15","강원특별자치도 강릉시 원대로8번길 29, 2층 (교동)","25506","가자여행","2025-08-26 13:37:47","U","2025-08-28 02:40:00","","366004.108857814","474393.040707187","종합여행업","","","0","","","","","2","0","0","0","","","0","0","","0","0","","0","3.3","","0","","","","","","","123158256","","","","3","",
"136","종합여행업","03_12_03_P","4201000","CDFI2260042019000004","2019-12-09","","01","영업/정상","13","영업중","","","","","033-645-0099","","","강원특별자치도 강릉시 옥천동 154-4 2층","강원특별자치도 강릉시 옥가로7번길 2, 2층 (옥천동)","25551","(주)발왕산여행사","2019-12-09 14:19:57","I","2023-06-13 00:00:00","","367266.551228747","474482.966779189","종합여행업","","일반상업지역","4","","","","근린생활시설","4","1","0","0","","","0","0","","0","0","","0","204.3","","0","","","","","","","100000000","","","","204","",
"137","종합여행업","03_12_03_P","4201000","CDFI2260042021000001","2021-03-02","","01","영업/정상","13","영업중","","","","","033-641-8672","","","강원특별자치도 강릉시 포남동 1149-4","강원특별자치도 강릉시 성덕포남로 161, 1층 (포남동)","25546","행복한 여행 주식회사","2024-11-18 08:24:31","U","2024-11-20 02:40:00","","368260.615241408","475499.626683464","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"138","종합여행업","03_12_03_P","4201000","CDFI2260042021000002","2021-03-31","","01","영업/정상","13","영업중","","","","","070-8845-9990","","","강원특별자치도 강릉시 홍제동 637-13 에스클레스 3동","강원특별자치도 강릉시 사임당로 129, 에스클레스 3동 201,202호 (홍제동)","25520","한국투어패스 주식회사","2025-09-26 10:45:03","U","2025-09-28 02:40:00","","364346.294653528","474274.181548216","종합여행업","","","0","","","","사무실","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","103000000","","","","0","",
"139","종합여행업","03_12_03_P","4201000","CDFI2260042021000003","2021-12-15","","01","영업/정상","13","영업중","","","","","070-7761-7035","","","강원특별자치도 강릉시 옥천동 267","강원특별자치도 강릉시 경강로 2165, 동일빌딩 1,3층 (옥천동)","25552","강원노리(주)","2024-05-28 09:19:17","U","2024-05-30 02:40:00","","367540.766623865","474662.18007794","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"140","종합여행업","03_12_03_P","4201000","CDFI2260042022000001","2022-01-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 714-33","강원특별자치도 강릉시 율곡로 2988 (교동)","25490","베스핀위드","2023-08-24 15:30:25","U","2023-08-26 02:40:00","","366663.924830342","475768.56956422","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","20.4","","0","","","","","","","0","","","","20","",
"141","종합여행업","03_12_03_P","4201000","CDFI2260042022000002","2022-02-23","","01","영업/정상","13","영업중","","","","","070-7594-1861","","","강원특별자치도 강릉시 주문진읍 교항리 348","강원특별자치도 강릉시 주문진읍 주문진서당길 33","25416","(주)로드그래피","2022-02-23 16:30:06","I","2023-06-13 00:00:00","","359985.501634543","488213.956122461","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"142","종합여행업","03_12_03_P","4201000","CDFI2260042022000003","2022-04-27","","01","영업/정상","13","영업중","","","","","033-652-7178","","","강원특별자치도 강릉시 포남동 1179-17","강원특별자치도 강릉시 성덕포남로162번길 13, 1층 (포남동)","25571","씨에스타투어 주식회사","2025-04-01 08:05:08","U","2025-04-03 02:40:00","","368379.134943245","475618.453424966","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"143","종합여행업","03_12_03_P","4201000","CDFI2260042002000001","2002-12-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 성내동 21","강원특별자치도 강릉시 임영로 115 (성내동)","25538","(합)굿모닝여행사","2024-11-18 13:17:47","U","2024-11-20 02:40:00","","366809.062945597","473843.474364067","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"144","종합여행업","03_12_03_P","4201000","CDFI2260042011000001","2011-06-27","","01","영업/정상","13","영업중","","","","","033-645-3443","","","강원특별자치도 강릉시 포남동 1080-5 1층","강원특별자치도 강릉시 강릉대로 427, 1층 (포남동)","25485","(합) 탑항공여행사","2024-11-18 13:18:41","U","2024-11-20 02:40:00","","368295.301687406","476117.164883141","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","","","","0","",
"145","종합여행업","03_12_03_P","4201000","CDFI2260042013000001","2013-07-18","","01","영업/정상","13","영업중","","","","","033-642-8886","","","강원특별자치도 강릉시 남문동 12","강원특별자치도 강릉시 남문길 7-2 (남문동)","25538","(주)강원에어라인","2024-11-18 13:20:11","U","2024-11-20 02:40:00","","366817.015568838","473718.568885527","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"146","종합여행업","03_12_03_P","4201000","CDFI2260042014000002","2014-12-05","","01","영업/정상","13","영업중","","","","","648-7544","","210-920","강원특별자치도 강릉시 교동 134-9","강원특별자치도 강릉시 용지로 167 (교동)","25491","(주)두레고속관광","2024-11-18 13:31:14","U","2024-11-20 02:40:00","","367350.681550058","475093.633224205","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","220000000","","","","0","",
"147","종합여행업","03_12_03_P","4201000","CDFI2260042015000001","2015-04-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 옥천동 173-3","강원특별자치도 강릉시 율곡로 2847 (옥천동)","25531","태양관광(주)","2024-11-18 13:33:23","U","2024-11-20 02:40:00","","367092.600407777","474513.444200261","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","250000000","","","","0","",
"148","종합여행업","03_12_03_P","4201000","CDFI2260042015000002","2015-09-21","","01","영업/정상","13","영업중","","","","","07088002567","","","강원특별자치도 강릉시 교동 162-46","강원특별자치도 강릉시 임영로 194 (교동)","25503","투어레시피","2015-09-21 09:39:25","I","2023-06-13 00:00:00","","366663.216979266","474560.670069341","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"149","종합여행업","03_12_03_P","4201000","CDFI2260042015000003","2015-10-27","","01","영업/정상","13","영업중","","","","","0336521888","","","강원특별자치도 강릉시 포남동 1167","강원특별자치도 강릉시 성덕포남로188번길 10 (포남동)","25572","(주) MBC 오지투어","2018-10-11 12:52:49","I","2023-06-13 00:00:00","","368163.108572399","475751.489656379","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","298400000","","","","0","",
"150","종합여행업","03_12_03_P","4201000","CDFI2260042016000001","2016-03-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 임당동 67-1","강원특별자치도 강릉시 문화의길7번길 8 (임당동, 임당상가아파트)","25533","와우투어(주)","2016-03-25 09:00:50","I","2023-06-13 00:00:00","","366862.098364992","474135.426166389","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"151","종합여행업","03_12_03_P","4201000","CDFI2260042016000002","2016-07-10","","01","영업/정상","13","영업중","","","","","033-642-4334","","","강원특별자치도 강릉시 교동 1006-11","강원특별자치도 강릉시 강릉대로 186, 3층 (교동)","25528","강릉명품관광협동조합","2025-06-04 10:30:06","U","2025-06-06 02:40:00","","366573.057585171","474451.478023384","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"152","종합여행업","03_12_03_P","4201000","CDFI2260042022000004","2022-05-27","","01","영업/정상","13","영업중","","","","","033-643-4666","","","강원특별자치도 강릉시 옥천동 159","강원특별자치도 강릉시 경강로 2141, 3층 (옥천동)","25552","주식회사 플라이유니티","2025-06-04 10:10:16","U","2025-06-06 02:40:00","","367350.408366532","474500.055335765","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"153","종합여행업","03_12_03_P","4201000","CDFI2260042023000001","2023-02-24","","01","영업/정상","13","영업중","","","","","033-644-7417","","","강원특별자치도 강릉시 용강동 46-33","강원특별자치도 강릉시 명주로 33 (용강동)","25535","하슬라투어","2023-03-08 13:13:22","I","2023-06-13 00:00:00","","366466.567256844","473991.625544328","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"154","종합여행업","03_12_03_P","4201000","CDFI2260042024000003","2024-06-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 1886-7","강원특별자치도 강릉시 솔올로5번길 18-2, 5층 501호 (교동)","25515","주식회사 에이스투어","2024-06-24 17:53:18","I","2024-06-26 00:14:03","","365220.696940919","475045.168865849","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"155","종합여행업","03_12_03_P","4201000","CDFI2260042024000004","2024-08-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 옥천동 267","강원특별자치도 강릉시 경강로 2165, 3층 17호 (옥천동)","25552","요트드림","2024-08-13 16:53:18","I","2024-08-15 00:13:21","","367540.766623865","474662.18007794","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"156","종합여행업","03_12_03_P","4201000","CDFI2260042024000001","2024-02-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 옥천동 267","강원특별자치도 강릉시 경강로 2165, 3층 7호 (옥천동)","25552","에스에이치기획","2024-02-14 18:20:19","I","2024-02-16 00:15:54","","367540.766623865","474662.18007794","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"157","종합여행업","03_12_03_P","4201000","CDFI2260042024000002","2024-03-15","","01","영업/정상","13","영업중","","","","","033-645-1030","","","강원특별자치도 강릉시 용강동 28-16","강원특별자치도 강릉시 임영로 161, 1층 1호 (용강동)","25528","(주)패밀리투어","2024-03-15 09:33:46","I","2024-03-17 00:15:28","","366622.777196628","474251.694724253","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"158","종합여행업","03_12_03_P","4201000","CDFI2260042025000003","2025-09-10","","01","영업/정상","13","영업중","","","","","033-646-5225","","","강원특별자치도 강릉시 노암동 348-1","강원특별자치도 강릉시 노암길 20 (노암동)","25592","주식회사 합성","2025-09-10 15:59:02","I","2025-09-12 00:20:11","","367310.077222601","473219.825588673","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"159","종합여행업","03_12_03_P","4201000","CDFI2260042025000001","2025-03-12","","01","영업/정상","13","영업중","","","","","033-822-2016","","","강원특별자치도 강릉시 노암동 346-1","강원특별자치도 강릉시 노암등길 22, 1층 (노암동)","25593","쉼표 여행사","2025-03-12 17:20:23","I","2025-03-14 00:10:54","","367259.590364131","473226.017085032","종합여행업","","","0","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"160","종합여행업","03_12_03_P","4201000","CDFI2260042025000002","2025-04-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 노동리 102-5","강원특별자치도 강릉시 사천면 중앙서로 92-106","25437","주식회사 맥끼여행사","2025-04-30 17:42:37","I","2025-05-02 00:20:40","","361430.48519654","481786.3358427","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"161","종합여행업","03_12_03_P","4201000","CDFI2260042023000003","2023-10-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 임당동 85-8","강원특별자치도 강릉시 경강로 2091, 3층 (임당동)","25532","주식회사 지씨티기획","2023-10-10 17:39:03","I","2023-10-12 00:17:42","","366992.227673177","474157.258595455","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
