"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"16374","담배소매업","11_43_02_P","4221000","2004422001005600041","2004-11-22","2014-02-20","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5522104","","","강원특별자치도 태백시 황지동 15번지 11호","강원특별자치도 태백시 황지북3길 16 (황지동)","","백화상회","2014-02-20 17:11:32","I","2023-06-13 00:00:00","","376713.505442199","409995.806937235","20041122","2009년11월법개정전자료",
"16375","담배소매업","11_43_02_P","4221000","2016422007205600013","2016-10-13","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033-582-7070","","","","강원특별자치도 태백시 삼방길 36, 1층 102호 (철암동, 철암주공아파트)","26045","씨유 태백철암주공점","2022-07-27 14:08:09","I","2023-06-13 00:00:00","","381381.157253283","403545.646696424","20161013","제7조의3제2항에따른경우",
"16376","담배소매업","11_43_02_P","4221000","2017422007205600004","2017-02-22","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","","강원특별자치도 태백시 황지연못길 13 (황지동)","26008","세븐일레븐 태백황지공원점","2022-07-27 14:05:32","I","2023-06-13 00:00:00","","376700.947064664","409741.332172835","20170222","제7조의3제2항에따른경우",
"16377","담배소매업","11_43_02_P","4221000","2017422007205600005","2017-02-22","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","","강원특별자치도 태백시 대학길 97, 엘동 1층 (황지동, 강원관광대학)","26034","씨유강원관광대학교점","2022-07-27 14:03:53","I","2023-06-13 00:00:00","","375366.896553026","408426.548493144","20170222","제7조의3제2항에따른경우",
"16378","담배소매업","11_43_02_P","4221000","2000422001005600554","1995-04-13","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305527219","","","강원특별자치도 태백시 황지동 327번지 3   호","강원특별자치도 태백시 혈암길 34 (황지동)","","정원상회","2010-04-28 16:17:36","I","2023-06-13 00:00:00","","375599.413752745","412777.623720144","19950413","2009년11월법개정전자료",
"16379","담배소매업","11_43_02_P","4221000","2000422001005600572","1995-12-29","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305534716","","","강원특별자치도 태백시 황지동 106번지 1   호","강원특별자치도 태백시 상장로 80 (황지동)","","장미식당","2010-04-28 16:17:21","I","2023-06-13 00:00:00","","376721.87236156","407599.084029531","19951229","2009년11월법개정전자료",
"16380","담배소매업","11_43_02_P","4221000","2000422001005600574","1996-02-14","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305812787","","","강원특별자치도 태백시 장성동 70호 문화아파트상가","","","문화슈퍼","2010-04-28 16:17:07","I","2023-06-13 00:00:00","","","","19960214","2009년11월법개정전자료",
"16381","담배소매업","11_43_02_P","4221000","2000422001005600653","2000-07-28","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305818321","","","강원특별자치도 태백시 장성동 54번지 115 호 8통 2반","강원특별자치도 태백시 범바위길 30 (장성동)","","동내슈퍼","2010-04-28 16:15:38","I","2023-06-13 00:00:00","","378927.080476613","402344.495547372","20000728","2009년11월법개정전자료",
"16382","담배소매업","11_43_02_P","4221000","2001422001005600005","2001-03-06","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","03305520717","","","강원특별자치도 태백시 황지동 29번지 6  호 4 통 1  반","강원특별자치도 태백시 번영로 361 (황지동)","","명동칼국수","2010-04-28 16:15:23","I","2023-06-13 00:00:00","","376938.720438874","409638.584005297","20010306","2009년11월법개정전자료",
"16383","담배소매업","11_43_02_P","4221000","2001422001005600006","2001-03-12","2008-04-16","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305520044","","","강원특별자치도 태백시 황지동 33번지 86 호","강원특별자치도 태백시 시장남2길 7 (황지동)","","순정건재사","2008-04-21 08:29:57","I","2023-06-13 00:00:00","","377000.268231528","409687.38600567","20010312","2009년11월법개정전자료",
"16384","담배소매업","11_43_02_P","4221000","2001422001005600008","2001-04-09","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","03305534361","","","강원특별자치도 태백시 황지동 149번지 9   호","","","단골슈퍼","2010-04-28 16:15:07","I","2023-06-13 00:00:00","","","","20010409","2009년11월법개정전자료",
"16385","담배소매업","11_43_02_P","4221000","2001422001005600011","2001-06-21","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","03305829221","","","강원특별자치도 태백시 동점동 514번지 10  호","","","안동상회","2010-04-28 16:14:48","I","2023-06-13 00:00:00","","380958.403595797","402874.624549988","20010621","2009년11월법개정전자료",
"16386","담배소매업","11_43_02_P","4221000","2000422001005600083","1989-04-20","2010-04-28","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003300000000","","","강원특별자치도 태백시 황지동 호 7 통 1반","","","無","2010-04-28 16:06:55","I","2023-06-13 00:00:00","","","","19890420","2009년11월법개정전자료",
"16387","담배소매업","11_43_02_P","4221000","2000422001005600084","2000-05-31","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","강원특별자치도 태백시 황지동 263번지 36 호","강원특별자치도 태백시 먹거리2길 54 (황지동)","","강동슈퍼","2010-04-28 16:40:13","I","2023-06-13 00:00:00","","376405.142816819","410050.859512678","20000531","2009년11월법개정전자료",
"16388","담배소매업","11_43_02_P","4221000","2000422001005600089","1989-04-20","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","2002-06-01","2002-08-31","","003305524149","","","강원특별자치도 태백시 황지동 273번지 86호","강원특별자치도 태백시 만남길 22 (황지동)","","대영미니슈퍼","2010-04-28 16:39:57","I","2023-06-13 00:00:00","","376175.110114376","410282.458309276","19890420","2009년11월법개정전자료",
"16389","담배소매업","11_43_02_P","4221000","2000422001005600091","1996-03-11","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305525134","","","강원특별자치도 태백시 황지동 365호","","","북평상회","2010-04-28 16:39:42","I","2023-06-13 00:00:00","","","","19960311","2009년11월법개정전자료",
"16390","담배소매업","11_43_02_P","4221000","2000422001005600097","2000-06-08","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305535492","","","강원특별자치도 태백시 황지동 262번지 7호","강원특별자치도 태백시 황지로 215-1 (황지동)","","후리덤","2010-04-28 16:39:26","I","2023-06-13 00:00:00","","376425.582175665","410144.004768081","20000608","2009년11월법개정전자료",
"16391","담배소매업","11_43_02_P","4221000","2010422001005600019","2010-12-06","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","554-0753","","235-019","강원특별자치도 태백시 상장동 203번지 1호","강원특별자치도 태백시 대학길 17 (황지동)","","파크스크린골프연습장","2022-07-27 14:42:54","I","2023-06-13 00:00:00","","376197.362428593","408185.642067563","20101206","제7조의3제2항에따른경우",
"16392","담배소매업","11_43_02_P","4221000","2004422001005600044","2004-11-29","2008-04-16","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5544804","","","강원특별자치도 태백시 통동 75번지 81호","강원특별자치도 태백시 문의재로 5 (통동)","","서진낚시","2008-04-21 08:27:33","I","2023-06-13 00:00:00","","381183.971987413","409838.291723101","20041129","2009년11월법개정전자료",
"16393","담배소매업","11_43_02_P","4221000","2006422001005600021","2006-10-02","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5532879","","","강원특별자치도 태백시 황지동 96호","","","1대림슈퍼","2010-04-28 16:09:27","I","2023-06-13 00:00:00","","376819.258586691","408342.786553099","20061002","2009년11월법개정전자료",
"16394","담배소매업","11_43_02_P","4221000","2006422001005600022","2006-10-12","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5816462","","","강원특별자치도 태백시 장성동 194번지 14호","강원특별자치도 태백시 보드미길 15 (장성동, 태백중앙병원)","235-703","큰사랑","2022-07-27 14:27:25","I","2023-06-13 00:00:00","","378267.041982584","402093.99859453","20061012","2009년11월법개정전자료",
"16395","담배소매업","11_43_02_P","4221000","2006422001005600024","2006-10-30","2008-04-16","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","강원특별자치도 태백시 소도동 24번지 10호","강원특별자치도 태백시 태백산로 4839 (소도동)","","스카이편의점","2008-04-21 08:31:54","I","2023-06-13 00:00:00","","374898.277189635","405133.743859622","20061030","2009년11월법개정전자료",
"16396","담배소매업","11_43_02_P","4221000","2006422001005600025","2006-11-01","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","강원특별자치도 태백시 금천동 77호","강원특별자치도 태백시 금천길 232 (금천동)","","금천쌀상회","2010-04-28 16:09:11","I","2023-06-13 00:00:00","","376731.465721459","400653.487594795","20061101","2009년11월법개정전자료",
"16397","담배소매업","11_43_02_P","4221000","2007422001005600001","2007-01-08","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5523323","","","강원특별자치도 태백시 문곡동 80번지 1호 6통 6반","","","신토불이","2010-04-28 16:08:58","I","2023-06-13 00:00:00","","","","20070108","2009년11월법개정전자료",
"16398","담배소매업","11_43_02_P","4221000","2008422001005600039","2008-12-23","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","554 0081","","235-010","강원특별자치도 태백시 황지동 산 176번지 23호","강원특별자치도 태백시 서학로 861 (황지동)","235-802","씨유 오투 스키하우스점","2022-07-27 14:19:03","I","2023-06-13 00:00:00","","","","20081223","2009년11월법개정전자료",
"16399","담배소매업","11_43_02_P","4221000","2009422001005600005","2009-02-25","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033-553-9204","","235-010","강원특별자치도 태백시 황지동 111번지 6호","강원특별자치도 태백시 상장로 69 (황지동)","","대륙엔지니어링","2022-07-27 14:36:52","I","2023-06-13 00:00:00","","376709.825354444","407496.910957295","20090225","2009년11월법개정전자료",
"16400","담배소매업","11_43_02_P","4221000","2009422001005600010","2009-03-31","2022-07-11","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033-581-0006","","235-010","강원특별자치도 태백시 황지동 115번지 16호","강원특별자치도 태백시 번영로 67 (황지동)","","용진휴게소","2022-07-12 12:58:09","I","2023-06-13 00:00:00","","376582.586921353","407217.290307812","20090331","2009년11월법개정전자료",
"16401","담배소매업","11_43_02_P","4221000","2000422001005600028","1998-11-13","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5539953","","","강원특별자치도 태백시 황지동 368번지 37 호 4  통 5 반","","","대림슈퍼","2010-04-28 16:41:47","I","2023-06-13 00:00:00","","375974.818486515","410228.694839355","19981113","2009년11월법개정전자료",
"16402","담배소매업","11_43_02_P","4221000","2000422001005600037","1993-08-23","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5534008","","","강원특별자치도 태백시 황지동 58번지 10  호","","","당진슈퍼","2010-04-28 16:41:31","I","2023-06-13 00:00:00","","","","19930823","2009년11월법개정전자료",
"16403","담배소매업","11_43_02_P","4221000","2000422001005600103","1992-12-14","2008-04-16","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305523382","","","호","","","한일슈퍼","2008-04-21 08:30:30","I","2023-06-13 00:00:00","","","","19921214","2009년11월법개정전자료",
"16404","담배소매업","11_43_02_P","4221000","2000422001005600104","1999-09-21","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305526261","","","강원특별자치도 태백시 황지동 253번지 96호","강원특별자치도 태백시 황지로 191 (황지동)","","마드모아젤","2010-04-28 16:39:09","I","2023-06-13 00:00:00","","376608.837332297","409964.656572641","19990921","2009년11월법개정전자료",
"16405","담배소매업","11_43_02_P","4221000","2000422001005600105","1992-02-01","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305533502","","","강원특별자치도 태백시 황지동 117번지 1 호","","","태학사","2010-04-28 16:38:47","I","2023-06-13 00:00:00","","","","19920201","2009년11월법개정전자료",
"16406","담배소매업","11_43_02_P","4221000","2001422001005600042","2001-12-08","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","03305544980","","","강원특별자치도 태백시 통동 산225호 한보3단지","","","한보슈퍼","2010-04-28 16:13:40","I","2023-06-13 00:00:00","","","","20011208","2009년11월법개정전자료",
"16407","담배소매업","11_43_02_P","4221000","2002422001005600003","2002-01-29","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","03305816773","","","강원특별자치도 태백시 장성동 74호 문화아파트상가","","","문화구판장","2010-04-28 16:13:27","I","2023-06-13 00:00:00","","","","20020129","2009년11월법개정전자료",
"16408","담배소매업","11_43_02_P","4221000","2002422001005600005","2002-03-06","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5810290","","","강원특별자치도 태백시 장성동 217번지 7  호 18통 4 반","","","문화연쇄점","2010-04-28 16:13:12","I","2023-06-13 00:00:00","","380171.316715336","401164.692641342","20020306","2009년11월법개정전자료",
"16409","담배소매업","11_43_02_P","4221000","2000422001005600047","2000-08-03","2008-04-16","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305527061","","","강원특별자치도 태백시 황지동 274번지 35 호 8  통 2  반","강원특별자치도 태백시 태서1길 26 (황지동)","","태서문구슈퍼","2008-04-21 08:31:17","I","2023-06-13 00:00:00","","376036.191208543","410483.54804639","20000803","2009년11월법개정전자료",
"16410","담배소매업","11_43_02_P","4221000","2000422001005600048","1993-01-21","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305535133","","","강원특별자치도 태백시 황지동 274번지 89  호","강원특별자치도 태백시 광장로 26 (황지동)","","원진슈퍼","2010-04-28 16:40:57","I","2023-06-13 00:00:00","","376369.050206536","410321.661706867","19930121","2009년11월법개정전자료",
"16411","담배소매업","11_43_02_P","4221000","2000422001005600053","1999-10-26","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305530477","","","강원특별자치도 태백시 황지동 274번지 509호","","","철이문구사","2010-04-28 16:40:44","I","2023-06-13 00:00:00","","376167.380762001","410444.250774795","19991026","2009년11월법개정전자료",
"16412","담배소매업","11_43_02_P","4221000","2000422001005600055","1998-11-07","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305526178","","","강원특별자치도 태백시 황지동 365번지 19 호","","","성문편의점","2010-04-28 16:40:30","I","2023-06-13 00:00:00","","375884.519175389","410218.112541317","19981107","2009년11월법개정전자료",
"16413","담배소매업","11_43_02_P","4221000","2001422001005600013","2001-07-02","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305531008","","","강원특별자치도 태백시 황지동 253번지 181 호","강원특별자치도 태백시 황지로 177-1 (황지동)","","빨강입술","2010-04-28 16:14:34","I","2023-06-13 00:00:00","","376697.103840258","409876.27598618","20010702","2009년11월법개정전자료",
"16414","담배소매업","11_43_02_P","4221000","2001422001005600016","2001-07-26","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305814193","","","강원특별자치도 태백시 문곡동 34번지 8   호","강원특별자치도 태백시 태백로 1599 (문곡동)","","여고사","2010-04-28 16:14:16","I","2023-06-13 00:00:00","","377993.025748588","404471.533947304","20010726","2009년11월법개정전자료",
"16415","담배소매업","11_43_02_P","4221000","2002422001005600013","2002-03-28","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","033 5535494","","","강원특별자치도 태백시 황지동 262번지 7 호","강원특별자치도 태백시 황지로 215-1 (황지동)","","후리덤","2010-04-28 16:12:50","I","2023-06-13 00:00:00","","376425.582175665","410144.004768081","20020328","2009년11월법개정전자료",
"16416","담배소매업","11_43_02_P","4221000","2002422001005600016","2002-04-18","2022-07-13","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","강원특별자치도 태백시 동점동 571호 15 통 1 반","강원특별자치도 태백시 돌꾸지길 24 (동점동)","235-210","시골슈퍼","2022-07-15 13:23:58","I","2023-06-13 00:00:00","","381643.694679378","402487.867498271","20020418","2009년11월법개정전자료",
"16417","담배소매업","11_43_02_P","4221000","2010422001005600013","2010-08-26","2017-12-01","04","취소/말소/만료/정지/중지","3","직권취소","","","","","0335528898","","235-800","강원특별자치도 태백시 황지동 59번지 142호","강원특별자치도 태백시 문화로1길 16 (황지동)","","태백쌀직매장","2017-12-01 10:09:19","I","2023-06-13 00:00:00","","376606.933136451","409161.524489915","20100826","제7조의3제2항에따른경우",
"16418","담배소매업","11_43_02_P","4221000","2010422001005600015","2010-09-28","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","235-802","강원특별자치도 태백시 황지동 403번지 12호","강원특별자치도 태백시 대학길 42 (황지동)","","선명그린마트","2022-07-27 14:17:29","I","2023-06-13 00:00:00","","375979.060420244","408221.213388449","20100928","제7조의3제2항에따른경우",
"16419","담배소매업","11_43_02_P","4221000","2001422001005600018","2001-07-30","2009-10-06","04","취소/말소/만료/정지/중지","3","직권취소","","","","","003305816559","","","강원특별자치도 태백시 장성동 82호","강원특별자치도 태백시 하장성6길 8-5 (장성동)","","해성슈퍼","2010-04-28 16:14:01","I","2023-06-13 00:00:00","","379373.571558657","401703.961804262","20010730","2009년11월법개정전자료",
"16420","담배소매업","11_43_02_P","4221000","2001422001005600036","2001-11-16","2022-07-13","04","취소/말소/만료/정지/중지","3","직권취소","","","","","03305525593","","","강원특별자치도 태백시 황지동 97번지 3   호","강원특별자치도 태백시 태백로 1112 (황지동)","235-800","금호기사식당","2022-07-15 13:26:11","I","2023-06-13 00:00:00","","376662.749512901","408205.395746168","20011116","2009년11월법개정전자료",
"16421","담배소매업","11_43_02_P","4221000","2009422001005600023","2009-12-02","2016-02-26","04","취소/말소/만료/정지/중지","3","직권취소","","","","","0335821912","","235-120","강원특별자치도 태백시 문곡동 32번지 7호","강원특별자치도 태백시 일광마을길 10 (문곡동)","","햇님슈퍼","2016-02-25 17:56:26","I","2023-06-13 00:00:00","","378010.55060954","404576.309309812","20091202","제7조의3제2항에따른경우",
"16422","담배소매업","11_43_02_P","4221000","2010422001005600007","2010-05-11","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","0335522823","","235-070","강원특별자치도 태백시 창죽동 26번지 5호","강원특별자치도 태백시 백두대간로 844 (창죽동)","","태백은빛토탈마켓","2022-07-27 14:34:16","I","2023-06-13 00:00:00","","376469.169409503","416942.197991243","20100511","제7조의3제2항에따른경우",
"16423","담배소매업","11_43_02_P","4221000","2010422001005600010","2010-07-16","2022-07-25","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","235-010","강원특별자치도 태백시 황지동 377번지 4호 태백문화장례식장 내","강원특별자치도 태백시 고원로 249 (황지동,태백문화장례식장 내)","","태백문화장례식장매점","2022-07-27 14:38:11","I","2023-06-13 00:00:00","","376183.323364936","409910.992874172","20100716","제7조의3제2항에따른경우",
"16424","담배소매업","11_43_02_P","4221000","2003422001005600033","2003-10-20","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","033 552 778","","","강원특별자치도 태백시 황지동 271번지 5 호","","","태양상회","2009-09-10 15:38:36","I","2023-06-13 00:00:00","","376193.075664685","410076.901979382","20031020","2009년11월법개정전자료",
"16425","담배소매업","11_43_02_P","4221000","2002422001005600043","2002-10-30","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","033 5539654","","","강원특별자치도 태백시 원동 39번지 29 호 신태백변전소토건현장","","","세종매점","2009-06-02 10:15:35","I","2023-06-13 00:00:00","","373677.751250507","418754.68231224","20021030","2009년11월법개정전자료",
"16426","담배소매업","11_43_02_P","4221000","2003422001005600014","2003-05-06","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","033 5814744","","","강원특별자치도 태백시 동점동 산52호","","","명신가든","2009-06-02 10:14:19","I","2023-06-13 00:00:00","","379812.446020075","400094.993019505","20030506","2009년11월법개정전자료",
"16427","담배소매업","11_43_02_P","4221000","2003422001005600002","2003-01-16","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","033 5821190","","","강원특별자치도 태백시 동점동 372호 MJ드림월드내","강원특별자치도 태백시 사군드리길 240 (동점동,MJ드림월드내)","","MJ드림월드","2014-03-11 10:28:57","I","2023-06-13 00:00:00","","379607.794642313","399864.85578202","20030116","2009년11월법개정전자료",
"16428","담배소매업","11_43_02_P","4221000","2002422001005600032","2002-07-09","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","033 5532277","","","강원특별자치도 태백시 황지동 135번지 3 호 6  통 2 반","강원특별자치도 태백시 태백산로 5109 (황지동)","","진용모자","2009-06-02 10:16:36","I","2023-06-13 00:00:00","","376722.698906219","406785.269946787","20020709","2009년11월법개정전자료",
"16429","담배소매업","11_43_02_P","4221000","2001422001005600002","2001-01-08","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","003305521868","","","강원특별자치도 태백시 황지동 622-호 청솔아파트 공사장","","","성원매점","2009-09-10 15:42:42","I","2023-06-13 00:00:00","","","","20010108","2009년11월법개정전자료",
"16430","담배소매업","11_43_02_P","4221000","2002422001005600034","2002-07-25","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","033 5524310","","","강원특별자치도 태백시 동점동 산52번지 1호","","","안동상회","2009-06-02 10:16:06","I","2023-06-13 00:00:00","","379754.016600394","400061.82336312","20020725","2009년11월법개정전자료",
"16431","담배소매업","11_43_02_P","4221000","2001422001005600014","2001-07-02","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","03305532277","","","강원특별자치도 태백시 황지동 135번지 3   호","강원특별자치도 태백시 태백산로 5109 (황지동)","","진용모자","2009-06-02 10:17:25","I","2023-06-13 00:00:00","","376722.698906219","406785.269946787","20010702","2009년11월법개정전자료",
"16432","담배소매업","11_43_02_P","4221000","2001422001005600017","2001-07-26","","04","취소/말소/만료/정지/중지","4","임시소매기간만료","","","","","003305812251","","","강원특별자치도 태백시 동점동 산52호","","","명신가든","2009-06-02 10:16:58","I","2023-06-13 00:00:00","","379812.446020075","400094.993019505","20010726","2009년11월법개정전자료",
"16433","담배소매업","11_43_02_P","4221000","2013422007205600006","2013-03-28","2018-09-20","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","235-800","강원특별자치도 태백시 황지동 189번지 2호","강원특별자치도 태백시 번영로 354 (황지동)","235-800","세븐일레븐 태백중앙점","2018-09-21 09:52:00","I","2023-06-13 00:00:00","","376249.171099219","407661.705811314","20130328","제7조의3제2항에따른경우",
"16434","담배소매업","11_43_02_P","4221000","2012422007205600005","2012-02-27","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","553-6776","","235-010","강원특별자치도 태백시 황지동 78번지","강원특별자치도 태백시 황지로 52 (황지동)","235-010","태백마트","2019-05-13 10:32:31","I","2023-06-13 00:00:00","","376839.998240319","408709.847057389","20120227","제7조의3제3항에따른경우",
"16435","담배소매업","11_43_02_P","4221000","2001422001005600007","2001-04-09","2017-06-02","04","취소/말소/만료/정지/중지","5","지정취소","","","","","03305521265","","","강원특별자치도 태백시 황지동 95번지 18  호","강원특별자치도 태백시 황지로 30 (황지동)","","현대문구백화점","2017-06-02 09:33:06","I","2023-06-13 00:00:00","","376776.306591233","408477.776765542","20010409","2009년11월법개정전자료",
"16436","담배소매업","11_43_02_P","4221000","2015422007205600008","2015-04-14","2017-06-02","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","","강원특별자치도 태백시 연지로 24 (황지동)","235-801","초록마을","2017-06-02 09:31:52","I","2023-06-13 00:00:00","","376654.914257351","410041.42998474","20150414","제7조의3제2항에따른경우",
"16437","담배소매업","11_43_02_P","4221000","2006422001005600015","2006-09-01","2013-12-16","04","취소/말소/만료/정지/중지","5","지정취소","","","","","033 5531342","","","강원특별자치도 태백시 황지동 80번지 6호 운현빌딩  103","강원특별자치도 태백시 황지로 74, 103호 (황지동,운현빌딩)","","제일열쇠","2014-04-17 10:51:47","I","2023-06-13 00:00:00","","376856.181841742","408909.877647017","20060901","2009년11월법개정전자료",
"16438","담배소매업","11_43_02_P","4231000","2023423101405600010","2023-08-25","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 조양동 1196-1 외 1필지 1층","","","우리홈마트","2023-08-25 09:43:01","I","2023-08-27 00:18:30","","339351.736418966","521382.679875922","20230825","제7조의3제3항에따른경우",
"16439","담배소매업","11_43_02_P","4231000","2023423101405600006","2023-07-17","","01","영업/정상","0","정상영업","","","","","1577-0711","","","강원특별자치도 속초시 대포동 940","강원특별자치도 속초시 대포항희망길 93-16, 1층 (대포동)","24901","(주)코리아세븐 대포항요트마리나점","2023-07-26 17:13:00","U","2023-07-28 02:40:00","","340968.112587699","520297.993502088","20230717","제7조의3제2항에따른경우",
"16440","담배소매업","11_43_02_P","4231000","2023423101405600004","2023-07-10","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 조양동 1411-146 속초 조양 코아루 아리스타","강원특별자치도 속초시 동해대로 4008, 1층 101호 (조양동, 속초 조양 코아루 아리스타)","24885","씨유(CU)속초코아루아리스타점","2023-07-17 16:58:28","U","2023-07-20 02:40:00","","339791.341495509","522063.998456524","20230710","제7조의3제2항에따른경우",
"16441","담배소매업","11_43_02_P","4231000","2023423101405600005","2023-07-13","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 조양동 1532","강원특별자치도 속초시 선사로2길 7-12, 1층 (조양동)","24891","지에스25조양타운점","2023-07-18 17:41:58","U","2023-07-20 02:40:00","","339529.422970705","521793.356167451","20230713","제7조의3제2항에따른경우",
"16442","담배소매업","11_43_02_P","4231000","2023423101405600009","2023-08-10","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 노학동 1000-549","","","다래편의점","2023-08-10 09:06:15","I","2023-08-12 00:18:34","","334114.325252646","522584.87884455","20230810","제7조의3제2항에따른경우",
"16443","담배소매업","11_43_02_P","4231000","2010423005105600030","2010-06-22","","01","영업/정상","0","정상영업","","","","","","","217-030","강원특별자치도 속초시 중앙동 471번지 4호 중앙재래시장 신상가 지하 19호","강원특별자치도 속초시 중앙로147번길 16 (중앙동,중앙재래시장 신상가 지하 19호)","","구억종합유통슈퍼","2010-08-04 16:05:39","I","2023-06-13 00:00:00","","339217.40641696","523592.327071737","20100622","제7조의3제3항에따른경우",
"16444","담배소매업","11_43_02_P","4231000","2010423005105600033","2010-07-01","","01","영업/정상","0","정상영업","","","","","","","217-060","강원특별자치도 속초시 교동 804번지 63호","강원특별자치도 속초시 배움터길 3 (교동)","","세븐일레븐속초미소점","2016-03-16 17:08:11","I","2023-06-13 00:00:00","","337595.689059224","522913.140867614","20100701","제7조의3제2항에따른경우",
"16445","담배소매업","11_43_02_P","4231000","2005423005105600009","2005-02-14","","01","영업/정상","0","정상영업","","","","","033 6325878","","","강원특별자치도 속초시 조양동 1480번지 315 호","강원특별자치도 속초시 새마을길 56 (조양동)","","GS25 속초해오름점","2025-08-18 09:37:37","U","2025-08-20 02:40:00","","340510.585844798","521601.274870278","20050214","제7조의3제2항에따른경우",
"16446","담배소매업","11_43_02_P","4231000","2005423005105600013","2005-03-02","","01","영업/정상","0","정상영업","","","","","033-636-8000","","217-070","강원특별자치도 속초시 노학동 795번지 4호","강원특별자치도 속초시 사당골길 43 (노학동)","","금호리조트(주)","2020-07-29 13:51:59","I","2023-06-13 00:00:00","","335668.590337204","521081.322687044","20050302","2009년11월법개정전자료",
