"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"6363","미용업","05_18_01_P","4191000","4191000-212-2022-00021","2022-06-10","","03","폐업","02","폐업","2023-12-11","","","","","9.75","","강원특별자치도 원주시 중앙동 137","강원특별자치도 원주시 중앙로 80, 4층 (중앙동)","26428","베아티투도","2023-12-11 15:15:57","U","2023-12-13 02:40:00","피부미용업","284274.799474026","427810.660712262","피부미용업","5","0","4","0","0","0","1","","","","임대","0","0","1","N",
"6364","미용업","05_18_01_P","4191000","4191000-212-2022-00023","2022-06-21","","03","폐업","02","폐업","2024-12-23","","","","","38.48","","강원특별자치도 원주시 반곡동 1812-1 중흥에스클래스","강원특별자치도 원주시 혁신로 405, 상가동 1층 109호 (반곡동, 중흥에스클래스)","26460","약손테라피","2024-12-23 09:37:25","U","2024-12-25 02:40:00","피부미용업","286419.633871448","426258.237313798","피부미용업","2","0","1","1","0","0","0","","","","임대","1","0","2","N",
"6365","미용업","05_18_01_P","4191000","4191000-212-2022-00026","2022-07-20","","03","폐업","02","폐업","2025-01-03","","","","","58.33","","강원특별자치도 원주시 반곡동 1936-6","강원특별자치도 원주시 웅비4길 7-1, 1층 (반곡동)","26462","디어뷰티","2025-01-03 16:48:49","U","2025-01-05 02:40:00","피부미용업","287563.244","425661.289","피부미용업","3","0","1","1","0","0","0","","","","임대","1","0","2","N",
"6366","미용업","05_18_01_P","4191000","4191000-215-2015-00013","2015-12-29","","03","폐업","02","폐업","2024-05-29","","","","","33.86","","강원특별자치도 원주시 관설동 1726-12","강원특별자치도 원주시 단관길 196, 1층 102호 일부호 (관설동)","26472","코파는손톱","2024-05-29 09:47:31","U","2024-06-01 02:40:00","네일아트업","285249.975624993","424332.076948414","네일미용업","4","0","1","1","0","0","4","","","","임대","1","0","1","N",
"6367","미용업","05_18_01_P","4191000","4191000-215-2016-00001","2016-02-18","","03","폐업","02","폐업","2024-09-02","","","","","34.73","","강원특별자치도 원주시 단구동 1517-1 203호","강원특별자치도 원주시 남원로 524-1 (단구동)","26484","네일 핏(Nail.Fit)","2024-09-02 10:46:30","U","2024-09-04 02:40:00","네일아트업","283893.178971177","425741.191939543","네일미용업","2","0","2","2","0","0","0","","","","","0","0","0","N",
"6368","미용업","05_18_01_P","4191000","4191000-215-2016-00005","2016-05-10","","03","폐업","02","폐업","2020-12-31","","","","","8.68","","강원특별자치도 원주시 개운동 398-14 지상1층","강원특별자치도 원주시 치악로 1754, 지상1층 (개운동)","26444","두손","2020-12-31 14:56:32","I","2023-06-13 00:00:00","네일아트업","284680.639921608","426768.883106376","네일미용업","2","0","1","1","0","0","5","","","","임대","0","0","0","N",
"6369","미용업","05_18_01_P","4191000","4191000-204-2007-00035","2007-08-20","","03","폐업","02","폐업","2011-11-08","","","","","95.91","","강원특별자치도 원주시 문막읍 문막리 254-2 2층 2호동","","","준헤어","2007-08-22 17:49:11","I","2023-06-13 00:00:00","일반미용업","272297.442662205","423059.338331896","미용업","2","0","2","2","0","0","10","","","","임대","0","0","0","N",
"6370","미용업","05_18_01_P","4191000","4191000-204-1990-00010","1990-03-28","","03","폐업","02","폐업","2003-05-12","","","","033 7432676","41.25","","강원특별자치도 원주시 일산동 12-12","","","은미머리방","2003-05-14 00:00:00","I","2023-06-13 00:00:00","일반미용업","284042.351706558","427679.366513835","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6371","미용업","05_18_01_P","4191000","4191000-204-1996-00042","1996-10-18","","03","폐업","02","폐업","2004-03-11","","","","033 7611152","21.09","","강원특별자치도 원주시 개운동 380","","","박혜경헤어필","2004-03-11 00:00:00","I","2023-06-13 00:00:00","일반미용업","284589.312530215","427387.489084321","미용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"6372","미용업","05_18_01_P","4191000","4191000-204-1995-00028","1995-11-21","","03","폐업","02","폐업","2006-10-31","","","","033 7469892","26.74","","강원특별자치도 원주시 단계동 930-13","","","신단계미용타운","2006-03-15 00:00:00","I","2023-06-13 00:00:00","일반미용업","282698.586307498","426737.535402644","미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"6373","미용업","05_18_01_P","4191000","4191000-204-2000-00005","2000-02-02","","03","폐업","02","폐업","2003-02-25","","","","033 7614540","21.77","","강원특별자치도 원주시 개운동 442-3","","","샬롬미용실","2003-04-17 00:00:00","I","2023-06-13 00:00:00","일반미용업","284384.285556922","426044.70639458","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6374","미용업","05_18_01_P","4191000","4191000-204-2000-00028","2000-06-20","","03","폐업","02","폐업","2005-02-07","","","","033 7647337","48.64","","강원특별자치도 원주시 개운동 198-1","","","상지헤어칼라","2005-01-12 00:00:00","I","2023-06-13 00:00:00","일반미용업","284969.0584701","426817.006651553","미용업","4","1","1","1","0","0","4","","","","","0","0","0","N",
"6375","미용업","05_18_01_P","4191000","4191000-212-2009-00018","2009-06-24","","03","폐업","02","폐업","2011-03-04","","","","033 747 7457","60.95","","강원특별자치도 원주시 단계동 870-3 (3층)","","","아름다운에스테틱","2009-11-18 14:17:27","I","2023-06-13 00:00:00","피부미용업","282213.413125369","427443.314960486","피부미용업","5","0","3","3","0","0","0","","","","","0","0","0","N",
"6376","미용업","05_18_01_P","4191000","4191000-212-2018-00019","2018-09-04","","03","폐업","02","폐업","2018-10-29","","","","","24.50","","강원특별자치도 원주시 무실동 1861-1","강원특별자치도 원주시 무실로 382-1, 301동 203호 (무실동)","26394","올가스킨","2018-10-29 17:41:33","I","2023-06-13 00:00:00","피부미용업","282110.871533704","425710.541617023","피부미용업","2","0","2","2","0","0","0","","","","임대","0","0","4","N",
"6377","미용업","05_18_01_P","4191000","4191000-212-2018-00021","2018-10-15","","03","폐업","02","폐업","2020-01-10","","","","","252.67","","강원특별자치도 원주시 무실동 1909-2","강원특별자치도 원주시 솔우물1길 1-1, 3층 (무실동)","26394","라벨라테라피","2020-01-10 17:20:27","I","2023-06-13 00:00:00","피부미용업","282215.65178445","425538.856171803","피부미용업","4","0","3","3","0","0","0","","","","임대","0","0","8","N",
"6378","미용업","05_18_01_P","4191000","4191000-212-2018-00024","2018-11-06","","03","폐업","02","폐업","2019-12-06","","","","","23.00","","강원특별자치도 원주시 단구동 1599-4 원주프리미엄아울렛 419호","강원특별자치도 원주시 서원대로 500, 원주프리미엄아울렛 4층 419호 (단구동)","26487","봄코리아원주센터(헬스케어&뷰티)","2019-12-06 16:14:48","I","2023-06-13 00:00:00","피부미용업","284818.874360771","425225.032426821","피부미용업","4","1","4","4","0","0","1","","","","임대","1","0","1","N",
"6379","미용업","05_18_01_P","4191000","4191000-212-2018-00025","2018-12-28","","03","폐업","02","폐업","2020-11-03","","","","","19.78","","강원특별자치도 원주시 단구동 1607-1 115-2호","강원특별자치도 원주시 나비허리길 23, 1층 115-2호 (단구동)","26487","주디스피부샾","2020-11-03 17:14:11","I","2023-06-13 00:00:00","피부미용업","284720.641435236","425214.358427119","피부미용업","4","0","1","1","0","0","1","","","","임대","1","0","1","N",
"6380","미용업","05_18_01_P","4191000","4191000-212-2018-00026","2018-09-10","","03","폐업","02","폐업","2025-01-02","","","","","60.49","","강원특별자치도 원주시 무실동 1857-10","강원특별자치도 원주시 능라동길 51, 505호 (무실동)","26392","리타임뷰티원주무실점","2025-01-02 13:08:45","U","2025-01-04 02:40:00","피부미용업","282361.656343235","426273.540502002","피부미용업","10","4","5","5","0","0","0","","","","임대","0","0","3","N",
"6381","미용업","05_18_01_P","4191000","4191000-212-2019-00001","2019-01-24","","03","폐업","02","폐업","2019-03-06","","","","","49.82","","강원특별자치도 원주시 단계동 1120-1 엠스타빌딩","강원특별자치도 원주시 서원대로 121-1, 엠스타빌딩 6층 605호 (단계동)","26437","코리아나뷰티센터","2019-03-06 12:04:25","I","2023-06-13 00:00:00","피부미용업","282048.046126826","427603.446313547","피부미용업","9","3","6","6","0","0","0","","","","임대","0","0","6","N",
"6382","미용업","05_18_01_P","4191000","4191000-204-1992-00010","1992-10-23","","03","폐업","02","폐업","2003-06-04","","","","033 7629077","25.61","","강원특별자치도 원주시 관설동 635-14","","","진영헤어아트","2003-06-04 00:00:00","I","2023-06-13 00:00:00","일반미용업","286573.235289435","423248.19003401","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6383","미용업","05_18_01_P","4191000","4191000-204-2001-00041","2001-09-18","","03","폐업","02","폐업","2004-08-27","","","","033 7637892","0.00","","강원특별자치도 원주시 명륜동 841-4","","","뉴헤어뱅크","2004-08-27 00:00:00","I","2023-06-13 00:00:00","일반미용업","283357.58","425321.67","미용업","0","0","0","0","0","0","7","","","","","0","0","0","N",
"6384","미용업","05_18_01_P","4201000","4201000-204-1997-00011","1997-04-14","","03","폐업","02","폐업","2008-08-25","","","","033 6478995","13.10","","강원특별자치도 강릉시 용강동 29 서부시장1층14호","","","아미미용실","2003-06-16 00:00:00","I","2023-06-13 00:00:00","일반미용업","366564.34266928","474192.135182166","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6385","미용업","05_18_01_P","4201000","4201000-204-2005-00017","2005-05-03","","03","폐업","02","폐업","2009-07-27","","","","","0.00","","강원특별자치도 강릉시 성남동 26-1 2층","","","보니따 미용실","2009-10-30 14:41:22","I","2023-06-13 00:00:00","일반미용업","367507.675083979","474145.209648271","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6386","미용업","05_18_01_P","4191000","4191000-212-2014-00018","2014-10-21","","03","폐업","02","폐업","2017-05-11","","","","","42.48","","강원특별자치도 원주시 태장동 579-11 금광포란재아파트1단지상가동,지상2층 201호","강원특별자치도 원주시 포란재로 36-1, 지상2층 201호 (태장동, 금광포란재아파트1단지상가동)","26321","일묘연피부관리실","2017-05-11 17:10:19","I","2023-06-13 00:00:00","피부미용업","284602.980218158","430835.65452028","피부미용업","3","1","2","2","0","0","0","","","","임대","1","0","1","N",
"6387","미용업","05_18_01_P","4191000","4191000-212-2014-00019","2014-10-29","","03","폐업","02","폐업","2018-01-15","","","","033 7461229","42.75","","강원특별자치도 원주시 중앙동 125-1 지상2층","강원특별자치도 원주시 중앙로 75, 지상2층 (중앙동)","26428","더카멜","2018-01-15 15:09:05","I","2023-06-13 00:00:00","피부미용업","284252.619474494","427787.037674433","피부미용업","3","1","2","2","0","0","0","","","","임대","1","0","2","N",
"6388","미용업","05_18_01_P","4191000","4191000-212-2014-00020","2014-11-25","","03","폐업","02","폐업","2015-06-29","","","","","10.54","","강원특별자치도 원주시 일산동 199-2","강원특별자치도 원주시 무실로12번길 53 (일산동)","26427","애니원","2014-12-04 15:58:43","I","2023-06-13 00:00:00","피부미용업","283857.105744576","428056.288842086","피부미용업","4","1","1","1","0","0","0","","","","임대","1","0","2","N",
"6389","미용업","05_18_01_P","4191000","4191000-212-2014-00022","2014-12-29","","03","폐업","02","폐업","2020-05-08","","","","","20.70","","강원특별자치도 원주시 일산동 154-329 지상1층","강원특별자치도 원주시 무실로 80, 지상1층 (일산동)","26427","미메디에스테틱","2020-05-08 09:27:50","I","2023-06-13 00:00:00","피부미용업","283705.764158256","427479.893557981","피부미용업","1","0","1","1","0","0","0","","","","임대","1","0","2","N",
"6390","미용업","05_18_01_P","4191000","4191000-212-2014-00023","2014-09-26","","03","폐업","02","폐업","2015-06-24","","","","033 7430013","132.20","","강원특별자치도 원주시 무실동 1641-6","강원특별자치도 원주시 시청로 74, 3층 303호 (무실동, 에이스타워)","26388","에이스네일샵","2015-06-09 14:44:15","I","2023-06-13 00:00:00","피부미용업","282084.706792935","426509.365722405","피부미용업","6","1","3","3","0","0","0","","","","임대","0","0","0","N",
"6391","미용업","05_18_01_P","4191000","4191000-212-2015-00002","2015-03-02","","03","폐업","02","폐업","2018-03-14","","","","","104.92","","강원특별자치도 원주시 단계동 1116-3 모닝프라자2.지상2층 201호","강원특별자치도 원주시 천사로 24, 지상2층 201호 (단계동, 모닝프라자2)","26437","궁에스테틱","2018-03-14 15:13:15","I","2023-06-13 00:00:00","피부미용업","282157.709732191","427714.288179997","피부미용업","5","1","2","2","0","0","0","","","","임대","0","0","3","N",
"6392","미용업","05_18_01_P","4191000","4191000-212-2015-00003","2015-03-25","","03","폐업","02","폐업","2022-12-09","","","","","131.60","","강원특별자치도 원주시 일산동 8-1","강원특별자치도 원주시 감영길 11, 2층 (일산동)","26431","준에스테틱","2022-12-09 13:03:38","I","2023-06-13 00:00:00","피부미용업","284104.830930181","427696.023598256","피부미용업","4","1","2","2","0","0","0","","","","","0","0","6","N",
"6393","미용업","05_18_01_P","4191000","4191000-212-2015-00013","2015-08-07","","03","폐업","02","폐업","2018-03-02","","","","","62.31","","강원특별자치도 원주시 무실동 1664-2 지상2층","강원특별자치도 원주시 만대로 174, 지상2층 (무실동)","26385","퀸피부관리샵","2018-03-02 11:45:53","I","2023-06-13 00:00:00","피부미용업","281744.718438613","426085.195970761","피부미용업","4","0","2","2","0","0","0","","","","임대","0","0","2","N",
"6394","미용업","05_18_01_P","4191000","4191000-212-2015-00014","2015-08-19","","03","폐업","02","폐업","2018-03-28","","","","","20.24","","강원특별자치도 원주시 단구동 1538-8","강원특별자치도 원주시 천매봉길 70 (단구동)","26483","모나리자","2018-03-28 09:27:43","I","2023-06-13 00:00:00","피부미용업","283345.726597843","425040.207929031","피부미용업","0","0","0","0","0","0","0","","","","임대","0","0","1","N",
"6395","미용업","05_18_01_P","4191000","4191000-212-2015-00015","2015-08-31","","03","폐업","02","폐업","2017-07-26","","","","","27.84","","강원특별자치도 원주시 단구동 1536-3 1층","강원특별자치도 원주시 천매봉길 57-1 (단구동, 1층)","26483","바닐라","2017-07-26 17:54:18","I","2023-06-13 00:00:00","피부미용업","283319.103180772","424944.613616519","피부미용업","4","0","1","1","0","0","0","","","","","0","0","1","N",
"6396","미용업","05_18_01_P","4191000","4191000-212-2015-00017","2015-09-04","","03","폐업","02","폐업","2018-04-12","","","","","29.25","","강원특별자치도 원주시 태장동 1361 북원그린사우나,지상2층","","","건강한맥피부관리실","2018-04-12 09:53:16","I","2023-06-13 00:00:00","피부미용업","284150.458965792","432005.884807134","피부미용업","3","1","2","2","0","0","0","","","","임대","1","0","3","N",
"6397","미용업","05_18_01_P","4231000","4231000-204-2003-00069","2003-03-03","","03","폐업","02","폐업","2009-04-13","","","","033 6360428","0.00","","강원특별자치도 속초시 중앙동 481-37","","","투야미장","2008-04-20 10:43:48","I","2023-06-13 00:00:00","일반미용업","339234.270252599","523402.251542004","미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"6398","미용업","05_18_01_P","4231000","4231000-204-2004-00003","2004-01-26","","03","폐업","02","폐업","2005-03-28","","","","033 6321771","35.15","","강원특별자치도 속초시 교동 925-3","","","스타헤어미팅","2005-03-28 00:00:00","I","2023-06-13 00:00:00","일반미용업","337168.830165255","523307.83448094","미용업","3","0","1","1","0","0","3","","","","임대","0","0","0","N",
"6399","미용업","05_18_01_P","4191000","4191000-212-2019-00006","2019-05-02","","03","폐업","02","폐업","2021-05-06","","","","","36.96","","강원특별자치도 원주시 단구동 1560-1 101호","강원특별자치도 원주시 천매봉길 26-26, 1층 101호 (단구동)","26483","민에스테틱","2021-05-06 13:36:30","I","2023-06-13 00:00:00","피부미용업","283643.290768325","425004.562618171","피부미용업","4","0","1","1","0","0","3","","","","임대","1","0","2","N",
"6400","미용업","05_18_01_P","4191000","4191000-212-2019-00007","2019-05-08","","03","폐업","02","폐업","2022-01-04","","","","","25.56","","강원특별자치도 원주시 단구동 130-5","강원특별자치도 원주시 치악로 1580-1, 2층 (단구동)","26451","아담스킨케어","2022-01-06 13:22:10","I","2023-06-13 00:00:00","피부미용업","285190.369634369","425122.566307262","피부미용업","2","0","2","2","0","0","1","","","","자가","1","0","1","N",
"6401","미용업","05_18_01_P","4191000","4191000-212-2019-00008","2019-05-08","","03","폐업","02","폐업","2025-01-31","","","","","100.73","","강원특별자치도 원주시 무실동 1720-9 2층 204호","강원특별자치도 원주시 시청로 24, 2층 204호 (무실동)","26387","반하다","2025-01-31 10:51:25","U","2025-02-02 02:40:00","피부미용업","281634.38889853","426830.025457248","피부미용업","7","1","2","0","0","0","0","","","","임대","0","0","3","N",
"6402","미용업","05_18_01_P","4191000","4191000-212-2019-00010","2019-06-03","","03","폐업","02","폐업","2023-09-15","","","","","36.76","","강원특별자치도 원주시 무실동 1857-10 3층 319호","강원특별자치도 원주시 능라동길 51, 3층 319호 (무실동)","26392","굿데이왁싱원주점","2023-09-15 16:26:43","U","2023-09-17 02:40:00","피부미용업","282361.656343235","426273.540502002","피부미용업","10","4","3","0","0","0","0","","","","임대","0","0","1","N",
"6403","미용업","05_18_01_P","4191000","4191000-212-2019-00012","2019-06-24","","03","폐업","02","폐업","2021-12-07","","","","","67.86","","강원특별자치도 원주시 일산동 234-41 1층","강원특별자치도 원주시 일산초교길 53-1, 1층 (일산동)","26425","나투라에스테틱","2021-12-07 10:41:57","I","2023-06-13 00:00:00","피부미용업","283534.765665101","427814.103429551","피부미용업","2","0","1","0","0","0","0","","","","임대","1","0","2","N",
"6404","미용업","05_18_01_P","4191000","4191000-213-2020-00026","2020-02-19","","03","폐업","02","폐업","2023-09-25","","","","","49.60","","강원특별자치도 원주시 단구동 1453-8 1층","강원특별자치도 원주시 단구로 278, 1층 (단구동)","26449","꽃님이헤어(단구점)","2023-09-25 15:00:16","U","2023-09-27 02:40:00","일반미용업","284715.468350113","425818.718560986","종합미용업","2","1","1","1","0","0","2","","","","임대","0","0","1","N",
"6405","미용업","05_18_01_P","4191000","4191000-213-2020-00029","2020-10-23","","03","폐업","02","폐업","2021-12-28","","","","","19.87","","강원특별자치도 원주시 일산동 53-25","강원특별자치도 원주시 원일로 91, 2층 (일산동)","26431","샤인뷰티아이브로우바(중앙점)","2021-12-28 16:09:12","I","2023-06-13 00:00:00","피부미용업","284078.500021906","427840.319655647","종합미용업","4","1","2","2","0","0","1","","","","임대","0","0","2","N",
"6406","미용업","05_18_01_P","4191000","4191000-213-2020-00030","2020-11-06","","03","폐업","02","폐업","2022-09-28","","","","","13.60","","강원특별자치도 원주시 단계동 1211-13","강원특별자치도 원주시 전망길 19, 1층 (단계동)","26379","오라네일","2022-09-28 11:16:49","I","2023-06-13 00:00:00","네일아트업","281139.9976183","428290.189203012","종합미용업","3","0","1","1","0","0","2","","","","","0","0","0","N",
"6407","미용업","05_18_01_P","4201000","4201000-204-1999-00005","1999-08-31","","03","폐업","02","폐업","2004-05-08","","","","033 6451221","27.20","","강원특별자치도 강릉시 교동 711-4","","","근로복지미용실","2003-04-21 00:00:00","I","2023-06-13 00:00:00","일반미용업","366517.626946204","476095.320664004","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6408","미용업","05_18_01_P","4201000","4201000-211-2014-00015","2014-06-18","","03","폐업","02","폐업","2014-07-09","","","","033 642 9982","30.00","","강원특별자치도 강릉시 용강동 33-43 1층","강원특별자치도 강릉시 토성로 118, 1층 (용강동)","25534","엘샤론코리아(홍제동점)","2014-06-18 10:45:50","I","2023-06-13 00:00:00","일반미용업","366489.766598922","474040.419137537","일반미용업","2","0","1","1","0","0","2","","","","","0","0","0","N",
"6409","미용업","05_18_01_P","4191000","4191000-204-2002-00038","2002-10-26","","03","폐업","02","폐업","2006-03-30","","","","033 7447478","23.00","","강원특별자치도 원주시 태장동 1266-6 우성APT상가 301호","","","파랑머리미용실","2006-02-03 00:00:00","I","2023-06-13 00:00:00","일반미용업","283979.729676464","431362.066130018","미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"6410","미용업","05_18_01_P","4191000","4191000-204-2003-00038","2003-05-27","","03","폐업","02","폐업","2009-05-26","","","","033 7630161","63.99","","강원특별자치도 원주시 단구동 1654-4","","","댕기머리","2005-01-26 00:00:00","I","2023-06-13 00:00:00","일반미용업","284673.145441168","424833.113113193","미용업","3","0","2","2","0","0","5","","","","임대","0","0","0","N",
"6411","미용업","05_18_01_P","4191000","4191000-204-2004-00005","2004-02-20","","03","폐업","02","폐업","2005-01-20","","","","","37.32","","강원특별자치도 원주시 흥업면 흥업리 86 경동임대아파트 상가동 101호","","","머리대핵교","2004-08-17 00:00:00","I","2023-06-13 00:00:00","일반미용업","281824.493961962","422636.861775921","미용업","2","0","1","1","0","0","3","","","","임대","0","0","0","N",
"6412","미용업","05_18_01_P","4191000","4191000-212-2015-00004","2015-03-25","","03","폐업","02","폐업","2020-05-08","","","","","92.16","","강원특별자치도 원주시 무실동 1880-3","강원특별자치도 원주시 솔우물2길 23-1, 3층 301,302호 (무실동)","26394","스파인더파리","2020-05-08 15:39:13","I","2023-06-13 00:00:00","피부미용업","282403.236575511","425361.969325117","피부미용업","4","0","3","3","0","0","0","","","","임대","0","0","5","N",
"6413","미용업","05_18_01_P","4191000","4191000-212-2015-00005","2015-04-07","","03","폐업","02","폐업","2018-11-14","","","","","12.60","","강원특별자치도 원주시 관설동 1769-2 지상1층","강원특별자치도 원주시 치악고교길 57, 지상1층 (관설동)","26469","바디스토리샤인","2018-11-14 17:39:13","I","2023-06-13 00:00:00","피부미용업","285116.467475771","424215.498727328","피부미용업","4","0","1","1","0","0","0","","","","임대","1","0","2","N",
"6414","미용업","05_18_01_P","4191000","4191000-212-2015-00006","2015-04-17","","03","폐업","02","폐업","2017-06-02","","","","","113.50","","강원특별자치도 원주시 반곡동 1886-1 604호","강원특별자치도 원주시 혁신로 53 (반곡동, 604호)","26465","코리아나뷰티센터","2018-07-04 13:46:24","I","2023-06-13 00:00:00","피부미용업","286792.280579079","425060.061384448","피부미용업","8","2","6","6","0","0","0","","","","임대","1","0","10","N",
"6415","미용업","05_18_01_P","4191000","4191000-212-2015-00007","2015-05-01","","03","폐업","02","폐업","2015-06-10","","","","","29.25","","강원특별자치도 원주시 태장동 1361 지상2층, 북원그린사우나","","","웰빙피부관리","2015-05-08 15:55:23","I","2023-06-13 00:00:00","피부미용업","284150.458965792","432005.884807134","피부미용업","3","1","2","2","0","0","0","","","","임대","1","0","2","N",
"6416","미용업","05_18_01_P","4191000","4191000-212-2015-00009","2015-05-01","","03","폐업","02","폐업","2016-03-08","","","","","15.40","","강원특별자치도 원주시 명륜동 802 지상2층, 성원아파트 상가 가동 204호","강원특별자치도 원주시 무실로 157, 상가 가동 지상2층 204호 (명륜동, 성원아파트)","26438","알로에에스테틱","2015-05-11 14:06:07","I","2023-06-13 00:00:00","피부미용업","283383.087355804","427002.92589923","피부미용업","2","1","2","2","0","0","0","","","","임대","1","0","3","N",
"6417","미용업","05_18_01_P","4191000","4191000-212-2015-00010","2015-05-29","","03","폐업","02","폐업","2019-02-27","","","","033 766 7607","48.80","","강원특별자치도 원주시 관설동 1695-13 2층 202호","강원특별자치도 원주시 단관길 175 (관설동)","26471","제이뷰티샵","2019-02-27 16:15:44","I","2023-06-13 00:00:00","피부미용업","285318.334269078","424469.889378051","피부미용업","4","0","2","2","0","0","0","","","","임대","0","0","3","N",
"6418","미용업","05_18_01_P","4191000","4191000-212-2015-00011","2015-06-08","","03","폐업","02","폐업","2016-09-28","","","","033 745 2282","21.07","","강원특별자치도 원주시 단계동 799-2","강원특별자치도 원주시 단구로 66, 1층 (단계동)","26434","하얀피부관리","2015-09-09 09:06:05","I","2023-06-13 00:00:00","피부미용업","283123.949557571","427178.010223502","피부미용업","2","0","1","1","0","0","1","","","","임대","0","0","1","N",
"6419","미용업","05_18_01_P","4191000","4191000-212-2015-00012","2015-06-26","","03","폐업","02","폐업","2015-07-02","","","","","0.00","","강원특별자치도 원주시 단계동 894-1 지상1층","강원특별자치도 원주시 이화6길 46, 지상1층 (단계동)","26382","아이뻐","2015-06-26 16:10:10","I","2023-06-13 00:00:00","피부미용업","282483.25586595","426993.772059528","피부미용업","0","0","0","0","0","0","3","","","","","0","0","3","N",
"6420","미용업","05_18_01_P","4191000","4191000-213-2018-00002","2018-02-06","","03","폐업","02","폐업","2022-01-27","","","","","73.38","","강원특별자치도 원주시 문막읍 동화리 1267","강원특별자치도 원주시 문막읍 왕건로 22, 동화프라자 5층 502호","26368","여우눈썹","2022-01-27 14:39:45","I","2023-06-13 00:00:00","메이크업업","273589.275521485","424773.538063271","종합미용업","5","2","5","5","0","0","3","","","","임대","0","0","3","N",
"6421","미용업","05_18_01_P","4191000","4191000-213-2018-00003","2018-02-06","","03","폐업","02","폐업","2023-03-08","","","","","36.00","","강원특별자치도 원주시 관설동 1713-1 청솔6차아파트 상가동, 1층 106호, 좌측상가","강원특별자치도 원주시 단관초교길 7, 청솔6차아파트 1층 106, 좌측상가호 (관설동)","26473","프띠헤어","2023-03-08 17:53:40","I","2023-06-13 00:00:00","일반미용업","285516.185574864","424374.586469565","종합미용업","1","1","1","1","0","0","3","","","","임대","0","0","0","N",
"6422","미용업","05_18_01_P","4191000","4191000-212-2015-00020","2015-10-16","","03","폐업","02","폐업","2016-09-29","","","","","30.45","","강원특별자치도 원주시 판부면 서곡리 2020-4 지상1층","강원특별자치도 원주시 판부면 오성마을길 47-17, 지상1층","26400","전은지에스테틱","2015-10-21 11:21:00","I","2023-06-13 00:00:00","피부미용업","284068.998069783","424482.980840584","피부미용업","4","0","1","1","0","0","0","","","","임대","0","0","1","N",
"6423","미용업","05_18_01_P","4191000","4191000-212-2015-00021","2015-11-23","","03","폐업","02","폐업","2021-11-12","","","","033 748 8678","48.48","","강원특별자치도 원주시 문막읍 건등리 1705-3 지상1층","강원특별자치도 원주시 문막읍 건등로 36, 지상1층","26370","자연의피부","2021-11-12 11:49:19","I","2023-06-13 00:00:00","피부미용업","272623.974705933","423802.526658166","피부미용업","3","0","1","1","0","0","0","","","","임대","0","0","3","N",
"6424","미용업","05_18_01_P","4191000","4191000-212-2015-00024","2015-09-18","","03","폐업","02","폐업","2023-03-15","","","","","63.27","","강원특별자치도 원주시 지정면 가곡리 1507-2","강원특별자치도 원주시 지정면 신지정로 266, 2층 203호","26353","시원테라피","2023-03-15 17:28:38","I","2023-06-13 00:00:00","피부미용업","277037.305163772","431073.008043324","피부미용업","6","2","2","2","0","0","2","","","","임대","1","0","2","N",
"6425","미용업","05_18_01_P","4191000","4191000-212-2016-00001","2016-01-06","","03","폐업","02","폐업","2021-06-25","","","","","14.50","","강원특별자치도 원주시 태장동 1399-7 지상2층","강원특별자치도 원주시 현충로 310, 지상2층 (태장동)","26318","퓨어스킨","2021-06-25 16:23:59","I","2023-06-13 00:00:00","피부미용업","283895.527732733","431389.52274154","피부미용업","2","0","2","0","0","0","1","","","","","1","0","2","Y",
"6426","미용업","05_18_01_P","4191000","4191000-212-2016-00003","2016-02-17","","03","폐업","02","폐업","2016-08-30","","","","","55.40","","강원특별자치도 원주시 단구동 1565-3","강원특별자치도 원주시 천매봉길 12 (단구동)","26483","백스킨","2016-06-17 17:31:00","I","2023-06-13 00:00:00","피부미용업","283653.080936974","424868.846616998","피부미용업","3","0","1","1","0","0","0","","","","임대","0","0","3","N",
