"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"126","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200800002","2012-12-10","","01","영업/정상","3","재개업","","","","2014-08-08","033-747-7119","","","강원특별자치도 원주시 흥업면 매지리 71","강원특별자치도 원주시 흥업면 분지동길 111","26494","(주)자연환경","2023-07-04 09:34:43","U","2025-07-29 02:40:00","","282090.25247076","420419.826312244","분뇨등설계시공업관리","","","","","0","","0",
"127","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199800005","1998-11-11","","02","휴업","1","휴업","","2010-03-02","2011-03-02","","0336470443","","210-100","강원특별자치도 강릉시 교동 468-42","","","(주)창원","2010-03-03 10:35:23","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"128","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054198300001","1983-11-04","","01","영업/정상","11","영업","","","","","","","210-111","강원특별자치도 강릉시 포남동 1299-3","","","(합)신광기업","2006-07-20 15:52:56","I","2023-06-13 00:00:00","","368627.240841244","476250.620665383","분뇨등설계시공업관리","","","","","0","","0",
"129","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054202000001","2020-05-14","","01","영업/정상","11","영업","","","","","0336443366","","","강원특별자치도 강릉시 구정면 학산리 652","강원특별자치도 강릉시 구정면 오독떼기길 24-8","25623","주식회사 민중환경건설","2024-01-15 14:09:04","U","2024-10-18 02:40:00","","366523.111770332","468452.525779228","분뇨등설계시공업관리","","","","","0","","0",
"130","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200800002","2009-01-02","","01","영업/정상","11","영업","","","","","0336626010","","210-805","강원특별자치도 강릉시 주문진읍 장덕리 68-1","강원특별자치도 강릉시 주문진읍 장덕고개길 280","","성천기업(주)","2009-01-02 10:52:35","U","2025-07-29 02:40:00","","358137.602339523","486943.919591339","분뇨등설계시공업관리","","","","","0","","0",
"131","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200100001","2001-09-15","","01","영업/정상","11","영업","","","","","033644 3505","","210-070","강원특별자치도 강릉시 용강동 33-4 19통5반","","","똥","2007-08-24 10:45:08","I","2023-06-13 00:00:00","","366573.731549346","474132.946855927","분뇨등설계시공업관리","","","","","0","","0",
"132","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200800001","2008-02-05","","01","영업/정상","11","영업","","","","","0336455372","","210-160","강원특별자치도 강릉시 내곡동 342","강원특별자치도 강릉시 남부로18번길 33 (내곡동)","210-160","청록산업","2020-06-16 11:09:13","U","2025-07-29 02:40:00","하수처리, 폐기물처리 및 청소관련 서비스업","365976.614240948","472164.990691972","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"133","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199800016","1998-11-11","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 사천면 석교리 613","강원특별자치도 강릉시 사천면 청솔공원길 207-12","","(주)대양 이엔시","2009-01-09 16:55:15","I","2023-06-13 00:00:00","","360745.122179084","482775.080007162","분뇨등설계시공업관리","","","","","0","","0",
"134","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200005","2002-11-01","","03","폐업","2","폐업","2007-11-01","","","","","","210-111","강원특별자치도 강릉시 포남동 1147-2","","","덕영건설(주)","2007-11-01 13:54:36","I","2023-06-13 00:00:00","","368094.120830708","475354.295117288","분뇨등설계시공업관리","","","","","0","","0",
"135","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054000100001","2004-10-07","","03","폐업","2","폐업","2007-11-01","","","","","","210-080","강원특별자치도 강릉시 임당동 152-1","","","(주)대진환경개발","2007-11-01 13:57:40","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","366716.840538223","474021.113209548","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"136","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199500001","1995-01-12","","03","폐업","2","폐업","2007-08-24","","","","","","210-111","강원특별자치도 강릉시 포남동 1123-1","","","태백건설산업(주)","2007-08-24 09:49:49","I","2023-06-13 00:00:00","","367819.408211632","475297.811848016","분뇨등설계시공업관리","","","","","0","","0",
"137","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199500002","1995-03-09","","03","폐업","2","폐업","2003-07-09","","","","","","210-111","강원특별자치도 강릉시 포남동 1112-5","","","(주)중원건설","2003-07-09 16:33:25","U","2025-07-29 02:40:00","","367853.971977474","475690.472193567","분뇨등설계시공업관리","","","","","0","","0",
"138","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199500003","1995-12-18","","03","폐업","2","폐업","2005-12-31","","","","","","210-102","강원특별자치도 강릉시 교동 213-28","","","(주)한진기업","2008-02-18 11:36:42","I","2023-06-13 00:00:00","","367085.090332539","475135.417684292","분뇨등설계시공업관리","","","","","0","","0",
"139","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199500004","1995-07-24","","03","폐업","2","폐업","2011-01-14","","","","","","210-111","강원특별자치도 강릉시 포남동 1299-3","강원특별자치도 강릉시 하평4길 47  (포남동)","","(합)신광기업","2011-01-14 17:32:35","U","2024-10-18 02:40:00","","368627.240841244","476250.620665383","분뇨등설계시공업관리","","","","","0","","0",
"140","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199600001","1996-11-04","","03","폐업","2","폐업","2007-08-24","","","","","","210-111","강원특별자치도 강릉시 포남동 1167","강원특별자치도 강릉시 성덕포남로188번길 10  (포남동)","","(주)대성환경","2007-08-24 09:56:16","I","2023-06-13 00:00:00","","368163.108572399","475751.489656379","분뇨등설계시공업관리","","","","","0","","0",
"141","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199900004","1999-03-05","","03","폐업","2","폐업","2009-11-02","","","","","","210-926","강원특별자치도 강릉시 내곡동 422-8","강원특별자치도 강릉시 범일로 620  (내곡동)","","153종합건재환경","2009-11-02 17:12:43","U","2025-07-29 02:40:00","","365756.188986263","472775.495851918","분뇨등설계시공업관리","","","","","0","","0",
"142","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199900005","1999-07-13","","03","폐업","2","폐업","2009-01-20","","","","","","210-101","강원특별자치도 강릉시 교동 921-18","","","삼원환경","2009-01-22 15:45:38","I","2023-06-13 00:00:00","","366310.621964441","474484.230547418","분뇨등설계시공업관리","","","","","0","","0",
"143","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199900006","1999-09-01","","03","폐업","2","폐업","2007-08-24","","","","","","210-100","강원특별자치도 강릉시 교동 921-18","강원특별자치도 강릉시 강릉대로159번길 4  (교동)","","오영환경건설(주)","2007-08-24 10:24:41","I","2023-06-13 00:00:00","","366310.621964441","474484.230547418","분뇨등설계시공업관리","","","","","0","","0",
"144","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200000001","2000-02-03","","03","폐업","2","폐업","2007-08-24","","","","033642 7914","","210-010","강원특별자치도 강릉시 홍제동 96-54","","","맑은환경(주)","2007-08-24 10:26:08","I","2023-06-13 00:00:00","분뇨 및 축산폐기물 처리업","365979.83056977","473358.973368062","분뇨등설계시공업관리","분뇨 및 축산폐기물 처리업","","","","0","","0",
"145","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200000002","2000-03-21","","03","폐업","2","폐업","2007-08-24","","","","","","210-111","강원특별자치도 강릉시 포남동 1169-5","","","(주)우림토건","2007-08-24 10:30:26","I","2023-06-13 00:00:00","","368229.127566158","475586.430512575","분뇨등설계시공업관리","","","","","0","","0",
"146","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200000003","2002-11-01","","03","폐업","2","폐업","2007-08-24","","","","","","210-112","강원특별자치도 강릉시 포남동 1291-3","","","유원기업(주)","2007-08-24 10:31:46","I","2023-06-13 00:00:00","","368395.034230411","476002.335230972","분뇨등설계시공업관리","","","","","0","","0",
"147","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200100002","2001-10-23","","03","폐업","2","폐업","2009-11-24","","","","","","210-111","강원특별자치도 강릉시 포남동 1148-30","","","에덴환경","2009-11-24 14:06:58","I","2023-06-13 00:00:00","","368091.463666969","475382.958933721","분뇨등설계시공업관리","","","","","0","","0",
"148","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200100219","2001-02-27","","03","폐업","2","폐업","2013-05-06","","","","","","210-862","강원특별자치도 강릉시 연곡면 송림리 41-1","","","대왕토건(주)","2013-05-06 16:11:21","U","2025-07-29 02:40:00","","360295.473656194","485108.010906461","분뇨등설계시공업관리","","","","","0","","0",
"149","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199700001","1997-09-01","","03","폐업","2","폐업","2007-08-24","","","","","","210-111","강원특별자치도 강릉시 포남동 1123-1","","","(주)태주","2007-08-24 09:57:15","I","2023-06-13 00:00:00","","367819.408211632","475297.811848016","분뇨등설계시공업관리","","","","","0","","0",
"150","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199700002","1997-10-02","","03","폐업","2","폐업","2007-08-24","","","","","","210-090","강원특별자치도 강릉시 옥천동 370-10","","","(주)영진","2007-08-24 09:58:06","I","2023-06-13 00:00:00","","367645.270841986","474879.492071115","분뇨등설계시공업관리","","","","","0","","0",
"151","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199800001","1998-04-06","","03","폐업","2","폐업","2007-08-24","","","","","","210-111","강원특별자치도 강릉시 포남동 1230-4","","","삼양산업개발(주)","2007-08-24 09:59:41","I","2023-06-13 00:00:00","","368576.273718905","476528.897106334","분뇨등설계시공업관리","","","","","0","","0",
"152","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199800002","1998-06-21","","03","폐업","2","폐업","2007-08-24","","","","","","210-090","강원특별자치도 강릉시 옥천동 201-2","","","한솔환경건설(주)","2007-08-24 10:00:21","I","2023-06-13 00:00:00","","367573.750452892","474770.003398283","분뇨등설계시공업관리","","","","","0","","0",
"153","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199800003","1998-08-14","","03","폐업","2","폐업","2003-04-03","","","","","","210-111","강원특별자치도 강릉시 포남동 1115-12","","","(주)동원종합건설","2007-08-24 10:01:01","I","2023-06-13 00:00:00","","367850.842766758","475579.670871783","분뇨등설계시공업관리","","","","","0","","0",
"154","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199800004","1998-10-19","","03","폐업","2","폐업","2001-08-22","","","","","","210-111","강원특별자치도 강릉시 포남동 1069-4","","","한성환경(주)","2001-08-22 16:17:59","U","2025-07-29 02:40:00","","368339.26035106","476416.461045904","분뇨등설계시공업관리","","","","","0","","0",
"155","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199800007","1998-12-04","","03","폐업","2","폐업","2021-12-23","","","","","","","강원특별자치도 강릉시 옥천동 139-1","강원특별자치도 강릉시 경강로 2154 (옥천동)","","(주)우일","2021-12-23 18:32:48","U","2025-07-29 02:40:00","","367485.012917488","474540.786210171","분뇨등설계시공업관리","","","","","0","","0",
"156","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199900001","1999-01-22","","03","폐업","2","폐업","2007-10-25","","","","","","210-110","강원특별자치도 강릉시 포남동 375-2","","","갑을건설(주)","2007-10-26 09:58:35","U","2025-07-29 02:40:00","","368124.501405914","476749.806765825","분뇨등설계시공업관리","","","","","0","","0",
"157","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199900002","1999-02-20","","03","폐업","2","폐업","2007-08-24","","","","","","210-112","강원특별자치도 강릉시 포남동 1055","강원특별자치도 강릉시 보래미하길 74  (포남동)","","(주)선웅","2007-08-24 10:19:24","I","2023-06-13 00:00:00","","368529.955051111","476477.107917237","분뇨등설계시공업관리","","","","","0","","0",
"158","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054199900003","1999-03-05","","03","폐업","2","폐업","2005-12-02","","","","","","210-270","강원특별자치도 강릉시 두산동 228-5","","","(주)거화","2005-12-02 10:35:51","U","2025-07-29 02:40:00","","369947.020195629","475760.44434794","분뇨등설계시공업관리","","","","","0","","0",
"159","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200100227","2004-02-23","","03","폐업","2","폐업","2017-11-06","","","","","","210-801","강원특별자치도 강릉시 주문진읍 교항리 1207","강원특별자치도 강릉시 주문진읍 농공단지길 28-4","","(주)대성환경건설","2017-11-07 09:18:33","I","2023-06-13 00:00:00","","360657.223678421","487127.974559443","분뇨등설계시공업관리","","","","","0","","0",
"160","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200100228","2007-03-12","","03","폐업","2","폐업","2008-02-18","","","","","","210-862","강원특별자치도 강릉시 연곡면 송림리 41-2","","","대왕토건(주)","2008-04-24 15:09:24","I","2023-06-13 00:00:00","","360246.81364385","485098.141542846","분뇨등설계시공업관리","","","","","0","","0",
"161","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200100229","2007-03-28","","03","폐업","2","폐업","2007-03-28","","","","","","210-920","강원특별자치도 강릉시 교동 149-7","","","(주)한일공무","2007-11-01 13:56:17","I","2023-06-13 00:00:00","분뇨 처리업","367239.711096573","474876.738554618","분뇨등설계시공업관리","분뇨 처리업","","","","0","","0",
"162","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200001","2002-09-10","","03","폐업","2","폐업","2007-04-25","","","","033651 7781","","210-120","강원특별자치도 강릉시 초당동 12-3","","","근형건설(주)","2007-04-25 15:01:39","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"163","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200002","2002-10-28","","03","폐업","2","폐업","2007-10-31","","","","","","210-111","강원특별자치도 강릉시 포남동 1283-2","","","(주)지백","2007-11-01 14:41:32","I","2023-06-13 00:00:00","","368753.174835631","475728.146794219","분뇨등설계시공업관리","","","","","0","","0",
"164","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200003","2002-11-02","","03","폐업","2","폐업","2007-10-25","","","","","","210-111","강원특별자치도 강릉시 포남동 1194-6","","","동양엔지니어링(주)","2007-10-31 16:14:17","I","2023-06-13 00:00:00","","368778.905866371","475796.774452283","분뇨등설계시공업관리","","","","","0","","0",
"165","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200004","2002-11-02","","03","폐업","2","폐업","2007-10-25","","","","","","210-110","강원특별자치도 강릉시 포남동 1194-6","","","동양엔지니어링(주)","2007-10-26 10:03:12","I","2023-06-13 00:00:00","","368778.905866371","475796.774452283","분뇨등설계시공업관리","","","","","0","","0",
"166","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200006","2002-11-01","","03","폐업","2","폐업","2009-01-30","","","","","","210-933","강원특별자치도 강릉시 옥천동 281-2","","","강동환경산업(주)","2009-01-30 17:46:55","I","2023-06-13 00:00:00","","367304.826359988","474677.412911225","분뇨등설계시공업관리","","","","","0","","0",
"167","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200007","2002-12-10","","03","폐업","2","폐업","2007-03-20","","","","","","210-949","강원특별자치도 강릉시 홍제동 364-1","","","우성환경건설","2007-08-24 10:34:59","I","2023-06-13 00:00:00","","365615.094466325","473309.814858806","분뇨등설계시공업관리","","","","","0","","0",
"168","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200200008","2007-04-25","","03","폐업","2","폐업","2007-04-25","","","","","","210-120","강원특별자치도 강릉시 초당동 12-3","","","근형건설(주)","2007-10-31 16:11:43","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"169","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200400001","2004-05-27","","03","폐업","2","폐업","2009-01-30","","","","","","210-070","강원특별자치도 강릉시 용강동 33-42","","","(주)바우환경건설","2009-01-30 17:46:23","I","2023-06-13 00:00:00","환경상담 및 관련 엔지니어링 서비스업","366501.31022742","474052.026720293","분뇨등설계시공업관리","환경상담 및 관련 엔지니어링 서비스업","","","","0","","0",
"170","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200500001","2005-03-09","","03","폐업","2","폐업","2007-11-01","","","","","","210-080","강원특별자치도 강릉시 임당동 152-1","","","(주)대진환경개발","2007-11-01 13:57:03","I","2023-06-13 00:00:00","","366716.840538223","474021.113209548","분뇨등설계시공업관리","","","","","0","","0",
"171","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200500002","2005-08-17","","03","폐업","2","폐업","2007-01-16","","","","","","210-160","강원특별자치도 강릉시 내곡동 136","강원특별자치도 강릉시 남산초교길 65  (내곡동)","","(주)현진종합건설","2007-10-31 16:11:08","I","2023-06-13 00:00:00","분뇨 처리업","366585.648928838","472740.424346918","분뇨등설계시공업관리","분뇨 처리업","","","","0","","0",
"172","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054200600001","2006-11-20","","03","폐업","2","폐업","2007-06-11","","","","","","210-170","강원특별자치도 강릉시 회산동 9","강원특별자치도 강릉시 강변로 70  (회산동)","","천마종합건설(주)","2007-10-31 16:10:39","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"173","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054201000001","2010-06-16","","03","폐업","2","폐업","2012-05-21","","","","6529119","","210-111","강원특별자치도 강릉시 포남동 1234-2 2층","강원특별자치도 강릉시 가작로 308  (포남동,2층)","","성천환경건설(주)","2012-06-05 13:41:05","U","2025-07-29 02:40:00","","368153.139623923","475977.201218119","분뇨등설계시공업관리","","","","","0","","0",
"174","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054201000002","2010-09-07","","03","폐업","2","폐업","2011-03-31","","","","662-0146","","210-801","강원특별자치도 강릉시 주문진읍 교항리 1207-10","강원특별자치도 강릉시 주문진읍 농공단지길 40-22","","(주)재능이씨엠","2011-03-31 14:45:27","U","2024-10-18 02:40:00","","360689.147050536","486906.388323301","분뇨등설계시공업관리","","","","","0","","0",
"175","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054201100001","2011-09-29","","03","폐업","2","폐업","2012-01-31","","","","033-661-7914","","210-801","강원특별자치도 강릉시 주문진읍 교항리 1207-10 2층","강원특별자치도 강릉시 주문진읍 농공단지길 40-22  (2층)","","케이엠네이쳐","2012-01-31 14:01:11","I","2023-06-13 00:00:00","","360689.147050536","486906.388323301","분뇨등설계시공업관리","","","","","0","","0",
"176","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054201600001","2016-05-19","","03","폐업","2","폐업","2018-03-08","","","","662-1730","","","강원특별자치도 강릉시 주문진읍 교항리 1207-38","강원특별자치도 강릉시 주문진읍 농공단지길 33","25422","(주)대양환경기술","2018-03-12 14:34:45","U","2024-10-18 02:40:00","","360835.96205572","487110.456208908","분뇨등설계시공업관리","","","","","0","","0",
"177","단독정화조/오수처리시설설계시공업","09_30_07_P","4201000","420100054201800001","2018-04-30","","03","폐업","2","폐업","2018-07-27","","","","033-662-1730","","","강원특별자치도 강릉시 주문진읍 교항리 1207-38","강원특별자치도 강릉시 주문진읍 농공단지길 33","25422","(주)대양환경기술","2018-07-30 17:27:14","U","2024-10-18 02:40:00","","360835.96205572","487110.456208908","분뇨등설계시공업관리","","","","","0","","0",
"178","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054198500001","1985-12-30","","02","휴업","1","휴업","","2004-05-24","2009-12-31","","","","240-010","강원특별자치도 동해시 천곡동 960-10","강원특별자치도 동해시 감추5길 35-2  (천곡동)","","(합)한림토건","2011-03-28 17:53:40","I","2023-06-13 00:00:00","","387316.669922752","448334.492203907","분뇨등설계시공업관리","","","","","0","","0",
"179","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054200500001","2005-01-12","","02","휴업","1","휴업","","2006-05-22","2007-12-31","","","","240-290","강원특별자치도 동해시 이도동 296-11","","","(주)미래환경개발","2006-05-22 13:28:14","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"180","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054201900001","2019-05-15","","01","영업/정상","11","영업","","","","","0335357077","","240-230","강원특별자치도 동해시 구호동 236-28","강원특별자치도 동해시 공단2로 64 (구호동)","240-230","(합)동해이엔씨","2025-07-23 18:29:33","U","2025-07-25 02:40:00","","389080.66552909","443626.997680626","분뇨등설계시공업관리","","","","","0","","0",
"181","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054201500001","2015-01-27","","01","영업/정상","11","영업","","","","","5216211","","","강원특별자치도 동해시 이도동 296-5","강원특별자치도 동해시 전천로 175-4 (이도동)","25818","미래환경종합건재","2025-07-23 18:29:32","U","2025-07-25 02:40:00","","386740.325669141","444183.471908194","분뇨등설계시공업관리","","","","","0","","0",
"182","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199500002","1995-04-14","","03","폐업","2","폐업","2006-11-16","","","","","","240-041","강원특별자치도 동해시 발한동 86-11","강원특별자치도 동해시 발한로 86  (발한동)","","세보건설(주)","2006-11-16 15:01:26","U","2025-07-29 02:40:00","","385721.92561713","450724.889882827","분뇨등설계시공업관리","","","","","0","","0",
"183","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199500003","1995-04-27","","03","폐업","2","폐업","2002-01-17","","","","","","240-010","강원특별자치도 동해시 천곡동 801-12","","","동명종합건설(주)","2002-01-21 16:09:29","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"184","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199500004","1995-09-23","","03","폐업","2","폐업","2002-07-25","","","","","","240-010","강원특별자치도 동해시 천곡동 979-4","","","덕산건설(합)","2002-07-26 08:37:47","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"185","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199500005","2001-07-13","","03","폐업","2","폐업","2002-01-18","","","","","","240-010","강원특별자치도 동해시 천곡동 832","강원특별자치도 동해시 천곡로 100-1  (천곡동)","","동명종합건설(주)","2008-01-18 10:08:19","I","2023-06-13 00:00:00","환경상담 및 관련 엔지니어링 서비스업","387068.701404924","448883.008534946","분뇨등설계시공업관리","환경상담 및 관련 엔지니어링 서비스업","","","","0","","0",
"186","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199700005","1997-02-28","","03","폐업","2","폐업","2002-10-01","","","","","","240-010","강원특별자치도 동해시 천곡동 869","강원특별자치도 동해시 한섬로 113  (천곡동)","","(주)우진환경","2002-10-02 09:15:19","U","2025-07-29 02:40:00","","387013.531976392","448690.240075253","분뇨등설계시공업관리","","","","","0","","0",
"187","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199700006","2001-05-25","","03","폐업","2","폐업","2002-10-01","","","","","","240-010","강원특별자치도 동해시 천곡동 869","강원특별자치도 동해시 한섬로 113  (천곡동)","","(주)우진환경","2008-01-18 10:10:30","I","2023-06-13 00:00:00","","387013.531976392","448690.240075253","분뇨등설계시공업관리","","","","","0","","0",
"188","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199800001","1998-08-01","","03","폐업","2","폐업","2001-05-18","","","","","","240-030","강원특별자치도 동해시 부곡동 105-1","","","강원환경건설(주)","2001-05-21 18:02:04","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"189","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199900001","1999-08-16","","03","폐업","2","폐업","2001-05-18","","","","","","240-010","강원특별자치도 동해시 천곡동 989-7","","","(한움종합건설(주)","2001-10-08 16:30:33","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"190","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199900002","1999-06-24","","03","폐업","2","폐업","2004-01-17","","","","","","240-050","강원특별자치도 동해시 묵호진동 2-2","","","(주)한국퓨어테크","2004-01-17 10:58:47","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"191","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199900006","1999-04-20","","03","폐업","2","폐업","2003-06-16","","","","","","240-030","강원특별자치도 동해시 부곡동 68-14","강원특별자치도 동해시 수원지1길 9  (부곡동)","","(주)청해환경","2003-06-16 17:25:57","U","2025-07-29 02:40:00","","385598.649654407","450550.444200876","분뇨등설계시공업관리","","","","","0","","0",
"192","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199900007","1999-06-24","","03","폐업","2","폐업","2004-01-17","","","","","","240-050","강원특별자치도 동해시 묵호진동 2-2","","","(주)한국퓨어테크","2004-01-17 11:00:33","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"193","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054199900008","1999-12-28","","03","폐업","2","폐업","2001-12-26","","","","","","240-030","강원특별자치도 동해시 부곡동 105-1","","","원강종합환경","2001-12-26 17:03:27","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"194","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054200000009","2000-07-26","","03","폐업","2","폐업","2003-12-29","","","","","","240-041","강원특별자치도 동해시 발한동 86-11","","","(합)대농건설기계","2003-12-29 17:40:26","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"195","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054200100001","2001-08-16","","03","폐업","2","폐업","2002-02-19","","","","","","240-150","강원특별자치도 동해시 지흥동 산 119","강원특별자치도 동해시 지양길 200  (지흥동)","","(주)한일바이오","2002-02-19 18:08:03","U","2025-07-29 02:40:00","","384559.642685634","446847.696396704","분뇨등설계시공업관리","","","","","0","","0",
"196","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054200100002","2001-12-12","","03","폐업","2","폐업","2003-12-24","","","","","","240-010","강원특별자치도 동해시 천곡동 1045-3","","","(합)삼성중기건설","2003-12-24 14:46:08","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"197","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054200100003","2003-02-19","","03","폐업","2","폐업","2003-12-24","","","","","","240-030","강원특별자치도 동해시 부곡동 105-1","","","(합)벽강","2008-01-18 13:26:07","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"198","단독정화조/오수처리시설설계시공업","09_30_07_P","4211000","421100054200200001","2002-01-30","","03","폐업","2","폐업","2004-06-28","","","","","","240-170","강원특별자치도 동해시 나안동 160","강원특별자치도 동해시 동해대로 4917  (나안동)","","풍원종합환경","2004-07-09 09:47:10","U","2025-07-29 02:40:00","","386694.73167885","444624.153675108","분뇨등설계시공업관리","","","","","0","","0",
