"锅龋","俺规辑厚胶疙","俺规辑厚胶酒捞叼","俺规磊摹窜眉内靛","包府锅龋","牢倾啊老磊","牢倾啊秒家老磊","康诀惑怕备盒内靛","康诀惑怕疙","惑技康诀惑怕内靛","惑技康诀惑怕疙","企诀老磊","绒诀矫累老磊","绒诀辆丰老磊","犁俺诀老磊","家犁瘤傈拳","家犁瘤搁利","家犁瘤快祈锅龋","家犁瘤傈眉林家","档肺疙傈眉林家","档肺疙快祈锅龋","荤诀厘疙","弥辆荐沥矫痢","单捞磐盎脚备盒","单捞磐盎脚老磊","诀怕备盒疙","谅钎沥焊x(epsg5174)","谅钎沥焊y(epsg5174)","困积诀怕疙","扒拱瘤惑摸荐","扒拱瘤窍摸荐","荤侩矫累瘤惑摸","荤侩场瘤惑摸","荤侩矫累瘤窍摸","荤侩场瘤窍摸","炼扒何倾啊脚绊荤蜡","炼扒何倾啊矫累老磊","炼扒何倾啊辆丰老磊","扒拱家蜡备盒疙","咯己辆荤磊荐","巢己辆荤磊荐","促吝捞侩诀家咯何",
"951","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00005","2011-06-14","","03","企诀","02","企诀","2013-12-17","","","","033 7303987","52.80","","碍盔漂喊磊摹档 盔林矫 瘤沥搁 岿价府 1061-10","","","(林)叼矩厚","2012-05-18 16:20:51","I","2023-06-13 00:00:00","扒拱困积包府诀","272463.255298458","437401.452663731","扒拱困积包府诀","9","2","0","0","1","0","","","","烙措","0","0","N",
"952","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00007","2011-10-12","","03","企诀","02","企诀","2020-06-05","","","","","32.16","","碍盔漂喊磊摹档 盔林矫 窜拌悼 789-2","碍盔漂喊磊摹档 盔林矫 基敌瘤辨 24, 1摸 (窜拌悼)","26424","(钦)泅措困积傍荤","2020-06-05 11:21:30","I","2023-06-13 00:00:00","扒拱困积包府诀","282944.034022162","427481.122474522","扒拱困积包府诀","1","0","1","0","0","0","","","","烙措","0","0","N",
"953","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00002","2011-01-26","","03","企诀","02","企诀","2019-11-11","","","","033 747 4942","18.62","","碍盔漂喊磊摹档 盔林矫 窜拌悼 806-1","碍盔漂喊磊摹档 盔林矫 豪拳肺 122 (窜拌悼)","26410","盔林农赴季鸥","2019-11-11 21:06:00","I","2023-06-13 00:00:00","扒拱困积包府诀","282228.233866194","428547.503685081","扒拱困积包府诀","1","1","0","0","1","0","","","","烙措","0","0","N",
"954","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2008-00020","2008-12-05","","03","企诀","02","企诀","2016-12-26","","","","033 734 9565","0.00","","碍盔漂喊磊摹档 盔林矫 窜拌悼 929-17 (1摸)","碍盔漂喊磊摹档 盔林矫 捞拳3辨 40-28 (窜拌悼,(1摸))","26474","林侥雀荤厘固扁诀","2011-02-11 16:25:38","I","2023-06-13 00:00:00","扒拱困积包府诀","282578.810749648","426781.066212171","扒拱困积包府诀","3","1","1","0","0","0","","","","烙措","0","0","N",
"955","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00003","2011-03-02","","03","企诀","02","企诀","2012-05-22","","","","07071223042","110.87","","碍盔漂喊磊摹档 盔林矫 吝居悼 64-1","碍盔漂喊磊摹档 盔林矫 吝居矫厘辨 32-1 (吝居悼)","26428","(林)萍静府哪欺聪","2011-12-13 13:12:42","I","2023-06-13 00:00:00","扒拱困积包府诀","284133.222620996","428037.844555718","扒拱困积包府诀","5","1","2","0","0","0","","","","烙措","0","0","N",
"956","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2010-00003","2010-03-26","","03","企诀","02","企诀","2011-11-21","","","","033 763 7331","50.22","","碍盔漂喊磊摹档 盔林矫 馆邦悼 1576-1","","","没老券版","2011-11-07 13:50:59","I","2023-06-13 00:00:00","扒拱困积包府诀","285715.910380916","426256.295172018","扒拱困积包府诀","2","1","1","0","0","0","","","","烙措","0","0","N",
"957","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2007-00014","2007-10-29","","03","企诀","02","企诀","2015-06-19","","","","033 761 4852","25.46","","碍盔漂喊磊摹档 盔林矫 包汲悼 634-9","碍盔漂喊磊摹档 盔林矫 摹厩肺 1347 (包汲悼)","26470","俊内农赴咆","2010-12-23 10:00:31","I","2023-06-13 00:00:00","扒拱困积包府诀","286501.97170676","423304.050751231","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"958","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2010-00004","2010-04-13","","03","企诀","02","企诀","2012-08-23","","","","033 901 7336","72.58","","碍盔漂喊磊摹档 盔林矫 豪魂悼 918-3","碍盔漂喊磊摹档 盔林矫 豪玫辨 52 (豪魂悼)","26330","扁辣扒汲(林)","2011-07-20 14:02:54","I","2023-06-13 00:00:00","扒拱困积包府诀","285235.473592854","427411.277911363","扒拱困积包府诀","1","0","1","0","0","0","","","","烙措","0","0","N",
"959","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2002-00001","2002-02-14","","03","企诀","02","企诀","2003-02-27","","","","033 7483788","396.70","","碍盔漂喊磊摹档 盔林矫 豪魂悼 1103-12","","","(林)母胶","2003-04-02 00:00:00","I","2023-06-13 00:00:00","扒拱困积包府诀","284710.429211607","427788.546255796","扒拱困积包府诀","2","0","2","2","0","0","","","","烙措","0","0","N",
"960","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2008-00024","2008-12-26","","03","企诀","02","企诀","2009-01-12","","","","033 746 4255","0.00","","碍盔漂喊磊摹档 盔林矫 怕厘悼 1379-23 合盔惑啊 3摸 100龋","","","傀捞胶券版","2008-12-26 15:21:13","I","2023-06-13 00:00:00","扒拱困积包府诀 扁鸥","283960.641282355","431787.035435458","扒拱困积包府诀 扁鸥","0","0","3","0","0","0","","","","","0","0","N",
"961","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00001","2009-01-14","","03","企诀","02","企诀","2010-07-05","","","","0337623376","8.28","","碍盔漂喊磊摹档 盔林矫 切己悼 462-6","","","快籍魂诀","2009-01-14 16:35:45","I","2023-06-13 00:00:00","扒拱困积包府诀","283508.622410366","428755.750500966","扒拱困积包府诀","1","0","1","0","0","0","","","","烙措","0","0","N",
"962","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00003","2009-01-15","","03","企诀","02","企诀","2011-09-02","","","","","16.25","","碍盔漂喊磊摹档 盔林矫 俺款悼 277-6","","","农赴 911","2009-01-21 16:49:03","I","2023-06-13 00:00:00","扒拱困积包府诀","284359.757380361","426826.46238634","扒拱困积包府诀","2","0","1","1","0","0","","","","","0","0","N",
"963","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00007","2009-05-07","","03","企诀","02","企诀","2017-08-21","","","","","14.80","","碍盔漂喊磊摹档 盔林矫 疙符悼 825-7","碍盔漂喊磊摹档 盔林矫 家规辑辨 46-9, 1摸 (疙符悼)","26482","钦磊雀荤 窍唱魂诀","2017-08-21 17:16:47","I","2023-06-13 00:00:00","扒拱困积包府诀","283510.214017857","425611.034312499","扒拱困积包府诀","3","0","1","1","0","0","","","","烙措","0","0","N",
"964","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00009","2009-07-27","","03","企诀","02","企诀","2010-09-28","","","","","21.00","","碍盔漂喊磊摹档 盔林矫 怕厘悼 1720-19","","","(林)捞郡酒捞厚俊胶","2009-07-27 10:53:10","I","2023-06-13 00:00:00","扒拱困积包府诀","283837.822409253","434153.652399319","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"965","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-1999-00007","1999-12-26","","03","企诀","02","企诀","2014-01-15","","","","033 7422071","85.00","","碍盔漂喊磊摹档 盔林矫 魄何搁 辑邦府 1987-6","碍盔漂喊磊摹档 盔林矫 魄何搁 概豪辨 6-8","26399","(钦)惫力辆钦包府","2009-07-31 14:19:16","I","2023-06-13 00:00:00","扒拱困积包府诀","283387.189323411","424758.977963884","扒拱困积包府诀","3","0","1","1","0","0","","","","烙措","0","0","N",
"966","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00010","2009-09-02","","03","企诀","02","企诀","2010-09-09","","","","033 763 1319","113.42","","碍盔漂喊磊摹档 盔林矫 包汲悼 1668-8 (1摸)","","","货仟弗券版","2009-09-02 09:35:42","I","2023-06-13 00:00:00","扒拱困积包府诀","285051.005549856","424806.569652032","扒拱困积包府诀","1","0","1","4","0","0","","","","烙措","0","0","N",
"967","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00011","2009-09-04","","03","企诀","02","企诀","2012-11-28","","","","033 747 1101","0.00","","碍盔漂喊磊摹档 盔林矫 豪魂悼 1188-9","碍盔漂喊磊摹档 盔林矫 伙堡1辨 14 (豪魂悼)","26331","怕己券版","2011-12-14 16:57:38","I","2023-06-13 00:00:00","扒拱困积包府诀","285484.860250736","427201.195399791","扒拱困积包府诀","0","0","3","1","0","0","","","","烙措","0","0","N",
"968","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2007-00012","2007-08-17","","03","企诀","02","企诀","2015-02-05","","","","","58.35","","碍盔漂喊磊摹档 盔林矫 窜备悼 1453-22","碍盔漂喊磊摹档 盔林矫 价覆辨 73, 1摸 (窜备悼)","26449","疙前券版傍荤","2015-02-05 14:27:49","I","2023-06-13 00:00:00","扒拱困积包府诀","284606.604285207","425850.539474074","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","1","N",
"969","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2007-00008","2007-07-06","","03","企诀","02","企诀","2007-11-12","","","","033 7442253","16.77","","碍盔漂喊磊摹档 盔林矫 瘤沥搁 焊烹府 422","","","没疙券版","2007-07-09 00:00:00","I","2023-06-13 00:00:00","扒拱困积包府诀","276517.347290119","426605.4070277","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"970","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2007-00009","2007-07-12","","03","企诀","02","企诀","2010-01-15","","","","033 7357226","4.37","","碍盔漂喊磊摹档 盔林矫 龋历搁 父辆府 609-10","","","(磊)玫龋券版","2008-11-24 15:02:55","I","2023-06-13 00:00:00","扒拱困积包府诀","279726.831859541","428469.936466535","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"971","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2007-00015","2007-11-05","","03","企诀","02","企诀","2010-05-06","","","","033 745 7487","16.12","","碍盔漂喊磊摹档 盔林矫 窜备悼 1531-11 102龋","","","(林)疙老捞浚瘤","2009-12-29 17:34:40","I","2023-06-13 00:00:00","扒拱困积包府诀","283464.898261386","425192.898460845","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"972","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00013","2009-11-06","","03","企诀","02","企诀","2009-11-16","","","","033 742 0009","0.00","","碍盔漂喊磊摹档 盔林矫 怕厘悼 1841 寇1鞘瘤","","","(钦)券版困积傍荤","2009-11-06 10:34:44","I","2023-06-13 00:00:00","扒拱困积包府诀","284106.272231777","433681.738596856","扒拱困积包府诀","1","0","1","0","0","0","","","","烙措","0","0","N",
"973","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00014","2009-11-06","","03","企诀","02","企诀","2009-11-09","","","","033 748 9600","0.00","","碍盔漂喊磊摹档 盔林矫 老魂悼 186-18","","","仟弗券版(林)","2009-11-06 15:28:27","I","2023-06-13 00:00:00","扒拱困积包府诀","283579.601297579","428036.346453752","扒拱困积包府诀","3","1","2","0","0","0","","","","烙措","0","0","N",
"974","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00015","2009-11-12","","03","企诀","02","企诀","2010-05-13","","","","033 745 0117","0.00","","碍盔漂喊磊摹档 盔林矫 疙符悼 393","","","饭胶况农","2009-11-12 16:58:24","I","2023-06-13 00:00:00","扒拱困积包府诀","283417.581956195","426304.527580213","扒拱困积包府诀","2","1","1","0","0","0","","","","烙措","0","0","N",
"975","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00018","2009-12-03","","03","企诀","02","企诀","2018-12-18","","","","033 7669895","50.26","","碍盔漂喊磊摹档 盔林矫 魄何搁 辑邦府 2007-8","碍盔漂喊磊摹档 盔林矫 魄何搁 坷己付阑辨 67-9","26400","没荐侩开","2018-12-18 17:11:52","I","2023-06-13 00:00:00","扒拱困积包府诀","283975.669133062","424544.377324919","扒拱困积包府诀","3","0","1","0","0","0","","","","烙措","0","0","N",
"976","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00019","2009-12-11","","03","企诀","02","企诀","2024-05-20","","","","033 735 3533","48.96","","碍盔漂喊磊摹档 盔林矫 窜备悼 1599-2 盔林橇府固决酒匡房 416龋","碍盔漂喊磊摹档 盔林矫 辑盔措肺 500, 416龋 (窜备悼,盔林橇府固决酒匡房)","26487","海胶飘俊胶林侥雀荤","2024-05-19 16:06:00","U","2024-05-21 02:40:00","扒拱困积包府诀","284775.941058548","425254.181538113","扒拱困积包府诀","4","0","4","0","0","0","","","","烙措","0","0","N",
"977","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-1998-00005","1998-12-05","","03","企诀","02","企诀","2020-10-29","","","","033 7656534","83.60","","碍盔漂喊磊摹档 盔林矫 牢悼 72-2 瘤窍1摸","碍盔漂喊磊摹档 盔林矫 摹厩肺 1833, 瘤窍1摸 (牢悼)","26429","魂荐辆钦扒汲券版","2020-10-29 10:50:05","I","2023-06-13 00:00:00","扒拱困积包府诀","284541.42397837","427523.49369444","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"978","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2009-00006","2009-04-17","","03","企诀","02","企诀","2010-09-15","","","","033 731 1949","27.80","","碍盔漂喊磊摹档 盔林矫 怕厘悼 1379-4 合盔惑啊 205龋","","","萍俊胶牧汲泼","2009-12-21 16:27:39","I","2023-06-13 00:00:00","扒拱困积包府诀","","","扒拱困积包府诀","0","0","0","0","0","0","","","","烙措","0","0","N",
"979","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2008-00021","2008-12-10","","03","企诀","02","企诀","2024-01-04","","","","033 732 4531","101.74","","碍盔漂喊磊摹档 盔林矫 青备悼 1779-20","碍盔漂喊磊摹档 盔林矫 悼何鉴券肺 325, 2摸 (青备悼)","26454","(钦)堡玫券版魂诀","2024-01-04 16:16:27","U","2024-01-06 02:40:00","扒拱困积包府诀","286343.86690718","427403.071486498","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"980","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2008-00010","2008-10-20","","03","企诀","02","企诀","2019-09-03","","","","033 748 5891","21.20","","碍盔漂喊磊摹档 盔林矫 老魂悼 291-6 1摸","碍盔漂喊磊摹档 盔林矫 巢魂肺 80-1 (老魂悼, 1摸)","26427","歹乔敲","2019-09-03 09:43:50","I","2023-06-13 00:00:00","扒拱困积包府诀","283520.18334643","427420.347596063","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"981","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2010-00001","2010-02-09","","03","企诀","02","企诀","2011-10-12","","","","","93.00","","碍盔漂喊磊摹档 盔林矫 窜拌悼 113 (惫老橇扼磊6摸)","","","(林)牢辑滚","2010-02-18 16:15:16","I","2023-06-13 00:00:00","扒拱困积包府诀","282522.399487346","428626.480289518","扒拱困积包府诀","7","1","6","0","0","0","","","","烙措","0","0","N",
"982","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2010-00002","2010-02-10","","03","企诀","02","企诀","2014-01-07","","","","033 731 7661","169.06","","碍盔漂喊磊摹档 盔林矫 蕊诀搁 措救府 911","碍盔漂喊磊摹档 盔林矫 蕊诀搁 措救篮青沥辨 99","26492","(林)辑窍","2012-08-22 16:09:07","I","2023-06-13 00:00:00","扒拱困积包府诀","278663.720082673","422583.735176147","扒拱困积包府诀","1","0","1","0","0","0","","","","烙措","0","0","N",
"983","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00006","2012-01-17","","03","企诀","02","企诀","2017-01-24","","","","070 48592685","27.80","","碍盔漂喊磊摹档 盔林矫 包汲悼 1769-2","碍盔漂喊磊摹档 盔林矫 摹厩绊背辨 57 (包汲悼)","26469","农赴焊捞","2012-02-02 15:29:47","I","2023-06-13 00:00:00","扒拱困积包府诀","285116.467475771","424215.498727328","扒拱困积包府诀","4","0","1","1","0","0","","","","烙措","0","0","N",
"984","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2007-00016","2007-11-09","","03","企诀","02","企诀","2009-11-17","","","","033 765 0765","47.70","","碍盔漂喊磊摹档 盔林矫 窜备悼 1487-10","","","(林)快籍俊捞傈矫","2007-11-09 10:07:56","I","2023-06-13 00:00:00","扒拱困积包府诀","285828.341868944","424384.156192336","扒拱困积包府诀","4","0","2","2","0","0","","","","烙措","0","0","N",
"985","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2013-00013","2013-12-04","","03","企诀","02","企诀","2014-07-01","","","","0226368454","80.79","","碍盔漂喊磊摹档 盔林矫 窜拌悼 864","碍盔漂喊磊摹档 盔林矫 厘固傍盔辨 65, 8摸 (窜拌悼)","26436","滴己魂诀俺惯(林)","2014-03-04 13:37:56","I","2023-06-13 00:00:00","扒拱困积包府诀","282279.001468689","427568.366371032","扒拱困积包府诀","8","0","8","8","0","0","","","","烙措","0","0","N",
"986","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00007","2012-01-27","","03","企诀","02","企诀","2016-02-05","","","","033 762 3112","26.28","","碍盔漂喊磊摹档 盔林矫 窜备悼 1692-3","碍盔漂喊磊摹档 盔林矫 居岿辨 11-6 (窜备悼)","26400","(林)俊胶俊捞摹俊胶","2012-04-05 12:00:41","I","2023-06-13 00:00:00","扒拱困积包府诀","284643.038600595","424394.582654494","扒拱困积包府诀","4","0","1","1","0","0","","","","烙措","0","0","N",
"987","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00008","2012-02-28","","03","企诀","02","企诀","2012-07-25","","","","033 766 6326","14.62","","碍盔漂喊磊摹档 盔林矫 魄何搁 辑邦府 1987-12","碍盔漂喊磊摹档 盔林矫 魄何搁 概豪辨 2-9","26399","没档扒汲(林)","2012-02-28 14:15:10","I","2023-06-13 00:00:00","扒拱困积包府诀","283370.51295184","424752.293883554","扒拱困积包府诀","4","0","1","1","0","0","","","","烙措","0","0","N",
"988","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00009","2012-02-28","","03","企诀","02","企诀","2012-07-25","","","","033 765 6326","33.08","","碍盔漂喊磊摹档 盔林矫 魄何搁 辑邦府 1987-12","碍盔漂喊磊摹档 盔林矫 魄何搁 概豪辨 2-9","26399","茄蝴扒汲(林)","2012-03-07 14:12:09","I","2023-06-13 00:00:00","扒拱困积包府诀","283370.51295184","424752.293883554","扒拱困积包府诀","4","0","1","1","0","0","","","","烙措","0","0","N",
"989","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00010","2012-03-30","","03","企诀","02","企诀","2016-12-14","","","","033 762 3112","9.45","","碍盔漂喊磊摹档 盔林矫 窜备悼 1692-3","碍盔漂喊磊摹档 盔林矫 居岿辨 11-6 (窜备悼)","26400","(林)脚戎","2012-04-13 10:23:36","I","2023-06-13 00:00:00","扒拱困积包府诀","284643.038600595","424394.582654494","扒拱困积包府诀","4","0","1","0","0","0","","","","烙措","0","0","N",
"990","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00011","2012-04-26","","03","企诀","02","企诀","2015-01-21","","","","","49.90","","碍盔漂喊磊摹档 盔林矫 疙符悼 608","碍盔漂喊磊摹档 盔林矫 炔家付阑辨 40 (疙符悼)","26481","(林)己盔","2012-04-26 10:47:32","I","2023-06-13 00:00:00","扒拱困积包府诀","283547.432830218","425968.371713798","扒拱困积包府诀","3","1","1","0","0","0","","","","烙措","0","0","N",
"991","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00012","2012-05-07","","03","企诀","02","企诀","2019-11-11","","","","","33.24","","碍盔漂喊磊摹档 盔林矫 窜备悼 1574-11","碍盔漂喊磊摹档 盔林矫 备邦辨 34 (窜备悼)","26486","措盔角诀","2019-11-11 21:08:41","I","2023-06-13 00:00:00","扒拱困积包府诀","284028.28","424887.78","扒拱困积包府诀","2","0","1","0","0","0","","","","烙措","0","1","N",
"992","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2010-00017","2010-03-23","","03","企诀","02","企诀","2020-09-11","","","","","27.32","","碍盔漂喊磊摹档 盔林矫 窜备悼 1454-15 2摸, 201龋","碍盔漂喊磊摹档 盔林矫 疵前肺 121, 2摸 (窜备悼)","26449","(林)怕己角诀","2020-09-11 14:43:09","I","2023-06-13 00:00:00","扒拱困积包府诀","284622.661840185","425722.341338055","扒拱困积包府诀","4","0","1","1","0","0","","","","烙措","0","1","N",
"993","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00015","2012-10-18","","03","企诀","02","企诀","2013-01-11","","","","033 764 1823","14.99","","碍盔漂喊磊摹档 盔林矫 蕊诀搁 概瘤府 1211-3 寇1鞘瘤 概瘤府辟积 唱悼","碍盔漂喊磊摹档 盔林矫 蕊诀搁 合盔肺 1368, 概瘤府辟积 唱悼 1摸","26494","剑苞荤恩","2012-11-23 10:00:39","I","2023-06-13 00:00:00","扒拱困积包府诀","280308.178925647","419439.898580838","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","1","2","N",
"994","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2013-00001","2013-01-18","","03","企诀","02","企诀","2019-11-11","","","","033 747 2762","23.45","","碍盔漂喊磊摹档 盔林矫 窜备悼 166-8 寇2鞘瘤(166-1,167-23)","碍盔漂喊磊摹档 盔林矫 摹厩肺1614锅辨 10, 瘤惑1摸 (窜备悼)","26451","林侥雀荤 泅己浚瘤聪绢傅","2019-11-11 20:50:02","I","2023-06-13 00:00:00","扒拱困积包府诀","285137.925715108","425446.402431942","扒拱困积包府诀","3","1","1","1","0","0","","","","烙措","0","1","N",
"995","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2010-00006","2010-07-07","","03","企诀","02","企诀","2011-10-21","","","","033 745 0414","18.72","","碍盔漂喊磊摹档 盔林矫 窜拌悼 800-19","","","(林)林己捞浚揪困积包府侩开","2010-07-30 14:40:52","I","2023-06-13 00:00:00","扒拱困积包府诀","283177.781970974","427148.266311981","扒拱困积包府诀","3","0","1","0","0","0","","","","烙措","0","0","N",
"996","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2010-00008","2010-10-20","","03","企诀","02","企诀","2014-06-02","","","","033 7346136","44.46","","碍盔漂喊磊摹档 盔林矫 蕊诀搁 荤力府 200-20 寇1鞘瘤(2摸)","碍盔漂喊磊摹档 盔林矫 蕊诀搁 盔巩肺 774 (寇1鞘瘤(2摸))","26356","(林)脚盔辆钦林琶包府","2010-12-30 09:51:37","I","2023-06-13 00:00:00","扒拱困积包府诀","279058.936947137","427468.26006265","扒拱困积包府诀","2","0","2","0","0","0","","","","烙措","0","0","N",
"997","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00018","2012-12-24","","03","企诀","02","企诀","2015-12-07","","","","","26.40","","碍盔漂喊磊摹档 盔林矫 疙符悼 764 泅措酒颇飘 惑啊悼 瘤2龋","碍盔漂喊磊摹档 盔林矫 茄瘤傍盔辨 94-34, 泅措酒颇飘 惑啊悼 瘤2龋 (疙符悼)","26479","怕老角诀","2013-02-08 13:41:32","I","2023-06-13 00:00:00","扒拱困积包府诀","283293.224844307","426322.024267602","扒拱困积包府诀","2","1","0","0","1","1","","","","烙措","0","0","N",
"998","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00019","2012-12-26","","03","企诀","02","企诀","2023-02-01","","","","033 764 6982","219.30","","碍盔漂喊磊摹档 盔林矫 公角悼 1850-7 瘤惑7摸 703龋, 704龋","碍盔漂喊磊摹档 盔林矫 瓷扼悼辨 74, 瘤惑7摸 703龋, 704龋 (公角悼)","26392","(林)茄己扁贱窜","2023-02-01 14:20:17","I","2023-06-13 00:00:00","扒拱困积包府诀 扁鸥","282342.944247272","426107.853201528","扒拱困积包府诀 扁鸥","7","2","7","7","0","0","","","","烙措","0","0","N",
"999","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00008","2011-11-23","","03","企诀","02","企诀","2013-06-14","","","","033 764 1441","16.38","","碍盔漂喊磊摹档 盔林矫 魄何搁 2015-7","碍盔漂喊磊摹档 盔林矫 魄何搁 坷己付阑辨 43-10","26400","S 角诀","2011-12-08 11:59:21","I","2023-06-13 00:00:00","扒拱困积包府诀","284134.724810307","424484.323090861","扒拱困积包府诀","2","0","1","0","0","0","","","","烙措","0","0","N",
"1000","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00010","2011-11-24","","03","企诀","02","企诀","2014-05-23","","","","033 7470965","15.98","","碍盔漂喊磊摹档 盔林矫 怕厘悼 1841","碍盔漂喊磊摹档 盔林矫 怕厘傍窜辨 15 (怕厘悼)","26311","(钦)矫刮困积傍荤","2011-12-08 11:09:38","I","2023-06-13 00:00:00","扒拱困积包府诀","284106.272231777","433681.738596856","扒拱困积包府诀","1","0","1","0","0","0","","","","烙措","0","0","N",
"1001","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00012","2011-12-19","","03","企诀","02","企诀","2019-11-11","","","","","68.90","","碍盔漂喊磊摹档 盔林矫 窜备悼 1064-10","碍盔漂喊磊摹档 盔林矫 窜备肺 243 (窜备悼)","26446","林侥雀荤 123苞固贰牢","2019-11-11 21:07:04","I","2023-06-13 00:00:00","扒拱困积包府诀","284465.397831035","426028.411498734","扒拱困积包府诀","3","0","2","0","0","0","","","","烙措","0","0","N",
"1002","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2011-00014","2011-12-29","","03","企诀","02","企诀","2012-01-16","","","","033 7656997","54.70","","碍盔漂喊磊摹档 盔林矫 窜备悼 1485-5","碍盔漂喊磊摹档 盔林矫 摹厩肺 1504 (窜备悼)","26452","俊令盔林侥雀荤","2012-01-09 09:34:35","I","2023-06-13 00:00:00","扒拱困积包府诀","285659.611814967","424561.686913321","扒拱困积包府诀","3","0","3","0","0","0","","","","烙措","0","0","N",
"1003","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2012-00004","2012-01-11","","03","企诀","02","企诀","2012-08-22","","","","033 900 7667","71.50","","碍盔漂喊磊摹档 盔林矫 包汲悼 1702-4","碍盔漂喊磊摹档 盔林矫 唱厚倾府辨 166 (包汲悼)","26471","(林) 柳己捞矩揪","2012-04-03 13:17:51","I","2023-06-13 00:00:00","扒拱困积包府诀","285496.656352771","424491.701492048","扒拱困积包府诀","4","0","1","1","0","0","","","","烙措","0","0","N",
"1004","扒拱困积包府诀","09_30_04_P","4191000","4191000-206-2013-00006","2013-05-29","","03","企诀","02","企诀","2016-12-02","","","","033 747 7673","14.66","","碍盔漂喊磊摹档 盔林矫 包汲悼 1760-10 瘤窍1摸 B 01龋","碍盔漂喊磊摹档 盔林矫 摹厩绊背辨 5 (包汲悼, 瘤窍1摸 B 01龋)","26469","茄固捞浚咆","2015-07-15 14:08:43","I","2023-06-13 00:00:00","扒拱困积包府诀","284897.903488508","424239.910077396","扒拱困积包府诀","4","1","0","0","1","1","","","","烙措","0","0","N",
