"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"1034","이용업","05_19_01_P","4191000","4191000-203-2015-00001","2015-01-13","","03","폐업","02","폐업","2016-07-22","","","","033 746 6230","34.44","","강원특별자치도 원주시 명륜동 90-9 지상1층","강원특별자치도 원주시 남원로 659-2, 지상1층 (명륜동)","26441","남부세경이용원","2015-01-13 17:18:27","I","2023-06-13 00:00:00","일반이용업","284450.721284251","427068.856594792","일반이용업","3","1","1","1","0","0","3","","","","임대","0","1","0","N",
"1035","이용업","05_19_01_P","4191000","4191000-203-2000-00007","2000-05-19","","03","폐업","02","폐업","2005-07-21","","","","033 7448745","78.30","","강원특별자치도 원주시 학성동 223-2 (2층)","","","효자동이용원","2005-03-03 00:00:00","I","2023-06-13 00:00:00","일반이용업","283703.254877201","428378.658944174","일반이용업","2","0","2","2","0","0","6","","","","임대","0","0","0","N",
"1036","이용업","05_19_01_P","4191000","4191000-203-2003-00016","2003-09-23","","03","폐업","02","폐업","2003-12-16","","","","033 7354332","172.57","","강원특별자치도 원주시 일산동 193-6 (지하1층)","","","쎄븐이용원","2003-12-16 00:00:00","I","2023-06-13 00:00:00","일반이용업","283726.656468159","428089.936836396","일반이용업","8","1","0","0","1","1","12","","","","임대","0","0","0","N",
"1037","이용업","05_19_01_P","4191000","4191000-203-2003-00017","2003-09-30","","03","폐업","02","폐업","2007-08-30","","","","","22.56","","강원특별자치도 원주시 봉산동 908-6 (1층)","","","봉산이용원","2006-02-13 00:00:00","I","2023-06-13 00:00:00","일반이용업","285133.450387072","427586.410582759","일반이용업","1","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1038","이용업","05_19_01_P","4191000","4191000-203-2003-00018","2003-10-01","","03","폐업","02","폐업","2008-03-05","","","","","18.82","","강원특별자치도 원주시 우산동 234-2 (1층)","","","상지보석이용원","2005-07-14 00:00:00","I","2023-06-13 00:00:00","일반이용업","282900.934305789","429865.231325672","일반이용업","2","1","1","1","0","0","1","","","","","0","0","0","N",
"1039","이용업","05_19_01_P","4191000","4191000-203-1990-00001","1990-01-06","","03","폐업","02","폐업","2006-03-24","","","","033 7425251","1.00","","강원특별자치도 원주시 학성동 207-26","","","모모이용원","2005-07-14 00:00:00","I","2023-06-13 00:00:00","일반이용업","283855.928085248","428195.875513155","일반이용업","0","0","0","0","0","0","9","","","","","0","0","0","N",
"1040","이용업","05_19_01_P","4191000","4191000-203-2002-00007","2002-05-17","","03","폐업","02","폐업","2024-07-02","","","","","32.14","","강원특별자치도 원주시 중앙동 40-3","강원특별자치도 원주시 중앙로 158 (중앙동)","26428","영빈이용원","2024-07-02 15:43:28","U","2024-07-04 02:40:00","일반이용업","284013.035428309","428175.557609086","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1041","이용업","05_19_01_P","4191000","4191000-203-2003-00007","2003-04-16","","03","폐업","02","폐업","2006-05-04","","","","","17.50","","강원특별자치도 원주시 학성동 1061-5 (3층)","","","테크노이용원","2005-07-13 00:00:00","I","2023-06-13 00:00:00","일반이용업","283291.73714663","428198.67238433","일반이용업","7","1","0","6","0","0","2","","","","임대","0","0","0","N",
"1042","이용업","05_19_01_P","4191000","4191000-203-2003-00009","2003-04-03","","03","폐업","02","폐업","2003-04-25","","","","033 7662025","17.60","","강원특별자치도 원주시 단구동 1517-2 한일a상가 205호","","","맨헤어클럽","2003-04-25 00:00:00","I","2023-06-13 00:00:00","일반이용업","284005.688682687","425637.406586596","일반이용업","2","0","0","2","0","0","3","","","","임대","0","0","0","N",
"1043","이용업","05_19_01_P","4191000","4191000-203-2003-00010","2003-06-02","","03","폐업","02","폐업","2003-10-30","","","","033 7482893","22.45","","강원특별자치도 원주시 우산동 411-27","","","흥성이용원","2003-06-22 00:00:00","I","2023-06-13 00:00:00","일반이용업","283312.245427678","430647.288951115","일반이용업","1","1","0","1","0","0","3","","","","임대","0","0","0","N",
"1044","이용업","05_19_01_P","4191000","4191000-203-2003-00011","2003-06-03","","03","폐업","02","폐업","2003-09-08","","","","033 7424888","88.30","","강원특별자치도 원주시 단계동 885-1 (4층)","","","갑을이용원","2003-09-08 00:00:00","I","2023-06-13 00:00:00","일반이용업","282526.199992857","427178.549934246","일반이용업","8","1","0","4","0","0","9","","","","임대","0","0","0","N",
"1045","이용업","05_19_01_P","4191000","4191000-203-2003-00020","2003-12-03","","03","폐업","02","폐업","2011-09-22","","","","033 7616327","8.00","","강원특별자치도 원주시 단구동 130-6 (2층)","","","북경이용원","2007-07-31 10:36:26","I","2023-06-13 00:00:00","일반이용업","285178.081511789","425110.845025305","일반이용업","2","0","2","2","0","0","2","","","","임대","0","0","0","N",
"1046","이용업","05_19_01_P","4191000","4191000-203-2003-00008","2003-04-21","","03","폐업","02","폐업","2011-09-29","","","","033 7648031","18.66","","강원특별자치도 원주시 명륜동 833-1 (3층)","","","로얄사우나이용원","2005-07-13 00:00:00","I","2023-06-13 00:00:00","일반이용업","283445.570846743","425455.484263598","일반이용업","2","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1047","이용업","05_19_01_P","4191000","4191000-203-2001-00009","2001-07-12","","03","폐업","02","폐업","2004-12-02","","","","033 7468841","12.60","","강원특별자치도 원주시 원동 303 (1층)","","","마라톤이용원","2004-03-18 00:00:00","I","2023-06-13 00:00:00","일반이용업","283904.190006873","427131.812347202","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1048","이용업","05_19_01_P","4191000","4191000-203-2003-00022","2003-12-29","","03","폐업","02","폐업","2011-09-06","","","","033 7310414","21.94","","강원특별자치도 원주시 태장동 1266-6 우성2차(아) 상가동 301호","","","태우이용원","2006-04-21 00:00:00","I","2023-06-13 00:00:00","일반이용업","283979.729676464","431362.066130018","일반이용업","3","0","3","3","0","0","3","","","","임대","0","0","0","N",
"1049","이용업","05_19_01_P","4191000","4191000-203-2003-00023","2003-12-30","","03","폐업","02","폐업","2006-09-21","","","","","19.44","","강원특별자치도 원주시 단구동 192-5 (원주건강스파랜드 3층목욕탕내)","","","스파랜드이발","2005-07-14 00:00:00","I","2023-06-13 00:00:00","일반이용업","285172.86129794","425713.695297587","일반이용업","4","1","3","3","0","0","3","","","","임대","0","0","0","N",
"1050","이용업","05_19_01_P","4191000","4191000-203-2003-00012","2003-08-19","","03","폐업","02","폐업","2007-05-01","","","","033 7438384","12.96","","강원특별자치도 원주시 단계동 853-6 (5층)","","","하트이용원","2006-10-09 00:00:00","I","2023-06-13 00:00:00","일반이용업","282447.83","427481.465","일반이용업","6","1","5","5","0","0","2","","","","임대","0","0","0","N",
"1051","이용업","05_19_01_P","4191000","4191000-203-2004-00009","2004-12-13","","03","폐업","02","폐업","2005-02-22","","","","","160.75","","강원특별자치도 원주시 일산동 193-6 (지하)","","","쎄븐이용원","2004-12-14 00:00:00","I","2023-06-13 00:00:00","일반이용업","283726.656468159","428089.936836396","일반이용업","8","1","0","0","1","1","8","","","","임대","0","0","0","N",
"1052","이용업","05_19_01_P","4191000","4191000-203-2006-00009","2006-11-06","","03","폐업","02","폐업","2009-10-26","","","","","23.52","","강원특별자치도 원주시 단구동 719-7","","","성원이발관","2006-11-06 00:00:00","I","2023-06-13 00:00:00","일반이용업","284998.479543208","425510.793319889","일반이용업","3","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1053","이용업","05_19_01_P","4191000","4191000-203-2022-00003","2022-06-27","","03","폐업","02","폐업","2022-10-06","","","","","25.59","","강원특별자치도 원주시 문막읍 건등리 1714-2","강원특별자치도 원주시 문막읍 건등로 6-4, 1층","26370","금강사우나이용원","2022-10-06 11:26:47","I","2023-06-13 00:00:00","일반이용업","272423.30041175","423574.386658287","일반이용업","0","0","1","1","0","0","2","","","","임대","0","0","0","N",
"1054","이용업","05_19_01_P","4191000","4191000-203-2023-00001","2023-02-23","","03","폐업","02","폐업","2024-10-23","","","","","32.58","","강원특별자치도 원주시 명륜동 324","강원특별자치도 원주시 남산로48번길 42-13, 1층 (명륜동)","26439","아리아헤어","2024-10-23 16:39:17","U","2024-10-25 02:40:00","일반이용업","283814.000407816","426954.228180476","일반이용업","2","1","1","1","0","0","3","","","","임대","0","0","0","N",
"1055","이용업","05_19_01_P","4191000","4191000-203-2005-00001","2005-01-12","","03","폐업","02","폐업","2008-08-04","","","","033 7633464","26.36","","강원특별자치도 원주시 명륜동 847-3 구곡청구아파트 상가동 101,102호","","","신광이용원","2008-08-05 10:27:23","I","2023-06-13 00:00:00","일반이용업","283221.754269091","425218.255922879","일반이용업","3","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1056","이용업","05_19_01_P","4191000","4191000-203-1972-00008","1972-06-29","","03","폐업","02","폐업","2015-06-22","","","","","1.00","","강원특별자치도 원주시 태장동 1371-1 ,2","","","주공이용원","2004-07-27 00:00:00","I","2023-06-13 00:00:00","일반이용업","284184.73287345","431873.575606577","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1057","이용업","05_19_01_P","4191000","4191000-203-2003-00006","2003-03-31","","03","폐업","02","폐업","2006-05-16","","","","033 7461507","123.31","","강원특별자치도 원주시 단계동 882-5","","","발리이용원","2006-05-11 00:00:00","I","2023-06-13 00:00:00","일반이용업","282486.870188917","427268.226549625","일반이용업","6","1","0","0","0","1","9","","","","임대","0","0","0","N",
"1058","이용업","05_19_01_P","4191000","4191000-203-2004-00003","2004-08-24","","03","폐업","02","폐업","2005-04-15","","","","033 7348802","24.12","","강원특별자치도 원주시 문막읍 문막리 482-2","","","휴게실이용원","2004-08-24 00:00:00","I","2023-06-13 00:00:00","일반이용업","272383.950138735","423232.497746984","일반이용업","3","0","3","3","0","0","1","","","","임대","0","0","0","N",
"1059","이용업","05_19_01_P","4191000","4191000-203-2003-00021","2003-12-04","","03","폐업","02","폐업","2012-05-02","","","","","23.60","","강원특별자치도 원주시 단구동 997-6 (2층)","강원특별자치도 원주시 남원로534번길 64 (단구동,(2층))","26485","강원주건강랜드사우나이용원","2006-05-11 00:00:00","I","2023-06-13 00:00:00","일반이용업","284310.250897042","425529.166771353","일반이용업","6","1","6","6","0","0","3","","","","임대","0","0","0","N",
"1060","이용업","05_19_01_P","4191000","4191000-203-2004-00004","2004-09-23","","03","폐업","02","폐업","2004-11-01","","","","","172.45","","강원특별자치도 원주시 일산동 193-6 (지하)","","","쎄븐이용원","2004-09-23 00:00:00","I","2023-06-13 00:00:00","일반이용업","283726.656468159","428089.936836396","일반이용업","8","1","0","0","1","1","10","","","","자가","0","0","0","N",
"1061","이용업","05_19_01_P","4191000","4191000-203-2004-00001","2004-03-05","","03","폐업","02","폐업","2004-07-01","","","","033 7422745","3.00","","강원특별자치도 원주시 우산동 231-3 (1층)","","","오봉이용원","2004-07-01 00:00:00","I","2023-06-13 00:00:00","일반이용업","283045.022235119","429853.569760736","일반이용업","3","1","1","1","0","0","1","","","","임대","0","0","0","N",
"1062","이용업","05_19_01_P","4191000","4191000-203-2003-00019","2003-11-25","","03","폐업","02","폐업","2004-01-19","","","","033 7465688","7.75","","강원특별자치도 원주시 관설동 1713-1 청솔6차상가 지층101호","","","청솔골드파크이용원","2004-01-19 00:00:00","I","2023-06-13 00:00:00","일반이용업","285516.185574864","424374.586469565","일반이용업","2","1","0","0","1","1","2","","","","","0","0","0","N",
"1063","이용업","05_19_01_P","4191000","4191000-203-2025-00001","2025-01-07","","03","폐업","02","폐업","2025-02-05","","","","","0.00","","강원특별자치도 원주시 반곡동 1961-6","강원특별자치도 원주시 웅비1길 23, 1층 (반곡동)","26462","슬럼독바버샵&제이살롱원주점","2025-02-05 14:07:04","U","2025-02-07 02:40:00","일반이용업","287599.346353657","425741.255531013","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1064","이용업","05_19_01_P","4201000","4201000-203-2003-00007","2003-06-25","","03","폐업","02","폐업","2009-04-02","","","","033 6427273","8.40","","강원특별자치도 강릉시 성남동 61-6","","","중앙이용소","2003-07-08 00:00:00","I","2023-06-13 00:00:00","일반이용업","367198.881040234","473984.499358399","일반이용업","3","0","0","1","0","0","2","","","","","0","0","0","N",
"1065","이용업","05_19_01_P","4201000","4201000-203-1976-00001","1976-03-16","","03","폐업","02","폐업","2017-03-03","","","","033 6468721","33.90","","강원특별자치도 강릉시 입암동 547","강원특별자치도 강릉시 월대산로 33-7 (입암동)","25578","성민이용소","2013-07-02 09:19:54","I","2023-06-13 00:00:00","일반이용업","368583.02021281","474800.463104585","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1066","이용업","05_19_01_P","4201000","4201000-203-2002-00012","2002-02-27","","03","폐업","02","폐업","2009-07-29","","","","033 6462902","26.40","","강원특별자치도 강릉시 포남동 1147-10","","","대중이용소","2003-07-08 00:00:00","I","2023-06-13 00:00:00","일반이용업","368048.073281316","475276.669572777","일반이용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"1067","이용업","05_19_01_P","4201000","4201000-203-2003-00002","2003-01-29","","03","폐업","02","폐업","2007-06-18","","","","033 6517114","33.05","","강원특별자치도 강릉시 포남동 1176-14","","","종로이용소","2003-04-01 00:00:00","I","2023-06-13 00:00:00","일반이용업","368347.910808747","475824.213187221","일반이용업","3","0","0","1","0","0","3","","","","","0","0","0","N",
"1068","이용업","05_19_01_P","4201000","4201000-203-2006-00002","2006-04-24","","03","폐업","02","폐업","2006-06-28","","","","6457720","16.20","","강원특별자치도 강릉시 교동 146-8","","","오복이발관","2006-05-10 00:00:00","I","2023-06-13 00:00:00","일반이용업","367059.240016579","474690.824463085","일반이용업","3","0","0","1","0","0","0","","","","임대","0","0","0","N",
"1069","이용업","05_19_01_P","4201000","4201000-203-1999-00002","1999-04-03","","03","폐업","02","폐업","2019-07-22","","","","033 6426865","19.50","","강원특별자치도 강릉시 포남동 1291","강원특별자치도 강릉시 하평1길 20 (포남동)","25566","고려이용소","2019-07-22 10:25:50","I","2023-06-13 00:00:00","일반이용업","368396.287151892","476070.867280176","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1070","이용업","05_19_01_P","4201000","4201000-203-2005-00005","2005-08-18","","03","폐업","02","폐업","2016-04-22","","","","6461513","59.00","","강원특별자치도 강릉시 성남동 45-7","강원특별자치도 강릉시 율곡로 2789-1 (성남동)","25542","만남이용소","2009-09-02 16:41:16","I","2023-06-13 00:00:00","일반이용업","367468.741907282","474091.286422038","일반이용업","4","1","2","2","0","0","0","","","","임대","0","0","0","N",
"1071","이용업","05_19_01_P","4201000","4201000-203-2005-00003","2005-03-30","","03","폐업","02","폐업","2006-03-07","","","","033 6458828","55.77","","강원특별자치도 강릉시 성남동 244","","","광장이용소","2005-11-16 00:00:00","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","3","1","0","0","0","1","4","","","","임대","0","0","0","N",
"1072","이용업","05_19_01_P","4201000","4201000-203-2005-00004","2005-05-17","","03","폐업","02","폐업","2007-11-19","","","","033 6487554","5.00","","강원특별자치도 강릉시 교동 941-1","","","수정이용소","2005-05-17 00:00:00","I","2023-06-13 00:00:00","일반이용업","366166.36229465","474445.971418681","일반이용업","2","0","2","0","0","0","1","","","","임대","0","0","0","N",
"1073","이용업","05_19_01_P","4201000","4201000-203-1975-00005","1975-07-24","","03","폐업","02","폐업","2006-04-12","","","","6429214","74.80","","강원특별자치도 강릉시 포남동 1138-5","","","개성시대","2005-08-22 00:00:00","I","2023-06-13 00:00:00","일반이용업","367763.387730084","474842.07380285","일반이용업","4","1","0","2","0","0","6","","","","임대","0","0","0","N",
"1074","이용업","05_19_01_P","4201000","4201000-203-2004-00002","2004-03-19","","03","폐업","02","폐업","2006-03-10","","","","033 6425956","18.85","","강원특별자치도 강릉시 포남동 1291","","","고려이용소","2004-06-18 00:00:00","I","2023-06-13 00:00:00","일반이용업","368396.287151892","476070.867280176","일반이용업","5","1","3","0","0","0","4","","","","","0","0","0","N",
"1075","이용업","05_19_01_P","4201000","4201000-203-2004-00003","2004-05-01","","03","폐업","02","폐업","2004-05-03","","","","","44.50","","강원특별자치도 강릉시 성내동 22-2","","","국일이용원","2004-05-01 00:00:00","I","2023-06-13 00:00:00","일반이용업","366800.52751178","473858.290771791","일반이용업","4","1","0","0","1","0","6","","","","임대","0","0","0","N",
"1076","이용업","05_19_01_P","4201000","4201000-203-2002-00016","2002-03-28","","03","폐업","02","폐업","2004-05-12","","","","033 6526420","92.60","","강원특별자치도 강릉시 포남동 1313-8","","","한강이용소","2003-12-04 00:00:00","I","2023-06-13 00:00:00","일반이용업","368813.234095798","475874.95685988","일반이용업","0","0","0","0","0","0","6","","","","","0","0","0","N",
"1077","이용업","05_19_01_P","4201000","4201000-203-2004-00001","2004-02-10","","03","폐업","02","폐업","2016-12-20","","","","033 6532838","31.24","","강원특별자치도 강릉시 입암동 594-1 1층","강원특별자치도 강릉시 성덕포남로 102, 1층 (입암동)","25576","주공이용소","2014-08-05 12:40:08","I","2023-06-13 00:00:00","일반이용업","368723.901238152","475116.563574855","일반이용업","1","4","1","0","0","0","3","","","","","0","0","0","N",
"1078","이용업","05_19_01_P","4201000","4201000-203-1985-00001","1985-07-12","","03","폐업","02","폐업","2003-03-11","","","","033 6485513","13.80","","강원특별자치도 강릉시 노암동 314-2","","","거북이용소","2003-03-12 00:00:00","I","2023-06-13 00:00:00","일반이용업","367493.119161669","473356.734638226","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1079","이용업","05_19_01_P","4201000","4201000-203-1975-00003","1975-06-09","","03","폐업","02","폐업","2002-04-25","","","","033 6415792","19.80","","강원특별자치도 강릉시 노암동 346-1","","","노암이용소","2003-02-24 00:00:00","I","2023-06-13 00:00:00","일반이용업","367259.590364131","473226.017085032","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1080","이용업","05_19_01_P","4201000","4201000-203-1986-00001","1986-02-05","","03","폐업","02","폐업","2019-03-19","","","","033 6481240","21.93","","강원특별자치도 강릉시 노암동 703-53","강원특별자치도 강릉시 단오장길22번길 10-1 (노암동)","25586","진이용소","2019-03-19 14:29:16","I","2023-06-13 00:00:00","일반이용업","367059.218399974","473312.499280295","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1081","이용업","05_19_01_P","4201000","4201000-203-1983-00002","1983-12-12","","03","폐업","02","폐업","2002-11-29","","","","033 6434035","16.00","","강원특별자치도 강릉시 노암동 703-131","","","진주이용소","2003-02-24 00:00:00","I","2023-06-13 00:00:00","일반이용업","367105.849104753","473375.907181037","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1082","이용업","05_19_01_P","4201000","4201000-203-1980-00001","1980-06-30","","03","폐업","02","폐업","2022-05-02","","","","033 6462938","14.00","","강원특별자치도 강릉시 노암동 704-1","강원특별자치도 강릉시 단오장길 18 (노암동)","25586","협동이용소","2022-05-02 11:04:36","I","2023-06-13 00:00:00","일반이용업","367015.031120474","473383.389130114","일반이용업","1","0","0","1","0","0","2","","","","임대","0","0","0","N",
"1083","이용업","05_19_01_P","4201000","4201000-203-1960-00001","1960-10-20","","03","폐업","02","폐업","2017-05-15","","","","033 6463496","23.30","","강원특별자치도 강릉시 장현동 74-3","강원특별자치도 강릉시 모산로 218 (장현동)","25606","모산이용소","2017-05-15 14:42:45","I","2023-06-13 00:00:00","일반이용업","367535.753481832","471442.239256759","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1084","이용업","05_19_01_P","4201000","4201000-203-1973-00002","1973-08-21","","03","폐업","02","폐업","2003-03-14","","","","033 6446209","0.00","","강원특별자치도 강릉시 강동면 안인리 558-66","","","영남이용소","2003-04-19 00:00:00","I","2023-06-13 00:00:00","일반이용업","374358.820271301","471208.685201614","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1085","이용업","05_19_01_P","4201000","4201000-203-2006-00003","2006-06-15","","03","폐업","02","폐업","2007-04-30","","","","6485181","17.00","","강원특별자치도 강릉시 내곡동 461-5","","","내곡옥사우나이용소","2006-06-16 00:00:00","I","2023-06-13 00:00:00","일반이용업","365987.295369488","473063.655198119","일반이용업","3","0","0","3","0","0","0","","","","임대","0","0","0","N",
"1086","이용업","05_19_01_P","4201000","4201000-203-2003-00013","2003-10-10","","03","폐업","02","폐업","2004-02-09","","","","033 6420822","224.59","","강원특별자치도 강릉시 교동 1743-1","","","터미널이용소","2003-10-10 00:00:00","I","2023-06-13 00:00:00","일반이용업","365780.936863432","474185.277526729","일반이용업","0","0","2","0","0","0","15","","","","","0","0","0","N",
"1087","이용업","05_19_01_P","4201000","4201000-203-2003-00014","2003-11-03","","03","폐업","02","폐업","2006-09-25","","","","033 6613401","7.60","","강원특별자치도 강릉시 주문진읍 교항리 50-4","","","신영이용소","2003-11-03 00:00:00","I","2023-06-13 00:00:00","일반이용업","360518.653372176","488002.224806728","일반이용업","2","0","2","0","0","0","2","","","","임대","0","0","0","N",
"1088","이용업","05_19_01_P","4201000","4201000-203-2001-00174","2001-12-14","","03","폐업","02","폐업","2004-01-08","","","","033 6416429","75.90","","강원특별자치도 강릉시 옥천동 278-1","","","발리이용원","2004-01-08 00:00:00","I","2023-06-13 00:00:00","일반이용업","367242.295516403","474712.994884166","일반이용업","4","0","0","3","0","0","6","","","","","0","0","0","N",
"1089","이용업","05_19_01_P","4201000","4201000-203-2003-00008","2003-07-23","","03","폐업","02","폐업","2005-01-21","","","","033 6510740","45.14","","강원특별자치도 강릉시 포남동 1171-7","","","쭈리이용원","2003-07-23 00:00:00","I","2023-06-13 00:00:00","일반이용업","368335.506643516","475529.735516848","일반이용업","4","1","0","0","0","1","4","","","","임대","0","0","0","N",
"1090","이용업","05_19_01_P","4201000","4201000-203-2003-00009","2003-08-13","","03","폐업","02","폐업","2004-06-30","","","","033 6453988","9.90","","강원특별자치도 강릉시 명주동 7-4","","","그린명성이용소","2003-08-21 00:00:00","I","2023-06-13 00:00:00","일반이용업","366793.632251734","473778.706702935","일반이용업","2","1","0","0","0","1","2","","","","","0","0","0","N",
"1091","이용업","05_19_01_P","4201000","4201000-203-2003-00010","2003-08-23","","03","폐업","02","폐업","2004-04-16","","","","033 6482707","183.00","","강원특별자치도 강릉시 옥천동 287 외1필지","","","오케이이용원","2004-04-07 00:00:00","I","2023-06-13 00:00:00","일반이용업","367403.787640449","474678.684966155","일반이용업","1","5","0","3","0","0","10","","","","임대","0","0","0","N",
"1092","이용업","05_19_01_P","4201000","4201000-203-2003-00011","2003-09-03","","03","폐업","02","폐업","2008-08-28","","","","","37.00","","강원특별자치도 강릉시 성남동 50","","","성남이용소","2006-04-24 00:00:00","I","2023-06-13 00:00:00","일반이용업","367255.878725242","474087.754397503","일반이용업","2","0","0","2","0","0","3","","","","","0","0","0","N",
"1093","이용업","05_19_01_P","4201000","4201000-203-2003-00004","2003-04-18","","03","폐업","02","폐업","2004-04-08","","","","033 6426534","44.50","","강원특별자치도 강릉시 성내동 22-2","","","국일이용소","2003-08-19 00:00:00","I","2023-06-13 00:00:00","일반이용업","366800.52751178","473858.290771791","일반이용업","4","1","0","0","0","1","7","","","","임대","0","0","0","N",
"1094","이용업","05_19_01_P","4201000","4201000-203-1993-00002","1993-01-29","","03","폐업","02","폐업","2022-03-22","","","","033 6460778","37.10","","강원특별자치도 강릉시 포남동 1124-16","강원특별자치도 강릉시 남구길17번길 5 (포남동)","25549","역전이용소","2022-03-22 10:27:23","I","2023-06-13 00:00:00","일반이용업","367838.885001391","475241.624481642","일반이용업","2","0","0","1","0","0","2","","","","","0","0","0","N",
"1095","이용업","05_19_01_P","4201000","4201000-203-1979-00001","1979-02-15","","03","폐업","02","폐업","2006-01-23","","","","033 6419043","32.00","","강원특별자치도 강릉시 성산면 구산리 263-1","","","성산이용소","2003-07-08 00:00:00","I","2023-06-13 00:00:00","일반이용업","361465.257289306","469891.496144991","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1096","이용업","05_19_01_P","4201000","4201000-203-1995-00002","1995-07-05","","03","폐업","02","폐업","2003-10-02","","","","033 6448787","0.00","","강원특별자치도 강릉시 성산면 금산리 348-6","","","금산이발소","2003-04-19 00:00:00","I","2023-06-13 00:00:00","일반이용업","362991.308262256","471985.027498751","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1097","이용업","05_19_01_P","4201000","4201000-203-2000-00009","2000-06-26","","03","폐업","02","폐업","2003-03-07","","","","033 6412274","12.20","","강원특별자치도 강릉시 송정동 970-3","","","세한이용소","2003-03-08 00:00:00","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1098","이용업","05_19_01_P","4201000","4201000-203-1995-00004","1995-05-10","","03","폐업","02","폐업","2020-07-27","","","","033 6518704","21.70","","강원특별자치도 강릉시 포남동 1306-9","강원특별자치도 강릉시 하평3길 16-1 (포남동)","25565","우리네이용소","2020-07-27 11:09:47","I","2023-06-13 00:00:00","일반이용업","368821.289048852","475992.85261679","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"1099","이용업","05_19_01_P","4201000","4201000-203-1996-00003","1996-06-27","","03","폐업","02","폐업","2003-03-11","","","","033 6459131","13.30","","강원특별자치도 강릉시 신석동 217-1","","","신석이용소","2003-03-12 00:00:00","I","2023-06-13 00:00:00","일반이용업","369386.036761771","471844.580965039","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1100","이용업","05_19_01_P","4201000","4201000-203-1972-00002","1972-04-25","","03","폐업","02","폐업","2011-12-01","","","","033 6625255","0.00","","강원특별자치도 강릉시 연곡면 방내리 46-4","","","희망이용소","2003-07-08 00:00:00","I","2023-06-13 00:00:00","일반이용업","361555.861521088","485679.231981882","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1101","이용업","05_19_01_P","4201000","4201000-203-1995-00005","1995-11-15","","03","폐업","02","폐업","2018-11-06","","","","033 6625067","13.20","","강원특별자치도 강릉시 연곡면 영진리 67-5","강원특별자치도 강릉시 연곡면 홍질목길 2","25430","영진이용원","2018-11-06 13:12:54","I","2023-06-13 00:00:00","일반이용업","362266.960402258","486715.242735389","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"1102","이용업","05_19_01_P","4201000","4201000-203-1967-00003","1967-11-10","","03","폐업","02","폐업","2006-01-04","","","","033 6616453","0.00","","강원특별자치도 강릉시 연곡면 행정리 77","","","행신이용소","2003-07-30 00:00:00","I","2023-06-13 00:00:00","일반이용업","","","일반이용업","1","0","0","1","0","0","2","","","","","0","0","0","N",
"1103","이용업","05_19_01_P","4201000","4201000-203-2005-00006","2005-08-23","","03","폐업","02","폐업","2006-01-04","","","","6487251","7.20","","강원특별자치도 강릉시 교동 165-59","","","영동탕이발소","2005-11-16 00:00:00","I","2023-06-13 00:00:00","일반이용업","366890.432094272","474678.692760066","일반이용업","3","1","0","2","0","0","2","","","","임대","0","0","0","N",
