"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"2307","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015002","2000-10-14","","01","영업/정상","11","영업","","","","","033 6522463","","210-112","강원특별자치도 강릉시 포남동 2동 1208","","","소비자마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2308","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015003","1998-08-25","","01","영업/정상","11","영업","","","","","","","210-112","강원특별자치도 강릉시 포남동 2동 1208","","","(합)월드컵유통","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2309","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015199","1998-05-18","","01","영업/정상","11","영업","","","","","033 6477730","","210-112","강원특별자치도 강릉시 포남동 1200 포남2동","강원특별자치도 강릉시 산양큰길 37  (포남동,포남2동)","","포남2주공아파트관리소","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","368706.979488699","477116.554016566","","","","","관급봉투",
"2310","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015200","1998-03-27","","01","영업/정상","11","영업","","","","","033 6501211","","210-112","강원특별자치도 강릉시 포남동 1255 2동","강원특별자치도 강릉시 강릉대로 563, 2동 (포남동)","","한국전력강릉지사","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","368971.140679008","477249.330912834","","","","","관급봉투",
"2311","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200016001","1999-12-20","","01","영업/정상","11","영업","","","","","033 6526639","","210-120","강원특별자치도 강릉시 초당동 154-6","","","초당진마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2312","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200016002","1999-11-04","","01","영업/정상","11","영업","","","","","033 6514833","","210-120","강원특별자치도 강릉시 초당동 135-6","","","초당식품","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2313","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200016003","1999-07-22","","01","영업/정상","11","영업","","","","","","","210-130","강원특별자치도 강릉시 강문동 261-1","","","솔밭야영장","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2314","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200016004","1999-07-22","","01","영업/정상","11","영업","","","","","","","210-130","강원특별자치도 강릉시 강문동 260-17","","","숲속의슈퍼","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2315","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200016005","1999-07-09","","01","영업/정상","11","영업","","","","","033 6447396","","210-130","강원특별자치도 강릉시 강문동 304","강원특별자치도 강릉시 창해로 435  (강문동)","","대동슈퍼마켓","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","368422.823721868","479222.249340306","","","","","관급봉투",
"2316","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200010014","1998-05-15","","01","영업/정상","11","영업","","","","","033648 9187","","210-050","강원특별자치도 강릉시 성남동 235-1","강원특별자치도 강릉시 중앙시장3길 7  (성남동)","","태산편의점","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","367030.028529111","473748.819367742","","","","","관급봉투",
"2317","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200010019","1998-06-15","","01","영업/정상","11","영업","","","","","033 642 7368","","210-050","강원특별자치도 강릉시 성남동 103-1","강원특별자치도 강릉시 중앙시장3길 32  (성남동)","","화성편의점","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","367224.155586904","473877.993508702","","","","","관급봉투",
"2318","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015004","1997-09-29","","01","영업/정상","11","영업","","","","","033 6517190","","210-112","강원특별자치도 강릉시 포남동 1210-5","","","포남식품","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2319","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015006","1997-07-03","","01","영업/정상","11","영업","","","","","033 6517650","","210-112","강원특별자치도 강릉시 포남동 포남2동 1081-11 5/4","","","홍익슈퍼","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2320","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015007","1999-08-17","","01","영업/정상","11","영업","","","","","033 6472091","","210-112","강원특별자치도 강릉시 포남동 2동 1060","","","D.C마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2321","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015008","1999-06-18","","01","영업/정상","11","영업","","","","","033 6518045","","210-112","강원특별자치도 강릉시 포남동 2동 1293-1 일송상가 124","","","우성할인마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2322","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015009","1999-05-10","","01","영업/정상","11","영업","","","","","033 6520353","","210-120","강원특별자치도 강릉시 초당동 2동 1088-15","","","만객편의슈퍼","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2323","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200015010","1999-03-02","","01","영업/정상","11","영업","","","","","033 6534184","","210-112","강원특별자치도 강릉시 포남동 1309-1","","","꼬마신랑","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","368904.05272227","476012.419328741","","","","","관급봉투",
"2324","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200016038","1998-02-28","","01","영업/정상","11","영업","","","","","033 6517489","","210-130","강원특별자치도 강릉시 강문동 236-1","","","슈퍼정육점","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2325","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020001","2000-07-04","","01","영업/정상","11","영업","","","","","033 6456164","","210-250","강원특별자치도 강릉시 입암동 440","","","입암현대아파트관리사무소","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2326","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020003","2000-02-25","","01","영업/정상","11","영업","","","","","033 6525466","","210-250","강원특별자치도 강릉시 입암동 106-1","","","강릉원마트(주)","2011-07-21 16:18:26","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2327","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020004","1999-12-30","","01","영업/정상","11","영업","","","","","033 641 5254","","210-250","강원특별자치도 강릉시 입암동 506-5","","","태평양DC마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2328","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020005","1998-07-18","","01","영업/정상","11","영업","","","","","033 6472212","","210-250","강원특별자치도 강릉시 입암동 627-4","","","영동양돈축협 성덕지소","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2329","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020006","1998-06-22","","01","영업/정상","11","영업","","","","","033 653 9676","","210-250","강원특별자치도 강릉시 입암동 592-2","","","(주)내고향마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2330","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020007","1998-06-12","","01","영업/정상","11","영업","","","","","033 6530085","","210-250","강원특별자치도 강릉시 입암동 6주공 단지상가 2동","","","6주공마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2331","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020008","1998-06-05","","01","영업/정상","11","영업","","","","","033 6430582","","210-250","강원특별자치도 강릉시 입암동 입암6주공아파트 1-105","","","입암주공슈퍼","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2332","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020009","1997-08-07","","01","영업/정상","11","영업","","","","","033 6532678","","210-300","강원특별자치도 강릉시 남항진동 3-5","","","해변슈퍼","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2333","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020010","1999-04-19","","01","영업/정상","11","영업","","","","","033 6465806","","210-280","강원특별자치도 강릉시 학동 15","강원특별자치도 강릉시 월호평길 117  (학동)","","마땡드블랑제","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","370190.002462792","473960.255921228","","","","","관급봉투",
"2334","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200020011","1999-03-17","","01","영업/정상","11","영업","","","","","033 6513744","","210-250","강원특별자치도 강릉시 입암동 592-2","","","(주)대관령곰마트","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","368675.857288062","475047.921060699","","","","","관급봉투",
"2335","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200021039","1998-03-30","","01","영업/정상","11","영업","","","","","033 6414498","","210-320","강원특별자치도 강릉시 지변동 19-1","강원특별자치도 강릉시 경포로15번길 35-1  (지변동)","","효정슈퍼","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","365410.012791087","476256.258094905","","","","","관급봉투",
"2336","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014200021040","1998-04-01","","01","영업/정상","11","영업","","","","","033 6482222","","210-320","강원특별자치도 강릉시 지변동 324","","","덕원슈퍼","2007-07-14 15:58:07","I","2023-06-13 00:00:00","","","","","","","","관급봉투",
"2337","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000002","2020-09-10","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 1166-1 우신그린피아아파트","강원특별자치도 강릉시 주문진읍 보리골길 26, 상가동 101호 (우신그린피아아파트)","25422","씨유주문진우신점","2020-09-10 14:04:20","I","2023-06-13 00:00:00","","360444.061456327","487055.992219053","지정","강원특별자치도 강릉시 주문진읍 교항리 1166-1 우신그린피아아파트","20200910","20200910","관급봉투",
"2338","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000003","2020-09-11","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 포남동 1278-174","강원특별자치도 강릉시 남강초교2길 40 (포남동)","25564","GS25 포남제일점","2020-09-11 10:23:14","I","2023-06-13 00:00:00","","369098.388572757","475828.247151861","지정","강원특별자치도 강릉시 포남동 1278-174","20200911","20200910","관급봉투",
"2339","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000004","2020-09-23","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 금학동 71","강원특별자치도 강릉시 금성로 58 (금학동)","25539","GS25 강릉금학점","2024-09-23 16:29:24","U","2024-09-25 02:40:00","","366939.452866892","473862.865952166","지정","강원특별자치도 강릉시 금학동 71","20231116","20200922","관급봉투",
"2340","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000005","2020-09-23","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 포남동 1059-17","강원특별자치도 강릉시 강릉대로457번길 14 (포남동)","25480","세븐일레븐 강릉포남점","2020-09-23 09:51:25","I","2023-06-13 00:00:00","","368385.801208945","476427.546101665","지정","강원특별자치도 강릉시 포남동 1059-17","20200923","20200921","관급봉투",
"2341","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000006","2020-09-23","","01","영업/정상","11","영업","","","","","033-644-5456","","","강원특별자치도 강릉시 강동면 정동진리 313-1","강원특별자치도 강릉시 강동면 정동역길 24","25631","GS25 정동진역점","2020-09-23 10:03:27","I","2023-06-13 00:00:00","","379248.596643194","467329.446762034","지정","강원특별자치도 강릉시 강동면 정동진리 313-1","20200923","20200921","관급봉투",
"2342","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000007","2020-10-05","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 18-6 동방타워맨션","강원특별자치도 강릉시 주문진읍 매맥이아랫길 24, 1층 1호 (동방타워맨션)","25423","씨유(CU)주문진동방점","2025-10-21 09:45:45","U","2025-10-23 02:40:00","","360652.13993797","487493.508797062","지정","강원특별자치도 강릉시 주문진읍 교항리 18-6 동방타워맨션","20201005","20201005","관급봉투",
"2343","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000008","2020-10-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 노암동 618-22","강원특별자치도 강릉시 남부로125번길 14, 1층 (노암동)","25595","이마트24 R강릉남산점","2020-10-15 17:20:40","I","2023-06-13 00:00:00","","366843.974671777","472861.363635635","지정","강원특별자치도 강릉시 노암동 618-22","20201015","20201015","관급봉투",
"2344","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000009","2020-10-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 홍제동 1026-8","강원특별자치도 강릉시 선수촌로63번길 22-4, 1층 (홍제동)","25522","GS25 강릉유천점","2024-10-25 09:01:29","U","2024-10-27 02:40:00","","364567.590390541","474337.413773021","지정","강원특별자치도 강릉시 홍제동 1026-8","20201015","20201015","관급봉투",
"2345","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202000010","2020-10-18","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 성남동 62-1 강릉축협 지하1층","강원특별자치도 강릉시 금성로23번길 10, 강릉축협 지하1층 (성남동)","25543","성남마트","2021-05-24 13:37:32","I","2023-06-13 00:00:00","","367254.320038796","473995.821079947","지정","강원특별자치도 강릉시 성남동 62-1 강릉축협 지하1층","20201019","20201016","관급봉투",
"2346","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100040","2021-07-28","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 사천면 방동리 98-2","강원특별자치도 강릉시 사천면 방동길 332","25440","GS25 강릉사천해변점","2021-07-28 09:01:25","I","2023-06-13 00:00:00","","365167.58949883","482477.911185587","지정","강원특별자치도 강릉시 사천면 방동리 98-2","","20210726","관급봉투",
"2347","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100041","2021-08-24","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 312-350","강원특별자치도 강릉시 주문진읍 해안로 1763, 1층","25413","이마트24 주문진해안로점","2021-08-24 13:32:26","I","2023-06-13 00:00:00","","360786.697587001","489336.070285739","지정","강원특별자치도 강릉시 주문진읍 주문리 312-350","","20210819","관급봉투",
"2348","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100042","2021-08-30","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 동덕리 440","강원특별자치도 강릉시 연곡면 진고개로 2720","25428","세븐일레븐 강릉연곡점","2021-08-30 13:59:26","I","2023-06-13 00:00:00","","361543.213632933","485630.008927043","지정","강원특별자치도 강릉시 연곡면 동덕리 440","","20210826","관급봉투",
"2349","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100043","2021-09-03","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 내곡동 284-1","강원특별자치도 강릉시 범일로579번길 61 (내곡동)","25601","미니스톱 강릉가톨릭관동대점","2021-09-03 12:51:57","I","2023-06-13 00:00:00","","365327.831504448","471977.92915273","지정","강원특별자치도 강릉시 내곡동 284-1","","20210901","관급봉투",
"2350","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100044","2021-09-14","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 포남동 1194-10","강원특별자치도 강릉시 하평길 64 (포남동)","25569","CU 강릉포남점","2021-09-14 08:50:33","I","2023-06-13 00:00:00","","368735.982154206","475874.766630676","지정","강원특별자치도 강릉시 포남동 1194-10","","20210909","관급봉투",
"2351","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100045","2021-09-17","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 532-3","강원특별자치도 강릉시 성곡고양길 67 (교동)","25473","세븐일레븐 강릉올림픽파크점","2021-09-17 10:48:15","I","2023-06-13 00:00:00","","366499.988491415","476918.870485554","지정","강원특별자치도 강릉시 교동 532-3","","20210914","관급봉투",
"2352","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100046","2021-09-22","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 1870-1","강원특별자치도 강릉시 교동광장로100번길 20 (교동)","25512","세븐일레븐 강릉교동센트럴점","2021-11-23 14:00:09","I","2023-06-13 00:00:00","","365288.412911099","475437.456488245","지정","강원특별자치도 강릉시 교동 1870-1","","20210916","관급봉투",
"2353","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100047","2021-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 포남동 1300-1","강원특별자치도 강릉시 하평3길 42 (포남동)","25565","세븐일레븐 강릉포남스타점","2023-03-22 19:02:00","I","2023-06-13 00:00:00","","368664.69617385","476182.176337997","지정","강원특별자치도 강릉시 포남동 1300-1","20211101","20211008","관급봉투",
"2354","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100048","2021-10-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 남항진동 159-38","강원특별자치도 강릉시 공항길127번길 32 (남항진동)","25617","GS25 강릉남항진점","2021-10-15 08:59:46","I","2023-06-13 00:00:00","","371907.294746511","475514.720797655","지정","강원특별자치도 강릉시 남항진동 159-38","","20211008","관급봉투",
"2355","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100049","2021-11-01","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 312-33","강원특별자치도 강릉시 주문진읍 주문로 132","25412","씨유 주문진중앙점","2023-09-18 13:18:47","U","2023-09-20 02:40:00","","360844.038201877","489575.4921571","지정","강원특별자치도 강릉시 주문진읍 주문리 312-33","20211101","20211027","관급봉투",
"2356","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100050","2021-11-01","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 강동면 모전리 88 라동","강원특별자치도 강릉시 강동면 임곡로 143, 라동","25627","티에이치(TH)종합식자재유통","2021-11-01 09:18:09","I","2023-06-13 00:00:00","","374830.602928638","470358.136291618","지정","강원특별자치도 강릉시 강동면 모전리 88 라동","20211101","20211028","관급봉투",
"2357","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100051","2021-11-09","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 구정면 학산리 1500-1","강원특별자치도 강릉시 구정면 칠성로 155","25623","CU 남강릉IC점","2021-11-09 08:59:40","I","2023-06-13 00:00:00","","367759.009208687","468616.975661913","지정","강원특별자치도 강릉시 구정면 학산리 1500-1","","20211104","관급봉투",
"2358","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100052","2021-11-24","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 회산동 57-1","강원특별자치도 강릉시 강변로 50 (회산동)","25600","주식회사 1004마트","2021-11-24 11:07:00","I","2023-06-13 00:00:00","","365200.482637332","472802.861066905","지정","강원특별자치도 강릉시 회산동 57-1","","20211123","관급봉투",
"2359","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100053","2021-12-16","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 39-3","강원특별자치도 강릉시 주문진읍 매맥이길 13-6, 1층","25423","세븐일레븐 강릉주문진점","2023-09-20 18:06:40","U","2023-09-22 02:40:00","","360537.109127514","487738.431334644","지정","강원특별자치도 강릉시 주문진읍 교항리 39-3","","20211214","관급봉투",
"2360","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200041","2022-09-07","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 회산동 446-4","강원특별자치도 강릉시 회산로339번길 12, 1층 (회산동)","25598","GS25 회산한신점","2024-11-28 13:22:06","U","2024-11-30 02:40:00","","364221.611503857","472397.780348316","지정","강원특별자치도 강릉시 회산동 446-4","","20220905","관급봉투",
"2361","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200042","2022-09-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 영진리 305-2 삼우그린아파트","강원특별자치도 강릉시 연곡면 연주로 136, 1층 103호 (삼우그린아파트)","25428","세븐일레븐 연곡삼우그린점","2022-09-15 11:30:43","I","2023-06-13 00:00:00","","361723.86533145","486617.158982629","지정","강원특별자치도 강릉시 연곡면 영진리 305-2 삼우그린아파트","","20220907","관급봉투",
"2362","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200045","2022-09-23","","01","영업/정상","11","영업","","","","","0336461989","","","강원특별자치도 강릉시 포남동 1165-10","강원특별자치도 강릉시 성덕포남로 189, 1층 (포남동)","25545","대성상사","2022-09-23 15:20:50","I","2023-06-13 00:00:00","","368054.242221154","475686.541222237","지정","강원특별자치도 강릉시 포남동 1165-10","","20220923","관급봉투",
"2363","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200046","2022-09-29","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 강동면 정동진리 3-2","강원특별자치도 강릉시 강동면 헌화로 1018","25631","CU 정동진모래시계점","2022-09-29 17:31:29","I","2023-06-13 00:00:00","","379583.451210549","466826.537820522","지정","강원특별자치도 강릉시 강동면 정동진리 3-2","","20220927","관급봉투",
"2364","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200047","2022-09-29","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 146-4","강원특별자치도 강릉시 강릉대로 242, 1층 (교동)","25551","CU 임당사거리점","2022-09-29 17:49:20","I","2023-06-13 00:00:00","","367068.033916245","474696.628234228","지정","강원특별자치도 강릉시 교동 146-4","","20220926","관급봉투",
"2365","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200048","2022-10-05","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 주문진읍 향호리 8-22","강원특별자치도 강릉시 주문진읍 주문북로 222-30","25404","이마트24 주문진해변점","2022-10-05 14:18:22","I","2023-06-13 00:00:00","","359794.975020151","491411.043007859","지정","강원특별자치도 강릉시 주문진읍 향호리 8-22","","20220929","관급봉투",
"2366","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200049","2022-10-12","","01","영업/정상","11","영업","","","","","033-640-2037","","","강원특별자치도 강릉시 지변동 123 강릉원주대학교","강원특별자치도 강릉시 죽헌길 7, 강릉원주대학교 (지변동)","25457","GS25 강릉원주대점","2022-10-14 09:43:09","I","2023-06-13 00:00:00","","364627.278082023","475810.449226925","지정","강원특별자치도 강릉시 지변동 123 강릉원주대학교","","20221004","관급봉투",
"2367","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200050","2022-10-12","","01","영업/정상","11","영업","","","","","033-640-2037","","","강원특별자치도 강릉시 지변동 123 강릉원주대학교","강원특별자치도 강릉시 죽헌길 7, 강릉원주대학교 (지변동)","25457","CU 강릉대쉼뜨락점","2022-10-17 15:13:27","I","2023-06-13 00:00:00","","364627.278082023","475810.449226925","지정","강원특별자치도 강릉시 지변동 123 강릉원주대학교","","20221004","관급봉투",
"2368","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200051","2022-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 영진리 353-15","강원특별자치도 강릉시 연곡면 연주로 150","25429","GS25 영진로타리점","2022-10-13 08:41:12","I","2023-06-13 00:00:00","","361686.668945891","486839.239778173","지정","강원특별자치도 강릉시 연곡면 영진리 353-15","","20221005","관급봉투",
"2369","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200052","2022-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 1793-2","강원특별자치도 강릉시 경포로 60, 1층 (교동)","25509","세븐일레븐 강릉솔올점","2022-10-13 08:53:36","I","2023-06-13 00:00:00","","365658.113050178","475972.466731847","지정","강원특별자치도 강릉시 교동 1793-2","","20221005","관급봉투",
"2370","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200053","2022-10-13","","01","영업/정상","11","영업","","","","","031-410-6767","","","강원특별자치도 강릉시 연곡면 방내리 187-18","강원특별자치도 강릉시 연곡면 동해대로 4357","25428","CU 강릉현대강릉샘터점","2022-10-13 09:22:43","I","2023-06-13 00:00:00","","361344.396569435","486833.52995705","지정","강원특별자치도 강릉시 연곡면 방내리 187-18","","20221006","관급봉투",
"2371","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200054","2022-10-13","","01","영업/정상","11","영업","","","","","031-410-6767","","","강원특별자치도 강릉시 청량동 561-1","강원특별자치도 강릉시 율곡로 2636 (청량동)","25617","CU 현대강릉현대점","2022-10-13 09:29:52","I","2023-06-13 00:00:00","","368647.507234886","473141.047778155","지정","강원특별자치도 강릉시 청량동 561-1","","20221006","관급봉투",
"2372","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200055","2022-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 강동면 안인진리 178-11","강원특별자치도 강릉시 강동면 율곡로 1867","25626","세븐일레븐 강릉안인발전소점","2022-10-13 09:43:33","I","2023-06-13 00:00:00","","375056.229286126","471767.479618844","지정","강원특별자치도 강릉시 강동면 안인진리 178-11","","20221007","관급봉투",
"2373","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200056","2022-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 포남동 1169-4","강원특별자치도 강릉시 성덕포남로 168 (포남동)","25571","CU 성덕포남로점","2022-10-13 09:55:15","I","2023-06-13 00:00:00","","368239.891350821","475575.304755873","지정","강원특별자치도 강릉시 포남동 1169-4","","20221007","관급봉투",
"2374","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200057","2022-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 노암동 390 노암한라아파트 상가동","강원특별자치도 강릉시 노암길42번길 24, 노암한라아파트 상가동 1층 101호 (노암동)","25592","세븐일레븐 강릉한라점","2022-10-13 10:07:10","I","2023-06-13 00:00:00","","367565.639850681","473063.933064057","지정","강원특별자치도 강릉시 노암동 390 노암한라아파트 상가동","","20221011","관급봉투",
"2375","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200058","2022-10-20","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 1859-8","강원특별자치도 강릉시 율곡초교길43번길 19 (교동)","25513","세븐일레븐 강릉율곡점","2025-05-19 16:15:31","U","2025-05-21 02:40:00","","365637.208192457","475278.302152076","지정","강원특별자치도 강릉시 교동 1859-8","","20221019","관급봉투",
"2376","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200059","2022-10-21","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 내곡동 634-2","강원특별자치도 강릉시 범일로555번길 27 (내곡동)","25601","(주) 코리아세븐 관대빌리지점","2022-10-21 08:57:00","I","2023-06-13 00:00:00","","365512.154337033","472047.902191029","지정","강원특별자치도 강릉시 내곡동 634-2","","20221021","관급봉투",
