"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"146","저수조청소업","09_30_14_P","4201000","420100031200400002","2011-01-10","","01","영업/정상","11","정상","","","","","033-651-9195","","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 가작로***번길 *  (포남동)","","현대환경개발","2015-01-05 21:08:02","I","2023-06-13 00:00:00","","367590.040192518","475852.594207457","31","","0","","","","","저수조청소업",
"147","저수조청소업","09_30_14_P","4201000","420100031200400003","2014-01-21","","01","영업/정상","11","정상","","","","","033)651-1436","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 보래미하길 ** (포남동)","","삼양산업개발(주)","2020-01-31 16:48:57","I","2023-06-13 00:00:00","","368576.273718905","476528.897106334","31","","0","","","","","저수조청소업",
"148","저수조청소업","09_30_14_P","4201000","420100031200500002","2011-12-26","","01","영업/정상","11","정상","","","","","033)641-2845","","","강원특별자치도 강릉시 포남동 ****-* **-**","강원특별자치도 강릉시 강릉대로***번길 * (포남동)","","세진방역공사","2022-08-03 10:16:02","I","2023-06-13 00:00:00","","368887.468407752","477087.275458871","31","","0","","","","","저수조청소업",
"149","저수조청소업","09_30_14_P","4201000","420100031200500003","2019-06-26","","01","영업/정상","11","정상","","","","","033)652-3259","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 보래미상길 ** (포남동)","25485","노력하는 사람들","2019-06-26 11:10:04","I","2023-06-13 00:00:00","","368214.973895204","476408.472817327","31","","0","","","","","저수조청소업",
"150","저수조청소업","09_30_14_P","4201000","420100031201000003","2014-03-12","","01","영업/정상","11","정상","","","","","033)655-0061","","","강원특별자치도 강릉시 포남동 강원특별자치도 강릉시 포남동","강원특별자치도 강릉시 가작로***번길 * (포남동)","","효성종합관리","2025-04-14 08:45:11","U","2025-04-16 02:40:00","","368093.1353355","475999.884843221","31","","0","","","","","저수조청소업",
"151","저수조청소업","09_30_14_P","4201000","420100031201700001","2017-05-16","","01","영업/정상","11","정상","","","","","653-3007","","","","강원특별자치도 강릉시 경강로 **** (포남동)","","(주)하슬라건설","2021-04-05 13:09:14","I","2023-06-13 00:00:00","","368439.203099454","475591.850745698","31","","0","","","","","저수조청소업",
"152","저수조청소업","09_30_14_P","4201000","420100031201600002","2016-11-30","","01","영업/정상","11","정상","","","","","033-653-9234","","","","강원특별자치도 강릉시 산양큰길**번길 **, *층 ***호 (포남동)","","솔내음 클린앤케어","2021-12-14 15:54:06","I","2023-06-13 00:00:00","","368901.210259957","477020.147777715","31","","0","","","","","저수조청소업",
"153","저수조청소업","09_30_14_P","4201000","420100031202400002","2024-10-30","","01","영업/정상","11","정상","","","","","033-653-0333","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 산양길**번길 **, *층 *호 (포남동)","25481","주식회사 삼균","2024-10-30 09:35:51","I","2024-11-01 00:12:59","","368655.899930819","476937.861202474","31","","0","","","","","저수조청소업",
"154","저수조청소업","09_30_14_P","4201000","420100031202500001","2025-02-24","","01","영업/정상","11","정상","","","","","070-8231-4880","","","강원특별자치도 강릉시 포남동 ****-***","강원특별자치도 강릉시 경강로****번길 *, *층 (포남동)","25547","삼양산업","2025-02-24 09:39:57","I","2025-02-26 00:10:37","","368100.021902501","475226.970495819","31","","0","","","","","저수조청소업",
"155","저수조청소업","09_30_14_P","4201000","420100031202200006","2022-12-12","","03","폐업","2","폐업","2025-05-30","","","","033-655-9290","","","강원특별자치도 강릉시 회산동 ***-**","강원특별자치도 강릉시 관솔길 **-*, ***호 (회산동)","25599","(주)제이엠엔지니어링","2025-05-30 15:49:02","U","2025-06-01 02:40:00","","364684.260225377","472383.398724495","31","","0","","","","사업부진","저수조청소업",
"156","저수조청소업","09_30_14_P","4201000","420100031202100002","2021-05-06","","03","폐업","2","폐업","2021-05-06","","","","033-661-5755","","","강원특별자치도 강릉시 주문진읍 교항리 ****","강원특별자치도 강릉시 주문진읍 농공단지길 **-*","25422","(주)가나","2021-08-02 18:00:58","I","2023-06-13 00:00:00","","360657.223678421","487127.974559443","31","","0","","","","","저수조청소업",
"157","저수조청소업","09_30_14_P","4201000","420100031202100001","2021-05-06","","03","폐업","2","폐업","2025-05-19","","","","033-661-5755","","","강원특별자치도 강릉시 주문진읍 교항리 ****","강원특별자치도 강릉시 주문진읍 농공단지길 **-*","25422","(주)가나","2025-05-20 11:19:29","U","2025-05-22 02:40:00","","360657.223678421","487127.974559443","31","","0","","","","사업저조","저수조청소업",
"158","저수조청소업","09_30_14_P","4201000","420100031201000002","2013-01-08","","03","폐업","2","폐업","2015-06-01","","","","033)655-0606","","","강원특별자치도 강릉시 포남동 ****-***","강원특별자치도 강릉시 경강로 **** (견소동)","","명주환경","2021-01-28 11:36:19","I","2023-06-13 00:00:00","","368186.534602609","475351.440762478","31","","0","","","","자진폐업 (관련문서 수도과-7859호, 2015.6.4)","저수조청소업",
"159","저수조청소업","09_30_14_P","4201000","420100031201100001","2012-04-25","","03","폐업","2","폐업","2017-02-28","","","","644-4893","","","강원특별자치도 강릉시 명주동 **-**","강원특별자치도 강릉시 경강로 **** (명주동)","","경원관리","2021-01-28 11:33:15","I","2023-06-13 00:00:00","","366547.20729221","473598.788384008","31","","0","","","","건강상의 이유 (관련문서 수도과-3454호, 2017.2.28)","저수조청소업",
"160","저수조청소업","09_30_14_P","4201000","420100031201400002","2014-12-15","","03","폐업","2","폐업","2019-11-04","","","","","","","강원특별자치도 강릉시 옥천동","강원특별자치도 강릉시 중기길 ** (옥천동)","","나라종합관리","2021-01-28 10:44:00","I","2023-06-13 00:00:00","","367651.622436133","475044.822910564","31","","0","","","","개인사정 (관련문서 수도과-17949호, 2019.11.5)","저수조청소업",
"161","저수조청소업","09_30_14_P","4201000","420100031199600001","2008-01-07","","03","폐업","2","폐업","2011-01-28","","","","033-651-0121","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 하평*길 ** (포남동)","","녹색환경","2023-12-22 13:46:28","U","2023-12-24 02:40:00","","368630.791544415","476283.154827282","31","","0","","","","개인사유","저수조청소업",
"162","저수조청소업","09_30_14_P","4201000","420100031199600002","2007-12-21","","03","폐업","2","폐업","2007-12-21","","","","033-651-5277","","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 성덕포남로 *** (포남동)","","한국용역시스템","2021-01-28 18:04:37","I","2023-06-13 00:00:00","","368190.632081152","475629.052441956","31","","0","","","","영업부진","저수조청소업",
"163","저수조청소업","09_30_14_P","4201000","420100031199600003","2008-01-18","","03","폐업","2","폐업","2008-01-24","","","","033-647-3911","","","강원특별자치도 강릉시 포남동 ****-*","","","고려종합개발","2021-01-28 18:11:28","I","2023-06-13 00:00:00","","","","31","","0","","","","영업 부진","저수조청소업",
"164","저수조청소업","09_30_14_P","4201000","420100031199800001","2008-01-08","","03","폐업","2","폐업","2008-01-08","","","","033-645-6804","","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 옥가로 ** (옥천동)","","에스,티,에스","2021-01-28 18:07:06","I","2023-06-13 00:00:00","","367418.44948722","474987.875818676","31","","0","","","","영업부진","저수조청소업",
"165","저수조청소업","09_30_14_P","4201000","420100031199900001","2014-04-03","","03","폐업","2","폐업","2019-12-27","","","","033)645-4241","","","강원특별자치도 강릉시 성산면 보광리 ***","강원특별자치도 강릉시 성산면 삼왕길 ***-**","25442","강삼용역","2021-01-28 14:04:05","I","2023-06-13 00:00:00","","358450.29329411","474387.318271569","31","","0","","","","회사 재정상
수도과-21471호(2019.12.27.)","저수조청소업",
"166","저수조청소업","09_30_14_P","4201000","420100031200100002","2005-04-02","","03","폐업","2","폐업","2005-04-02","","","","033-641-2845","","","강원특별자치도 강릉시 임당동 **-**","강원특별자치도 강릉시 강릉대로***번길 ** (임당동)","","세진종합환경","2021-01-28 17:43:09","I","2023-06-13 00:00:00","","366789.822115369","474483.206952238","31","","0","","","","폐업(신병)","저수조청소업",
"167","저수조청소업","09_30_14_P","4201000","420100031200200005","2005-11-24","","03","폐업","2","폐업","2005-11-24","","","","033-652-3259","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 보래미길 ** (포남동)","","노력하는사람들","2021-01-28 17:49:35","I","2023-06-13 00:00:00","","368331.913885546","476401.017698941","31","","0","","","","폐업","저수조청소업",
"168","저수조청소업","09_30_14_P","4201000","420100031200300002","2004-06-23","","03","폐업","2","폐업","2004-06-23","","","","033-651-1452","","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 명륜로***번길 **-* (포남동)","","강릉방역공사","2021-01-28 17:18:32","I","2023-06-13 00:00:00","","367752.879210174","475768.863926457","31","","0","","","","폐업 신고 수리(시설과-3713호, 2004.6.23)","저수조청소업",
"169","저수조청소업","09_30_14_P","4201000","420100031200400001","2004-01-29","","03","폐업","2","폐업","2017-01-12","","","","033-647-4010","","","강원특별자치도 강릉시 홍제동 ***-**","강원특별자치도 강릉시 경강로****번길 ** (홍제동)","","다흰종합환경","2021-01-28 11:35:11","I","2023-06-13 00:00:00","","364970.154580337","472935.565023836","31","","0","","","","사업부진 (관련문서 수도과-757호, 2017.1.12)","저수조청소업",
"170","저수조청소업","09_30_14_P","4201000","420100031200500001","2005-12-07","","03","폐업","2","폐업","2005-12-07","","","","033661-0850","","","강원특별자치도 강릉시 주문진읍 교항리 **-*번지","","","한창산업(주)강원지사","2021-01-28 17:53:37","I","2023-06-13 00:00:00","","","","31","","0","","","","영업영리없음","저수조청소업",
"171","저수조청소업","09_30_14_P","4201000","420100031200700001","2009-06-25","","03","폐업","2","폐업","2009-06-25","","","","033-646-7292","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 가작로***번길 ** (포남동)","","세명환경산업","2021-01-29 09:44:06","I","2023-06-13 00:00:00","","367746.619470634","475810.984482495","31","","0","","","","영업실적저조","저수조청소업",
"172","저수조청소업","09_30_14_P","4201000","420100031201500001","2021-04-12","","03","폐업","2","폐업","2022-12-08","","","","033-823-9696","","","","강원특별자치도 강릉시 명륜로 ***, *층 (교동)","","더원기술(주)","2022-12-08 17:25:53","I","2023-06-13 00:00:00","","367623.481191924","475818.16965223","31","","0","","","","저수조청소업 포기(수도과-1911 2022.12.08.)","저수조청소업",
"173","저수조청소업","09_30_14_P","4201000","420100031201600001","2016-10-20","","03","폐업","2","폐업","2025-05-20","","","","033-647-5388","","","강원특별자치도 강릉시 강문동 ***-*","강원특별자치도 강릉시 창해로 *** (강문동)","","유진관리용역(주)","2025-05-29 09:40:01","U","2025-05-31 02:40:00","","369361.060891981","478025.166195485","31","","0","","","","사업부진","저수조청소업",
"174","저수조청소업","09_30_14_P","4201000","420100031199900002","1999-10-11","","03","폐업","2","폐업","2002-03-07","","","","","","","","강원특별자치도 강릉시 강릉대로 ***-* (교동)","","(주)효성테크","2017-01-17 15:13:16","I","2023-06-13 00:00:00","","367255.65645078","474858.086201003","31","","0","","","","사업축소 등","저수조청소업",
"175","저수조청소업","09_30_14_P","4211000","421100031199500001","1995-10-16","","01","영업/정상","11","정상","","","","","033-522-2927","","","강원특별자치도 동해시 북평동 ***-* 영성산업합자회사","강원특별자치도 동해시 전천로 ***-*, 영성산업합자회사 (북평동)","25815","영성개발","2025-04-29 17:41:36","U","2025-05-01 02:40:00","","387053.952760891","444224.389348433","31","","0","","","","","저수조청소업",
"176","저수조청소업","09_30_14_P","4211000","421100031199900001","2013-05-27","","01","영업/정상","11","정상","","","","","033-535-5820","","","강원특별자치도 동해시 천곡동 ***-* 동부개발공사","강원특별자치도 동해시 항골길 **-*, 동부개발공사 (천곡동)","25750","동부개발공사","2018-03-06 09:53:59","I","2023-06-13 00:00:00","","385756.893890293","449007.773634168","31","","0","","","","","저수조청소업",
"177","저수조청소업","09_30_14_P","4211000","421100031200000001","2023-01-04","","01","영업/정상","11","정상","","","","","033-532-4989","","","강원특별자치도 동해시 천곡동 ****-* 동아아파트 ***호","강원특별자치도 동해시 천곡로 **-*, 동아아파트 *층 ***호 (천곡동)","25761","세화산업","2023-01-04 17:42:12","I","2023-06-13 00:00:00","","386618.708784892","448760.267535052","31","","0","","","","","저수조청소업",
"178","저수조청소업","09_30_14_P","4211000","421100031200800001","2008-09-04","","01","영업/정상","11","정상","","","","","033-533-0651","","","강원특별자치도 동해시 천곡동","","","해오름환경","2018-03-06 10:12:49","I","2023-06-13 00:00:00","","","","31","","0","","","","","저수조청소업",
"179","저수조청소업","09_30_14_P","4211000","421100031201000001","2011-11-22","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 송정동 ****-*","강원특별자치도 동해시 대동로 ***-** (송정동)","25785","대복공업","2020-12-02 10:28:45","I","2023-06-13 00:00:00","","387536.173761047","445511.681433407","31","","0","","","","","저수조청소업",
"180","저수조청소업","09_30_14_P","4211000","421100031201300001","2014-07-10","","01","영업/정상","11","정상","","","","","531-5820","","","강원특별자치도 동해시 천곡동 ****-*","강원특별자치도 동해시 한섬로 ** (천곡동)","","대성환경위생산업","2015-01-05 21:11:25","I","2023-06-13 00:00:00","","386652.211273402","448572.862310602","31","","0","","","","","저수조청소업",
"181","저수조청소업","09_30_14_P","4211000","421100031200800002","2017-11-09","","01","영업/정상","11","정상","","","","","522-6117","","","강원특별자치도 동해시 북평동 ***-*","강원특별자치도 동해시 전천로 ***-* (북평동)","","깔끔환경","2018-03-06 09:59:36","I","2023-06-13 00:00:00","","387618.813038699","444276.361006865","31","","0","","","","","저수조청소업",
"182","저수조청소업","09_30_14_P","4211000","421100031202000002","2024-09-10","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 효가동 **-*","강원특별자치도 동해시 효자로 *** (효가동)","25785","국민환경산업","2024-11-19 10:42:09","U","2024-11-21 02:40:00","","386865.783024665","445526.553922726","31","","0","","","","","저수조청소업",
"183","저수조청소업","09_30_14_P","4211000","421100031202400001","2024-04-26","","01","영업/정상","11","정상","","","","","033-521-6117","","","강원특별자치도 동해시 천곡동 ****-**","강원특별자치도 동해시 샘실*길 ** (천곡동)","25766","태승산업","2024-04-26 14:45:17","I","2024-04-28 00:14:53","","386347.307658518","448613.114538422","31","","0","","","","","저수조청소업",
"184","저수조청소업","09_30_14_P","4211000","421100031200400001","2008-08-28","","03","폐업","2","폐업","2014-12-01","","","","033-535-4059","","","강원특별자치도 동해시 천곡동","강원특별자치도 동해시 천곡로 **-* (천곡동)","","세세실업","2016-10-17 09:16:25","I","2023-06-13 00:00:00","","386618.708784892","448760.267535052","31","","0","","","","개인사정","저수조청소업",
"185","저수조청소업","09_30_14_P","4211000","421100031200600001","2008-08-28","","03","폐업","2","폐업","2015-07-20","","","","033-532-3410","","","강원특별자치도 동해시 천곡동 ****-*","강원특별자치도 동해시 동굴*길 *-* (천곡동)","","강원종합공사","2020-12-02 10:33:09","I","2023-06-13 00:00:00","","386867.599489907","448395.848858271","31","","0","","","","개인사정","저수조청소업",
"186","저수조청소업","09_30_14_P","4211000","421100031200600002","2014-10-15","","03","폐업","2","폐업","2014-10-15","","","","033-535-7077","","","강원특별자치도 동해시 천곡동","","","(합)동해이앤씨","2020-12-02 10:37:21","I","2023-06-13 00:00:00","","","","31","","0","","","","인력부족","저수조청소업",
"187","저수조청소업","09_30_14_P","4211000","421100031200600003","2008-08-28","","03","폐업","2","폐업","","","","","","","","강원특별자치도 동해시 효가동","","","창신E & G","2015-01-05 21:11:25","I","2023-06-13 00:00:00","","","","31","","0","","","","","저수조청소업",
"188","저수조청소업","09_30_14_P","4211000","421100031201100001","2013-06-27","","03","폐업","2","폐업","2013-06-27","","","","","","","강원특별자치도 동해시 천곡동 ****-**","강원특별자치도 동해시 동굴*길 ***  (천곡동)","","청솔환경개발","2015-01-05 21:11:25","I","2023-06-13 00:00:00","","386796.504204972","448532.336487213","31","","0","","","","경영부진","저수조청소업",
"189","저수조청소업","09_30_14_P","4211000","421100031202000001","2020-02-19","","03","폐업","2","폐업","2022-05-02","","","","521-9877","","","강원특별자치도 동해시 송정동 ***-***","강원특별자치도 동해시 동해역길 *** (송정동)","25787","모아","2022-05-06 16:00:39","I","2023-06-13 00:00:00","","387949.637476072","446440.486533585","31","","0","","","","영업부진","저수조청소업",
"190","저수조청소업","09_30_14_P","4211000","421100031202100001","2021-07-19","","03","폐업","2","폐업","2025-05-30","","","","","","","강원특별자치도 동해시 송정동 ***-**","강원특별자치도 동해시 동해역길 ** (송정동)","25789","조은환경","2025-06-02 17:11:58","U","2025-06-04 02:40:00","","387768.20023437","446047.729961632","31","","0","","","","사업부진","저수조청소업",
"191","저수조청소업","09_30_14_P","4221000","422100031200300002","2012-04-09","","01","영업/정상","11","정상","","","","","033-553-1666","","","강원특별자치도 태백시 황지동 **-*","강원특별자치도 태백시 황지로 **-* (황지동)","","대진설비공사","2024-12-19 20:56:45","U","2024-12-21 02:40:00","","376825.27290954","408961.990180631","31","","0","","","","","저수조청소업",
"192","저수조청소업","09_30_14_P","4221000","422100031200300004","2007-12-20","","01","영업/정상","11","정상","","","","","552-0774","","","강원특별자치도 태백시 황지동 ***-** *통*반","강원특별자치도 태백시 연지로**번길 ** (황지동)","","연하산업","2025-01-10 13:47:42","U","2025-01-12 02:40:00","","376530.520308038","410102.167352882","31","","0","","","","","저수조청소업",
"193","저수조청소업","09_30_14_P","4221000","422100031201600002","2016-12-22","","01","영업/정상","11","정상","","","","","070-8820-4520","","","강원특별자치도 태백시 황지동 ***-**","강원특별자치도 태백시 태백로 **** (황지동)","26039","주식회사 영광종합개발","2024-12-19 20:54:28","U","2024-12-21 02:40:00","","376866.913990809","407077.276437016","31","","0","","","","","저수조청소업",
"194","저수조청소업","09_30_14_P","4221000","422100031201700001","2023-08-30","","01","영업/정상","11","정상","","","","","033-552-2931","","","강원특별자치도 태백시 화전동 ***","강원특별자치도 태백시 싸리밭길 ** (화전동)","","합자회사 에스엠에코","2024-12-19 21:11:41","U","2024-12-21 02:40:00","","372734.747884422","412793.483496239","31","","0","","","","","저수조청소업",
"195","저수조청소업","09_30_14_P","4221000","422100031202100001","2021-01-27","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 태백시 황지동 ** 대산하이츠빌아파트","강원특별자치도 태백시 풀미당골길 **, ***호 (황지동, 대산하이츠빌아파트)","26027","원크린","2022-08-09 14:59:10","I","2023-06-13 00:00:00","","377120.410498732","409573.217926738","31","","0","","","","","저수조청소업",
"196","저수조청소업","09_30_14_P","4221000","422100031200300003","2015-05-26","","01","영업/정상","11","정상","","","","","552-5790","","","강원특별자치도 태백시 황지동 **-***","강원특별자치도 태백시 태백로 **** (황지동)","","(주)영진이앤씨","2022-08-26 10:58:37","I","2023-06-13 00:00:00","","377018.158342805","409124.622874429","31","","0","","","","","저수조청소업",
"197","저수조청소업","09_30_14_P","4221000","422100031202500001","2025-03-18","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 태백시 장성동 **-*","강원특별자치도 태백시 장성로 *** (장성동)","26047","클린케어세상 주식회사","2025-05-20 11:47:39","U","2025-05-22 02:40:00","","379615.396570094","401830.262863316","31","","0","","","","","저수조청소업",
"198","저수조청소업","09_30_14_P","4221000","422100031200300001","2005-11-21","","03","폐업","2","폐업","","","","","581-6659","","","강원특별자치도 태백시 장성동 ***-*","강원특별자치도 태백시 보드미길 *-*  (장성동)","","한일종합기업","2015-01-05 21:10:49","I","2023-06-13 00:00:00","","377971.58941838","402189.945719756","31","","0","","","","업종정지","저수조청소업",
"199","저수조청소업","09_30_14_P","4221000","422100031200400001","2007-12-07","","03","폐업","2","폐업","","","","","553)553-8888","","","강원특별자치도 태백시 화전동 ***-*","강원특별자치도 태백시 태백로 ***-*  (화전동)","","태백자활후견기관","2015-01-05 21:10:49","I","2023-06-13 00:00:00","","373820.753138103","412813.838812368","31","","0","","","","업체사정","저수조청소업",
"200","저수조청소업","09_30_14_P","4221000","422100031200500001","2005-04-15","","03","폐업","2","폐업","2012-09-13","","","","","","","강원특별자치도 태백시 황지동 ***-** **통*반","강원특별자치도 태백시 서학로 **** (황지동)","","태백스카이","2018-03-30 16:37:55","I","2023-06-13 00:00:00","","375738.064531029","407636.899872105","31","","0","","","","사업부진","저수조청소업",
"201","저수조청소업","09_30_14_P","4221000","422100031200900001","2009-12-09","","03","폐업","2","폐업","2018-12-31","","","","554-1563","","","강원특별자치도 태백시 황지동 ***-* (상장)동","강원특별자치도 태백시 감천로 ** (황지동)","","청소하는날","2019-01-03 18:57:49","I","2023-06-13 00:00:00","","376638.430635265","408209.21815768","31","","0","","","","타업종 경영","저수조청소업",
"202","저수조청소업","09_30_14_P","4221000","422100031200900002","2009-04-17","","03","폐업","2","폐업","2018-12-31","","","","554-1563","","","강원특별자치도 태백시 소도동 **-*","강원특별자치도 태백시 소도길 ** (소도동)","","청소하는날","2019-01-02 15:43:05","I","2023-06-13 00:00:00","","375476.251819914","405631.001390189","31","","0","","","","타업종 경영","저수조청소업",
"203","저수조청소업","09_30_14_P","4221000","422100031201600001","2018-04-05","","03","폐업","2","폐업","2020-05-20","","","","033-581-8858","","","강원특별자치도 태백시 장성동 ***-*","강원특별자치도 태백시 석공길 **-* (장성동)","","태윤건설(주)","2020-05-22 13:14:45","I","2023-06-13 00:00:00","","378388.44872891","402068.07011246","31","","0","","","","실적부진으로 저수조청소업 폐업","저수조청소업",
"204","저수조청소업","09_30_14_P","4231000","423100031200500001","2009-07-07","","02","휴업","1","휴업","","2025-08-26","2028-08-26","","033-638-2252","","","강원특별자치도 속초시 동명동 ***-**","강원특별자치도 속초시 번영로***번길 * (동명동)","","예스엔피","2025-08-27 14:40:06","U","2025-08-29 02:40:00","","339020.506796611","524244.544310328","31","","0","","","","사업계획 재수정 및 준비","저수조청소업",
"205","저수조청소업","09_30_14_P","4231000","423100031199800001","2024-02-29","","01","영업/정상","11","정상","","","","","636-7020","","","강원특별자치도 속초시 청학동 ***-**","강원특별자치도 속초시 번영로**번길 **-** (청학동)","","대윤환경","2024-11-15 14:29:10","U","2024-11-17 02:40:00","","338501.998614388","523716.993340934","31","","0","","","","","저수조청소업",
"206","저수조청소업","09_30_14_P","4231000","423100031199800002","2007-12-17","","01","영업/정상","11","정상","","","","","637-0012","","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 만천*길 ** (교동)","","중부방역공사","2022-01-05 17:57:32","I","2023-06-13 00:00:00","","338006.265404878","523076.784684719","31","","0","","","","","저수조청소업",
"207","저수조청소업","09_30_14_P","4231000","423100031199900002","2007-12-06","","01","영업/정상","11","정상","","","","","632-4931","","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 수복로 ** (교동)","","국제종합관리","2024-10-25 14:39:04","U","2024-10-27 02:40:00","","338259.829444516","523104.236532736","31","","0","","","","","저수조청소업",
"208","저수조청소업","09_30_14_P","4231000","423100031200400001","2007-12-14","","01","영업/정상","11","정상","","","","","637-4004","","","강원특별자치도 속초시 조양동 ****-**","강원특별자치도 속초시 새마을*길 ** (조양동)","","현대방역공사","2024-10-25 14:44:55","U","2024-10-27 02:40:00","","340368.99839836","521571.360884812","31","","0","","","","","저수조청소업",
"209","저수조청소업","09_30_14_P","4231000","423100031201400001","2014-08-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 속초시 교동 중앙로 **번길 **","강원특별자치도 속초시 중앙로**번길 ** (교동)","","동강환경","2024-10-25 15:03:06","U","2024-10-27 02:40:00","","338571.049248937","523066.362917416","31","","0","","","","","저수조청소업",
"210","저수조청소업","09_30_14_P","4231000","423100031199400001","2006-04-27","","03","폐업","2","폐업","","","","","635-3113","","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 번영로**번길 *  (교동)","","강원개발공사","2015-01-05 21:05:54","I","2023-06-13 00:00:00","","338420.300766039","523426.407907503","31","","0","","","","영업부진으로인한 폐업","저수조청소업",
"211","저수조청소업","09_30_14_P","4231000","423100031199400002","2002-05-08","","03","폐업","2","폐업","2014-09-01","","","","","","","강원특별자치도 속초시 영랑동 ***-* 동진리조트오피스텔","강원특별자치도 속초시 번영로 ***, 동진리조트오피스텔 (영랑동)","24822","현대용역개발","2020-09-16 15:49:44","I","2023-06-13 00:00:00","","339176.650048112","524605.091450161","31","","0","","","","영업부진","저수조청소업",
"212","저수조청소업","09_30_14_P","4231000","423100031199500001","2007-05-01","","03","폐업","2","폐업","","","","","636-0222","","","강원특별자치도 속초시 동명동 ***-*","강원특별자치도 속초시 번영로***번길 **  (동명동)","","현대기업","2015-01-05 21:05:54","I","2023-06-13 00:00:00","","339036.985466865","524439.737636237","31","","0","","","","폐업","저수조청소업",
"213","저수조청소업","09_30_14_P","4231000","423100031199500002","2012-04-19","","03","폐업","2","폐업","2012-04-19","","","","635-1955","","","강원특별자치도 속초시 조양동 ****-*","강원특별자치도 속초시 청대로 *  (조양동)","","합명회사 설악정화공사","2015-01-05 21:05:54","I","2023-06-13 00:00:00","","340149.321741889","521321.947563766","31","","0","","","","사업반납","저수조청소업",
"214","저수조청소업","09_30_14_P","4231000","423100031199800003","2007-12-17","","03","폐업","2","폐업","2016-08-04","","","","635-2371","","","강원특별자치도 속초시 교동 ***-***","강원특별자치도 속초시 번영로**번길 ** (교동)","","속초정화공사","2016-08-03 17:26:27","I","2023-06-13 00:00:00","","338297.094328948","523658.99851567","31","","0","","","","개인적 사유","저수조청소업",
"215","저수조청소업","09_30_14_P","4231000","423100031199900001","2007-05-04","","03","폐업","2","폐업","","","","","636-6386","","","강원특별자치도 속초시 동명동 ***-**","강원특별자치도 속초시 번영로***번길 **-*  (동명동)","","(주)정일환경","2015-01-05 21:05:54","I","2023-06-13 00:00:00","","339008.724808912","524602.303356471","31","","0","","","","폐업","저수조청소업",
"216","저수조청소업","09_30_14_P","4231000","423100031200700001","2008-03-28","","03","폐업","2","폐업","2020-03-20","","","","033-636-0222","","","강원특별자치도 속초시 장사동 ***-**","강원특별자치도 속초시 사진*길 ** (장사동)","","청호환경개발","2020-12-28 09:52:06","I","2023-06-13 00:00:00","","338954.889416447","525587.499580469","31","","0","","","","영업부진","저수조청소업",
"217","저수조청소업","09_30_14_P","4231000","423100031201100001","2012-04-26","","03","폐업","2","폐업","2012-04-26","","","","633-4009","","","강원특별자치도 속초시 영랑동 ***-**","강원특별자치도 속초시 번영로***번길 **-**  (영랑동)","","청정기업","2015-01-05 21:05:54","I","2023-06-13 00:00:00","","339089.452558383","524671.396293114","31","","0","","","","영업실적 부진","저수조청소업",
"218","저수조청소업","09_30_14_P","4241000","424100031202400002","2024-11-11","","01","영업/정상","11","정상","","","","","0335744489","","","강원특별자치도 삼척시 근덕면 광태리 ***","강원특별자치도 삼척시 근덕면 삼척로 ****-*","25936","(주)광태","2024-11-11 17:59:08","I","2024-11-13 00:12:05","","397688.085392985","430806.063694996","31","","0","","","","","저수조청소업",
"219","저수조청소업","09_30_14_P","4241000","424100031199400001","1994-12-20","","01","영업/정상","11","정상","","","","","033-573-8338","","","강원특별자치도 삼척시 남양동 ***-* 백조상가아파트 ***호","강원특별자치도 삼척시 남양길 **-**, ***호 (남양동, 백조상가아파트)","25929","서진산업","2024-09-02 16:03:16","U","2024-09-04 02:40:00","","392083.855578201","440080.182865952","31","","0","","","","","저수조청소업",
