"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"216","동물미용업","02_03_11_P","4191000","419000004920200021","2020-07-28","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","070-7379-1114","0","","강원특별자치도 원주시 지정면 가곡리 ****-*","강원특별자치도 원주시 지정면 신지정로 ***, ***호","26353","개맘대로","2025-03-18 19:13:39","U","2025-03-20 02:40:00","","277469.792049797","430608.241911545","동물미용업","동물미용업(일반)","000","0",
"217","동물미용업","02_03_11_P","4191000","419100004920230014","2023-12-18","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","","0","","강원특별자치도 원주시 반곡동 ****-**","강원특별자치도 원주시 버들만이길 *-*, *층 (반곡동)","26466","애견카페 제니콩콩","2025-03-18 19:18:02","U","2025-03-20 02:40:00","","286229.408694837","424616.647546019","동물미용업","동물미용업(일반)","000","0",
"218","동물미용업","02_03_11_P","4201000","420100004920230001","2023-07-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 산양길**번길 **, *층 (포남동)","25481","댕살롱","2023-07-31 16:14:37","I","2023-08-02 00:18:52","","368678.977623544","476965.479716303","동물미용업","동물미용업(일반)","000","0",
"219","동물미용업","02_03_11_P","4201000","420000004920180036","2018-11-19","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 율곡로 **** (옥천동)","25551","애견프라자","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","367101.255817607","474571.00810641","동물미용업","동물미용업(일반)","000","0",
"220","동물미용업","02_03_11_P","4201000","420000004920180003","2018-07-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 주문진읍 교항리 ***-**","강원특별자치도 강릉시 주문진읍 주문로 **","25418","강아지언니","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","360559.243963976","489034.669305668","동물미용업","동물미용업(일반)","000","0",
"221","동물미용업","02_03_11_P","4201000","420000004920180005","2018-07-16","","01","영업/정상","0000","정상","","","","","652-0053","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 하평*길 **-* (포남동)","25565","까까멍","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","368681.433835234","476161.644336304","동물미용업","동물미용업(일반)","000","0",
"222","동물미용업","02_03_11_P","4201000","420000004920210006","2021-04-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 교동광장로 ***, ***호 (교동)","25513","메모리펫살롱","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","365466.668257208","475238.576171734","동물미용업","동물미용업(일반)","000","0",
"223","동물미용업","02_03_11_P","4201000","420000004920210007","2021-06-15","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 강릉대로***번길 * (포남동)","25485","나니도그살롱(NaNi dog salon)","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","368340.114319741","476271.887935293","동물미용업","동물미용업(일반)","000","0",
"224","동물미용업","02_03_11_P","4201000","420000004920210008","2021-06-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 유천동 *** 엘에이치선수촌*단지","강원특별자치도 강릉시 선수촌로 ***, *층 ***호 (유천동, 엘에이치선수촌*단지)","25458","날개","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","364587.725719431","474889.546437664","동물미용업","동물미용업(일반)","000","0",
"225","동물미용업","02_03_11_P","4201000","420000004920210011","2021-08-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 홍제동 **-*","강원특별자치도 강릉시 홍제로**번길 **, *층 (홍제동)","25537","견미소","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","366029.0206331","473675.208045337","동물미용업","동물미용업(일반)","000","0",
"226","동물미용업","02_03_11_P","4201000","420000004920210012","2021-09-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 내곡동 ***-*","강원특별자치도 강릉시 강변로 ***, *동 *호 (내곡동)","25585","오쿠숑","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","366151.534595062","473187.807556305","동물미용업","동물미용업(일반)","000","0",
"227","동물미용업","02_03_11_P","4201000","420000004920210014","2021-10-26","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 입암동 ***-*","강원특별자치도 강릉시 입암로***번길 **, 입암동*번지상가 *층 ***호 (입암동)","25615","또왕또왕 Dog Salon","2022-04-28 18:08:35","I","2023-06-13 00:00:00","","368865.150178934","474132.503873159","동물미용업","동물미용업(일반)","000","0",
"228","동물미용업","02_03_11_P","4201000","420000004920210016","2021-11-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 원대로 **(교동)","25518","Hi 몽","2022-04-28 18:08:35","I","2023-06-13 00:00:00","","365725.789497948","474681.505831994","동물미용업","동물미용업(일반)","000","0",
"229","동물미용업","02_03_11_P","4201000","420000004920180006","2018-08-13","","01","영업/정상","0000","정상","","","","","647-0072","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 경강로 ****-* (옥천동)","25554","나라애견","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","367378.135612313","474435.907784127","동물미용업","동물미용업(일반)","000","0",
"230","동물미용업","02_03_11_P","4201000","420000004920180035","2018-11-19","","01","영업/정상","0000","정상","","","","","033-643-2234","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 솔올로 *** (교동)","25508","러브펫","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","365481.322721045","475929.98384391","동물미용업","동물미용업(일반)","000","0",
"231","동물미용업","02_03_11_P","4201000","420000004920220001","2022-05-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 홍제동 **** 엘에이치미디어촌*단지","강원특별자치도 강릉시 선수촌로 **, 상가동 ***호 (홍제동, 엘에이치미디어촌*단지)","25522","이쁘개 해줄개","2022-05-11 17:35:06","I","2023-06-13 00:00:00","","364511.16116797","474088.690732244","동물미용업","동물미용업(일반)","000","0",
"232","동물미용업","02_03_11_P","4201000","420000004920220002","2022-06-20","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 강릉대로 *** (포남동)","25480","DOG IS","2025-05-27 09:23:26","U","2025-05-29 02:40:00","","368488.988330074","476359.363262744","동물미용업","동물미용업(일반)","000","0",
"233","동물미용업","02_03_11_P","4201000","420000004920220003","2022-06-24","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 강릉대로***번길 **-*, *층 (포남동)","25492","몽몽살롱","2022-06-24 17:37:42","I","2023-06-13 00:00:00","","367779.046672549","475611.575092473","동물미용업","동물미용업(일반)","000","0",
"234","동물미용업","02_03_11_P","4201000","420000004920220004","2022-09-15","","01","영업/정상","0000","정상","","","","","033-653-1666","0","","강원특별자치도 강릉시 송정동 ***-*","강원특별자치도 강릉시 산양큰길 **(송정동)","25469","예쁘개 미용할개","2025-04-21 09:45:26","U","2025-04-23 02:40:00","","369049.205295457","477350.101128177","동물미용업","동물미용업(일반)","000","0",
"235","동물미용업","02_03_11_P","4201000","420000004920230001","2023-06-03","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 난곡동 ***-*","강원특별자치도 강릉시 운정길**번길 **-*, 미가채 가동 *층 (난곡동)","25463","루이앤코코","2023-06-03 16:51:28","I","2023-06-13 00:00:00","","364941.460254663","477729.069726741","동물미용업","동물미용업(일반)","000","0",
"236","동물미용업","02_03_11_P","4201000","420000004920210004","2021-03-19","","01","영업/정상","0000","정상","","","","","033-645-5575","0","","강원특별자치도 강릉시 홍제동 ****-*","강원특별자치도 강릉시 선수촌로**번길 **-* (홍제동)","25522","위드동물병원","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","364581.670513117","474370.227383235","동물미용업","동물미용업(일반)","000","0",
"237","동물미용업","02_03_11_P","4201000","420000004920180039","2018-11-19","","01","영업/정상","0000","정상","","","","","033-647-0780","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 경강로 ****-* (옥천동)","25554","스타일독","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","367515.14001309","474572.965505842","동물미용업","동물미용업(일반)","000","0",
"238","동물미용업","02_03_11_P","4201000","420000004920190001","2019-01-03","","01","영업/정상","0000","정상","","","","","641-4056","0","","강원특별자치도 강릉시 옥천동 ***-**","강원특별자치도 강릉시 경강로 **** (옥천동)","25549","요술강아지","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","367749.224316719","474892.790562623","동물미용업","동물미용업(일반)","000","0",
"239","동물미용업","02_03_11_P","4201000","420000004920190002","2019-01-03","","01","영업/정상","0000","정상","","","","","645-3727","0","","강원특별자치도 강릉시 교동 ****-**","강원특별자치도 강릉시 화부산로 ** (교동)","25499","개신나","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","366092.534006653","475040.43192193","동물미용업","동물미용업(일반)","000","0",
"240","동물미용업","02_03_11_P","4201000","420000004920190003","2019-03-14","","01","영업/정상","0000","정상","","","","","033-647-7000","0","","강원특별자치도 강릉시 홍제동 ***-*","강원특별자치도 강릉시 사임당로 ***, *층 (홍제동)","25520","댕댕CLUB","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","364298.927352805","474389.630661878","동물미용업","동물미용업(일반)","000","0",
"241","동물미용업","02_03_11_P","4201000","420000004920190004","2019-03-15","","01","영업/정상","0000","정상","","","","","033-643-0003","0","","강원특별자치도 강릉시 입암동 *** ***호","강원특별자치도 강릉시 입암로 **, ***호 (입암동)","25583","엉클독","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","368432.643636487","473693.374876692","동물미용업","동물미용업(일반)","000","0",
"242","동물미용업","02_03_11_P","4201000","420000004920190010","2019-09-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 입암동 ***-** 금호M프라자","강원특별자치도 강릉시 성덕로 ***-*, 금호M프라자 ***호 (입암동)","25616","smile애견미용","2024-01-04 17:19:10","U","2024-01-06 02:40:00","","369160.520318239","474127.123640049","동물미용업","동물미용업(일반)","000","0",
"243","동물미용업","02_03_11_P","4201000","420000004920190013","2019-10-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 교동 **** 부영아파트 상가","강원특별자치도 강릉시 원대로 ***, 부영아파트 상가 ***호 (교동)","25500","코코앤몽","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","365850.54305408","475159.064185142","동물미용업","동물미용업(일반)","000","0",
"244","동물미용업","02_03_11_P","4201000","420000004920190015","2019-11-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 교동 ***-**","강원특별자치도 강릉시 원대로*번길 **, *층 (교동)","25506","강릉 반려견 호텔 유치원 로젯펫살롱 교동본점","2024-05-21 10:34:44","U","2024-05-23 02:40:00","","366004.108857814","474393.040707187","동물미용업","동물미용업(일반)","000","0",
"245","동물미용업","02_03_11_P","4201000","420000004920190017","2019-12-31","","01","영업/정상","0000","정상","","","","","033-645-2705","0","","강원특별자치도 강릉시 노암동 ***-*","강원특별자치도 강릉시 남부로***번길 ** (노암동)","25610","멍뭉이","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","367065.690480501","472657.320758258","동물미용업","동물미용업(일반)","000","0",
"246","동물미용업","02_03_11_P","4201000","420000004920200004","2020-01-28","","01","영업/정상","0000","정상","","","","","033-661-6668","0","","강원특별자치도 강릉시 주문진읍 교항리 **-**","강원특별자치도 강릉시 주문진읍 연주로 ***","25424","푸메하나","2022-04-28 18:08:33","I","2023-06-13 00:00:00","","360611.745243791","488045.474855991","동물미용업","동물미용업(일반)","000","0",
"247","동물미용업","02_03_11_P","4201000","420000004920200006","2020-01-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 주문진읍 교항리 **-***","강원특별자치도 강릉시 주문진읍 연주로 ***-*","25424","중앙애견","2022-04-28 18:08:33","I","2023-06-13 00:00:00","","360650.405756523","487938.773749299","동물미용업","동물미용업(일반)","000","0",
"248","동물미용업","02_03_11_P","4201000","420000004920180007","2018-08-13","","01","영업/정상","0000","정상","","","","","661-9313","0","","강원특별자치도 강릉시 주문진읍 교항리 **-**","강원특별자치도 강릉시 주문진읍 연주로 ***","25424","청 애견미용","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","360680.905373033","487865.259688894","동물미용업","동물미용업(일반)","000","0",
"249","동물미용업","02_03_11_P","4201000","420000004920180009","2018-08-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 임당동 ***-*","강원특별자치도 강릉시 경강로 **** (임당동)","25539","꿈꾸는 고양이","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","366864.662638138","473996.361320887","동물미용업","동물미용업(일반)","000","0",
"250","동물미용업","02_03_11_P","4201000","420000004920180014","2018-08-27","","01","영업/정상","0000","정상","","","","","642-2959","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 성덕포남로 *** (포남동)","25546","바버독 본점","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","368228.287807368","475530.27425886","동물미용업","동물미용업(일반)","000","0",
"251","동물미용업","02_03_11_P","4201000","420000004920180015","2018-08-27","","01","영업/정상","0000","정상","","","","","647-9393","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 강릉대로 *** (교동)","25528","다온펫#","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","366367.506688674","474411.643289285","동물미용업","동물미용업(일반)","000","0",
"252","동물미용업","02_03_11_P","4201000","420000004920180018","2018-09-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 입암동 **-*","강원특별자치도 강릉시 성덕포남로 **, ***호 (입암동)","25577","강아지꿈","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","369089.326357045","474764.529091082","동물미용업","동물미용업(일반)","000","0",
"253","동물미용업","02_03_11_P","4201000","420000004920180020","2018-10-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 임당동 ***-*","강원특별자치도 강릉시 경강로 **** (임당동)","25539","보듬펫","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","366853.602712168","473988.604008085","동물미용업","동물미용업(일반)","000","0",
"254","동물미용업","02_03_11_P","4201000","420000004920180021","2018-10-06","","01","영업/정상","0000","정상","","","","","033-645-7585","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 하슬라로 *** (교동)","25516","하슬라동물병원","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","365007.834908324","474905.507573126","동물미용업","동물미용업(일반)","000","0",
"255","동물미용업","02_03_11_P","4201000","420000004920180026","2018-10-16","","01","영업/정상","0000","정상","","","","","646-2607","0","","강원특별자치도 강릉시 옥천동 **-*","강원특별자치도 강릉시 율곡로 **** (옥천동)","25554","애견클럽","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","367350.654049498","474294.250709668","동물미용업","동물미용업(일반)","000","0",
"256","동물미용업","02_03_11_P","4201000","420000004920180027","2018-10-17","","01","영업/정상","0000","정상","","","","","6435352","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 경강로 **** (옥천동)","25554","하얀강아지","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","367372.85772861","474424.810168848","동물미용업","동물미용업(일반)","000","0",
"257","동물미용업","02_03_11_P","4201000","420000004920180030","2018-10-28","","01","영업/정상","0000","정상","","","","","647-0787","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 솔올로*번길 ** (교동)","25515","강릉애견하우스","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","365148.383147453","475145.096057942","동물미용업","동물미용업(일반)","000","0",
"258","동물미용업","02_03_11_P","4201000","420000004920180031","2018-10-28","","01","영업/정상","0000","정상","","","","","070-7799-8525","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 하슬라로 *** (교동)","25516","플레이독애견카페","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","364964.643534119","474759.393544892","동물미용업","동물미용업(일반)","000","0",
"259","동물미용업","02_03_11_P","4201000","420000004920180032","2018-10-29","","01","영업/정상","0000","정상","","","","","655-5482","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 경강로 **** (포남동)","25546","리본매는 아롱이","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","368095.400890876","475300.150438605","동물미용업","동물미용업(일반)","000","0",
"260","동물미용업","02_03_11_P","4201000","420000004920180033","2018-11-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 홍제동 ****-* ***호","강원특별자치도 강릉시 선수촌로 **-**, ***호 (홍제동)","25522","트리밍스튜디오제제","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","364840.791790396","474461.167554002","동물미용업","동물미용업(일반)","000","0",
"261","동물미용업","02_03_11_P","4201000","420000004920200008","2020-03-06","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 옥천동 ***","강원특별자치도 강릉시 옥가로 **, *층 *호 (옥천동)","25551","엘사theDog","2022-04-28 18:08:33","I","2023-06-13 00:00:00","","367262.752486344","474457.523573543","동물미용업","동물미용업(일반)","000","0",
"262","동물미용업","02_03_11_P","4201000","420000004920200010","2020-05-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 교동 ***-**","강원특별자치도 강릉시 율곡로 ****-* (교동)","25503","댕구르르","2024-07-08 13:32:12","U","2024-07-10 02:40:00","","366782.032755967","474921.11693712","동물미용업","동물미용업(일반)","000","0",
"263","동물미용업","02_03_11_P","4201000","420000004920200012","2020-05-29","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 홍제동 ****-*","강원특별자치도 강릉시 선수촌로 **, ***호 (홍제동)","25522","다유 펫","2022-04-28 18:08:33","I","2023-06-13 00:00:00","","364787.722044202","474380.210384287","동물미용업","동물미용업(일반)","000","0",
"264","동물미용업","02_03_11_P","4201000","420000004920200018","2020-09-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 옥천동 ***","강원특별자치도 강릉시 경강로 ****, *층 (옥천동)","25554","행복해질 개","2022-04-28 18:08:33","I","2023-06-13 00:00:00","","367465.960527865","474529.687598195","동물미용업","동물미용업(일반)","000","0",
"265","동물미용업","02_03_11_P","4201000","420000004920200021","2020-11-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-* ***호","강원특별자치도 강릉시 하평*길 **, ***호 (포남동)","25565","로다샵","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","368862.568269901","476062.181818069","동물미용업","동물미용업(일반)","000","0",
"266","동물미용업","02_03_11_P","4201000","420100004920240004","2024-11-12","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 옥가로*번길 *-*, *층 (옥천동)","25551","룰루랄라 애견미용실","2024-11-12 11:15:30","I","2024-11-14 00:12:04","","367239.716982085","474485.410228381","동물미용업","동물미용업(일반)","000","0",
"267","동물미용업","02_03_11_P","4201000","420100004920240003","2024-06-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 입암동 ***-*","강원특별자치도 강릉시 성덕포남로 **-*, *층 *호 (입암동)","25616","춘복살롱","2024-06-27 18:10:32","I","2024-06-30 00:14:00","","369241.361961851","474477.435216549","동물미용업","동물미용업(일반)","000","0",
"268","동물미용업","02_03_11_P","4201000","420100004920240002","2024-05-20","","01","영업/정상","0000","정상","","","","","0507-1337-7499","0","","강원특별자치도 강릉시 강문동 *-* 세인트존스 호텔","강원특별자치도 강릉시 창해로 ***, 세인트존스 호텔 (강문동)","25467","강릉 반려견 호텔 유치원 로젯펫살롱 세인트존스호텔점","2024-05-21 10:30:31","I","2024-05-23 00:14:32","","369147.462906176","478267.144158212","동물미용업","동물미용업(일반)","000","0",
"269","동물미용업","02_03_11_P","4201000","420100004920250004","2025-10-20","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 홍제동 ***-**","강원특별자치도 강릉시 홍제로 ** (홍제동)","25527","멍하트 애견미용실","2025-10-20 14:06:14","I","2025-10-23 00:20:17","","366093.031730012","474004.325496845","동물미용업","동물미용업(일반)","000","0",
"270","동물미용업","02_03_11_P","4201000","420100004920250005","2025-10-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 교동 ***-**","강원특별자치도 강릉시 율곡로****번길 *, *층 (교동)","25491","순정이네 반려견 미용실","2025-10-27 11:09:08","I","2025-10-29 00:20:02","","367000.911790482","474800.082125599","동물미용업","동물미용업(일반)","000","0",
"271","동물미용업","02_03_11_P","4201000","420100004920240001","2024-03-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 내곡동 *** 강릉블루밍더베스트아파트","강원특별자치도 강릉시 범일로***번길 **-*, *층 (내곡동, 강릉블루밍더베스트아파트)","25601","블루밍 그루밍","2024-03-21 11:19:17","U","2024-03-23 02:40:00","","365558.403125151","472159.855621899","동물미용업","동물미용업(일반)","000","0",
"272","동물미용업","02_03_11_P","4201000","420100004920250003","2025-06-05","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 성덕포남로***번길 ** (포남동)","25568","로젯펫 트레이닝 센터","2025-06-05 10:00:20","I","2025-06-08 00:20:43","","368531.179943686","475774.264480428","동물미용업","동물미용업(일반)","000","0",
"273","동물미용업","02_03_11_P","4201000","420100004920250002","2025-04-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 가작로***번길 ** (포남동)","25488","젤리멍","2025-04-21 13:34:33","I","2025-04-23 00:10:38","","367732.630929098","475798.203613016","동물미용업","동물미용업(일반)","000","0",
"274","동물미용업","02_03_11_P","4201000","420100004920230004","2023-12-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 회산동 ***-*","강원특별자치도 강릉시 회산로***번길 **, *층 ***호 (회산동)","25598","그루머 댄","2023-12-27 13:24:04","I","2023-12-30 00:16:41","","364221.611503857","472397.780348316","동물미용업","동물미용업(일반)","000","0",
"275","동물미용업","02_03_11_P","4201000","420100004920230003","2023-10-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 옥천동 ***","강원특별자치도 강릉시 경강로 **** (옥천동)","25554","댕그루밍","2023-10-30 09:26:05","I","2023-11-01 00:17:25","","367465.960527865","474529.687598195","동물미용업","동물미용업(일반)","000","0",
"276","동물미용업","02_03_11_P","4201000","420100004920230002","2023-10-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****","강원특별자치도 강릉시 강릉대로 ***-*, 동도센트리움 상가 ***동 ***호 (포남동)","25492","쁘띠꼬숑","2023-10-10 10:55:44","I","2023-10-12 00:17:42","","367664.006397338","475433.376817276","동물미용업","동물미용업(일반)","000","0",
"277","동물미용업","02_03_11_P","4201000","420100004920250001","2025-01-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 주문진읍 교항리 ***","강원특별자치도 강릉시 주문진읍 주문로 **","25419","토토리","2025-01-09 10:48:25","I","2025-01-11 00:11:16","","360520.633484158","488532.495084272","동물미용업","동물미용업(일반)","000","0",
"278","동물미용업","02_03_11_P","4201000","420000004920210013","2021-09-30","","03","폐업","0002","폐업","2023-09-01","","","","","0","","강원특별자치도 강릉시 사천면 방동리 ***","강원특별자치도 강릉시 사천면 동해대로 ****","25440","멍","2024-01-02 10:16:31","U","2024-01-04 02:40:00","","363447.32711084","480449.582646383","동물미용업","동물미용업(일반)","000","0",
"279","동물미용업","02_03_11_P","4201000","420000004920180034","2018-11-06","","03","폐업","0002","폐업","2022-07-25","","","","645-6646","0","","강원특별자치도 강릉시 교동 ***-***","강원특별자치도 강릉시 율곡로 ****-* (교동)","25503","호호애견","2022-08-03 15:06:47","I","2023-06-13 00:00:00","","366878.627756429","474781.793554272","동물미용업","동물미용업(일반)","000","0",
"280","동물미용업","02_03_11_P","4201000","420000004920180041","2018-12-17","","03","폐업","0002","폐업","2023-01-26","","","","0336531577","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 하평*길 **-* (포남동)","25565","귀여운강아지","2023-01-26 16:04:52","I","2023-06-13 00:00:00","","368821.289048852","475992.85261679","동물미용업","동물미용업(일반)","000","0",
"281","동물미용업","02_03_11_P","4201000","420000004920190006","2019-06-18","","03","폐업","0002","폐업","2022-01-25","","","","033-645-2591","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 경강로 **** (옥천동)","25552","강아지마을","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","367297.040117203","474414.475933922","동물미용업","동물미용업(일반)","000","0",
"282","동물미용업","02_03_11_P","4201000","420000004920190012","2019-10-10","","03","폐업","0002","폐업","2021-07-06","","","","033-661-7766","0","","강원특별자치도 강릉시 연곡면 영진리 ***-**","강원특별자치도 강릉시 연곡면 영진길 **","25429","도그 스토리","2022-04-28 18:08:32","I","2023-06-13 00:00:00","","361754.163328874","486976.516953652","동물미용업","동물미용업(일반)","000","0",
"283","동물미용업","02_03_11_P","4201000","420000004920190016","2019-12-25","","03","폐업","0002","폐업","2025-04-22","","","","","0","","강원특별자치도 강릉시 교동 ***-**","강원특별자치도 강릉시 율곡로 **** (교동)","25491","펫D.C마트","2025-04-22 17:09:29","U","2025-04-24 02:40:00","","367001.40094013","474701.878325823","동물미용업","동물미용업(일반)","000","0",
"284","동물미용업","02_03_11_P","4201000","420000004920180010","2018-08-13","","03","폐업","0002","폐업","2024-11-26","","","","642-2865","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 옥가로 ** (옥천동)","25551","퍼피랜드","2025-01-15 17:48:48","U","2025-01-17 02:40:00","","367274.383777915","474497.533868566","동물미용업","동물미용업(일반)","000","0",
"285","동물미용업","02_03_11_P","4201000","420000004920180011","2018-08-27","","03","폐업","0002","폐업","2019-02-28","","","","642-0223","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 교동광장로 *** (교동)","25513","해피퍼피","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","365466.668257208","475238.576171734","동물미용업","동물미용업(일반)","000","0",
"286","동물미용업","02_03_11_P","4201000","420000004920180016","2018-09-18","","03","폐업","0002","폐업","2023-01-20","","","","","0","","강원특별자치도 강릉시 노암동 ***-**","강원특별자치도 강릉시 강변로 *** (노암동)","25588","JJUN&amp;DOG","2023-01-20 10:49:25","I","2023-06-13 00:00:00","","367538.735817436","473778.49567565","동물미용업","동물미용업(일반)","000","0",
"287","동물미용업","02_03_11_P","4201000","420000004920180017","2018-09-18","","03","폐업","0002","폐업","2023-01-17","","","","","0","","강원특별자치도 강릉시 주문진읍 교항리 **-**","강원특별자치도 강릉시 주문진읍 연주로 ***-*","25423","예쁜강아지","2023-01-17 16:32:38","I","2023-06-13 00:00:00","","360633.13714549","487891.023881741","동물미용업","동물미용업(일반)","000","0",
