"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"736","석유판매업","09_28_08_P","4211000","2008421010601500002","2008-11-26","","01","영업/정상","07","영업개시","","","","","033 521 1114","462.15","","강원특별자치도 동해시 발한동 382-29","강원특별자치도 동해시 발한로 384 (발한동)","","해오름주유소","2024-09-04 14:54:07","U","2024-09-06 02:40:00","주유소","385606.517128806","453184.527068054","","",
"737","석유판매업","09_28_08_P","4211000","2009421010601500001","2009-05-29","","01","영업/정상","07","영업개시","","","","","033 533 5451","1297","","강원특별자치도 동해시 용정동 73-1","강원특별자치도 동해시 용정로 169 (용정동)","","용정에너지","2023-10-19 13:06:09","U","2023-10-21 02:40:00","주유소","387940.683466839","446652.283308851","","",
"738","석유판매업","09_28_08_P","4211000","2013421013901200001","2013-05-30","","01","영업/정상","07","영업개시","","","","","","","","강원특별자치도 동해시 용정동 35-10","강원특별자치도 동해시 중앙로 17 (용정동)","","중앙에너지","2024-09-03 15:43:53","U","2024-09-05 02:40:00","일반판매소","387795.876999527","447176.48801592","","",
"739","석유판매업","09_28_08_P","4211000","1987421009301500009","1987-07-01","","01","영업/정상","07","영업개시","","","","","033 521 3661","1201","","강원특별자치도 동해시 효가동 282-2 , 283-1, 283-4","강원특별자치도 동해시 동해대로 5050 (효가동,, 283-1, 283-4)","","구도일주유소 동북","2018-11-05 15:56:34","I","2023-06-13 00:00:00","주유소","386633.242393945","445934.384206474","","",
"740","석유판매업","09_28_08_P","4211000","1991421009301500012","1991-10-07","","01","영업/정상","07","영업개시","","","","","033 534 9966","1514","","강원특별자치도 동해시 이로동 110-1","강원특별자치도 동해시 효자로 277 (이로동)","","해성주유소","2023-10-23 14:25:38","U","2023-10-25 02:40:00","주유소","383069.670148929","444933.692566931","","",
"741","석유판매업","09_28_08_P","4211000","1991421009301500013","1991-11-27","","01","영업/정상","07","영업개시","","","","","033 532 3389","816","","강원특별자치도 동해시 천곡동 950","강원특별자치도 동해시 해안로 197 (천곡동)","","(주)천곡주유소","2023-10-23 14:25:26","U","2023-10-25 02:40:00","주유소","387344.486955122","448633.391937426","","",
"742","석유판매업","09_28_08_P","4211000","1992421009301500015","1992-03-18","","01","영업/정상","07","영업개시","","","","","033 534 6594","1345","","강원특별자치도 동해시 초구동 70-1","강원특별자치도 동해시 동해대로 6036 (초구동)","","대영에너지(주)","2023-10-25 17:28:41","U","2023-10-27 02:40:00","주유소","385095.99937628","454758.664215602","","",
"743","석유판매업","09_28_08_P","4211000","1993421009301500017","1993-02-22","","01","영업/정상","07","영업개시","","","","","033 522 2595","1435","","강원특별자치도 동해시 효가동 360-1","강원특별자치도 동해시 동해대로 5133 (효가동)","","SK에너지(주) 시민주유소","2024-11-22 09:57:31","U","2024-11-24 02:40:00","주유소","386305.612494219","446575.572406151","","",
"744","석유판매업","09_28_08_P","4211000","1993421009301500020","1993-08-09","","01","영업/정상","07","영업개시","","","","","033 521 0082","660","","강원특별자치도 동해시 동회동 255-6","강원특별자치도 동해시 효자로 636 (동회동)","","북삼주유소","2023-10-23 14:24:28","U","2023-10-25 02:40:00","주유소","386021.802954761","445296.345987301","","",
"745","석유판매업","09_28_08_P","4211000","1993421009301500021","1993-08-10","","01","영업/정상","07","영업개시","","","","2015-03-09","033-534-7202","784","","강원특별자치도 동해시 망상동 54-1","강원특별자치도 동해시 동해대로 6124 (망상동)","","망상IC주유소","2023-11-01 10:08:53","U","2023-11-03 02:40:00","주유소","385464.541799832","455481.856312688","","",
"746","석유판매업","09_28_08_P","4211000","1993421009301500022","1993-08-30","","01","영업/정상","07","영업개시","","","","","033 521 0664","1380","","강원특별자치도 동해시 쇄운동 197-1 에덴주유소","강원특별자치도 동해시 효자로 578, 에덴주유소 (쇄운동)","25805","에덴주유소","2023-10-23 14:23:38","U","2023-10-25 02:40:00","주유소","385518.979141384","444980.917081844","","",
"747","석유판매업","09_28_08_P","4211000","1993421009301500023","1993-11-02","","01","영업/정상","07","영업개시","","","","","033 532 7117","2479","","강원특별자치도 동해시 발한동 377-7","강원특별자치도 동해시 발한로 369 (발한동)","","세경주유소","2025-07-16 17:16:59","U","2025-07-18 02:40:00","주유소","385645.266549929","453021.450122525","","",
"748","석유판매업","09_28_08_P","4211000","1994421009301200020","1994-12-30","","01","영업/정상","07","영업개시","","","","","033 535 4575","263.9","","강원특별자치도 동해시 천곡동 994-14","강원특별자치도 동해시 감추7길 33 (천곡동)","","낙원석유","2023-10-23 14:23:14","U","2023-10-25 02:40:00","일반판매소","387506.080821638","447967.94469795","","",
"749","석유판매업","09_28_08_P","4211000","1994421009301500025","1994-01-06","","01","영업/정상","07","영업개시","","","","","033 534 8911","1088","","강원특별자치도 동해시 쇄운동 668","강원특별자치도 동해시 효자로 400 (쇄운동)","","쇄운주유소","2023-10-23 14:22:45","U","2023-10-25 02:40:00","주유소","384058.611016603","444244.033464685","","",
"750","석유판매업","09_28_08_P","4211000","1976421009301500010","1976-05-27","","01","영업/정상","07","영업개시","","","","","033 531 8720","1180","","강원특별자치도 동해시 천곡동 569-2 , 568-2","강원특별자치도 동해시 동해대로 5361 (천곡동)","","(주)명진에너지 동해지점","2023-10-23 14:26:18","U","2023-10-25 02:40:00","주유소","385769.69525587","448619.668691236","","",
"751","석유판매업","09_28_08_P","4211000","1978421009301500002","1978-04-26","","01","영업/정상","07","영업개시","","","","","033 532 2211","1267.8","","강원특별자치도 동해시 부곡동 75-5","강원특별자치도 동해시 발한로 39 (부곡동)","","묵호농협주유소","2023-10-23 14:26:06","U","2023-10-25 02:40:00","주유소","385815.739776486","450282.913898864","","",
"752","석유판매업","09_28_08_P","4211000","1994421009301500026","1994-02-08","","01","영업/정상","07","영업개시","","","","","522-0227","1031","","강원특별자치도 동해시 단봉동 453-2","강원특별자치도 동해시 강원남부로 4591 (단봉동)","","씨제이대한통운(주) 동해주유소","2024-04-16 10:13:14","U","2024-04-18 02:40:00","주유소","387059.19457995","441908.926143781","","",
"753","석유판매업","09_28_08_P","4211000","1994421009301500027","1994-03-07","","01","영업/정상","07","영업개시","","","","","033 522 0012","1585","","강원특별자치도 동해시 송정동 1084-1","강원특별자치도 동해시 대동로 261-28 (송정동)","","백마주유소","2025-04-16 11:08:53","U","2025-04-18 02:40:00","주유소","387571.930480514","445525.798768844","","",
"754","석유판매업","09_28_08_P","4211000","1994421009301500030","1994-08-03","","01","영업/정상","07","영업개시","","","","2018-10-15","033 522 2007","855","","강원특별자치도 동해시 효가동 85-3","강원특별자치도 동해시 동해대로 4985 (효가동)","","씨제이대한통운(주) 효가제일주유소","2024-04-17 15:14:48","U","2024-04-19 02:40:00","주유소","386592.762756283","445293.605084129","","",
"755","석유판매업","09_28_08_P","4211000","1995421009301500033","1995-08-14","","01","영업/정상","07","영업개시","","","","","033 531 7711","613","","강원특별자치도 동해시 발한동 331-6 , 332-3, 335-5","강원특별자치도 동해시 해안로 595 (발한동,, 332-3, 335-5)","","묵호주유소","2024-01-08 17:52:07","U","2024-01-10 02:40:00","주유소","385888.73794902","452152.666219314","","",
"756","석유판매업","09_28_08_P","4211000","1995421009301500036","1995-11-25","","01","영업/정상","07","영업개시","","","","","033 532 3216","988","","강원특별자치도 동해시 평릉동 209-24","강원특별자치도 동해시 동해대로 5480 (평릉동)","","늘푸른초록봉주유소","2023-10-23 14:09:52","U","2023-10-25 02:40:00","주유소","386000.906065499","449766.389695585","","",
"757","석유판매업","09_28_08_P","4211000","1996421009301500038","1996-04-10","","01","영업/정상","07","영업개시","","","","","033 532 7424","661","","강원특별자치도 동해시 용정동 256-2 , 256-5, 255-1","강원특별자치도 동해시 해안로 63 (용정동)","","SK해안로주유소","2023-10-23 14:09:34","U","2023-10-25 02:40:00","주유소","387819.267110968","447412.284698269","","",
"758","석유판매업","09_28_08_P","4211000","1996421009301500039","1996-07-03","","01","영업/정상","07","영업개시","","","","","033 522 0202","1244.7","","강원특별자치도 동해시 대구동 351-4 , 352-2","강원특별자치도 동해시 동해대로 4683 (대구동,, 352-2)","","기업주유소","2025-05-21 16:43:15","U","2025-05-23 02:40:00","주유소","388285.303045521","443433.079836928","","",
"759","석유판매업","09_28_08_P","4211000","1997421009301500044","1997-10-25","","01","영업/정상","07","영업개시","","","","","033 522 3007","847","","강원특별자치도 동해시 송정동 1050-1 , 1050-3","강원특별자치도 동해시 대동로 263 (송정동)","","뉴동해항산업주식회사","2025-02-14 10:27:03","U","2025-02-16 02:40:00","주유소","387830.905096253","445541.249696702","","",
"760","석유판매업","09_28_08_P","4221000","1990422001001500002","1990-05-10","","01","영업/정상","01","신규등록","","","","","033 581 0017","2038","","강원특별자치도 태백시 장성동 128-3","강원특별자치도 태백시 메밀들1길 18 (장성동)","","(주)삼봉레미콘 강원주유소","2025-08-14 13:25:25","U","2025-08-17 02:40:00","주유소","379070.666198149","401222.082302934","","",
"761","석유판매업","09_28_08_P","4221000","1990422001001500003","1990-09-29","","01","영업/정상","01","신규등록","","","","","033 582 8999","1096","","강원특별자치도 태백시 철암동 349-25","강원특별자치도 태백시 동태백로 450 (철암동)","","용진주유소","2018-02-21 14:55:05","I","2023-06-13 00:00:00","주유소","381189.157720806","403661.685101037","","",
"762","석유판매업","09_28_08_P","4221000","1991422001001500001","1991-08-20","","01","영업/정상","01","신규등록","","","","","033 581 8939","1004","","강원특별자치도 태백시 문곡동 27-52","강원특별자치도 태백시 태백로 1571 (문곡동)","","세봉주유소","2020-02-05 11:53:58","I","2023-06-13 00:00:00","주유소","377947.512239597","404710.06424813","","",
"763","석유판매업","09_28_08_P","4221000","1991422001001500002","1991-12-04","","01","영업/정상","01","신규등록","","","","","033 581 8131","1330","","강원특별자치도 태백시 장성동 23-1 외 1필지","강원특별자치도 태백시 메밀들1길 136 (장성동)","","메밀주유소","2020-02-05 12:02:05","I","2023-06-13 00:00:00","주유소","380135.863719748","401110.219335134","","",
"764","석유판매업","09_28_08_P","4221000","1992422001001500001","1992-02-20","","01","영업/정상","01","신규등록","","","","","033 554 4989","609","","강원특별자치도 태백시 통동 266-1","강원특별자치도 태백시 강원남부로 302 (통동)","","연화주유소","2020-02-05 11:48:22","I","2023-06-13 00:00:00","주유소","379500.414576421","409532.559312386","","",
"765","석유판매업","09_28_08_P","4221000","1992422001001500002","1992-03-12","","01","영업/정상","01","신규등록","","","","","033 553 0456","1776","","강원특별자치도 태백시 통동 286-2","강원특별자치도 태백시 강원남부로 143 (통동)","","태연주유소","2021-02-17 17:49:22","I","2023-06-13 00:00:00","주유소","378289.719798065","409846.670794377","","",
"766","석유판매업","09_28_08_P","4221000","1993422001001500001","1993-09-20","","01","영업/정상","01","신규등록","","","","","033 553 5851","1200","","강원특별자치도 태백시 화전동 112-3","강원특별자치도 태백시 태백로 437 (화전동)","","태성주유소","2024-05-02 15:05:01","U","2024-05-04 02:40:00","주유소","374073.261079568","412572.313065632","","",
"767","석유판매업","09_28_08_P","4221000","1998422001001500001","1998-10-24","","01","영업/정상","01","신규등록","","","","","033 581 5812","967.42","","강원특별자치도 태백시 장성동 29-65 외 1필지","강원특별자치도 태백시 태백로 2124 (장성동)","","금강주유소","2020-02-05 13:59:47","I","2023-06-13 00:00:00","주유소","380166.818164013","401205.817815465","","",
"768","석유판매업","09_28_08_P","4221000","2002422001001500001","2002-11-29","","01","영업/정상","01","신규등록","","","","","033 553 8899","671","","강원특별자치도 태백시 황지동 78-4 외 2필지","강원특별자치도 태백시 태백로 1064 (황지동)","","성일주유소","2025-08-14 13:24:57","U","2025-08-17 02:40:00","주유소","376859.629357087","408656.176537007","","",
"769","석유판매업","09_28_08_P","4221000","2003422001001200002","2003-12-03","","01","영업/정상","01","신규등록","","","","","033 553 5185","895","","강원특별자치도 태백시 통동 산 5-2","강원특별자치도 태백시 용정길 92 (통동)","","귀뚜라미석유","2018-07-06 16:35:01","I","2023-06-13 00:00:00","일반판매소","378592.684995191","410654.525469474","","",
"770","석유판매업","09_28_08_P","4221000","2003422001001500003","2003-08-28","","01","영업/정상","01","신규등록","","","","","033 552 9033","2336","","강원특별자치도 태백시 화전동 16-67","강원특별자치도 태백시 태백로 708 (화전동)","","태백농협주유소","2024-11-26 11:09:54","U","2024-11-28 02:40:00","주유소","375118.738030482","410452.644788988","","",
"771","석유판매업","09_28_08_P","4221000","2007422001001500001","2008-01-11","","01","영업/정상","01","신규등록","","","","","033 553 7748","1394","","강원특별자치도 태백시 황지동 179-2 외 1필지","강원특별자치도 태백시 번영로 87 (황지동)","","서학주유소","2018-03-13 14:23:51","I","2023-06-13 00:00:00","주유소","376580.064370412","407384.715738917","","",
"772","석유판매업","09_28_08_P","4221000","1978422001001500001","1978-10-31","","01","영업/정상","01","신규등록","","","","","033 581 6712","1174","","강원특별자치도 태백시 장성동 222-1","강원특별자치도 태백시 장성로 5 (장성동)","","장성주유소","2018-07-06 17:33:22","I","2023-06-13 00:00:00","주유소","378465.539185799","402151.840318373","","",
"773","석유판매업","09_28_08_P","4221000","1978422001001500002","1978-01-26","","01","영업/정상","01","신규등록","","","","","033 552 2066","940","","강원특별자치도 태백시 황지동 274-19","강원특별자치도 태백시 황지로 234 (황지동)","","황지주유소","2024-06-03 13:43:51","U","2024-06-05 02:40:00","주유소","376343.467082057","410274.920968885","","",
"774","석유판매업","09_28_08_P","4221000","1983422001001500001","1983-05-24","","01","영업/정상","01","신규등록","","","","","033 552 1267","447","","강원특별자치도 태백시 통동 69-5","강원특별자치도 태백시 강원남부로 459 (통동)","","통리주유소","2025-07-07 10:53:02","U","2025-07-09 02:40:00","주유소","380741.286963323","409309.146707661","","",
"775","석유판매업","09_28_08_P","4221000","1985422001001500001","1985-05-07","","01","영업/정상","01","신규등록","","","","","033 553 5150","","","강원특별자치도 태백시 황지동 104-1","강원특별자치도 태백시 태백로 1186 (황지동)","","태백주유소","2020-02-05 12:44:48","I","2023-06-13 00:00:00","주유소","376773.988176932","407487.364221066","","",
"776","석유판매업","09_28_08_P","4221000","1986422001001500001","1986-08-01","","01","영업/정상","01","신규등록","","","","","033 552 2335","1874","","강원특별자치도 태백시 황지동 8-71","강원특별자치도 태백시 태백로 892 (황지동)","","(주)태광주유소","2020-02-05 12:54:41","I","2023-06-13 00:00:00","주유소","376722.136735991","410220.586759422","","",
"777","석유판매업","09_28_08_P","4221000","1990422001001500001","1990-05-10","2013-10-16","04","취소/말소/만료/정지/중지","02","등록취소","","2009-09-09","2010-09-09","","033 5525880","1848","","강원특별자치도 태백시 소도동 101-5","강원특별자치도 태백시 태백산로 4772 (소도동)","","(주)건국에너지 태백산주유소","2013-10-22 11:22:46","I","2023-06-13 00:00:00","주유소","374219.653714932","405064.893075926","","",
"778","석유판매업","09_28_08_P","4221000","1990422001001500004","1990-11-06","","03","폐업","03","폐지","2012-03-26","","","","033 5520778","1225","","강원특별자치도 태백시 백산동 141-1","강원특별자치도 태백시 동태백로 876 (백산동)","","백산주유소","2012-03-26 11:50:18","I","2023-06-13 00:00:00","주유소","380688.503672567","406387.668554306","","",
"779","석유판매업","09_28_08_P","4221000","1992422001001200001","1992-10-08","","03","폐업","03","폐지","2017-08-07","2009-06-30","2011-06-30","","033 5524601","","","강원특별자치도 태백시 황지동 331-1","강원특별자치도 태백시 혈암길 35 (황지동)","","유성석유","2017-08-07 09:55:12","I","2023-06-13 00:00:00","일반판매소","375564.850929586","412797.08038188","","",
"780","석유판매업","09_28_08_P","4221000","1992422001001500004","1992-05-28","","03","폐업","03","폐지","2012-02-02","","","","033 5525270","","","강원특별자치도 태백시 황지동 104-1","강원특별자치도 태백시 태백로 1186 (황지동)","","형일상사","2012-02-02 15:25:34","I","2023-06-13 00:00:00","용제판매소","376773.988176932","407487.364221066","","",
"781","석유판매업","09_28_08_P","4221000","1995422001001200001","1995-11-09","","03","폐업","03","폐지","2009-09-21","","","","033 5521298","","","강원특별자치도 태백시 황지동 152-9","","","명동석유","2009-09-21 16:29:06","I","2023-06-13 00:00:00","일반판매소","375830.524292848","406467.284445532","","",
"782","석유판매업","09_28_08_P","4221000","1995422001001500001","1995-11-24","","03","폐업","03","폐지","2008-06-09","","","","033 5520896","1260","","강원특별자치도 태백시 황지동 274-11","강원특별자치도 태백시 장수4길 24  (황지동)","","신안주유소","2008-06-09 17:10:25","I","2023-06-13 00:00:00","주유소","376271.577001865","410589.758123039","","",
"783","석유판매업","09_28_08_P","4221000","1996422001001200001","2003-01-21","","03","폐업","03","폐지","","","","","033 5537555","","","강원특별자치도 태백시 황지동 20-1","","","LG석유","2007-01-30 00:00:00","I","2023-06-13 00:00:00","일반판매소","376928.874165967","410079.209807822","","",
"784","석유판매업","09_28_08_P","4221000","1999422001001200001","1999-03-26","","03","폐업","03","폐지","2009-04-15","","","","033 5829005","","","강원특별자치도 태백시 황지동 188-33","","","태백석유","2009-04-16 17:41:56","I","2023-06-13 00:00:00","일반판매소","","","","",
"785","석유판매업","09_28_08_P","4221000","1999422001001200002","2004-08-13","","03","폐업","03","폐지","2011-04-01","","","","033 5530683","","","강원특별자치도 태백시 황지동 664 18통1반","강원특별자치도 태백시 청솔길 25  (황지동)","","고원석유","2011-04-04 10:14:01","I","2023-06-13 00:00:00","일반판매소","376037.646008658","408611.370775684","","",
"786","석유판매업","09_28_08_P","4221000","1999422001001200005","1999-10-05","","03","폐업","03","폐지","2009-09-01","","","","033 5537555","","","강원특별자치도 태백시 황지동 379-12","강원특별자치도 태백시 오투로 70  (황지동)","","SK석유","2009-09-02 10:06:26","I","2023-06-13 00:00:00","일반판매소","375750.401901442","409961.757788163","","",
"787","석유판매업","09_28_08_P","4221000","2003422001001500002","1992-03-12","","03","폐업","03","폐지","","","","","033 5531420","","","강원특별자치도 태백시 통동 286-2","강원특별자치도 태백시 강원남부로 143 (통동)","","태연주유소","2013-12-17 11:03:27","I","2023-06-13 00:00:00","주유소","378289.719798065","409846.670794377","","",
"788","석유판매업","09_28_08_P","4221000","1992422001001500003","1992-04-19","","01","영업/정상","06","휴지사업재개","","","","2018-07-02","033 552 3322","7603","","강원특별자치도 태백시 혈동 155-3 8통2반","강원특별자치도 태백시 태백산로 4162 (혈동)","","어평주유소","2020-02-05 13:08:46","I","2023-06-13 00:00:00","주유소","368735.461647898","404008.686976992","","",
"789","석유판매업","09_28_08_P","4221000","1980422001001500001","1980-05-22","","01","영업/정상","07","영업개시","","","","","033-552-7553","944","","강원특별자치도 태백시 황지동 108-32 외 2필지","강원특별자치도 태백시 상장로 88 (황지동)","","대성주유소","2025-08-14 13:24:16","U","2025-08-17 02:40:00","주유소","376713.555993511","407690.287918465","","",
"790","석유판매업","09_28_08_P","4231000","2003423005101500045","2003-02-21","","01","영업/정상","01","신규등록","","","","","033 635 1951","465","","강원특별자치도 속초시 조양동 650-14번지","강원특별자치도 속초시 동해대로 4122 (조양동)","","구도일주유소","2024-06-14 16:59:13","U","2024-06-16 02:40:00","주유소","338662.285834277","521957.68357876","","",
"791","석유판매업","09_28_08_P","4231000","2003423005101500046","2003-04-18","","01","영업/정상","01","신규등록","","","","","033 631 3766","333","","강원특별자치도 속초시 도문동 1628-12","강원특별자치도 속초시 설악산로 74 (도문동)","","대흥주유소","2024-06-14 16:51:22","U","2024-06-16 02:40:00","주유소","340134.990276087","518803.519941363","","",
"792","석유판매업","09_28_08_P","4231000","2005423005101500001","2005-02-17","","01","영업/정상","01","신규등록","","2015-02-24","2016-02-23","2015-03-13","033 635 2800","1266","","강원특별자치도 속초시 도문동 1772","강원특별자치도 속초시 설악산로 441 (도문동)","","대청봉주유소","2024-06-14 16:47:54","U","2024-06-16 02:40:00","주유소","336585.976441323","519090.701409797","","",
"793","석유판매업","09_28_08_P","4231000","2007423005101500001","2007-07-02","","01","영업/정상","01","신규등록","","","","","033 636 5101","992","","강원특별자치도 속초시 노학동 972-100","강원특별자치도 속초시 온천로 3 (노학동)","","소나무주유소","2024-06-14 16:38:13","U","2024-06-16 02:40:00","주유소","335086.011156546","521876.339250012","","",
"794","석유판매업","09_28_08_P","4231000","2008423005101200001","2008-11-24","","01","영업/정상","01","신규등록","","","","","033 637 7955","462","","강원특별자치도 속초시 노학동 742-10","강원특별자치도 속초시 신흥1길 73 (노학동)","","칠성에너지","2024-06-18 16:09:04","U","2024-06-20 02:40:00","일반판매소","335128.580062563","522486.045173513","","",
"795","석유판매업","09_28_08_P","4231000","2011423006401500001","2011-12-27","","01","영업/정상","01","신규등록","","","","","033 638 5181","1577","","강원특별자치도 속초시 노학동 1073-46","강원특별자치도 속초시 원암학사평길 50 (노학동)","","학사평주유소","2024-06-14 15:07:41","U","2024-06-16 02:40:00","주유소","332516.744531468","523771.620590669","","",
"796","석유판매업","09_28_08_P","4231000","2015423007801500001","2015-09-24","","01","영업/정상","01","신규등록","","","","","033 636 1677","2133","","강원특별자치도 속초시 교동 685-6","강원특별자치도 속초시 동해대로 4198 (교동)","","속초농협하나로마트엑스포점주유소","2022-06-20 08:53:06","I","2023-06-13 00:00:00","주유소","338184.0591445","522396.752829253","","",
"797","석유판매업","09_28_08_P","4231000","1997423005101500042","1997-09-19","","01","영업/정상","01","신규등록","","2009-02-11","2010-02-10","2009-03-23","033 637 0777","1181","","강원특별자치도 속초시 장사동 370-1","강원특별자치도 속초시 동해대로 4446 (장사동)","","한남주유소","2021-01-28 11:00:36","I","2023-06-13 00:00:00","주유소","336962.427067329","524277.552089043","","",
"798","석유판매업","09_28_08_P","4231000","2000423001001500004","2000-09-15","","01","영업/정상","01","신규등록","","","","2016-12-20","033 633 2284","1206","","강원특별자치도 속초시 동명동 261-2","강원특별자치도 속초시 장안로 21 (동명동)","","동명에너지 합자회사","2025-09-05 13:14:51","U","2025-09-07 02:40:00","주유소","339350.109147764","524363.087128523","","",
"799","석유판매업","09_28_08_P","4231000","2001423001001500001","2001-01-05","","01","영업/정상","01","신규등록","","","","2011-09-02","033 635 1100","4050","","강원특별자치도 속초시 교동 734-7","강원특별자치도 속초시 동해대로 4232 (교동)","","주성주유소","2025-06-11 16:14:32","U","2025-06-13 02:40:00","주유소","338179.748055865","522713.802852672","","",
"800","석유판매업","09_28_08_P","4231000","2001423005101500044","2001-01-05","","01","영업/정상","01","신규등록","","","","","033 638 5188","1687","","강원특별자치도 속초시 교동 895-2","강원특별자치도 속초시 온천로 271 (교동)","","만천주유소","2024-06-14 17:09:51","U","2024-06-16 02:40:00","주유소","337635.091549042","522289.494022143","","",
"801","석유판매업","09_28_08_P","4231000","1990423005101200004","1990-01-20","","01","영업/정상","01","신규등록","","","","","033631 6606","","","강원특별자치도 속초시 장사동 525-1","강원특별자치도 속초시 중앙로 435 (장사동)","","중앙석유","2021-05-31 09:10:14","I","2023-06-13 00:00:00","일반판매소","338827.68275041","525972.558039451","","",
"802","석유판매업","09_28_08_P","4231000","1990423005101500007","1990-01-30","","01","영업/정상","01","신규등록","","","","","033 635 9800","2436","","강원특별자치도 속초시 노학동 1006-8","강원특별자치도 속초시 관광로 486 (노학동)","","에이치디현대오일뱅크(주)직영 프라자주유소","2025-04-21 15:56:08","U","2025-04-23 02:40:00","주유소","334060.271453333","523213.363139725","","",
"803","석유판매업","09_28_08_P","4231000","1991423001001500009","1991-09-07","","01","영업/정상","01","신규등록","","2014-04-01","2014-08-31","","033 635 5308","2519","","강원특별자치도 속초시 도문동 1678-11","강원특별자치도 속초시 설악산로 35 (도문동)","","강토탈 구도일주유소 뉴설악","2024-06-18 13:56:29","U","2024-06-20 02:40:00","주유소","340525.241820198","518884.33013667","","",
"804","석유판매업","09_28_08_P","4231000","1994423005101500020","1994-02-07","","01","영업/정상","01","신규등록","","","","","033 635 9705","1565","","강원특별자치도 속초시 대포동 476-1,460-1,472-1","강원특별자치도 속초시 동해대로 3834 (대포동)","","SK속초주유소","2023-09-22 13:15:29","U","2023-09-24 02:40:00","주유소","340416.428569994","520579.224384906","","",
"805","석유판매업","09_28_08_P","4231000","1992423001001500011","2003-11-14","","01","영업/정상","01","신규등록","","","","","033 631 5182","443.09","","강원특별자치도 속초시 영랑동 149-16","강원특별자치도 속초시 중앙로 355 (영랑동)","","여정주유소","2024-06-18 13:43:57","U","2024-06-20 02:40:00","주유소","339252.167890549","525302.927249262","","",
"806","석유판매업","09_28_08_P","4231000","1995423005101500034","1995-12-01","","01","영업/정상","01","신규등록","","","","","033 637 5189","1736","","강원특별자치도 속초시 노학동 326-3","강원특별자치도 속초시 온천로 118 (노학동)","","온정주유소","2024-06-18 10:39:20","U","2024-06-20 02:40:00","주유소","336232.172205994","521852.385362","","",
"807","석유판매업","09_28_08_P","4231000","1996423001001500038","1996-07-10","","01","영업/정상","01","신규등록","","","","","033 637 2989","815","","강원특별자치도 속초시 영랑동 231-6","강원특별자치도 속초시 번영로 178 (영랑동)","","드림에너지(주)직영드림주유소","2024-09-13 10:24:44","U","2024-09-15 02:40:00","주유소","339181.897522139","524707.62504313","","",
"808","석유판매업","09_28_08_P","4231000","1997423005101500040","1997-03-11","","01","영업/정상","01","신규등록","","","","","033 633 2829","1986","","강원특별자치도 속초시 조양동 1287-8","강원특별자치도 속초시 동해대로 3885 (조양동)","","에이치디현대오일뱅크(주)직영 동해유업주유소","2025-04-21 15:54:26","U","2025-04-23 02:40:00","주유소","340211.903812645","521079.065623231","","",
"809","석유판매업","09_28_08_P","4231000","1993423001001500017","1993-12-15","","01","영업/정상","01","신규등록","","","","","033 636 2666","3980","","강원특별자치도 속초시 교동 794-2","강원특별자치도 속초시 미시령로 3275 (교동)","","장원주유소","2023-09-22 13:21:32","U","2023-09-24 02:40:00","주유소","337051.08883476","523578.431622309","","",
"810","석유판매업","09_28_08_P","4231000","1993423005101500016","1993-12-02","","01","영업/정상","01","신규등록","","2010-02-16","2010-04-15","2010-06-29","033 6355145","914","","강원특별자치도 속초시 조양동 634-88,57","강원특별자치도 속초시 동해대로 4168 (조양동)","","SK유진주유소","2024-07-09 09:55:07","U","2024-07-11 02:40:00","주유소","338352.292632067","522126.588581024","","",
"811","석유판매업","09_28_08_P","4231000","1994423005101500019","1994-01-22","","01","영업/정상","01","신규등록","","","","","033 636 1177","1403.5","","강원특별자치도 속초시 노학동 297-3,298-2,산220-2","강원특별자치도 속초시 온천로 161 (노학동)","","SK에너지(주)척산self주유소","2024-11-21 10:51:07","U","2024-11-23 02:40:00","주유소","336545.053030808","522075.438080368","","",
"812","석유판매업","09_28_08_P","4231000","1978423001001500001","1978-12-19","","03","폐업","03","폐지","2013-07-08","","","","033 636 7274","1124","","강원특별자치도 속초시 설악동 302-5","강원특별자치도 속초시 청봉로 143 (설악동)","","새강원 주유소","2023-01-11 17:25:08","I","2023-06-13 00:00:00","주유소","334182.38351473","519302.133767223","","",
"813","석유판매업","09_28_08_P","4231000","2003423005101200001","2003-06-16","","03","폐업","03","폐지","","","","","033638 5177","","","강원특별자치도 속초시 교동 895-1","강원특별자치도 속초시 청대로 301 (교동)","","만천석유","2015-07-08 16:12:54","I","2023-06-13 00:00:00","일반판매소","337643.78963819","522315.578681957","","",
"814","석유판매업","09_28_08_P","4231000","2003423005101200041","2003-06-16","","03","폐업","03","폐지","2024-06-26","","","","033635 4757","","","강원특별자치도 속초시 교동 895-1,5","강원특별자치도 속초시 청대로 301 (교동)","","만천오일뱅크","2024-06-26 15:03:18","U","2024-06-28 02:40:00","일반판매소","337643.78963819","522315.578681957","","",
