"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"131","건설폐기물처리업","09_30_05_P","4211000","421100092200900002","2023-12-05","","01","영업/정상","BBBB","영업","","","","","0335324252","","","강원특별자치도 동해시 지흥동 258-4","강원특별자치도 동해시 동해대로 5219-1 (지흥동)","240-150","주식회사 대경환경산업","2025-02-03 14:04:34","U","2025-02-05 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"132","건설폐기물처리업","09_30_05_P","4211000","421100092201100003","2011-06-02","","01","영업/정상","BBBB","영업","","","","","","","240-020","강원특별자치도 동해시 평릉동 273","강원특별자치도 동해시 평릉길 83-1 (평릉동)","","서울건업","2025-01-09 09:48:09","U","2025-01-11 02:40:00","","385348.753099167","449775.26985484","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"133","건설폐기물처리업","09_30_05_P","4211000","421100092201500001","2023-10-10","","01","영업/정상","BBBB","영업","","","","","5220153","","","강원특별자치도 동해시 송정동 1320-1 대신산업","강원특별자치도 동해시 대동로 161-7 (송정동, 대신산업)","25812","대신아스콘(주)","2024-01-12 17:17:35","U","2024-01-14 02:40:00","","387498.108241464","444765.898291273","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"134","건설폐기물처리업","09_30_05_P","4211000","421100092201800001","2019-03-08","","01","영업/정상","BBBB","영업","","","","","033-532-4252","","","강원특별자치도 동해시 지흥동 22-3 주식회사 대경환경산업","강원특별자치도 동해시 동해대로 5219, 주식회사 대경환경산업 (지흥동)","25801","주식회사 대경환경산업","2025-09-23 17:40:59","U","2025-09-25 02:40:00","","385852.225187155","447295.784648462","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"135","건설폐기물처리업","09_30_05_P","4211000","421100092200700001","2005-04-25","","01","영업/정상","BBBB","영업","","","","","033-532-0794","","240-160","강원특별자치도 동해시 천곡동 960-9","강원특별자치도 동해시 감추5길 35-3 (천곡동)","25777","우양중기","2025-10-27 17:29:16","U","2025-10-29 02:40:00","","387305.825733834","448329.953645679","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"136","건설폐기물처리업","09_30_05_P","4211000","421100092200700002","2007-05-02","","01","영업/정상","BBBB","영업","","","","","","","240-290","강원특별자치도 동해시 이도동 296-5","강원특별자치도 동해시 전천로 175-4  (이도동)","","(주)중앙종합중기","2009-12-15 11:29:48","I","2023-06-13 00:00:00","","386740.325669141","444183.471908194","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","건설폐기물","0","",
"137","건설폐기물처리업","09_30_05_P","4211000","421100092200700003","2007-05-10","","01","영업/정상","BBBB","영업","","","","","","","240-110","강원특별자치도 동해시 괴란동 347 21통2반","","","대동자동차공업사","2007-07-14 11:03:23","I","2023-06-13 00:00:00","","","","건설폐기물처리업사업계획(허가)신청","","","","0","",
"138","건설폐기물처리업","09_30_05_P","4211000","421100092200700004","2007-05-30","","01","영업/정상","BBBB","영업","","","","","","","240-290","강원특별자치도 동해시 이도동 296-12","강원특별자치도 동해시 전천로 177  (이도동)","","(주)중앙종합중기","2009-08-12 12:14:38","I","2023-06-13 00:00:00","","386735.857127988","444201.782244113","건설폐기물처리업사업계획(허가)신청","","","","0","",
"139","건설폐기물처리업","09_30_05_P","4211000","421100092200700006","2009-12-18","","01","영업/정상","BBBB","영업","","","","","033-532-0794","","240-010","강원특별자치도 동해시 천곡동 960-9","강원특별자치도 동해시 감추5길 35-3 (천곡동)","25777","동성흥업","2025-02-25 13:03:04","U","2025-02-28 18:26:33","","387305.825733834","448329.953645679","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"140","건설폐기물처리업","09_30_05_P","4211000","421100092200700007","2004-05-24","","01","영업/정상","BBBB","영업","","","","","033-531-4312","","240-812","강원특별자치도 동해시 천곡동 959-1","강원특별자치도 동해시 감추5길 36 (천곡동)","240-010","조동중기","2025-06-17 18:03:03","U","2025-06-19 02:40:00","","387358.907459149","448351.93704925","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"141","건설폐기물처리업","09_30_05_P","4211000","421100092200700008","2025-05-14","","01","영업/정상","BBBB","영업","","","","","5325353","","240-150","강원특별자치도 동해시 지흥동 268","강원특별자치도 동해시 동해대로 5219 (지흥동)","240-150","주식회사 상보산업","2025-08-11 15:59:33","U","2025-08-13 02:40:00","","385771.883493009","447286.371740573","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"142","건설폐기물처리업","09_30_05_P","4221000","422100092201500001","2023-08-21","","01","영업/정상","BBBB","영업","","","","","033-552-1198","","","강원특별자치도 태백시 화전동 90-5","강원특별자치도 태백시 태백로 562 (화전동)","26003","태성산업(주)","2025-06-18 17:54:55","U","2025-06-20 02:40:00","","374021.51989738","411527.714908497","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","11522","",
"143","건설폐기물처리업","09_30_05_P","4221000","422100092201800001","2024-11-22","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 태백시 장성동 2-3","강원특별자치도 태백시 태백로 2145 (장성동)","26047","합자회사 서진골재","2024-12-05 09:38:10","U","2024-12-07 02:40:00","","380318.340681609","401401.559310263","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","14862","",
"144","건설폐기물처리업","09_30_05_P","4221000","422100092200600001","2006-03-28","","01","영업/정상","BBBB","영업","","","","","033 5535848","","235-290","강원특별자치도 태백시 장성동 6통5반","","","태양산업(주)","2009-09-01 17:41:09","I","2023-06-13 00:00:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","9360","",
"145","건설폐기물처리업","09_30_05_P","4221000","422100092200900001","2021-11-04","","01","영업/정상","BBBB","영업","","","","","0335544500","","","강원특별자치도 태백시 적각동 146","강원특별자치도 태백시 된각길 6-20 (적각동)","235-060","(주)강원환경","2025-04-24 14:26:24","U","2025-04-26 02:40:00","","376480.604021423","414662.601479553","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","15600","",
"146","건설폐기물처리업","09_30_05_P","4221000","422100092202400001","2024-10-21","","01","영업/정상","BBBB","영업","","","","","0335810081","","235-101","강원특별자치도 태백시 문곡동 18-3","강원특별자치도 태백시 노루목길 3 (문곡동)","235-120","(주)태봉산업","2025-04-11 10:13:34","U","2025-04-13 02:40:00","","377745.722381343","405556.493540936","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"147","건설폐기물처리업","09_30_05_P","4231000","423100092200000002","2010-11-19","","03","폐업","2","폐업","2010-11-19","","","","0336311100","","217-060","강원특별자치도 속초시 교동 913","강원특별자치도 속초시 만천6길 1  (교동)","","금강환경","2011-02-23 17:30:33","I","2023-06-13 00:00:00","","338093.011171343","523027.602979412","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"148","건설폐기물처리업","09_30_05_P","4231000","423100092200100003","2010-12-06","","03","폐업","2","폐업","2010-12-06","","","","0336355153","","217-070","강원특별자치도 속초시 노학동 748-6 럭키설악타운2차아파트 102동 901호","강원특별자치도 속초시 도평3길 12, 102동 901호 (노학동,럭키설악타운2차아파트)","","한국환경산업","2011-02-23 17:26:20","I","2023-06-13 00:00:00","","335590.263205759","522052.040396002","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"149","건설폐기물처리업","09_30_05_P","4231000","423100092200300002","2003-01-08","","03","폐업","2","폐업","2009-09-30","","","","0336370644","","217-050","강원특별자치도 속초시 청학동 642-107","강원특별자치도 속초시 청학로 48  (청학동)","","쌍용중기","2014-11-20 10:13:01","U","2025-02-28 18:26:33","","338606.752791287","523350.111741586","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"150","건설폐기물처리업","09_30_05_P","4231000","423100092200300008","2003-05-10","","03","폐업","2","폐업","2009-10-20","","","","0336365897","","217-090","강원특별자치도 속초시 청호동 1352-7","강원특별자치도 속초시 설악금강대교로 32  (청호동)","","그린환경","2011-02-23 17:23:45","I","2023-06-13 00:00:00","","339681.467197909","522302.018807846","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"151","건설폐기물처리업","09_30_05_P","4231000","423100092200300009","2003-07-18","","03","폐업","2","폐업","2009-01-05","","","","0336335240","","217-010","강원특별자치도 속초시 영랑동 163-29","","","조은환경","2011-02-23 17:34:05","I","2023-06-13 00:00:00","","339243.171305784","525271.42805558","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"152","건설폐기물처리업","09_30_05_P","4231000","423100092200400004","2004-04-30","","03","폐업","2","폐업","2009-07-14","","","","0336381109","","217-070","강원특별자치도 속초시 노학동 1096-5","강원특별자치도 속초시 도리원길 105  (노학동)","","해안환경","2011-02-23 17:22:48","I","2023-06-13 00:00:00","","337490.046385638","522619.052682578","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"153","건설폐기물처리업","09_30_05_P","4231000","423100092200400005","2010-04-29","","03","폐업","2","폐업","2010-04-29","","","","033-635-1109","","217-070","강원특별자치도 속초시 노학동 1096-5","강원특별자치도 속초시 도리원길 105  (노학동)","","천하환경","2010-09-08 13:58:17","I","2023-06-13 00:00:00","","337490.046385638","522619.052682578","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"154","건설폐기물처리업","09_30_05_P","4231000","423100092200700001","2010-04-08","","03","폐업","2","폐업","2010-04-08","","","","033-638-7457","","217-805","강원특별자치도 속초시 교동 794-2","","","유성환경중기","2011-02-23 17:36:42","I","2023-06-13 00:00:00","","337051.08883476","523578.431622309","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"155","건설폐기물처리업","09_30_05_P","4231000","423100092200700002","2010-11-19","","03","폐업","2","폐업","2010-11-19","","","","033-635-0492","","217-060","강원특별자치도 속초시 교동 949-6","강원특별자치도 속초시 동해대로 4299-1  (교동)","","원광환경","2011-02-23 17:38:02","I","2023-06-13 00:00:00","","337530.928224471","522999.782681996","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"156","건설폐기물처리업","09_30_05_P","4231000","423100092200700003","2007-08-21","","03","폐업","2","폐업","2009-01-06","","","","0336326344","","217-060","강원특별자치도 속초시 교동 672-1","강원특별자치도 속초시 동해대로 4212-5  (교동)","","청초환경","2009-03-05 10:58:49","I","2023-06-13 00:00:00","","338226.554938704","522538.134684263","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"157","건설폐기물처리업","09_30_05_P","4231000","423100092200700004","2010-11-19","","03","폐업","2","폐업","2010-11-19","","","","033-633-0449","","217-806","강원특별자치도 속초시 교동 949-12","강원특별자치도 속초시 배움터길 4  (교동)","","우영환경","2011-02-23 17:40:24","I","2023-06-13 00:00:00","","337577.754367861","522942.274899904","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"158","건설폐기물처리업","09_30_05_P","4231000","423100092200000001","2000-11-28","","01","영업/정상","BBBB","영업","","","","","0336368126","","","강원특별자치도 속초시 조양동 1300-4","강원특별자치도 속초시 청대로 8, 102동 1701호 (조양동, 성호아파트)","24895","개별환경","2017-12-08 16:28:51","I","2023-06-13 00:00:00","","339948.749140848","521321.723714081","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"159","건설폐기물처리업","09_30_05_P","4231000","423100092200200003","2002-11-28","","01","영업/정상","BBBB","영업","","","","","635-5022","","","강원특별자치도 속초시 노학동 721-6 대건정보통신","강원특별자치도 속초시 미시령로 3161, 대건정보통신 2층 (노학동)","24802","조광중기, 명성환경","2025-01-07 17:35:03","U","2025-01-09 02:40:00","","335943.574867262","523640.295264118","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"160","건설폐기물처리업","09_30_05_P","4231000","423100092200600001","2006-02-13","","01","영업/정상","BBBB","영업","","","","","","","217-130","강원특별자치도 속초시 장사동 455","강원특별자치도 속초시 영랑호반길 567-5 (장사동)","217-130","백마환경","2023-06-08 16:01:18","I","2023-06-13 00:00:00","","338564.533982857","525699.535245311","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"161","건설폐기물처리업","09_30_05_P","4231000","423100092200700005","2004-01-20","","01","영업/정상","BBBB","영업","","","","","0336383680","","","강원특별자치도 속초시 노학동 111","강원특별자치도 속초시 도리원1길 6 (노학동)","24860","㈜대륙건설중기","2025-07-31 09:26:13","U","2025-08-02 02:40:00","","336869.154741626","522467.757610235","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"162","건설폐기물처리업","09_30_05_P","4231000","423100092200700006","2007-09-21","","01","영업/정상","BBBB","영업","","","","","033-635-4481","","","강원특별자치도 속초시 노학동 980-74","강원특별자치도 속초시 관광로 418-1 (노학동)","24859","보람환경","2025-05-27 11:28:23","U","2025-05-29 02:40:00","","334670.524476217","522697.060400969","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"163","건설폐기물처리업","09_30_05_P","4231000","423100092200700007","2007-10-30","","01","영업/정상","BBBB","영업","","","","","0336371444","","217-070","강원특별자치도 속초시 노학동 1094-2","","","중앙환경","2024-08-27 11:18:15","U","2024-08-29 02:40:00","","337575.807497551","522285.847327049","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"164","건설폐기물처리업","09_30_05_P","4231000","423100092201600001","2016-09-05","","01","영업/정상","BBBB","영업","","","","","0336366141","","","강원특별자치도 속초시 조양동 1571","강원특별자치도 속초시 조양로 40, 101동 603층 (조양동, E.S아뜨리움)","24892","보성환경","2023-03-14 19:44:23","I","2023-06-13 00:00:00","","339862.619410607","521715.451452655","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"165","건설폐기물처리업","09_30_05_P","4231000","423100092201900001","2019-07-31","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 속초시 청호동 1350-5","강원특별자치도 속초시 미리내길 27 (청호동)","24885","대아환경","2025-05-23 14:14:51","U","2025-05-25 02:40:00","","339702.294475818","522331.786403441","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"166","건설폐기물처리업","09_30_05_P","4231000","423100092202000001","2020-05-13","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 속초시 동명동 513-57","강원특별자치도 속초시 번영로 121-5 (동명동)","24828","속초환경","2025-03-25 16:26:15","U","2025-03-27 02:40:00","","338980.943036531","524165.022855808","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"167","건설폐기물처리업","09_30_05_P","4241000","424100092201800001","2018-10-19","","03","폐업","2","폐업","2025-02-06","","","","0335739119","","","강원특별자치도 삼척시 원덕읍 호산리 255 주식회사가곡천","강원특별자치도 삼척시 원덕읍 삼척로 416-39","25961","(주)호산자원개발","2025-02-06 10:11:19","U","2025-02-08 02:40:00","","407594.123846318","410678.168681623","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"168","건설폐기물처리업","09_30_05_P","4241000","424100031200300028","2003-10-09","","01","영업/정상","BBBB","영업","","","","","0335412265","","","강원특별자치도 삼척시 도계읍 도계리 73 덕성환경","강원특별자치도 삼척시 도계읍 도상로 194, 덕성환경","25948","(주)덕성환경","2024-01-25 08:05:01","U","2024-01-27 02:40:00","","382749.506388449","415205.135769369","건설폐기물처리업사업계획(허가)신청","","","","0","",
"169","건설폐기물처리업","09_30_05_P","4241000","424100092200100001","2007-03-07","","01","영업/정상","BBBB","영업","","","","","033-573-9035","","245-930","강원특별자치도 삼척시 적노동 113-4","강원특별자치도 삼척시 적노길 145 (적노동)","","동도개발(자)","2021-12-06 09:40:32","I","2023-06-13 00:00:00","","393375.397689719","437312.924672537","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"170","건설폐기물처리업","09_30_05_P","4241000","424100092200400002","2004-03-09","","01","영업/정상","BBBB","영업","","","","","0335412265","","245-905","강원특별자치도 삼척시 도계읍 도계리 73","강원특별자치도 삼척시 도계읍 도상로 194","","대동운송","2021-12-06 09:43:24","I","2023-06-13 00:00:00","","382749.506388449","415205.135769369","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"171","건설폐기물처리업","09_30_05_P","4241000","424100092200600001","2007-03-07","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 삼척시 마달동 1","강원특별자치도 삼척시 동해대로 4310-26 (마달동)","25909","제일환경(복산)","2024-06-04 08:32:47","U","2024-06-06 02:40:00","","391221.606124759","441792.36116778","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"172","건설폐기물처리업","09_30_05_P","4241000","424100092200600002","2020-03-18","","01","영업/정상","BBBB","영업","","","","","0335750981","","","강원특별자치도 삼척시 우지동 62-1 건백산업","강원특별자치도 삼척시 우지1길 31, 건백산업 (우지동)","25908","건백산업(주)","2025-10-29 10:08:33","U","2025-10-31 02:40:00","","390445.613786641","441846.313360867","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","30000","",
"173","건설폐기물처리업","09_30_05_P","4241000","424100092200600003","2006-08-29","","01","영업/정상","BBBB","영업","","","","","0335412265","","","강원특별자치도 삼척시 도계읍 도계리 73 덕성환경","강원특별자치도 삼척시 도계읍 도상로 194, 덕성환경","25948","(주)덕성환경","2024-07-21 13:44:40","U","2024-07-23 02:40:00","","382749.506388449","415205.135769369","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","19200","",
"174","건설폐기물처리업","09_30_05_P","4241000","424100092200600004","2007-05-07","","01","영업/정상","BBBB","영업","","","","","0335747106","","","강원특별자치도 삼척시 교동 650-3 풍양중기","강원특별자치도 삼척시 대학로 82-75, 풍양중기 (교동)","25916","풍양중기","2025-06-30 09:23:37","U","2025-07-02 02:40:00","","391470.288698624","440579.283763963","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"175","건설폐기물처리업","09_30_05_P","4241000","424100092201300001","2013-08-08","","01","영업/정상","BBBB","영업","","","","","033-575-0981","","245-110","강원특별자치도 삼척시 우지동 62-1","강원특별자치도 삼척시 우지1길 31 (우지동)","245-110","건백산업(주)","2025-09-25 17:00:19","U","2025-09-27 02:40:00","","390445.613786641","441846.313360867","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"176","건설폐기물처리업","09_30_05_P","4241000","424100092201700002","2017-11-29","","01","영업/정상","BBBB","영업","","","","","0335737222","","","강원특별자치도 삼척시 남양동 7-88","강원특별자치도 삼척시 척주로 59, 3층 (남양동)","25922","(주)승리산업","2021-12-07 08:28:09","I","2023-06-13 00:00:00","","392025.748804947","440239.130692304","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"177","건설폐기물처리업","09_30_05_P","4241000","424100092202300001","2023-12-26","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 삼척시 미로면 사둔리 261","강원특별자치도 삼척시 미로면 동안로 263-133","25903","미로중기","2024-09-13 11:09:35","U","2024-09-15 02:40:00","","385161.072568738","438853.66924513","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"178","건설폐기물처리업","09_30_05_P","4251000","425100092200500007","2007-03-06","","03","폐업","2","폐업","2007-03-06","","","","0334348091","","250-801","강원특별자치도 홍천군 홍천읍 갈마곡리 426","강원특별자치도 홍천군 홍천읍 큰골길 3","250-801","한서건기","2016-11-02 13:18:40","I","2023-06-13 00:00:00","","278846.809408567","466495.010215767","건설폐기물처리업사업계획(허가)신청","","","","0","",
"179","건설폐기물처리업","09_30_05_P","4251000","425100092200600001","2016-12-23","","03","폐업","2","폐업","2016-12-23","","","","434-4796","","250-803","강원특별자치도 홍천군 홍천읍 삼마치리 549 550, 557-4","강원특별자치도 홍천군 홍천읍 원터길 19","250-803","신우임산(주)","2025-05-20 14:52:35","U","2025-05-22 02:40:00","","279237.121689976","456871.86321423","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","건설폐기물","2080","",
"180","건설폐기물처리업","09_30_05_P","4251000","425100092200600006","2016-11-02","","03","폐업","2","폐업","2016-11-02","","","","0334348091","","250-801","강원특별자치도 홍천군 홍천읍 갈마곡리 426","강원특별자치도 홍천군 홍천읍 큰골길 3","250-801","한서건기","2016-11-02 13:18:40","I","2023-06-13 00:00:00","","278846.809408567","466495.010215767","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"181","건설폐기물처리업","09_30_05_P","4251000","425100092200600003","2006-04-18","","01","영업/정상","BBBB","영업","","","","","","","250-801","강원특별자치도 홍천군 홍천읍 검율리 281","강원특별자치도 홍천군 홍천읍 당뿌리길 26","","국민환경개발(주)","2007-06-30 10:57:57","I","2023-06-13 00:00:00","","280497.434008184","467010.50167516","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","건설폐기물","0","",
"182","건설폐기물처리업","09_30_05_P","4251000","425100092200800001","2020-10-19","","01","영업/정상","BBBB","영업","","","","","033-435-6601","","","강원특별자치도 홍천군 홍천읍 장전평리 174-7","강원특별자치도 홍천군 홍천읍 미루나무길 28","","(합)홍천환경산업","2025-09-29 10:24:51","U","2025-10-01 02:40:00","","277533.874097026","462551.816856461","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","13000","",
"183","건설폐기물처리업","09_30_05_P","4251000","425100092200800002","2020-03-05","","01","영업/정상","BBBB","영업","","","","","033-435-6625","","250-803","강원특별자치도 홍천군 홍천읍 장전평리 174-14","강원특별자치도 홍천군 홍천읍 미루나무길 58","","(합)강원환경","2025-09-29 10:20:38","U","2025-10-01 02:40:00","","277340.086295094","462379.545756281","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","7200","",
"184","건설폐기물처리업","09_30_05_P","4251000","425100092200800003","2009-12-21","","01","영업/정상","BBBB","영업","","","","","033-435-5094","","250-803","강원특별자치도 홍천군 홍천읍 삼마치리 79 78-2, 78-3","강원특별자치도 홍천군 홍천읍 옥류동길 123-20 (78-2, 78-3)","","(주)상지개발","2025-03-24 11:00:55","U","2025-03-26 02:40:00","","278933.483827648","459633.26607483","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","9000","",
"185","건설폐기물처리업","09_30_05_P","4251000","425100092200800004","2008-05-06","","01","영업/정상","BBBB","영업","","","","","0334359912","","","강원특별자치도 홍천군 홍천읍 삼마치리 80-1","강원특별자치도 홍천군 홍천읍 옥류동길 123-6","","상지환경산업(주)","2025-08-28 11:15:09","U","2025-08-30 02:40:00","","278840.232859806","459670.811622533","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","9000","",
"186","건설폐기물처리업","09_30_05_P","4251000","425100092201100001","2011-06-27","","01","영업/정상","BBBB","영업","","","","","0334350035","","250-803","강원특별자치도 홍천군 홍천읍 삼마치리 67","강원특별자치도 홍천군 홍천읍 옥류동길 123-27","","삼광레미콘아스콘(주)","2024-01-04 13:54:07","U","2024-01-06 02:40:00","","279066.526380072","459687.723225135","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","4036","",
"187","건설폐기물처리업","09_30_05_P","4251000","425100092202100001","2021-06-02","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 홍천군 화촌면 송정리 37-8","강원특별자치도 홍천군 화촌면 홍천로 1130","25156","대원중고기계상사,대원자원","2024-04-05 15:50:13","U","2024-04-07 02:40:00","","282880.242029523","471264.512801354","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"188","건설폐기물처리업","09_30_05_P","4261000","426100092200100001","2001-06-25","","01","영업/정상","BBBB","영업","","","","","033-343-8770","","225-872","강원특별자치도 횡성군 공근면 창봉리 187-1-1","강원특별자치도 횡성군 공근면 영서로 680-1","225-872","일진산업(주)","2024-08-20 13:23:17","U","2024-08-22 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"189","건설폐기물처리업","09_30_05_P","4261000","426100092200300001","2023-01-04","","01","영업/정상","BBBB","영업","","","","","033 3433900","","225-806","강원특별자치도 횡성군 횡성읍 조곡리 166 156-1","강원특별자치도 횡성군 횡성읍 한우로 696 (156-1)","","(주)에스티","2025-04-14 15:35:10","U","2025-04-16 02:40:00","","290588.246396168","443586.038813296","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"190","건설폐기물처리업","09_30_05_P","4261000","426100092200700001","2009-12-23","","01","영업/정상","BBBB","영업","","","","","0333433900","","225-806","강원특별자치도 횡성군 횡성읍 조곡리 166","","","(주)에스티","2012-04-10 15:55:14","I","2023-06-13 00:00:00","","","","건설폐기물처리업사업계획(허가)신청","","","","0","",
"191","건설폐기물처리업","09_30_05_P","4261000","426100092200700002","2007-05-01","","01","영업/정상","BBBB","영업","","","","","033-343-8770","","225-872","강원특별자치도 횡성군 공근면 창봉리 187-1-1","강원특별자치도 횡성군 공근면 영서로 680-1","225-872","일진산업(주)","2024-08-20 13:23:17","U","2024-08-22 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16380","",
"192","건설폐기물처리업","09_30_05_P","4271000","427100092200600001","2006-11-24","","01","영업/정상","BBBB","영업","","","","","375-8855","","","강원특별자치도 영월군 영월읍 영흥리 670","강원특별자치도 영월군 영월읍 봉래산로 169","230-807","행운기업 주식회사","2025-09-01 14:29:58","U","2025-09-03 02:40:00","","330739.757851174","411709.712475453","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","12192","",
"193","건설폐기물처리업","09_30_05_P","4271000","427100092200700002","2007-06-13","","01","영업/정상","BBBB","영업","","","","","372-1222","","230-872","강원특별자치도 영월군 북면 마차리 808-5","강원특별자치도 영월군 북면 밤재로 378","230-872","성원환경(합)","2014-10-31 15:32:56","I","2023-06-13 00:00:00","","330322.818150651","418823.60772901","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","8000","",
"194","건설폐기물처리업","09_30_05_P","4271000","427100092200900001","2022-11-14","","01","영업/정상","BBBB","영업","","","","","372-1005","","230-872","강원특별자치도 영월군 북면 마차리 808-5","강원특별자치도 영월군 북면 밤재로 378","230-872","성원환경(합)","2023-09-04 10:17:36","U","2023-09-06 02:40:00","","330322.818150651","418823.60772901","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"195","건설폐기물처리업","09_30_05_P","4271000","427100092200900002","2022-11-14","","01","영업/정상","BBBB","영업","","","","","375-8855","","","강원특별자치도 영월군 영월읍 영흥리 670","강원특별자치도 영월군 영월읍 봉래산로 169","230-807","행운기업 주식회사","2025-09-01 14:29:58","U","2025-09-03 02:40:00","","330739.757851174","411709.712475453","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
