"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"129","문화예술법인","03_08_03_P","6530000","A0100642000020170001","2017-12-19","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 흥업면 매지리 583번지 3호","강원특별자치도 원주시 흥업면 매지회촌길 64-0","26494","재단법인 그린희망문화재단","2020-06-29 11:20:00","I","2023-06-13 00:00:00","","280504.307141342","417644.375669252","문화(재단)","","","","","","","","0","","문화예술 진흥을 통해 문화복지사회건설 기여 및 문화예술 미래인재발굴과 육성","","","재단법인 그린희망문화재단",
"130","문화예술법인","03_08_03_P","6530000","A0100642000020170002","2015-12-23","","01","영업/정상","1","","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 961번지 2호","강원특별자치도 영월군 영월읍 단종로 24-0","","재단법인 영월문화관광재단","2023-10-24 13:44:54","U","2023-10-26 02:40:00","","330308.36351775","410365.098922937","행정(재단)","","","","","","","","0","","지역문화진흥, 군민의 문화복지 증진, 문화관광도시 지향을 위한 사업 수행","","","재단법인 영월문화관광재단",
"131","문화예술법인","03_08_03_P","6530000","A0100642000020180001","2015-07-10","","01","영업/정상","1","","","","","","07049913941","","","강원특별자치도 춘천시 칠전동 598번지 3호","강원특별자치도 춘천시 칠전동길 43-2 (칠전동)","","사단법인 강원봄내영상사업단","2018-03-05 17:19:08","I","2023-06-13 00:00:00","","262901.931163155","482407.725807551","컨텐츠(사단)","","","","","","","","0","","영상 문화의 대중화로 강원도만의 특색 있는 경관을 세계에 알리며, 창조적인 영상문화의 발전과 문화적인 경쟁력을 갖춰
강원도 지역의 홍보 및 고용 창출, 영상 관광 사업과의 연계를 모색하여 강원도 지역문화예술 발전을 목적으로 설립하고자 함","","","사단법인 강원봄내영상사업단",
"132","문화예술법인","03_08_03_P","6530000","A0100642000020180002","2017-04-04","","01","영업/정상","1","","","","","","07042381517","","","강원특별자치도 강릉시 월호평동 909번지 46호","강원특별자치도 강릉시 월호평길 193-0 (월호평동)","","사단법인 아트컴퍼니 해랑","2022-05-31 15:19:18","I","2023-06-13 00:00:00","","371640.674817716","473546.004908932","컨텐츠(사단)","","","","","","","","0","","사단법인 아트컴퍼니 해랑은 공연예술의 계승발전과 나아가 새로운 창작 작품을 통해 우리의 문화와 예술성을 널리 알리는 것을 목적으로 설립","","","사단법인 아트컴퍼니 해랑",
"133","문화예술법인","03_08_03_P","6530000","A0100642000020180003","1984-08-17","","01","영업/정상","1","","","","","","","","","강원특별자치도 태백시 황지동 210번지 9호 태백문화원","강원특별자치도 태백시 태백로 1136-0 (황지동,태백문화원)","","태백문화원","2023-03-19 14:54:23","I","2023-06-13 00:00:00","","376653.407141704","407977.436315076","문화(사단)","","","","","","","","0","","지역문화의 계발 및 문화진흥 목적","","","태백문화원",
"134","문화예술법인","03_08_03_P","6530000","A0100642000020180004","2018-05-01","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 대전동 912번지 1호","강원특별자치도 강릉시 과학단지로 77-19 (대전동)","","재단법인 파마리서치문화재단","2024-08-13 16:35:25","U","2024-08-15 02:40:00","","363020.375301521","479059.041279781","문화(재단)","","","","","","","","0","","지역의 문화예술 활동을 지원하여 지역문화 발전에 기여하는 것을 목적으로 함","","","재단법인 파마리서치문화재단",
"135","문화예술법인","03_08_03_P","6530000","A0100642000020180005","2018-06-20","","01","영업/정상","1","","","","","","","","","강원특별자치도 삼척시 정상동 354번지 1호","강원특별자치도 삼척시 동해대로 4096-0, 2층층 (정상동,온천식당)","25925","사단법인 준경묘영경묘봉향회","2018-06-20 10:11:16","I","2023-06-13 00:00:00","","392761.757773006","440467.615076477","문화(사단)","","","","","","","","0","","준경묘영경묘청명제의 보전과 전통문화 창달에 있음","","","사단법인 준경묘영경묘봉향회",
"136","문화예술법인","03_08_03_P","6530000","A0100642000020180006","2018-07-11","","01","영업/정상","1","","","","","","","","","강원특별자치도 동해시 천곡동 1078번지 1호 하나로약국","강원특별자치도 동해시 천곡로 48-0, 3층 (천곡동,하나로약국)","","사단법인 한국전통문화유산연구원","2020-05-12 11:44:55","I","2023-06-13 00:00:00","","386507.889317713","448940.471334472","문화(사단)","","","","","","","","0","","국내외 전통문화유산(유무형문화재)의 조사, 연구, 보호, 보존, 교육 및 국제학술교류를 통하여 문화유산 보존과 활용에 기여함을 목적으로 함","","","사단법인 한국전통문화유산연구원",
"137","문화예술법인","03_08_03_P","6530000","A0100642000020180007","1994-09-12","","01","영업/정상","1","","","","","","","","","강원특별자치도 인제군 인제읍 남북리 388번지 0호 하늘내린센터","강원특별자치도 인제군 인제읍 비봉로44번길 100-0 (하늘내린센터)","","인제문화원","2025-05-13 09:19:45","U","2025-05-15 02:40:00","","302196.86161156","507078.279113904","문화(사단)","","","","","","","","0","","지역문화의 계발,연구,조사 및 문화진흥을 목적으로 함","","","인제문화원",
"138","문화예술법인","03_08_03_P","6530000","A0100642000020180008","2009-09-30","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 신동면 증리 914번지 1호","강원특별자치도 춘천시 동면 만천로 107-0, 105동 1002호 (한일유앤아이아파트)","","사단법인 김유정기념사업회","2023-06-28 16:10:52","U","2023-06-30 02:40:00","","266942.144001259","486726.022071215","문화(사단)","","","","","","","","0","","김유정선생의 사상과 문학을 기리며 그 기념 및 연구사업 등을 추진하는 동시에 실레마을 브랜드 개발을 통한 국내외의 대표적 문학테마 공간을 조성하는데 목적이 있음","","","사단법인 김유정기념사업회",
"139","문화예술법인","03_08_03_P","6530000","A0100642000020180009","2017-06-04","","01","영업/정상","1","","","","","","","","","강원특별자치도 횡성군 횡성읍 읍하리 260번지 0호 횡성문화체육공원","강원특별자치도 횡성군 횡성읍 문예로 75-0 (횡성문화체육공원)","","재단법인 횡성문화재단","2023-03-08 16:34:32","I","2023-06-13 00:00:00","","286232.868933281","443449.355741223","문화(재단)","","","","","","","","0","","문화예술진흥 목적","","","재단법인 횡성문화재단",
"140","문화예술법인","03_08_03_P","6530000","A0100642000020180010","2015-03-26","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 노암동 348번지 1호","강원특별자치도 강릉시 노암길 20-0 (노암동)","","사단법인 강원도한중우호협회","2024-11-04 14:25:52","U","2024-11-06 02:40:00","","367310.077222601","473219.825588673","문화(사단)","","","","","","","","0","","본회는 강릉시와 자매결연 한 중국내 지방자치단체 및 해당 지역 문화단체와의 문화 우호교류를 증진하고 장기적으로 한국과 중국 간의 문화교류를 증진함은 물론 강릉지역에서의 대중국 관계에서 민간차원의 문화교류를 증진하고, 강릉지역에 있는 중국문화 및 언어학습 교육을 통하여 중국 관련 문화 인력을 양성함을 목적으로 한다.","","","사단법인 강원도한중우호협회",
"141","문화예술법인","03_08_03_P","6530000","A0100642000020180011","2018-10-10","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 교동 86번지 7호 소비자고발센타","강원특별자치도 춘천시 향교앞길 4-0 (교동,소비자고발센타)","","사단법인 소양강호국문화예술제위원회","2018-10-10 16:05:12","I","2023-06-13 00:00:00","","264529.320524168","486740.896011104","문화(사단)","","","","","","","","0","","1. 문화예술의 교류 및 화합  2. 문화예술의 창작, 보급 및 문화예술활동지원  3. 저소득층을 위한 문화 프로그램 체험 기회 제공  4. 호국 문화예술 자원 발굴 및 개발
5. 그 밖의 법인 설립목적 달성에 필요한 사업 발굴을 목적으로 함","","","사단법인 소양강호국문화예술제위원회",
"142","문화예술법인","03_08_03_P","6530000","A0100642000020180012","2018-10-22","","01","영업/정상","1","","","","","","","","","강원특별자치도 평창군 진부면 하진부리 117번지 17호","강원특별자치도 평창군 진부면 진부중앙로 60-0","","강원도무형문화재 제28호 월정사탑돌이보존회","2018-10-22 13:02:56","I","2023-06-13 00:00:00","","337485.044803034","460517.859180788","문화재(사단)","","","","","","","","0","","강원도무형문화재 제28호 월정사탑돌이 보전과 진흥을 통하여 전통문화를 창조적으로 계승하고, 이를 활용할 수 있도록 함으로써 전통문화의 창달과 지역문화발전에 기여하는 것을 목적으로 함","","","강원도무형문화재 제28호 월정사탑돌이보존회",
"143","문화예술법인","03_08_03_P","6530000","A0100642000020180013","2004-09-20","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 단계동 776번지 24호","강원특별자치도 원주시 원문로 294-0 (단계동)","","재단법인 프란치스코 전교봉사 수녀회","2025-01-21 13:34:06","U","2025-01-23 02:40:00","","281538.020588469","428918.659962673","종교(재단)","","","","","","","","0","","본 회의 기본에 입각하여 모든 사업 및 활동이 원활이 이루어지도록 모든 사업의 유지관리 그리고 선교활동을 통한 천주교회의 확산과 발전을 꾀하고 지역 주민의 경제, 사회, 교육, 문화 등의 향상을 위한 
제 활동과 사업을 영위하거나 지원함에 있어서 필요한 재원의 확보와 공급 및 법인의 재산관리를 목적으로 함","","","재단법인 프란치스코 전교봉사 수녀회",
"144","문화예술법인","03_08_03_P","6530000","A0100642000020180014","2018-12-03","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 개운동 397번지 3호","강원특별자치도 원주시 치악로 1774-0, 2층 (개운동)","","사단법인 원주어리랑보존회","2018-12-03 11:31:21","I","2023-06-13 00:00:00","","284657.900240507","426959.205812733","문화(사단)","","","","","","","","0","","원주시 향토무형문화유산 제2015-1호, 원주어리랑을 비롯하여 원주오리골농요와 토속소리 보존,전승 및 활성화를 위하여 
지역 정체성 확립과 전통문화예술 발전에 기여하고자 함","","","사단법인 원주어리랑보존회",
"145","문화예술법인","03_08_03_P","6530000","A0100642000020180015","2018-12-20","","01","영업/정상","1","","","","","","0332445500","","","강원특별자치도 춘천시 소양로3가 175번지 5호 KT춘천지사 1호","강원특별자치도 춘천시 금강로 11-0, 1층 (소양로3가,KT춘천지사)","","사단법인 평창국제평화영화제","2022-04-22 17:59:39","I","2023-06-13 00:00:00","","263605.961099524","486906.492426088","문화(사단)","","","","","","","","0","","평창남북평화영화제 개최 등 영상문화와 관련된 각종 사업을 실시하여 남북평화와 지구촌 공동번영의 기반을 확대함을 목적으로 함","","","사단법인 평창국제평화영화제",
"146","문화예술법인","03_08_03_P","6530000","A0100642000020190002","2012-05-30","","01","영업/정상","1","","","","","","","","","강원특별자치도 정선군 여량면 여량리 186번지 1호 정선아리랑전수관 1동 0호","강원특별자치도 정선군 여량면 아우라지길 69-0, 1동 1층 0호 (정선아리랑전수관)","","(사)정선아리랑보존회","2019-02-19 11:30:55","I","2023-06-13 00:00:00","","352437.321218497","442893.765949429","문화(사단)","","","","","","","","0","","강원도 무형문화재 제1호인 정선아리랑의 역사와 문화를 올바르게 이해하며, 정선아리랑을 전승 보존 육성하여 향토고유문화를 계승 발전시키는 정선아리랑 지킴이로서 사회에 기여함을 목적으로 한다.","","","(사)정선아리랑보존회",
"147","문화예술법인","03_08_03_P","6530000","A0100642000020190003","1999-01-05","","01","영업/정상","1","","","","","","0333733113","","","강원특별자치도 영월군 영월읍 영흥리 1063번지 1호 창절서원 0호","강원특별자치도 영월군 영월읍 단종로 60-0, 0동 0층 0호 (창절서원)","","(사)영월창절서원","2019-03-07 19:41:43","I","2023-06-13 00:00:00","","330050.156632592","410560.913174032","종교(사단)","","","","","","","","0","","창절서원 수호와 봉향윤리 도덕선양 인의 예지 문화창달에 기여함을 목적으로 한다.","","","(사)영월창절서원",
"148","문화예술법인","03_08_03_P","6530000","A0100642000020190004","2015-12-22","","01","영업/정상","1","","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 959번지 29호","강원특별자치도 영월군 영월읍 단종로15번길 4-0","","(사)영월생활문화두레","2020-08-19 14:55:25","I","2023-06-13 00:00:00","","330288.876098844","410260.439341086","문화(사단)","","","","","","","","0","","영월 및 폐광지역을 중심으로 다양한 문화예술 및 공연 지원활동 뿐만 아니라 문화 소외 계층을 대상으로 문화서비스를 제공하고 새로운 문화콘텐츠 창조를 위하여 드론과 문화예술을 융합하는 등, 새로운 문화 프로그램을 개발, 기획하고 지역주민들에게 교육 프로그램 지원사업을 통해 인재를 발굴하고 육성하여 지역사회 문화복지발전에 기여함","","","(사)영월생활문화두레",
"149","문화예술법인","03_08_03_P","6530000","A0100642000020120003","2012-02-07","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 사농동 600번지 롯데캐슬아파트 104동 803호","강원특별자치도 춘천시 마장길 58, 104동 803호 (사농동,롯데캐슬)","","한국이사부학회","2014-01-02 10:57:18","I","2023-06-13 00:00:00","","264073.141502002","489801.781644027","문화(사단)","","","","","","","","0","","이사부, 독도, 동해안지역 역사문화, 동해, 해양환경, 울릉도 등과 관련된 다양하 학술적 연구 교육을 통하여 한국이사부학 정립 및 발전에 기여함을 목적으로 한다.","","","한국이사부학회",
"150","문화예술법인","03_08_03_P","6530000","A0100642000020120004","2012-02-27","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 온의동 2329번지","강원특별자치도 춘천시 영서로 103-502 (온의동)","","청선문화예술원","2012-02-27 14:09:10","I","2023-06-13 00:00:00","","","","행정(재단)","","","","","","","","0","","문화예술인의 창의활동 지원과 창작활동 지식나눔","문화체육관광부 및 분화재청 소관 비영리법인의 설립 및 감독에 관한규칙에 따름","","청선문화예술원",
"151","문화예술법인","03_08_03_P","6530000","A0100642000020120007","2012-08-20","","01","영업/정상","1","","","","","","","","","강원특별자치도 평창군 대관령면 차항리 438번지 13호","강원특별자치도 평창군 대관령면 갈골길 438-13","","오향산신보존회","2014-01-02 10:51:06","I","2023-06-13 00:00:00","","346329.049079117","468585.643464507","문화(사단)","","","","","","","","0","","민간신앙을 연구 보존하하고 발전시키기 위하여 그 뜻과 올바른 정신을 전하고 우리 고유의 신앙인 산신사항을 계승하고 원형을 복원함은 물론 고유의 민간신앙을 고취함","문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙에 따름","","오향산신보존회",
"152","문화예술법인","03_08_03_P","6530000","A0100642000020120009","2012-10-04","","01","영업/정상","1","","","","","","0318827076","","","강원특별자치도 홍천군 남면 용수리 41번지 10호","강원특별자치도 홍천군 남면 남노일로 720-8","","사단법인 인순이와 좋은 사람들","2021-07-08 11:42:58","I","2023-06-13 00:00:00","","267696.554293002","461987.869085198","문화(사단)","","","","","","","","0","","소외계층 및 다문화 가정 구성원들이 우리 사회에 적응하고 기여할 수 있는 더불어 살아가는 사회를 만들기 위해 문화예술 향수권을 제공하고 문화예술활동 지원과 문화예술 교육 및 참여프로그램 개발과 지원사업을 목적으로 한다.","민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 등 관련
법규와 정관에서 정하는 제 규정을 성실히 준수하여야 합니다.","","사단법인 인순이와 좋은 사람들",
"153","문화예술법인","03_08_03_P","6530000","A0100642000020130005","2013-04-05","","01","영업/정상","1","","","","","","0336421441","","","강원특별자치도 강릉시 노암동 279번지 63호","강원특별자치도 강릉시 강변로 304-1 (노암동)","","문화그룹 백향씨어터","2013-04-05 11:33:36","I","2023-06-13 00:00:00","","367520.866506093","473764.571018032","행정(재단)","","","","","","","","0","","문화예술향유 기회제공과 창작(정관에 따름)","","","문화그룹 백향씨어터",
"154","문화예술법인","03_08_03_P","6530000","A0100642000020130006","2013-04-08","","01","영업/정상","1","","","","","","0332613524","","","강원특별자치도 춘천시 동산면 원창리 213번지 23호","강원특별자치도 춘천시 동산면 영서로 1430","","한국대승불교지장종","2013-12-31 10:33:43","I","2023-06-13 00:00:00","","267914.870743806","479435.661844275","종교(사단)","","","","","","","","0","","- 포교에 관한 사업
    - 교직자(승려)교육사업
    - 불교 교리 전파사업
    - 사회 저소득층 돕기 활동","","","한국대승불교지장종",
"155","문화예술법인","03_08_03_P","6530000","A0100642000020130007","2013-04-17","","01","영업/정상","1","","","","","","03390806515","","","강원특별자치도 춘천시 소양로3가 175번지 5호 KT춘천지사","강원특별자치도 춘천시 금강로 11-0, 2층 (소양로3가,KT춘천지사)","","사단법인 강원민예총","2021-02-10 13:17:27","I","2023-06-13 00:00:00","","263605.961099524","486906.492426088","예술(사단)","","","","","","","","0","","예술의 진보와 실천을 통하여 지역문화예술 발전","붙임 허가서 참조","","사단법인 강원민예총",
"156","문화예술법인","03_08_03_P","6530000","A0100642000020130008","2013-04-25","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 퇴계동 79번지","강원특별자치도 춘천시 안마산로 217, 104동 6층 601호 (퇴계동,퇴계동한주아파트)","","한국 전통 판소리 진흥회","2013-04-25 11:50:19","I","2023-06-13 00:00:00","","264855.838698284","483301.263496797","행정(재단)","","","","","","","","0","","민족의 혼이 스며있는 전통적인 예술의 다양한 컨텐츠 중심으로 판소리, 전통무용, 국악창극, 남도 및 경기 민요, 가야금 병창 및 산조 등의 연구발전","","","한국 전통 판소리 진흥회",
"157","문화예술법인","03_08_03_P","6530000","A0100642000020130009","2013-08-27","","01","영업/정상","1","","","","","","0332432511","","","강원특별자치도 춘천시 효자동 82번지 1호","강원특별자치도 춘천시 효자로 82-1 (효자동)","","사단법인 국제선사진센터","2014-04-08 11:10:40","I","2023-06-13 00:00:00","","264337.371707171","485574.49423861","예술(사단)","","","","","","","","0","","마음으로 사진예술을 하는 것을 근원으로 삼아 사진으로 힐링을 하는 선사진의 프로그램 개발과 문화콘텐츠의 제작, 보급으로 국민의 정신문화 창달에 기여","비영리법인 설립 규칙과 정관의 준수","","사단법인 국제선사진센터",
"158","문화예술법인","03_08_03_P","6530000","A0100642000020130010","2013-10-01","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 퇴계동 1081번지 0호 수희빌딜 401호","강원특별자치도 춘천시 남춘로26번길 20-0 (퇴계동)","","사단법인 춘천국제고음악제","2013-10-01 20:49:16","I","2023-06-13 00:00:00","","264380.513820218","484665.016503233","예술(사단)","","","","","","","","0","","고전주의 음악 이전의 중세, 르네상스, 바로크 음악을 철저한 고증으로 작곡 당시의 악기와 연주를 복원하여 고음악에 대한 관심과 보급을 통해 강원문화 창달에 기여","법인설립 허가 조건","","사단법인 춘천국제고음악제",
"159","문화예술법인","03_08_03_P","6530000","A0100642000020130011","2013-10-01","","01","영업/정상","1","","","","","","0335347661","","","강원특별자치도 동해시 삼화동 172번지 0호","강원특별자치도 동해시 삼화로 584-0 (삼화동)","","사단법인 두타산삼화사국행수륙대재보존회","2019-01-21 13:51:01","I","2023-06-13 00:00:00","","378122.83907456","442061.186874544","예술(사단)","","","","","","","","0","","두타산삼화사국행수륙대재보존회는 국행수륙대재의 보존과 계승을 위한 연구와 전수교육을 통해 국가(강원도) 문화창달에 기여","법인설립허가조건","","사단법인 두타산삼화사국행수륙대재보존회",
"160","문화예술법인","03_08_03_P","6530000","A0100642000020130012","2013-10-24","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 주문진읍 삼교리 616번지","강원특별자치도 강릉시 주문진읍 삼형제봉길 120-32","","대한불교 삼불산 대안사","2013-10-24 16:41:50","I","2023-06-13 00:00:00","","351653.177263069","488759.319598177","종교(재단)","","","","","","","","0","","우리나라 불교 발전의 정신을 유지 보존하고 계승 발전시켜 불교사상의 연구, 포교교육&#8228;도재양성 등의 불교 본연의 의무를 실행함","","","대한불교 삼불산 대안사",
"161","문화예술법인","03_08_03_P","6530000","A0100642000020140003","2014-04-04","","01","영업/정상","1","","","","","","0332532992","","","강원특별자치도 춘천시 석사동 873번지 현진에버빌 2차 상가 209호","강원특별자치도 춘천시 지석로 63, 상가동 209호 (석사동,현진에버빌2차)","","사단법인 강원여성서예협회","2014-04-04 19:17:42","I","2023-06-13 00:00:00","","265285.134233062","483576.441659043","예술(사단)","","","","","","","","0","","강원도내 여성서예의 발전으로 지역문화융성과 강원의 얼 선양, 지역문화 발전, 후배양성에 기여","비영리법인의 설립 목적과 정관규정 준수","","사단법인 강원여성서예협회",
"162","문화예술법인","03_08_03_P","6530000","A0100642000020140004","2014-02-04","","01","영업/정상","1","","","","","","0332492781","","","강원특별자치도 춘천시 퇴계동 1192번지 3호 동명빌딩 302호","강원특별자치도 춘천시 우묵길52번길 24 (퇴계동)","","강원국제미술전람회민속예술축전조직위원회","2018-06-20 11:08:53","I","2023-06-13 00:00:00","","263645.376538262","484872.506253186","예술(재단)","","","","","","","","0","","강원국제미술전람회&#8228;민속예술축전조직위원회는 강원도 문화예술 진흥과 2018평창 동계올림픽의 문화올림픽 실현을 위한 강원국제미술전람회와 강원국제민속예술축전의 개최준비와 운영을 위해 설립하고 운영","관계 법규와 규정 준수","","강원국제미술전람회민속예술축전조직위원회",
"163","문화예술법인","03_08_03_P","6530000","A0100642000020140005","2013-05-08","","01","영업/정상","1","","","","","","0337619280","","","강원특별자치도 원주시 명륜동 764번지 3호","강원특별자치도 원주시 한지공원길 94-29 (명륜동)","","제일문화센터","2014-04-08 10:43:38","I","2023-06-13 00:00:00","","283178.401158539","426300.04649506","문화(사단)","","","","","","","","0","","인근의 여러 계층을 대상으로 다양한 문화예술 활동과 지역주민의 자발적 참여를 통하여 문화적 가치를 공유하고 저소득층과 다문화가정 등 소외계층에 대한 문화강좌와 외국어, 역사 교육을 개설하여 궁극적으로 사회통합과 삶의 질 향상에 기여","관계법령과 규정 준수","","제일문화센터",
"164","문화예술법인","03_08_03_P","6530000","A0100642000020140006","2013-07-22","","01","영업/정상","1","","","","","","0334612720","","","강원특별자치도 인제군 인제읍 남북리 792번지 12호","강원특별자치도 인제군 인제읍 인제로140번길 48-12","","인제 뗏목아리랑 보존회","2014-04-08 11:08:53","I","2023-06-13 00:00:00","","302564.09475668","507252.606493525","예술(사단)","","","","","","","","0","","인제에서 유래되어 전해오는 인제 뗏목아리랑을 보존하고, 나아가 적극적으로 보급하여 많은 사람들이 인제 뗏목아리랑을 즐겨 부르는데 기여","관련 법규와 규정 준수","","인제 뗏목아리랑 보존회",
"165","문화예술법인","03_08_03_P","6530000","A0100642000020140008","2014-03-10","","01","영업/정상","1","","","","","","0336422585","","","강원특별자치도 동해시 동회동 242번지 0호","강원특별자치도 동해시 신당2길 1-0, 0동 0층 0호 (동회동)","","환동해문화연구소","2019-11-04 17:41:56","I","2023-06-13 00:00:00","","386132.139093841","445466.845196507","문화(사단)","","","","","","","","0","","강원도 중심 환동해지역의 문화와 역사, 예술 등에 관한 학술연구와 교육활동으로 지역전통문화의 계승과 세계화에 기여","관계 법규와 규정 준수","","환동해문화연구소",
"166","문화예술법인","03_08_03_P","6530000","A0100642000020140009","2014-03-10","","01","영업/정상","1","","","","","","0332625678","","","강원특별자치도 춘천시 효자동 615번지","강원특별자치도 춘천시 두하길 6 (효자동)","","춘천의병아리랑보존회","2014-04-08 11:36:39","I","2023-06-13 00:00:00","","265084.684510842","486073.354564912","예술(사단)","","","","","","","","0","","춘천지역과 강원의병아리랑 소리의 발굴로 의병의 숭고한 삶과 애국정신을 계승하고 의병아리랑 발전과 보존에 기여","관계 법규와 규정 준수","","춘천의병아리랑보존회",
"167","문화예술법인","03_08_03_P","6530000","A0100642000020140010","2014-02-04","","01","영업/정상","1","","","","","","0337486222","","","강원특별자치도 원주시 태장동 1397번지 4호","강원특별자치도 원주시 현충로318번길 7-0 (태장동)","","한국전통연보존회","2023-12-21 15:48:33","U","2023-12-23 02:40:00","","283913.530921294","431483.273869672","문화(사단)","","","","","","","","0","","전통‘연’의 보존과 창작활동으로 전통연문화의 보급과 발전은 물론, 국제교류와 회원간의 협조로 전통 ‘연’을 통한 전통문화예술 발전에 기여","관련법규와 제규정 준수","","한국전통연보존회",
"168","문화예술법인","03_08_03_P","6530000","A0100642000020140011","2014-02-04","","01","영업/정상","1","","","","","","0332514323","","","강원특별자치도 춘천시 죽림동 189번지","강원특별자치도 춘천시 중앙로67번길 18, 4동 2층 4208호 (죽림동,브라운5번가상자)","","한국전통문화에술원 태극","2014-04-08 12:24:31","I","2023-06-13 00:00:00","","263954.075694438","486406.885561246","행정(재단)","","","","","","","","0","","문화예술 공연의 창작과 작품을 개발하여 보급함으로써 일반대중들에게 보다 질 높은 문화예술 향유의 기회를 제공하며 전통문화예술 발전과 보존에 기여","관계 법규와 제 규정 준수","","한국전통문화에술원 태극",
"169","문화예술법인","03_08_03_P","6530000","A0100642000020140012","2014-01-22","","01","영업/정상","1","","","","","","07075570478","","","강원특별자치도 원주시 관설동 1699번지 1호","강원특별자치도 원주시 라옹정길 20-4 (관설동)","","나눔문화교육협회","2014-04-08 12:29:05","I","2023-06-13 00:00:00","","285378.508743313","424557.217079103","문화(사단)","","","","","","","","0","","시민과 함께 시낭송과 차 문화, 각종 공예교육으로 문화의 다양성을 지양하고 나눔을 실천하여 문화시민으로의 성숙에 기여","관계 법규와 제 규정 준수","","나눔문화교육협회",
"170","문화예술법인","03_08_03_P","6530000","A0100642000020140013","2014-01-21","","01","영업/정상","1","","","","","","0335751888","","","강원특별자치도 삼척시 남양동 55번지 42호 3층","강원특별자치도 삼척시 진주로 6 (남양동)","","한울목관오케스트라","2022-03-04 13:19:23","I","2023-06-13 00:00:00","","391480.213672625","439867.312270474","예술(사단)","","","","","","","","0","","한울목관오케스트라는 국내 유일의 목관악기군으로만 편성된 새로운 장르의 오케스트라로 창작공연과 정기 기획공연으로 문화예술의 저변확대와 음악예술의 발전에 기여","관계 법규와 제 규정 준수","","한울목관오케스트라",
"171","문화예술법인","03_08_03_P","6530000","A0100642000020140014","2014-01-21","","01","영업/정상","1","","","","","","0335751888","","","강원특별자치도 삼척시 남양동 55번지 42호 3층","강원특별자치도 삼척시 진주로 6 (남양동)","","한울음악문화센터","2022-03-04 13:19:57","I","2023-06-13 00:00:00","","391480.213672625","439867.312270474","예술(사단)","","","","","","","","0","","한울음악문화센터는 음악예술의 질 높은 공연기획과 예술인의 육성, 창작단체간의 교류, 교육과정 개발로 지역 문화예술 발전에 기여","관계 법규와 제 규정 준수","","한울음악문화센터",
"172","문화예술법인","03_08_03_P","6530000","A0100642000020140015","2013-04-03","","01","영업/정상","1","","","","","","07075124126","","","강원특별자치도 원주시 소초면 장양리 949번지 1호","강원특별자치도 원주시 소초면 북원로 949-1, 2층","","하늘 꽃","2014-04-08 13:44:39","I","2023-06-13 00:00:00","","285205.701059785","435674.429574321","예술(사단)","","","","","","","","0","","우리의 전통과 문화예술을 계승하고 발전시켜 세계 속에 우리 문화의 우수성을 알리며, 문화예술 재능 나눔으로 소외계층의 문화 예술 향유권 신장과 문화예술 교육, 창작활동 등을 통해 더불어  살아가는 우리의 전통문화를 전승 발전시키는데 기여","관계법규와 제 규정 준수","","하늘 꽃",
"173","문화예술법인","03_08_03_P","6530000","A0100642000020140016","2013-03-11","","01","영업/정상","1","","","","","","0335537533","","","강원특별자치도 태백시 황지동 38번지 46호","강원특별자치도 태백시 황지로 152-1 (황지동)","","한국문화역사연구원","2014-04-08 13:53:28","I","2023-06-13 00:00:00","","376893.548745955","409696.336450067","문화(사단)","","","","","","","","0","","강원도의 역사와 문화에 관한 연구를 기반으로 세계적 역사문화   창달에 이바지","관계 법규와 제규정 준수","","한국문화역사연구원",
