"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"150","가축인공수정소","02_04_02_P","4261000","426000000320050001","2005-10-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 횡성읍 읍하리 558","강원특별자치도 횡성군 횡성읍 한우로 284","","횡성종합동물병원가축인공수정소","2005-10-11 10:41:55","I","2023-06-13 00:00:00","","287043.057890636","443413.67599176","가축인공수정소","","0","000","0",
"151","가축인공수정소","02_04_02_P","4261000","426000000320090001","2009-08-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 횡성읍 조곡리 445-1","강원특별자치도 횡성군 횡성읍 우시장1길 2","25213","우림수정소","2022-04-29 15:22:40","I","2023-06-13 00:00:00","","289463.522170494","443858.521800138","가축인공수정소","","0","000","0",
"152","가축인공수정소","02_04_02_P","4261000","426100000320240002","2024-07-16","","01","영업/정상","0000","정상","","","","","","60","","강원특별자치도 횡성군 횡성읍 읍상리 58 한국전기통신공사사택","강원특별자치도 횡성군 횡성읍 읍상동로30번길 7, 302호 (한국전기통신공사사택)","25226","박정민 가축인공수정 연구소","2024-07-16 11:41:40","I","2024-07-18 00:13:45","","287568.330647477","443444.951645952","가축인공수정소","","0","000","0",
"153","가축인공수정소","02_04_02_P","4261000","426100000320250002","2025-09-06","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 서원면 금대리 225","강원특별자치도 횡성군 서원면 금대길 50","25200","다인가축인공수정소","2025-09-06 11:59:37","I","2025-09-08 00:20:12","","280296.398792826","445313.352172955","가축인공수정소","","0","000","0",
"154","가축인공수정소","02_04_02_P","4261000","426100000320240001","2024-01-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 횡성읍 교항리 67 횡성 코아루 센트럴퍼스트","강원특별자치도 횡성군 횡성읍 앞들서1로 62, 105동 1702호 (횡성 코아루 센트럴퍼스트)","25235","마산리가축인공수정소","2024-01-09 11:04:48","I","2024-01-11 00:16:45","","286609.341520736","442889.519387368","가축인공수정소","","0","000","0",
"155","가축인공수정소","02_04_02_P","4261000","426100000320250001","2025-05-26","","01","영업/정상","0000","정상","","","","","","16.5","","강원특별자치도 횡성군 공근면 신촌리 647-7","강원특별자치도 횡성군 공근면 경강로신촌1길 48-12","25209","우주수정소","2025-06-26 09:29:28","U","2025-06-28 02:40:00","","284394.040904043","446454.850124973","가축인공수정소","","0","000","0",
"156","가축인공수정소","02_04_02_P","4261000","426000000320160001","2016-03-09","","03","폐업","0002","폐업","2017-08-10","","","","","88.11","","","강원특별자치도 횡성군 공근면 금계로 33-15","25208","다산횡성가축수정소","2017-08-10 11:13:19","I","2023-06-13 00:00:00","","285261.509200839","449411.375657494","가축인공수정소","","0","000","0",
"157","가축인공수정소","02_04_02_P","4261000","426000000319820001","1982-06-17","","03","폐업","0002","폐업","2003-06-23","","","","","0","","강원특별자치도 횡성군 횡성읍 읍하리","","","강원가축인공수정소","2003-07-01 10:38:19","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"158","가축인공수정소","02_04_02_P","4261000","426000000319840001","1984-08-31","","03","폐업","0002","폐업","2008-01-09","","","","033-342-3372","0","","강원특별자치도 횡성군 공근면 학담리","","","매일가축인공수정소","2008-01-09 17:09:59","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"159","가축인공수정소","02_04_02_P","4261000","426000000319850003","1985-08-30","","03","폐업","0002","폐업","2008-04-10","","","","033-342-6506","0","","강원특별자치도 횡성군 우천면 우항리","","","우천가축인공수정소","2008-04-12 14:17:05","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"160","가축인공수정소","02_04_02_P","4261000","426000000319920002","1992-05-12","","03","폐업","0002","폐업","2020-01-20","","","","033-343-3643","0","","강원특별자치도 횡성군 횡성읍 조곡리","","","목장가축인공수정소","2020-01-30 16:02:13","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"161","가축인공수정소","02_04_02_P","4261000","426000000319980001","1998-08-27","","03","폐업","0002","폐업","2003-06-10","","","","033-345-4688","0","","강원특별자치도 횡성군 둔내면 둔방내리","","","둔내가축인공수정소","2003-06-16 15:37:58","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"162","가축인공수정소","02_04_02_P","4261000","426000000319990002","1999-10-04","","03","폐업","0002","폐업","2021-03-15","","","","033-342-4050","0","","강원특별자치도 횡성군 안흥면 안흥리 294","","","벧엘가축인공수정소","2021-03-15 11:20:42","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"163","가축인공수정소","02_04_02_P","4261000","426000000320010001","2001-09-28","","03","폐업","0002","폐업","2003-11-05","","","","","0","","강원특별자치도 횡성군 횡성읍 입석리","","","정석가축인공수정소","2003-11-21 10:32:20","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"164","가축인공수정소","02_04_02_P","4261000","426000000320040001","2004-03-29","","03","폐업","0002","폐업","2021-11-22","","","","","6","","강원특별자치도 횡성군 우천면 문암리 209-1","강원특별자치도 횡성군 우천면 정문로 128","","축사랑가축인공수정소","2021-11-29 09:17:11","I","2023-06-13 00:00:00","","292115.667421259","441077.935964355","가축인공수정소","","0","000","0",
"165","가축인공수정소","02_04_02_P","4261000","426000000320080001","2008-06-25","","03","폐업","0002","폐업","2008-10-24","","","","345-3239","0","","강원특별자치도 횡성군 횡성읍 읍하리 544-2","강원특별자치도 횡성군 횡성읍 문화체육로 64","","신횡성동물병원","2008-10-27 10:00:13","I","2023-06-13 00:00:00","","287431.35","444145.15","가축인공수정소","","0","000","0",
"166","가축인공수정소","02_04_02_P","4261000","426000000320110001","2011-11-23","","03","폐업","0002","폐업","2015-01-09","","","","","113","","강원특별자치도 횡성군 서원면 유현리 34-1","강원특별자치도 횡성군 서원면 경강로유현13길 10","25200","소가축인공수정소","2015-01-09 17:27:34","I","2023-06-13 00:00:00","","278763.415832156","447776.23486047","가축인공수정소","","0","000","0",
"167","가축인공수정소","02_04_02_P","4271000","427000000319900001","1990-03-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 남면 연당리 109-5","강원특별자치도 영월군 남면 고싯골길 47-11","26217","강원가축인공수정소","2020-01-14 15:21:03","I","2023-06-13 00:00:00","","325188.349974638","404428.440017182","가축인공수정소","","0","000","0",
"168","가축인공수정소","02_04_02_P","4271000","427000000320090002","2009-08-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 영월읍 영흥리 363 13통4반","강원특별자치도 영월군 영월읍 봉래산로 546-32","","영월가축인공수정소","2018-11-07 17:26:14","I","2023-06-13 00:00:00","","330050.228691503","414541.161258961","가축인공수정소","","0","000","0",
"169","가축인공수정소","02_04_02_P","4271000","427000000320120001","2012-11-01","","01","영업/정상","0000","정상","","","","","","0","","","강원특별자치도 영월군 주천면 주천로89번길 34-14","26203","주천가축인공수정소","2014-11-12 10:09:16","I","2023-06-13 00:00:00","","312254.241512006","419880.248391337","가축인공수정소","","0","000","0",
"170","가축인공수정소","02_04_02_P","4271000","427000000320170001","2017-03-14","","01","영업/정상","0000","정상","","","","","","0","","","강원특별자치도 영월군 중동면 응고개길 195-42","26243","중앙가축인공수정소","2017-03-14 12:15:42","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"171","가축인공수정소","02_04_02_P","4271000","427000000320180001","2018-02-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 북면 마차리 1190-12","강원특별자치도 영월군 북면 미재골길 10","26209","영월 다산가축 인공수정소","2018-02-09 17:44:31","I","2023-06-13 00:00:00","","329126.7983321","417850.856673139","가축인공수정소","","0","000","0",
"172","가축인공수정소","02_04_02_P","4271000","427000000320210001","2021-09-14","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 김삿갓면 예밀리 219","강원특별자치도 영월군 김삿갓면 솔숲길 105","26246","내성 가축인공수정소","2021-09-14 09:33:24","I","2023-06-13 00:00:00","","341548.181975012","406196.911165952","가축인공수정소","","0","000","0",
"173","가축인공수정소","02_04_02_P","4271000","427100000320240001","2024-04-25","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 주천면 용석리 772","강원특별자치도 영월군 주천면 솔고개길 69","26207","쑥쑥가축인공수정소","2025-04-23 14:47:02","U","2025-04-25 02:40:00","","314111.86901983","414175.697536545","가축인공수정소","","0","000","0",
"174","가축인공수정소","02_04_02_P","4271000","427100000320250001","2025-04-25","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 영월군 북면 문곡리 273","강원특별자치도 영월군 북면 원동재로 372-94","26210","양영찬수정소","2025-04-25 09:17:21","I","2025-04-27 00:10:10","","327636.239335813","416423.901938991","가축인공수정소","","0","000","0",
"175","가축인공수정소","02_04_02_P","4271000","427000000319870001","1987-03-27","","03","폐업","0002","폐업","2017-10-31","","","","","0","","강원특별자치도 영월군 남면 연당리","강원특별자치도 영월군 남면 조양마을길 10-3","26216","연당개인가축인공수정소","2017-11-01 09:14:07","I","2023-06-13 00:00:00","","324533.836586302","411211.27572681","가축인공수정소","","0","000","0",
"176","가축인공수정소","02_04_02_P","4271000","427000000319920001","1992-08-05","","03","폐업","0002","폐업","2014-05-12","","","","","0","","강원특별자치도 영월군 주천면 주천리","","","주천가축인공수정소","2014-05-12 18:40:29","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"177","가축인공수정소","02_04_02_P","4271000","427000000319930001","1993-03-02","","03","폐업","0002","폐업","2008-08-26","","","","","0","","강원특별자치도 영월군 남면 창원리","","","송백가축인공수정소","2008-09-16 19:16:41","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"178","가축인공수정소","02_04_02_P","4271000","427000000319930002","1993-04-06","","03","폐업","0002","폐업","2009-08-07","","","","","0","","강원특별자치도 영월군 산솔면 녹전리","","","종합가축인공수정소","2009-08-07 14:15:52","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"179","가축인공수정소","02_04_02_P","4271000","427000000319940001","1994-07-01","","03","폐업","0002","폐업","2007-10-02","","","","","0","","강원특별자치도 영월군 주천면 주천리","","","신주천가축인공수정소","2007-10-02 11:31:02","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"180","가축인공수정소","02_04_02_P","4271000","427000000320050001","2005-02-15","","03","폐업","0002","폐업","2014-09-15","","","","","62.64","","강원특별자치도 영월군 영월읍 덕포리 574-91 외2필","강원특별자치도 영월군 영월읍 덕포시장길 6 (외2필)","","한마음가축인공수정소","2014-09-15 09:08:48","I","2023-06-13 00:00:00","","331071.104132308","409833.903308705","가축인공수정소","","0","000","0",
"181","가축인공수정소","02_04_02_P","4271000","427000000320050002","2005-11-25","","03","폐업","0002","폐업","2007-08-01","","","","","0","","강원특별자치도 영월군 영월읍 영흥리 1004-1","강원특별자치도 영월군 영월읍 영모전길 66","","새한울가축인공수정소","2021-08-09 15:46:12","I","2023-06-13 00:00:00","","330557.501017297","410410.492496304","가축인공수정소","","0","000","0",
"182","가축인공수정소","02_04_02_P","4271000","427000000320070001","2007-09-19","","03","폐업","0002","폐업","2016-06-14","2015-11-01","2016-12-31","","","0","","강원특별자치도 영월군 주천면 판운리 21","강원특별자치도 영월군 주천면 평창강로 262-7","26202","현대가축인공수정소","2016-06-14 11:52:34","I","2023-06-13 00:00:00","","319451.026105681","422898.490362741","가축인공수정소","","0","000","0",
"183","가축인공수정소","02_04_02_P","4271000","427000000320080001","2008-01-16","","03","폐업","0002","폐업","2012-12-03","","","","","18","","강원특별자치도 영월군 남면 북쌍리 496-2","강원특별자치도 영월군 남면 서강로 1635","26215","한국가축인공수정소","2015-07-02 17:28:51","I","2023-06-13 00:00:00","","323896.093455752","413662.492369513","가축인공수정소","","0","000","0",
"184","가축인공수정소","02_04_02_P","4271000","427000000320090001","2009-05-18","","03","폐업","0002","폐업","2012-04-26","","","","","0","","강원특별자치도 영월군 영월읍 하송리 403 하송3주공 APT 303동 410호","강원특별자치도 영월군 영월읍 하송로 123-4, 303동 410호 (하송3주공 APT)","","영서가축인공수정소","2015-07-02 17:25:18","I","2023-06-13 00:00:00","","329421.066118252","409410.449491767","가축인공수정소","","0","000","0",
"185","가축인공수정소","02_04_02_P","4271000","427000000320090003","2009-09-14","","03","폐업","0002","폐업","2010-05-05","","","","","9.75","","강원특별자치도 영월군 영월읍 영흥리 911-6 6통","","","유 동물병원 가축인공수정소","2010-05-05 13:19:22","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"186","가축인공수정소","02_04_02_P","4271000","427000000320100001","2010-08-30","","03","폐업","0002","폐업","2011-04-11","","","","","9.75","","강원특별자치도 영월군 영월읍 영흥리 911-6","","","위 동물병원 가축인공수정소","2011-04-12 09:16:34","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"187","가축인공수정소","02_04_02_P","4281000","428000000320150001","2015-04-29","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 평창읍 하리 79-6","강원특별자치도 평창군 평창읍 노성로 35","25374","최원철가축인공수정소","2015-04-29 18:09:58","I","2023-06-13 00:00:00","","323220.552852054","430534.051197511","가축인공수정소","","0","000","0",
"188","가축인공수정소","02_04_02_P","4281000","428000000320180001","2018-07-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 대화면 하안미리 1133","하안미길 120-28","25361","원용석가축인공수정소","2018-07-09 09:40:22","I","2023-06-13 00:00:00","","327481.780788024","441197.548396219","가축인공수정소","","0","000","0",
"189","가축인공수정소","02_04_02_P","4281000","428000000320200001","2020-06-29","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 대관령면 횡계리 366-8 강산 횡계아파트","강원특별자치도 평창군 대관령면 대관령로 46-4","25347","왕원식가축인공수정소","2020-06-29 14:15:36","I","2023-06-13 00:00:00","","350079.679123497","464954.634047939","가축인공수정소","","0","000","0",
"190","가축인공수정소","02_04_02_P","4281000","428000000320220001","2022-07-11","","01","영업/정상","0000","정상","","","","","033-334-9339","71","","강원특별자치도 평창군 평창읍 종부리 707-1","강원특별자치도 평창군 평창읍 종부2길 41-2","25377","강원글로텍 인공수정소","2025-01-08 16:17:27","U","2025-01-11 02:40:00","","323622.436836565","428479.813787621","가축인공수정소","","0","000","0",
"191","가축인공수정소","02_04_02_P","4281000","428000000320220002","2022-10-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 대관령면 횡계리 116-50","강원특별자치도 평창군 대관령면 꽃밭양지길 298","25341","제일가축인공수정소","2022-10-27 12:44:16","I","2023-06-13 00:00:00","","351310.597209165","467494.300933863","가축인공수정소","","0","000","0",
"192","가축인공수정소","02_04_02_P","4281000","428000000319860001","1986-04-25","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 대화면 대화리 924-1","강원특별자치도 평창군 대화면 우전길 5-28, 가동 3층 3호 (동방빌라)","25359","대방가축인공수정소","2011-10-30 14:35:44","I","2023-06-13 00:00:00","","328664.851836145","444664.699703415","가축인공수정소","","0","000","0",
"193","가축인공수정소","02_04_02_P","4281000","428000000320000001","2000-12-05","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 진부면 상월오개리 256-3","강원특별자치도 평창군 진부면 상월거문로 351-15","25335","진부가축인공수정소","2011-10-30 14:49:21","I","2023-06-13 00:00:00","","334642.874855016","457747.524285095","가축인공수정소","","0","000","0",
"194","가축인공수정소","02_04_02_P","4281000","428000000320030001","2003-06-26","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 봉평면 무이리 340","강원특별자치도 평창군 봉평면 백운동길 156","25305","봉평가축인공수정소","2011-10-30 15:26:34","I","2023-06-13 00:00:00","","317641.213474036","457484.200753086","가축인공수정소","","0","000","0",
"195","가축인공수정소","02_04_02_P","4281000","428000000320040001","2004-08-20","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 봉평면 평촌리 424-3","강원특별자치도 평창군 봉평면 금산동길 30-45","25310","풍정가축인공수정소","2011-10-30 14:21:14","I","2023-06-13 00:00:00","","321777.241523471","455575.589793579","가축인공수정소","","0","000","0",
"196","가축인공수정소","02_04_02_P","4281000","428000000320050002","2005-11-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 방림면 운교리 1135-5 1통3반","강원특별자치도 평창군 방림면 비네소골길 39","25366","금성가축인공수정소","2011-10-30 14:05:58","I","2023-06-13 00:00:00","","313557.864289985","436973.569529483","가축인공수정소","","0","000","0",
"197","가축인공수정소","02_04_02_P","4281000","428000000320080001","2008-03-24","","01","영업/정상","0000","정상","","","","","335-4611","0","","강원특별자치도 평창군 봉평면 덕거리 307","강원특별자치도 평창군 봉평면 기운동길 55-16","25301","진산가축인공수정소","2011-10-30 13:50:51","I","2023-06-13 00:00:00","","323415.928552158","459939.771610942","가축인공수정소","","0","000","0",
"198","가축인공수정소","02_04_02_P","4281000","428000000319970001","1997-06-20","","02","휴업","0001","휴업","","2017-05-26","2022-12-30","","","0","","강원특별자치도 평창군 대관령면 횡계리 275-9","강원특별자치도 평창군 대관령면 송천2길 29-5, C동 3층 3호 (국민주택)","25343","횡계가축인공수정소","2017-05-26 10:34:18","I","2023-06-13 00:00:00","","351141.907942005","464533.308313492","가축인공수정소","","0","000","0",
"199","가축인공수정소","02_04_02_P","4281000","428000000320150002","2015-05-19","","03","폐업","0002","폐업","2022-09-15","","","","","0","","강원특별자치도 평창군 대관령면 횡계리 116-50","강원특별자치도 평창군 대관령면 꽃밭양지길 298","25341","제일가축인공수정소","2022-09-15 09:50:29","I","2023-06-13 00:00:00","","351310.597209165","467494.300933863","가축인공수정소","","0","000","0",
"200","가축인공수정소","02_04_02_P","4281000","428000000319880001","1988-08-08","","03","폐업","0002","폐업","2006-09-14","","","","","0","","강원특별자치도 평창군 대화면 대화리 1168-3 11통1반","강원특별자치도 평창군 대화면 대화시장1길 26-3","25358","대화가축인공수정소","2011-10-30 13:58:03","I","2023-06-13 00:00:00","","328610.317295591","445333.58632339","가축인공수정소","","0","000","0",
"201","가축인공수정소","02_04_02_P","4281000","428000000319940001","1994-10-28","","03","폐업","0002","폐업","2021-08-06","","","","","0","","강원특별자치도 평창군 평창읍 하리 410-23","강원특별자치도 평창군 평창읍 종부2길 41-52","25377","초원가축인공수정소","2021-08-06 14:37:00","I","2023-06-13 00:00:00","","322363.156587849","430345.056036881","가축인공수정소","","0","000","0",
"202","가축인공수정소","02_04_02_P","4281000","428000000319990001","1999-07-23","","03","폐업","0002","폐업","2005-02-14","","","","","0","","강원특별자치도 평창군 대관령면 횡계리 366-41","강원특별자치도 평창군 대관령면 해당화2길 5","25345","종열가축인공수정소","2011-10-30 14:19:01","I","2023-06-13 00:00:00","","350217.793801404","464753.733588634","가축인공수정소","","0","000","0",
"203","가축인공수정소","02_04_02_P","4281000","428000000320020001","2002-08-31","","03","폐업","0002","폐업","2006-09-14","","","","","0","","강원특별자치도 평창군 평창읍 하리 169-3","강원특별자치도 평창군 평창읍 평창중앙로 70-14","25374","평창가축인공수정소","2013-12-16 09:18:45","I","2023-06-13 00:00:00","","323576.876322919","430603.891760579","가축인공수정소","","0","000","0",
"204","가축인공수정소","02_04_02_P","4281000","428000000320050001","2005-02-17","","03","폐업","0002","폐업","2017-05-26","","","","","0","","강원특별자치도 평창군 대관령면 횡계리 366-41 6통5반","강원특별자치도 평창군 대관령면 해당화2길 5","25345","한우인공수정소","2017-05-26 10:48:10","I","2023-06-13 00:00:00","","350217.793801404","464753.733588634","가축인공수정소","","0","000","0",
"205","가축인공수정소","02_04_02_P","4281000","428000000320100001","2010-10-12","","03","폐업","0002","폐업","2013-06-25","","","","","0","","강원특별자치도 평창군 대관령면 횡계리 6리 3반 366-46","강원특별자치도 평창군 대관령면 해당화1길 8","25345","제일 가축인공수정소","2013-06-25 10:03:00","I","2023-06-13 00:00:00","","350133.432377738","464869.939548038","가축인공수정소","","0","000","0",
"206","가축인공수정소","02_04_02_P","4281000","428000000320130001","2013-07-22","","03","폐업","0002","폐업","2015-04-02","","","","","0","","강원특별자치도 평창군 대관령면 횡계리 366-46","강원특별자치도 평창군 대관령면 해당화1길 8","25345","제일가축인공수정소","2015-04-02 17:29:14","I","2023-06-13 00:00:00","","350133.432377738","464869.939548038","가축인공수정소","","0","000","0",
"207","가축인공수정소","02_04_02_P","4291000","429000000319840001","1984-08-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 정선읍 봉양리 4리 풍운빌라 301호","","","정선가축인공수정소","2007-06-19 17:46:28","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"208","가축인공수정소","02_04_02_P","4291000","429000000319840002","1984-12-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 정선읍 봉양리","","","정선축협","2003-05-02 15:01:12","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","L00","0",
"209","가축인공수정소","02_04_02_P","4291000","429000000319990002","1999-01-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 신동읍 예미리 3통","강원특별자치도 정선군 신동읍 의림로 268","26138","신동가축인공수정소","2011-10-30 15:42:10","I","2023-06-13 00:00:00","","345910.469510972","413906.678167215","가축인공수정소","","0","000","0",
"210","가축인공수정소","02_04_02_P","4291000","429000000320000001","2000-10-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 북평면 남평리 1348-6","강원특별자치도 정선군 북평면 남평강변로 214-3","26103","강원가축인공수정소","2023-04-12 17:53:17","I","2023-06-13 00:00:00","","345915.037241681","437956.233294754","가축인공수정소","","0","000","0",
"211","가축인공수정소","02_04_02_P","4291000","429000000320170001","2017-07-14","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 정선읍 용탄리 634-2","강원특별자치도 정선군 정선읍 노미길 45","26119","정선아리아리가축인공수정소","2017-07-14 15:01:36","I","2023-06-13 00:00:00","","341814.567580367","432802.974379118","가축인공수정소","","0","000","0",
"212","가축인공수정소","02_04_02_P","4291000","429000000320170002","2017-07-14","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 북평면 숙암리 283","강원특별자치도 정선군 북평면 단임길 879","26100","북평가축인공수정소","2017-07-14 15:06:13","I","2023-06-13 00:00:00","","340882.785985104","449534.777110722","가축인공수정소","","0","000","0",
"213","가축인공수정소","02_04_02_P","4291000","429000000320210001","2021-03-31","","01","영업/정상","0000","정상","","","","","","33","","강원특별자치도 정선군 임계면 송계리 720-4","강원특별자치도 정선군 임계면 송계5길 17","26110","에이스 가축인공수정소","2021-03-31 09:55:56","I","2023-06-13 00:00:00","","363685.799144404","445279.704410949","가축인공수정소","","0","000","0",
"214","가축인공수정소","02_04_02_P","4291000","429100000320240001","2024-02-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 정선읍 용탄리 156-4","강원특별자치도 정선군 정선읍 신론길 295","26119","신흥인공수정소","2024-02-01 09:54:33","I","2024-02-03 00:16:05","","341964.348260129","436053.961345635","가축인공수정소","","0","000","0",
"215","가축인공수정소","02_04_02_P","4291000","429000000319900001","1990-03-20","","03","폐업","0002","폐업","2015-10-21","","","","","0","","강원특별자치도 정선군 임계면 송계리","","","아리랑수정소","2015-10-21 10:56:22","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"216","가축인공수정소","02_04_02_P","4291000","429000000319980001","1998-05-08","","03","폐업","0002","폐업","2017-11-30","","","","","0","","강원특별자치도 정선군 임계면 봉산리","","","말루수정소","2018-01-19 14:38:25","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"217","가축인공수정소","02_04_02_P","4291000","429000000319990001","1999-11-20","","03","폐업","0002","폐업","2018-12-19","","","","","0","","강원특별자치도 정선군 여량면 여량리 1리","","","현대수정소","2018-12-19 14:14:01","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"218","가축인공수정소","02_04_02_P","4301000","430000000319800001","1980-10-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 동송읍 이평리 3리","","","상용가축인공수정소","2003-05-27 14:58:46","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"219","가축인공수정소","02_04_02_P","4301000","430000000319830001","1983-11-07","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 갈말읍 문혜리 1리","","","삼양가축인공수정소","2003-05-27 15:01:45","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"220","가축인공수정소","02_04_02_P","4301000","430000000319840001","1984-08-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 동송읍 이평리","","","동송가축인공수정소","2003-05-27 15:03:06","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"221","가축인공수정소","02_04_02_P","4301000","430000000319920001","1992-09-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 동송읍 이평리","강원특별자치도 철원군 동송읍 금학로 240-1 (성일동물병원)","24011","성일가축인공수정소","2017-07-05 14:04:03","I","2023-06-13 00:00:00","","218963.620910194","523018.255999255","가축인공수정소","","0","000","0",
"222","가축인공수정소","02_04_02_P","4301000","430000000319930001","1993-04-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 갈말읍 군탄리 936-7","강원특별자치도 철원군 갈말읍 명성로 240","24034","군탄가축인공수정소","2013-12-23 17:21:52","I","2023-06-13 00:00:00","","226907.630954078","516706.786565447","가축인공수정소","","0","000","0",
"223","가축인공수정소","02_04_02_P","4301000","430000000320140001","2014-02-06","","01","영업/정상","0000","정상","","","","","","18","","강원특별자치도 철원군 갈말읍 정연리 1576","","","우서방 인공수정소","2014-02-06 13:47:31","I","2023-06-13 00:00:00","","228549.740410398","532094.47817417","가축인공수정소","","0","000","0",
"224","가축인공수정소","02_04_02_P","4301000","430000000320170001","2017-08-02","","01","영업/정상","0000","정상","","","","","","132","","강원특별자치도 철원군 갈말읍 군탄리 937-5","강원특별자치도 철원군 갈말읍 명성로 212 (그린슈퍼)","24034","광개토 수정소","2017-08-02 09:05:07","I","2023-06-13 00:00:00","","226893.770386547","516459.705464237","가축인공수정소","","0","000","0",
"225","가축인공수정소","02_04_02_P","4301000","430000000320210001","2021-04-28","","01","영업/정상","0000","정상","","","","","","51","","강원특별자치도 철원군 동송읍 오덕리 963-3 세륭아파트","강원특별자치도 철원군 동송읍 오덕로30번길 13-13, 나동 406호 (세륭아파트)","24010","호무인공수정소","2021-04-28 09:48:08","I","2023-06-13 00:00:00","","219913.789556378","523315.235582891","가축인공수정소","","0","000","0",
"226","가축인공수정소","02_04_02_P","4301000","430100000320240001","2024-05-09","","01","영업/정상","0000","정상","","","","","","82","","강원특별자치도 철원군 서면 와수리 1216-24","강원특별자치도 철원군 서면 아리랑로7번길 25-2","24057","대박 인공수정소","2024-05-09 17:14:47","I","2024-05-11 00:14:42","","238090.208860716","526840.415037915","가축인공수정소","","0","000","0",
"227","가축인공수정소","02_04_02_P","4301000","430100000320250002","2025-10-02","","01","영업/정상","0000","정상","","","","","","97","","강원특별자치도 철원군 갈말읍 지경리 361-1","강원특별자치도 철원군 갈말읍 지경안길 21-7","24029","투뿔가축인공수정소","2025-10-02 13:10:47","I","2025-10-05 00:20:16","","230412.459812407","525929.359037604","가축인공수정소","","0","000","0",
