"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","직원수","허가기간시작일자","허가기간종료일자",
"158","급수공사대행업","09_30_06_P","4201000","420100016200400009","2002-07-02","","01","영업/정상","11","정상","","","","","647-2670","","","강원특별자치도 강릉시 홍제동  ***번지  *호","","","대이건설(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20040702","20060701",
"159","급수공사대행업","09_30_06_P","4201000","420100016200400010","2002-12-20","","01","영업/정상","11","정상","","","","","652-4396","","","강원특별자치도 강릉시 포남동  ****번지  *호","","","(주)두리건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20041220","20061219",
"160","급수공사대행업","09_30_06_P","4201000","420100016200400011","2004-02-09","","01","영업/정상","11","정상","","","","","651-9025","","","강원특별자치도 강릉시 포남동  ****번지  *호","","","부영개발(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20040209","20060208",
"161","급수공사대행업","09_30_06_P","4201000","420100016200400012","2010-09-30","","01","영업/정상","11","정상","","","","","651-6611","","","강원특별자치도 강릉시 포남동  ****번지  *호","","","(합)신광기업","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20121130","20141129",
"162","급수공사대행업","09_30_06_P","4201000","420100016200400013","2004-04-12","","01","영업/정상","11","정상","","","","","653-5764","","","강원특별자치도 강릉시 남문동  ***번지  *호","","","(주)태운건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20040312","20060311",
"163","급수공사대행업","09_30_06_P","4201000","420100016200500001","2009-02-18","","01","영업/정상","11","정상","","","","","(033)653-5764","","","강원특별자치도 강릉시 병산동  ***번지","","","(주)태연건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","2","20090218","20110217",
"164","급수공사대행업","09_30_06_P","4201000","420100016200500002","2005-06-28","","01","영업/정상","11","정상","","","","","653-0943","","","강원특별자치도 강릉시 내곡동  ***번지 *   호","","","세방건설주식회사","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20050628","20070627",
"165","급수공사대행업","09_30_06_P","4201000","420100016200500003","2005-09-08","","01","영업/정상","11","정상","","","","","033-642-8222","","","강원특별자치도 강릉시 내곡동  ***번지  **  호","","","(주)명인건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20050908","20070907",
"166","급수공사대행업","09_30_06_P","4201000","420100016200600001","2008-03-19","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 강릉시 포남동  ****번지  *   호","","","(주)삼양산업개발","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","3","20080319","20100318",
"167","급수공사대행업","09_30_06_P","4201000","420100016200600002","2008-03-19","","01","영업/정상","11","정상","","","","","033-651-9025","","","강원특별자치도 강릉시 포남동  ****번지  *   호","","","(주)부영개발","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","6","20080319","20100318",
"168","급수공사대행업","09_30_06_P","4201000","420100016200600003","2008-03-07","","01","영업/정상","11","정상","","","","","033-647-4330","","","강원특별자치도 강릉시 교동  ****번지  *   호","","","(주)유호건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","4","20080307","20100306",
"169","급수공사대행업","09_30_06_P","4201000","420100016200600004","2008-03-07","","01","영업/정상","11","정상","","","","","033-648-9111","","","강원특별자치도 강릉시 포남동  ****번지","","","(주)영일건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","5","20080307","20100306",
"170","급수공사대행업","09_30_06_P","4201000","420100016200600005","2008-03-07","","01","영업/정상","11","정상","","","","","033-652-1988","","","강원특별자치도 강릉시 입암동  **번지  *   호","","","(주)건영","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","6","20080307","20100306",
"171","급수공사대행업","09_30_06_P","4201000","420100016200600006","2006-07-20","","01","영업/정상","11","정상","","","","","033-647-2670","","","강원특별자치도 강릉시 홍제동  ***번지  *   호","","","대이건설(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","6","20060718","20080717",
"172","급수공사대행업","09_30_06_P","4201000","420100016200600008","2006-09-22","","01","영업/정상","11","정상","","","","","651-6611","","","강원특별자치도 강릉시 포남동  ****번지  *   호","","","(합자)신광기업","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","4","20060922","20080921",
"173","급수공사대행업","09_30_06_P","4201000","420100016200600009","2006-10-12","","01","영업/정상","11","정상","","","","","033-662-2130","","","강원특별자치도 강릉시 연곡면 방내리 ***번지","","","광명상수도공무소","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","0","20061012","20081011",
"174","급수공사대행업","09_30_06_P","4201000","420100016200600010","2006-12-06","","01","영업/정상","11","정상","","","","","033-534-1419","","","강원특별자치도 강릉시 옥계면 현내리 ****번지 *   호","","","서부수도공무소","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","2","20061204","20081203",
"175","급수공사대행업","09_30_06_P","4201000","420100016200700004","2009-08-13","","01","영업/정상","11","정상","","","","","033-653-0943","","","강원특별자치도 강릉시 내곡동  ***번지 *   호","","","(주)세방건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","4","20090813","20110812",
"176","급수공사대행업","09_30_06_P","4201000","420100016200800002","2010-09-30","","01","영업/정상","11","정상","","","","","033-642-1133","","","강원특별자치도 강릉시 구정면 제비리 ***번지 *   호","","","강릉종합건설(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","3","20100930","20120929",
"177","급수공사대행업","09_30_06_P","4201000","420100016200800004","2010-09-30","","01","영업/정상","11","정상","","","","","033-662-6426","","","강원특별자치도 강릉시 주문진읍 교항리 ***번지 *   호","","","주문건설(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","4","20100930","20120929",
"178","급수공사대행업","09_30_06_P","4201000","420100016201000001","2014-03-05","","01","영업/정상","11","정상","","","","","647-4330","","","강릉시 교*동 ****-*번지","","","유호건설(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","3","20140305","20160304",
"179","급수공사대행업","09_30_06_P","4201000","420100016201000002","2010-03-09","","01","영업/정상","11","정상","","","","","651-9025","","","강원특별자치도 강릉시 포남동  ****번지 *호","","","부영개발(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","2","20100309","20120308",
"180","급수공사대행업","09_30_06_P","4201000","420100016201000003","2014-03-03","","01","영업/정상","11","정상","","","","","651-1436","","","강원특별자치도 강릉시 포남동  ****번지 *호","","","삼양산업개발(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","2","20140303","20160302",
"181","급수공사대행업","09_30_06_P","4201000","420100016201000004","2014-03-05","","01","영업/정상","11","정상","","","","","652-1119","","","강원특별자치도 강릉시 입암동 **-*","","","(주)거광","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","6","20140305","20160304",
"182","급수공사대행업","09_30_06_P","4201000","420100016201000005","2014-03-03","","01","영업/정상","11","정상","","","","","642-9112","","","강원특별자치도 강릉시 강동면 모전리","","","(주)영일건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","4","20140303","20160302",
"183","급수공사대행업","09_30_06_P","4201000","420100016201000006","2010-10-29","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 강릉시 포남동  ****번지 *   호","","","서정건설","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","5","20101027","20121026",
"184","급수공사대행업","09_30_06_P","4201000","420100016201400002","2014-04-08","","01","영업/정상","11","정상","","","","","647-4363","","","강원특별자치도 강릉시 성산면 위촌리 ***번지 *호","","","명민기업(주)","2015-01-05 21:07:50","I","2023-06-13 00:00:00","","","","2","20140408","20160407",
"185","급수공사대행업","09_30_06_P","4201000","420100016202500001","2025-05-13","","01","영업/정상","11","정상","","","","","0336528950","","","강원특별자치도 강릉시 내곡동 ***-* 한라아파트","강원특별자치도 강릉시 강변로***번길 **, 한라상가 ***호 (내곡동)","","주식회사정산건설","2025-05-13 17:11:05","I","2025-05-15 00:20:36","","365810.006020089","472917.287233425","0","20250515","20270514",
"186","급수공사대행업","09_30_06_P","4211000","421100016202300004","2023-08-23","","01","영업/정상","11","정상","","","","","033-535-4022","","","강원특별자치도 동해시 발한동 ***-*","강원특별자치도 동해시 붉은언덕길 ** (발한동)","","미래상하수도공사","2023-08-23 16:09:44","I","2023-08-25 00:18:32","","385858.798750529","451160.535195145","0","","20250822",
"187","급수공사대행업","09_30_06_P","4211000","421100016202400003","2024-11-13","","01","영업/정상","11","정상","","","","","033-521-3443","","","강원특별자치도 동해시 구호동 ***-**","강원특별자치도 동해시 공단*로 **-* (구호동)","","(주)신산","2024-11-13 10:52:32","I","2024-11-15 00:12:04","","389372.187565945","444283.856360247","0","20241114","20261113",
"188","급수공사대행업","09_30_06_P","4211000","421100016200800001","2009-03-11","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 천곡동  ***번지 **호","","","(합자)하림토건","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20090311","20110310",
"189","급수공사대행업","09_30_06_P","4211000","421100016200800002","2013-07-04","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 송정동  ****번지 *호","","","현진건설","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20070709","20150708",
"190","급수공사대행업","09_30_06_P","4211000","421100016200800003","2013-11-21","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 송정동  ****번지 *호","","","금영토건(주)","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20131121","20151120",
"191","급수공사대행업","09_30_06_P","4211000","421100016200800005","2013-11-21","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 효가동  **번지 *호","","","진흥기업","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20131121","20151120",
"192","급수공사대행업","09_30_06_P","4211000","421100016200800006","2014-05-28","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 발한동  *통 *반","","","원자재기업","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20140528","20160527",
"193","급수공사대행업","09_30_06_P","4211000","421100016200800008","2014-05-28","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 발한동  ***-* *통 *반","","","대임수도공사","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20140528","20160527",
"194","급수공사대행업","09_30_06_P","4211000","421100016200800009","2014-07-10","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 천곡동  ***번지 **호","","","대창기업","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20140710","20160709",
"195","급수공사대행업","09_30_06_P","4211000","421100016200800010","2014-07-31","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 효가동  ***번지 *호","","","(주)협동건설","2015-01-05 21:11:17","I","2023-06-13 00:00:00","","","","0","20140731","20160730",
"196","급수공사대행업","09_30_06_P","4211000","421100016201500002","2015-10-12","","01","영업/정상","11","정상","","","","","522-2341","","","","강원특별자치도 동해시 지가길 ** (이도동)","","(주)유진건설","2015-10-12 18:04:03","I","2023-06-13 00:00:00","","386167.260196348","443783.649293219","0","20151013","20171012",
"197","급수공사대행업","09_30_06_P","4211000","421100016201500003","2015-10-23","","01","영업/정상","11","정상","","","","","535-4429","","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 감추*길 **-* (천곡동)","","(주)대창건설","2015-10-23 10:57:15","I","2023-06-13 00:00:00","","387258.959478355","448286.462228786","0","20151023","20171022",
"198","급수공사대행업","09_30_06_P","4211000","421100016201500004","2015-11-03","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 동해시 갯목길 * (구미동)","","동오건설","2015-11-03 13:40:23","I","2023-06-13 00:00:00","","388071.626438339","444595.321002517","0","20151103","20171102",
"199","급수공사대행업","09_30_06_P","4211000","421100016201600001","2016-03-08","","01","영업/정상","11","정상","","","","","033-521-1994","","","","강원특별자치도 동해시 공단*로 ** (구호동)","","동해수도공사 주식회사","2016-03-08 17:09:04","I","2023-06-13 00:00:00","","389046.638806696","443491.591964311","0","20160308","20180307",
"200","급수공사대행업","09_30_06_P","4211000","421100016201600002","2016-04-05","","01","영업/정상","11","정상","","","","","033-521-5578","","","","강원특별자치도 동해시 대동로 ***-* (구미동)","","동산건설주식회사","2016-04-05 13:42:58","I","2023-06-13 00:00:00","","388152.457381409","444345.174930378","0","20160408","20180407",
"201","급수공사대행업","09_30_06_P","4211000","421100016201600003","2016-05-01","","01","영업/정상","11","정상","","","","","53193471","","","","강원특별자치도 동해시 승지로 **-* (부곡동)","","대임수도공사","2016-05-02 13:46:06","I","2023-06-13 00:00:00","","385180.986922819","450588.771938326","0","20160501","20180430",
"202","급수공사대행업","09_30_06_P","4211000","421100016201600004","2016-05-01","","01","영업/정상","11","정상","","","","","033-521-3443","","","","강원특별자치도 동해시 오일장길 *-* (구미동)","","원자재기업","2016-05-02 15:22:29","I","2023-06-13 00:00:00","","388099.102667812","444169.363454898","0","20160501","20180430",
"203","급수공사대행업","09_30_06_P","4211000","421100016201600005","2016-10-14","","01","영업/정상","11","정상","","","","","521-3343","","","","강원특별자치도 동해시 한섬로 **, 지하호 (천곡동)","","(주)신산","2016-10-14 12:40:55","I","2023-06-13 00:00:00","","386343.981394808","448515.855609959","0","20161014","20181013",
"204","급수공사대행업","09_30_06_P","4211000","421100016201600006","2016-11-23","","01","영업/정상","11","정상","","","","","522-3873","","","","강원특별자치도 동해시 동해대로 ****, *동 *호 (효가동)","","(주)한누리수도건설","2016-11-23 09:06:28","I","2023-06-13 00:00:00","","386627.507358206","445822.950194486","0","20161123","20181122",
"205","급수공사대행업","09_30_06_P","4211000","421100016201700001","2017-02-16","","01","영업/정상","11","정상","","","","","033-521-1090","","","","강원특별자치도 동해시 갯목길 * (구미동)","","(주)동광건설","2017-02-16 16:02:25","I","2023-06-13 00:00:00","","388028.325320586","444637.944406096","0","20170216","20190215",
"206","급수공사대행업","09_30_06_P","4211000","421100016201700003","2017-07-07","","01","영업/정상","11","정상","","","","","033-532-3969","","","","강원특별자치도 동해시 효자로 *** (송정동)","","현진건설","2017-07-07 10:43:15","I","2023-06-13 00:00:00","","","","0","20170709","20190708",
"207","급수공사대행업","09_30_06_P","4211000","421100016201700004","2017-11-14","","01","영업/정상","11","정상","","","","","033-522-4950","","","강원특별자치도 동해시 쇄운동 ***-*","강원특별자치도 동해시 언당길 ** (쇄운동)","","동오건설","2017-11-14 14:18:31","I","2023-06-13 00:00:00","","385076.22740621","444805.362007011","0","20171114","20191113",
"208","급수공사대행업","09_30_06_P","4211000","421100016201700005","2023-12-17","","01","영업/정상","11","정상","","","","","033-535-2620","","","강원특별자치도 동해시 송정동 ***","강원특별자치도 동해시 대동로 *** (송정동)","","(주)대창건설","2023-12-15 15:53:34","U","2023-12-17 02:40:00","","388111.961955682","445694.822587461","0","20231217","20251216",
"209","급수공사대행업","09_30_06_P","4211000","421100016201800001","2018-03-27","","01","영업/정상","11","정상","","","","","033-521-1994","","","강원특별자치도 동해시 송정동 ***-**","강원특별자치도 동해시 대동로 *** (송정동)","","동해수도공사(주)","2018-03-27 17:57:24","I","2023-06-13 00:00:00","","388091.404639917","446535.63108452","0","20180327","20200326",
"210","급수공사대행업","09_30_06_P","4211000","421100016201800002","2018-04-11","","01","영업/정상","11","정상","","","","","033-521-5578","","","강원특별자치도 동해시 구미동 ***-*","강원특별자치도 동해시 대동로 ***-* (구미동)","","(주)케에엠건설","2018-04-11 14:59:49","I","2023-06-13 00:00:00","","388152.457381409","444345.174930378","0","20180411","20200410",
"211","급수공사대행업","09_30_06_P","4211000","421100016201800004","2018-10-12","","01","영업/정상","11","정상","","","","","033-521-3443","","","강원특별자치도 동해시 천곡동 ****-**","강원특별자치도 동해시 한섬로 ** (천곡동)","","주)신산","2018-10-15 17:07:47","I","2023-06-13 00:00:00","","386343.981394808","448515.855609959","0","20181014","20201013",
"212","급수공사대행업","09_30_06_P","4211000","421100016201800005","2018-11-14","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 효가동 ***-*","강원특별자치도 동해시 동해대로 ****, *동 *호 (효가동)","","주)한누리수도건설","2018-11-15 09:54:53","I","2023-06-13 00:00:00","","386627.507358206","445822.950194486","1","20181124","20201123",
"213","급수공사대행업","09_30_06_P","4211000","421100016202300001","2023-02-21","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 구미동 *** 동광건설","강원특별자치도 동해시 갯목길 *, 동광건설 (구미동)","","(주)동광건설","2023-02-21 11:45:45","I","2023-06-13 00:00:00","","388071.626438339","444595.321002517","0","","",
"214","급수공사대행업","09_30_06_P","4211000","421100016202300002","2024-03-27","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 지흥동 **-*","강원특별자치도 동해시 숫골길 *** (지흥동)","","주식회사 씨케이건설","2024-03-27 13:36:04","U","2024-03-29 02:40:00","","386286.512335113","447099.623652594","0","20240328","20260327",
"215","급수공사대행업","09_30_06_P","4211000","421100016202300003","2024-04-09","","01","영업/정상","11","정상","","","","","0335215578","","","강원특별자치도 동해시 구미동 ***-*","강원특별자치도 동해시 구미*길 ** (구미동)","","케이엠건설 주식회사","2024-04-09 17:58:32","U","2024-04-11 02:40:00","","388328.152875279","444388.912786873","0","20240411","20260410",
"216","급수공사대행업","09_30_06_P","4211000","421100016201800003","2018-05-04","","01","영업/정상","11","정상","","","","","033-531-3471","","","강원특별자치도 동해시 부곡동 ***-*","강원특별자치도 동해시 승지로 ** (부곡동)","","대임수도","2018-05-04 11:48:42","I","2023-06-13 00:00:00","","385162.906101507","450574.89615402","0","20180504","20200503",
"217","급수공사대행업","09_30_06_P","4211000","421100016202400001","2024-05-01","","01","영업/정상","11","정상","","","","","0335215997","","","강원특별자치도 동해시 송정동 ***-* 동국전설","강원특별자치도 동해시 솔밭*길 **, 동국전설 (송정동)","","화진건설 주식회사","2024-05-01 13:35:44","I","2024-05-03 00:14:49","","388249.924396823","446004.608124629","0","20240501","20260430",
"218","급수공사대행업","09_30_06_P","4211000","421100016202400002","2024-05-10","","01","영업/정상","11","정상","","","","","0335333040","","","강원특별자치도 동해시 부곡동 **-* 시온분식","강원특별자치도 동해시 발한로 **, 시온분식 (부곡동)","","영남토건","2024-05-10 15:46:22","I","2024-05-12 00:14:54","","385696.383293634","450529.042788212","0","20240510","20260509",
"219","급수공사대행업","09_30_06_P","4211000","421100016202500004","2025-06-23","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 지흥동 **","강원특별자치도 동해시 숫골길 *** (지흥동)","","(주)한누리건설","2025-06-23 16:49:50","I","2025-06-25 00:20:02","","386262.999432829","447115.572521018","0","","",
"220","급수공사대행업","09_30_06_P","4211000","421100016202500003","2025-06-02","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 송정동 **** 송정 LH아파트","강원특별자치도 동해시 동해역길 ** (송정동, 송정 LH아파트)","","미래상하수도공사","2025-06-02 17:17:58","I","2025-06-04 00:20:42","","387567.090874114","445641.114990849","0","","",
"221","급수공사대행업","09_30_06_P","4211000","421100016202500002","2025-02-26","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 구미동 *** 동광건설","강원특별자치도 동해시 갯목길 *, 동광건설 (구미동)","","(주)동광건설","2025-02-26 09:31:56","I","2025-02-28 00:10:36","","388071.626438339","444595.321002517","0","","",
"222","급수공사대행업","09_30_06_P","4211000","421100016202400004","2024-11-27","","01","영업/정상","11","정상","","","","","033-522-3873","","","강원특별자치도 동해시 지흥동 **","강원특별자치도 동해시 숫골길 *** (지흥동)","","(주)한누리건설","2024-11-27 13:20:10","I","2024-11-29 00:11:59","","386262.999432829","447115.572521018","0","20241128","20261127",
"223","급수공사대행업","09_30_06_P","4211000","421100016202500001","2025-01-22","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 동해시 부곡동 ***-*","강원특별자치도 동해시 승지로 ** (부곡동)","","대림수도공사","2025-01-22 13:13:41","I","2025-01-24 00:11:16","","385162.906101507","450574.89615402","0","20250123","20270122",
"224","급수공사대행업","09_30_06_P","4211000","421100016201700002","2017-03-07","","03","폐업","2","폐업","","","","","033-521-5415","","","","강원특별자치도 동해시 청운*길 **-* (쇄운동)","","덕성개발","2017-03-07 18:15:06","I","2023-06-13 00:00:00","","385556.496943993","444671.701239017","0","20170307","20190306",
"225","급수공사대행업","09_30_06_P","4211000","421100016201500001","2015-07-09","","01","영업/정상","3","재개업","","","","2015-07-09","","","","","강원특별자치도 동해시 효자로 *** (송정동)","","현진건설","2015-07-25 13:17:24","I","2023-06-13 00:00:00","","386964.131331995","445488.648771885","0","20150709","20170708",
"226","급수공사대행업","09_30_06_P","4221000","422100016200900001","2012-03-29","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 태백시 황지동  *통 *반","","","한일수도공무소","2015-01-05 21:10:39","I","2023-06-13 00:00:00","","","","1","20120329","20140328",
"227","급수공사대행업","09_30_06_P","4221000","422100016200900002","2012-03-29","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 태백시 황지동  **번지 *호 *통 *반","","","태백수도공무소","2015-01-05 21:10:39","I","2023-06-13 00:00:00","","","","1","20120329","20140328",
"228","급수공사대행업","09_30_06_P","4231000","423100016200400001","2004-07-20","","01","영업/정상","11","정상","","","","","636-0786","","","강원특별자치도 속초시 대포동  ***번지 *   호","","","태신토건수도공무소","2015-01-05 21:05:46","I","2023-06-13 00:00:00","","","","1","20040720","20091231",
"229","급수공사대행업","09_30_06_P","4231000","423100016200500001","2005-07-28","","01","영업/정상","11","정상","","","","","638-3500","","","강원특별자치도 속초시 대포동 ***-*","","","유니온수도공무소","2015-01-05 21:05:46","I","2023-06-13 00:00:00","","","","3","20050728","20091231",
"230","급수공사대행업","09_30_06_P","4231000","423100016200600001","2006-11-27","","01","영업/정상","11","정상","","","","","635-3778","","","강원특별자치도 속초시 영랑동  ***번지","","","강동수도공무소","2015-01-05 21:05:46","I","2023-06-13 00:00:00","","","","3","19950117","20091231",
"231","급수공사대행업","09_30_06_P","4231000","423100016200600002","2006-11-27","","01","영업/정상","11","정상","","","","","637-0479","","","강원특별자치도 속초시 동명동  ***번지 *   호","","","영동수도공무소","2015-01-05 21:05:46","I","2023-06-13 00:00:00","","","","1","20000314","20120223",
"232","급수공사대행업","09_30_06_P","4231000","423100016200600003","2002-03-09","","01","영업/정상","11","정상","","","","","635-5720","","","강원특별자치도 속초시 동명동  ***번지 **  호","","","속초수도공무소","2015-01-05 21:05:46","I","2023-06-13 00:00:00","","","","1","20020309","20081231",
"233","급수공사대행업","09_30_06_P","4231000","423100016200700001","2002-02-08","","01","영업/정상","11","정상","","","","","637-2880","","","강원특별자치도 속초시 교동  ***번지 **  호","","","금강수도공무소","2015-01-05 21:05:46","I","2023-06-13 00:00:00","","","","3","20020208","20091231",
"234","급수공사대행업","09_30_06_P","4231000","423100016200800001","2008-07-15","","01","영업/정상","11","정상","","","","","635-0404","","","강원특별자치도 속초시 조양동  ***번지 *   호","","","대형수도공무소","2015-01-05 21:05:46","I","2023-06-13 00:00:00","","","","4","20080715","20100714",
"235","급수공사대행업","09_30_06_P","4231000","423100016201400001","2015-01-06","","01","영업/정상","11","정상","","","","","637-7204","","","","강원특별자치도 속초시 번영로**번길 ** (교동)","","부성건설주식회사","2015-01-06 13:46:21","I","2023-06-13 00:00:00","","338419.388830042","523671.177849076","0","","",
"236","급수공사대행업","09_30_06_P","4231000","423100016201600001","2016-01-13","","01","영업/정상","11","정상","","","","","033-638-1005","","","","강원특별자치도 속초시 농공단지길 ** (대포동)","","(주)정운","2016-01-13 16:36:22","I","2023-06-13 00:00:00","","339700.028525328","520506.927959849","2","20160113","",
"237","급수공사대행업","09_30_06_P","4231000","423100016201600002","2016-03-15","","01","영업/정상","11","정상","","","","","0336383500","","","","강원특별자치도 속초시 방축길 *** (대포동)","","유니온수도공무소","2016-03-15 11:32:07","I","2023-06-13 00:00:00","","339680.215524967","520004.45550628","0","","",
"238","급수공사대행업","09_30_06_P","4241000","424100016200600001","2006-07-06","","01","영업/정상","11","정상","","","","","033-576-0439","","","강원특별자치도 삼척시 남양동  **번지  *** 호","","","대영개발","2015-01-05 21:10:24","I","2023-06-13 00:00:00","","","","0","20060707","20080706",
"239","급수공사대행업","09_30_06_P","4241000","424100016200900001","2009-02-13","","01","영업/정상","11","정상","","","","","573-9098","","","강원특별자치도 삼척시 사직동  ***번지 **  호","","","삼영기업사","2015-01-05 21:10:24","I","2023-06-13 00:00:00","","","","1","20090220","20110219",
"240","급수공사대행업","09_30_06_P","4241000","424100016200900002","2009-04-01","","01","영업/정상","11","정상","","","","","576-0439","","","강원특별자치도 삼척시 남양동  **번지 *** 호","","","대영개발","2015-01-05 21:10:24","I","2023-06-13 00:00:00","","","","1","20090305","20110304",
"241","급수공사대행업","09_30_06_P","4241000","424100016200900003","2009-03-11","","01","영업/정상","11","정상","","","","","572-6331","","","강원특별자치도 삼척시 원덕읍 옥원리 ***번지 *  통 *  반","","","원덕상수도공무소","2015-01-05 21:10:24","I","2023-06-13 00:00:00","","","","1","20090309","20110308",
"242","급수공사대행업","09_30_06_P","4251000","425100016202500002","2025-05-20","","02","휴업","1","휴업","","","","","033-432-2341","","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-*","강원특별자치도 홍천군 홍천읍 갈마로*길 **","","대성","2025-05-22 16:58:44","I","2025-05-24 00:20:02","","279344.378187031","466345.507601701","0","20250530","20270529",
"243","급수공사대행업","09_30_06_P","4251000","425100016201800002","2018-02-27","","01","영업/정상","11","정상","","","","","033-436-3304","","","강원특별자치도 홍천군 홍천읍 검율리 ***-*","강원특별자치도 홍천군 홍천읍 검율*길 **","","(주)금강수도건설","2018-02-21 14:52:38","I","2023-06-13 00:00:00","","280471.77641324","466388.105329994","0","20180227","20200226",
"244","급수공사대행업","09_30_06_P","4251000","425100016202000002","2020-02-21","","01","영업/정상","11","정상","","","","","033-436-3304","","","강원특별자치도 홍천군 홍천읍 검율리 ***-*","강원특별자치도 홍천군 홍천읍 검율*길 **","","주식회사 금강수도건설","2020-02-25 14:31:18","I","2023-06-13 00:00:00","","280471.77641324","466388.105329994","0","20200227","20220226",
"245","급수공사대행업","09_30_06_P","4251000","425100016202000003","2020-05-29","","01","영업/정상","11","정상","","","","","033-433-5153","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 열산골길 **","","(주) 태솔","2020-05-29 09:07:14","I","2023-06-13 00:00:00","","276832.540314692","464298.054737707","0","20200529","20220528",
"246","급수공사대행업","09_30_06_P","4251000","425100016202000004","2020-05-29","","01","영업/정상","11","정상","","","","","033-436-0482","","","강원특별자치도 홍천군 홍천읍 검율리 산 *-**","강원특별자치도 홍천군 홍천읍 당뿌리길 ***","","가나수도공사","2020-05-29 09:07:15","I","2023-06-13 00:00:00","","","","0","20200529","20220528",
"247","급수공사대행업","09_30_06_P","4251000","425100016202000005","2020-06-02","","01","영업/정상","11","정상","","","","","033-435-5900","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 연봉서로*길 **","","(합)대헌건설","2020-06-02 10:03:08","I","2023-06-13 00:00:00","","277266.527971167","464648.549262483","0","20200603","20220602",
